names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-NT NN (for_DEGs),mean_expr_Rest (for_DEGs)
Jak2,-3.2453427,-1.7208879,0.0011730932882253568,0.019849506709455504,0.08333333333333333,0.4227639361892812,0.109174654,0.32227457
Cntn6,-3.246077,-2.2566826,0.0011700717558686589,0.01982334683492488,0.08333333333333333,0.4091772719125291,0.13540691,0.52647626
Phc2,-3.2466872,-1.0370988,0.001167566378013026,0.01979338080581073,0.19444444444444445,0.593439684531278,0.32024938,0.57358
Ttc21b,-3.2480316,-1.3297234,0.0011620635398924537,0.019724982512261676,0.08333333333333333,0.4287506721634702,0.13730973,0.31477582
Ddx1,-3.2492416,-2.8430598,0.0011571314887465843,0.019653680848685663,0.027777777777777776,0.3485212403656569,0.037451003,0.2420218
Gpr155,-3.2495933,-1.5852643,0.0011557018752039493,0.019641814918867878,0.08333333333333333,0.42581107725398815,0.120133795,0.32427227
Asxl2,-3.2504516,-1.0728445,0.0011522187901026888,0.019595011955733703,0.2222222222222222,0.6407958415486646,0.3730861,0.66847426
Fntb,-3.2524476,-27.653534,0.0011441570456747882,0.01947023420980466,0.0,0.3131744040150565,0.0,0.19155118
Mapre3,-3.2537093,-1.1410238,0.0011390879497606289,0.019396256787115398,0.1111111111111111,0.47090876501165085,0.17989591,0.3609295
Med13l,-3.2548468,-1.2472315,0.0011345352590596415,0.019330984407693447,0.3055555555555556,0.7238214733823266,0.49115932,0.9184993
Lmbrd1,-3.2548573,-0.9651193,0.0011344939482252762,0.019330984407693447,0.19444444444444445,0.6014697974547409,0.33962446,0.5819491
Ankrd27,-3.2553847,-2.6139998,0.0011323889385933949,0.01931891478095525,0.027777777777777776,0.35020613013084784,0.040198572,0.22403012
Myrip,-3.2556639,-1.0655476,0.0011312759840509806,0.01931218913052722,0.1388888888888889,0.5104140526976161,0.24827808,0.46362785
Opa1,-3.255819,-1.0413039,0.001130658113005158,0.01931218913052722,0.16666666666666666,0.5560136225129951,0.26802105,0.4901767
Glmn,-3.2563982,-2.6999803,0.0011283541498537692,0.019286816798073016,0.027777777777777776,0.3499910378203979,0.037806556,0.22343738
Tanc1,-3.2571945,-1.2806733,0.0011251932869977457,0.019245030949477673,0.16666666666666666,0.5460476787954831,0.33207613,0.6713551
Uqcc1,-3.2577322,-2.977695,0.0011230633113348207,0.019220835143673013,0.027777777777777776,0.34916651729700665,0.032703444,0.23259711
Coro1c,-3.2584045,-27.724154,0.00112040608395261,0.019187579015810474,0.0,0.31374798350958955,0.0,0.20025846
Pgr,-3.2587767,-27.668287,0.0011189368912171065,0.019174639200895186,0.0,0.3137838322279978,0.0,0.19334118
Dgkz,-3.2605348,-1.1094025,0.0011120230723363307,0.019068321604133506,0.1388888888888889,0.5104857501344326,0.2403366,0.46131665
Abhd18,-3.2607934,-1.1566944,0.0011110096723252487,0.019063109767164386,0.1388888888888889,0.5145008065961642,0.21729818,0.43251276
Rnf130,-3.26099,-1.2197621,0.0011102400595048728,0.019062076932201872,0.25,0.6671088008603693,0.39747897,0.7592872
Lman2l,-3.2617552,-27.65711,0.0011072473165053107,0.019035019446255724,0.0,0.31407062197526436,0.0,0.19198363
Tmem30a,-3.2618482,-0.9750463,0.0011068838434860895,0.019035019446255724,0.19444444444444445,0.5947660871123858,0.34320423,0.5904899
Kcna1,-3.2647645,-1.4081138,0.0010955507571530903,0.01885807100877869,0.08333333333333333,0.42846388241620365,0.14492702,0.34634483
Eya3,-3.2652817,-1.2356421,0.00109355257996676,0.018835742194683872,0.1388888888888889,0.5111310270657824,0.19795382,0.41573972
Stk3,-3.2659745,-1.2196254,0.0010908803066076824,0.01880176641343709,0.19444444444444445,0.5835812869689908,0.2959893,0.5890026
Iqgap1,-3.2669158,-1.3400396,0.0010872604723020484,0.01875140493630041,0.08333333333333333,0.42996952858935295,0.13939083,0.3211099
Spats2l,-3.2670295,-2.4547853,0.0010868236633214655,0.01875140493630041,0.05555555555555555,0.38336619465854094,0.065726414,0.31658903
Prrc2b,-3.2676604,-0.87662,0.00108440430324115,0.01872618485095739,0.19444444444444445,0.6067037103423553,0.36225346,0.58865327
Usp14,-3.2691805,-0.9268153,0.0010785944935446958,0.018637835396492587,0.1388888888888889,0.5135328911991396,0.25080287,0.43302503
Plekha5,-3.2709904,-1.376743,0.0010717155973523484,0.018530886808788675,0.3611111111111111,0.7624663918264922,0.6853163,1.2687224
Rbms3,-3.2722418,-1.5632861,0.0010669830870779651,0.018460937250344447,0.16666666666666666,0.5119555475891737,0.27985525,0.6700674
Clint1,-3.2725105,-1.177516,0.001065968710665267,0.018455270138901882,0.1388888888888889,0.5121706398996236,0.21146911,0.42699975
Gabra5,-3.2725623,-1.1383438,0.0010657737405853464,0.018455270138901882,0.16666666666666666,0.5486646352392902,0.31904596,0.6028259
Mbd5,-3.2730381,-1.0351925,0.0010639815630991757,0.018444635226112806,0.5833333333333334,0.8457429646890123,1.1642076,1.7075784
Stau1,-3.2733173,-2.039019,0.001062930931725512,0.0184383177117266,0.05555555555555555,0.38838501523570534,0.07377432,0.2735716
Slc43a2,-3.2736068,-1.8808919,0.001061842401891389,0.018431334198205182,0.05555555555555555,0.38910198960387166,0.08180228,0.27303424
Aig1,-3.2747858,-1.0910524,0.0010574211688980412,0.018366455596826353,0.25,0.6778634163828643,0.46669912,0.81842726
B230334C09Rik,-3.275427,-1.1413987,0.001055023794896312,0.018336668414530338,0.16666666666666666,0.5572683276572863,0.26923424,0.5197195
Cacul1,-3.2755718,-0.9999334,0.0010544831488077876,0.018336668414530338,0.1111111111111111,0.4740276035131744,0.1973068,0.36201057
Bend6,-3.2765543,-1.276325,0.0010508212448021152,0.018287284227871008,0.1111111111111111,0.4674672880444524,0.17618495,0.38298813
Dclre1c,-3.277392,-27.681667,0.0010477082864679065,0.01824492654400042,0.0,0.3155762681484137,0.0,0.19497795
Kcnip2,-3.2793465,-2.7953358,0.0010404778706547962,0.01813076548929596,0.027777777777777776,0.35224950708012187,0.040198572,0.2505566
Txndc11,-3.2806187,-1.3604989,0.0010357971941947612,0.018060915384823642,0.1111111111111111,0.46986915217780967,0.15616336,0.36046112
Bbs5,-3.2814872,-27.642591,0.0010326118404326544,0.018017065034042483,0.0,0.31597060405090516,0.0,0.19023307
Dnal1,-3.2819836,-1.3474913,0.0010307957108750523,0.017997063516057607,0.08333333333333333,0.4316544183545438,0.13190968,0.30661315
Ppp2r2a,-3.2838142,-0.9868242,0.0010241242504209207,0.017892209758654187,0.19444444444444445,0.6067754077791719,0.3473745,0.60056204
Strada,-3.2864099,-1.0868183,0.0010147320892794022,0.017739655978488963,0.1111111111111111,0.4746728804445241,0.19043736,0.3685115
Atp6ap2,-3.2874131,-1.4372196,0.001011123856764363,0.01768808465576721,0.08333333333333333,0.4281770926689371,0.14564197,0.3538669
Cwf19l2,-3.287837,-1.4627488,0.0010096023014307992,0.017672973185306563,0.08333333333333333,0.4309374439863775,0.13387343,0.33277836
Srsf11,-3.2886333,-1.0964981,0.001006750472784102,0.017646043838035762,0.25,0.6871123857322101,0.44483244,0.78753614
Chuk,-3.2894711,-1.3363377,0.00100375854669708,0.01760508625962829,0.1111111111111111,0.4724861086216168,0.15639466,0.355902
Mindy3,-3.2895539,-0.73190844,0.001003463494883443,0.01760508625962829,0.1388888888888889,0.5184083169026708,0.29375744,0.4492309
Osbpl3,-3.2902572,-2.9931402,0.0010009587941746225,0.017578929934295495,0.027777777777777776,0.3525004481089801,0.04283239,0.29895043
Cfap69,-3.2905777,-2.4984782,0.000999818867093901,0.017570394348471626,0.027777777777777776,0.3540419430005377,0.0459565,0.23566943
Sgsm1,-3.290981,-1.3428537,0.0009983864723495288,0.017556704523581046,0.08333333333333333,0.4333034594013264,0.14312011,0.32951352
4933412O06Rik,-3.2915394,-27.686523,0.000996406292795585,0.01753335762109847,0.0,0.3169385194479297,0.0,0.19557522
Rab28,-3.2919118,-1.1341497,0.0009950881937911527,0.0175216381174104,0.19444444444444445,0.6002867897472666,0.30128375,0.5719446
Strbp,-3.2921495,-0.93315434,0.0009942469203215248,0.01751830475346844,0.6388888888888888,0.8272450259903208,1.1451329,1.6276034
Fam13a,-3.2925117,-1.6744084,0.000992967984921387,0.01750725049530031,0.05555555555555555,0.3932245922208281,0.09964765,0.2885196
Sytl2,-3.2926564,-28.355423,0.0009924568373726357,0.01750725049530031,0.0,0.3170460656031547,0.0,0.29522306
Matr3,-3.2931113,-1.2617577,0.0009908519591717935,0.0174928989112655,0.3333333333333333,0.7672342713747984,0.5537472,1.0202403
Gas2,-3.2935872,-2.6491272,0.0009891767013341516,0.017474804710617128,0.027777777777777776,0.3539343968453128,0.043074653,0.24381353
Glrx3,-3.2936907,-1.974234,0.0009888128620376261,0.017474804710617128,0.05555555555555555,0.3906434844954293,0.07825565,0.27750486
Lhfpl3,-3.2942593,-1.9845293,0.0009868139598080054,0.017456017840711723,0.1388888888888889,0.47596343430722354,0.2105748,0.6562495
Trpc4ap,-3.2944765,-1.2455112,0.000986051730077077,0.017454025024486865,0.1388888888888889,0.5124574296468901,0.19936106,0.42074853
Agap2,-3.294518,-1.8782638,0.0009859066052830766,0.017454025024486865,0.05555555555555555,0.39179064348449544,0.08223674,0.27391887
Dzip3,-3.2950246,-1.1210383,0.0009841304308343037,0.01744299780772938,0.25,0.6790105753719304,0.4398649,0.7892307
Brdt,-3.2953866,-1.6228707,0.000982863549315721,0.017432041960470906,0.08333333333333333,0.4314034773256856,0.112391286,0.31214473
Pkd1,-3.2956762,-1.1314065,0.0009818511315537336,0.017425587783915997,0.19444444444444445,0.5965585230328015,0.30500448,0.57733107
Cntnap5c,-3.2960382,-1.6804315,0.000980586967294018,0.017414654204355756,0.16666666666666666,0.5087650116508334,0.30244365,0.7570461
Matn2,-3.2963793,-27.969252,0.0009793964215849217,0.01740501444972675,0.0,0.31740455278723784,0.0,0.2333123
Pdss2,-3.298117,-1.2984238,0.000973356186438987,0.01730912027108907,0.2222222222222222,0.6224054490051981,0.31126916,0.6408759
Uggt1,-3.2987373,-1.1546948,0.0009712073330013162,0.01728234505810951,0.1111111111111111,0.4735615701738663,0.17865795,0.36151645
Rasgrp1,-3.299151,-1.4052465,0.0009697772056383072,0.017268332349570124,0.1388888888888889,0.5010933859114537,0.22948082,0.5207012
Tubb3,-3.3007333,-2.9426281,0.0009643249459166384,0.017182633485928432,0.027777777777777776,0.353396666069188,0.037806556,0.25945604
Kdm4b,-3.3011677,-2.6715026,0.0009628332212026374,0.017167437726419953,0.027777777777777776,0.35454382505825416,0.03849776,0.22318262
Crppa,-3.3030293,-1.620916,0.0009564642903241888,0.017065202842636757,0.1111111111111111,0.46556730596881163,0.14452116,0.390845
Ndst4,-3.3043323,-3.0487845,0.000952029280590242,0.01699735997970751,0.05555555555555555,0.3761964509768776,0.06617841,0.44862863
Washc4,-3.304446,-1.6875712,0.0009516430026579612,0.01699735997970751,0.08333333333333333,0.4300770747445779,0.11008343,0.3183433
Gnptab,-3.304446,-1.7257336,0.0009516430026579612,0.01699735997970751,0.08333333333333333,0.4303997132102527,0.10723942,0.31802464
Ube2k,-3.304808,-1.1172775,0.0009504149021324821,0.01699735997970751,0.2777777777777778,0.7256497580211507,0.5128482,0.8975456
Cxxc4,-3.306804,-27.878895,0.0009436691318598009,0.016892997716903963,0.0,0.31840831690267074,0.0,0.22059824
Uck2,-3.3071764,-27.667345,0.0009424157722616945,0.01688180786711449,0.0,0.318444165621079,0.0,0.19322689
Zfp277,-3.307652,-1.4100438,0.0009408165013861804,0.01686440252985101,0.08333333333333333,0.43376949274063453,0.13356462,0.32189348
Aco2,-3.3132985,-1.0300375,0.0009220249136314865,0.01654963889731332,0.1388888888888889,0.5161498476429468,0.23578882,0.43373007
Lrif1,-3.3133814,-1.5607123,0.0009217521825127581,0.01654963889731332,0.08333333333333333,0.43376949274063453,0.12235574,0.32494748
Actr1a,-3.315522,-2.9526556,0.000914721202649236,0.01644050750179597,0.027777777777777776,0.3550098583975623,0.033465095,0.23385505
St13,-3.3182418,-1.2430197,0.0009058598061491476,0.016292137209657026,0.1388888888888889,0.5135687399175479,0.20976605,0.43981192
Dpy19l1,-3.3188522,-1.8152297,0.0009038828452354793,0.016267469558926544,0.08333333333333333,0.42548843878831333,0.12814024,0.39279348
Polr1a,-3.3194623,-27.681831,0.0009019098837094544,0.016242840868145467,0.0,0.3196271733285535,0.0,0.19499779
Pitpnm3,-3.3202069,-27.830004,0.0008995076094507525,0.016221321789222632,0.0,0.3196988707653701,0.0,0.21397948
Vmp1,-3.3202484,-1.0287589,0.0008993743238158883,0.016221321789222632,0.19444444444444445,0.6006094282129414,0.34662116,0.61261046
Grb10,-3.3202999,-2.7084348,0.0008992077425140126,0.016221321789222632,0.027777777777777776,0.35662305072593653,0.0459565,0.2680302
D130043K22Rik,-3.3203104,-1.6554381,0.0008991744296855073,0.016221321789222632,0.05555555555555555,0.39523212045169387,0.09663489,0.27733836
Sugp1,-3.3212411,-1.3127359,0.0008961809549447396,0.01620483328355663,0.05555555555555555,0.39677361534325145,0.1147213,0.26388004
Lzts1,-3.3218305,-1.4511678,0.0008942898680598614,0.016181527780988875,0.05555555555555555,0.3968811614984764,0.119502544,0.29793948
Sulf2,-3.3257914,-28.116686,0.0008816787077245812,0.015985632170418016,0.0,0.3202366015414949,0.0,0.2554552
Thsd7a,-3.32605,-1.4836645,0.0008808612843288281,0.015981595347681034,0.2222222222222222,0.5795303817888511,0.3921955,0.8514299
Cfap54,-3.326536,-27.852684,0.0008793264300579948,0.015964527821390757,0.0,0.32030829897831153,0.0,0.21702732
Ift57,-3.3275495,-1.8229336,0.0008761340670974443,0.0159173241263748,0.05555555555555555,0.39573400250941027,0.085304715,0.27387846
Clip4,-3.3283148,-1.2315298,0.0008737306311255715,0.015884399227567052,0.08333333333333333,0.4377487004839577,0.15110908,0.32428473
Slc8a2,-3.328594,-1.2282896,0.0008728552249093734,0.015879228092968763,0.05555555555555555,0.3974905897114178,0.13480741,0.2912635
Lrrn1,-3.3300936,-2.0354617,0.0008681678634468365,0.015804654804076217,0.05555555555555555,0.39415665889944435,0.0883846,0.32123598
Ppp1r9a,-3.3331032,-1.3539304,0.0008588311561200519,0.015645283501658166,0.3888888888888889,0.8040509051801398,0.7105535,1.293583
Actl6b,-3.3347268,-27.711573,0.0008538325806335857,0.015564777097438568,0.0,0.3210969707832945,0.0,0.19868106
Gm19938,-3.3354506,-2.9590414,0.0008516126243464459,0.015534848076163612,0.027777777777777776,0.3573758738125112,0.032703444,0.22992747
Ireb2,-3.336278,-1.0748115,0.0008490820865218946,0.015499209011442465,0.1388888888888889,0.5227818605484854,0.22941664,0.43384662
Snx7,-3.336888,-2.8965888,0.0008472202849349731,0.01547573695187133,0.027777777777777776,0.3576626635597777,0.03849776,0.25639886
Scamp5,-3.337333,-1.1675807,0.0008458657647874496,0.015461505510094403,0.1111111111111111,0.4767521061122065,0.19226627,0.38947764
Xrn1,-3.3377466,-1.2649558,0.0008446075495250629,0.015449016239440736,0.25,0.6775049291987811,0.3836924,0.75328404
Spopl,-3.3389256,-0.86500025,0.0008410311530875524,0.015394078394729244,0.1388888888888889,0.5255422118659258,0.26731268,0.4434975
Sec11a,-3.3390083,-2.174307,0.0008407807060887617,0.015394078394729244,0.05555555555555555,0.3947302383939774,0.06664434,0.27083752
Septin3,-3.3390288,-1.2300587,0.0008407181051485711,0.015394078394729244,0.1111111111111111,0.47739738304355617,0.17723674,0.37492022
Adgrb2,-3.340963,-1.0427036,0.0008348839798810645,0.015317989151319038,0.1111111111111111,0.47732568560673955,0.20434941,0.383272
Cabin1,-3.3417177,-1.3054433,0.0008326166961326291,0.01529214670203947,0.1111111111111111,0.47836529844058073,0.16390644,0.36478347
Utp20,-3.3421729,-27.684391,0.0008312528743488976,0.015277540857561478,0.0,0.32181394515146083,0.0,0.1953134
Prkn,-3.3424935,-1.1136429,0.0008302932445710959,0.015270348721167245,0.5555555555555556,0.833482702993368,1.094302,1.6676893
Dennd5b,-3.3425865,-0.9769272,0.0008300148349294421,0.015270348721167245,0.25,0.6688653880623767,0.46051937,0.7660414
Pwwp2a,-3.3432174,-1.1965926,0.0008281301177079621,0.015251443634553078,0.16666666666666666,0.5601720738483599,0.25411886,0.50869876
Katnip,-3.344262,-1.5905019,0.0008250182468881515,0.015214989906578331,0.08333333333333333,0.4352034414769672,0.12149233,0.3286073
Rap1a,-3.3449547,-1.1920191,0.0008229599254317384,0.01518745411837281,0.16666666666666666,0.5540060942821294,0.26652005,0.5293258
Fam78b,-3.3512633,-1.6008422,0.0008044379235191524,0.014876288372305316,0.05555555555555555,0.39974905897114177,0.10105541,0.27955815
Sipa1l1,-3.351646,-1.3774093,0.0008033269968617577,0.01486597548600236,0.3611111111111111,0.7544004301846209,0.697077,1.286053
Chchd6,-3.3541384,-1.4445666,0.0007961257273602623,0.014742865812660405,0.1388888888888889,0.5158272091772719,0.18621948,0.44283816
Ptbp3,-3.3553276,-2.3901699,0.0007927105936074673,0.014689747344988032,0.05555555555555555,0.39304534862878654,0.06957381,0.32041964
Brk1,-3.3560205,-2.0699239,0.0007907271804794317,0.01466310513421831,0.05555555555555555,0.3959490948198602,0.08151999,0.30499044
Fyn,-3.3562996,-1.1858003,0.0007899291974526668,0.01465842371239859,0.25,0.6781143574117225,0.428385,0.7959577
2610008E11Rik,-3.356734,-2.3229074,0.000788689376054202,0.014645531122720391,0.027777777777777776,0.3605305610324431,0.05253394,0.23891836
Yaf2,-3.3583164,-1.3784151,0.0007841881416672606,0.014572016159473922,0.08333333333333333,0.4385373722889407,0.14044268,0.33074912
Zcchc18,-3.3593814,-1.135846,0.0007811713413957146,0.01452600272892931,0.1388888888888889,0.5226026169564438,0.24043733,0.46830493
Tut7,-3.3644698,-1.7639362,0.0007669090615291406,0.014270669309756238,0.08333333333333333,0.4359204158451335,0.107382625,0.3256981
Fam169a,-3.3654006,-2.174653,0.0007643264105207936,0.014232467533398284,0.05555555555555555,0.3979207743323176,0.06745211,0.27386427
Lpin2,-3.3655348,-1.4145671,0.000763954029088756,0.014232467533398284,0.1388888888888889,0.5170102168847464,0.1881866,0.43952936
Arhgap10,-3.3682342,-28.040073,0.0007565133039620132,0.014106531906633793,0.0,0.32432335544004304,0.0,0.24372678
Efcab14,-3.368627,-1.814014,0.000755435609213392,0.014096218624697114,0.05555555555555555,0.39863774870048396,0.09232548,0.29273817
Rtf1,-3.3697233,-1.2904738,0.0007524369381354417,0.0140500212145235,0.1111111111111111,0.47936906255601364,0.17646517,0.38667494
Prkaa2,-3.370168,-1.5228139,0.0007512236505529949,0.014037120646981205,0.1111111111111111,0.4781502061301309,0.15433945,0.39173838
Ncor2,-3.370954,-1.2186472,0.0007490836774631995,0.014006874330853285,0.1111111111111111,0.4808030112923463,0.18066476,0.37900764
Septin6,-3.371585,-27.876093,0.0007473701643978075,0.01398456568061914,0.0,0.32464599390571786,0.0,0.22021425
Usp31,-3.3731878,-1.3552344,0.0007430325182274969,0.013913089731549018,0.08333333333333333,0.44119017745115613,0.14225565,0.33009762
Lamc1,-3.3733842,-1.3353511,0.0007425024184576693,0.013912859124098727,0.08333333333333333,0.4415845133536476,0.14954826,0.3414902
Cyth3,-3.3734465,-1.1467372,0.0007423350915168027,0.013912859124098727,0.08333333333333333,0.4435203441476967,0.16973023,0.34329203
Rab1a,-3.3746667,-1.6891191,0.0007390514371419815,0.01386753639385827,0.05555555555555555,0.3993547230686503,0.10154784,0.29613653
Snca,-3.3792481,-1.258254,0.0007268438379919891,0.013648004141750346,0.2777777777777778,0.685176554938161,0.49887958,0.93506205
Wdpcp,-3.3816783,-1.2016397,0.0007204443207480018,0.013537299929020146,0.1111111111111111,0.484387883133178,0.20394948,0.41893736
Nipa2,-3.3831573,-1.7061692,0.0007165758057637086,0.013474032120973303,0.05555555555555555,0.40096791539702453,0.0954368,0.2827308
Pcnx4,-3.3834987,-27.750776,0.0007156858165483329,0.01346672121194237,0.0,0.325793152894784,0.0,0.20363252
Sema5a,-3.3843052,-2.3998797,0.0007135862866218188,0.013436624752297318,0.1111111111111111,0.4362789030292167,0.14957547,0.6159903
Synj1,-3.3848016,-1.2664758,0.0007122971141073676,0.013421755579288198,0.3055555555555556,0.7222082810539523,0.49442086,0.9316064
2700049A03Rik,-3.387418,-2.9315226,0.0007055377903466897,0.013313062097342383,0.027777777777777776,0.36243054310808387,0.03596777,0.24639031
Mlxip,-3.3883903,-2.485989,0.0007030416435304562,0.01327528388029751,0.027777777777777776,0.3635060046603334,0.048213888,0.24429455
Wdr20,-3.3889487,-1.3636898,0.0007016114007159896,0.013257593767397075,0.1111111111111111,0.48008603692417995,0.16537479,0.38034636
Sh3pxd2a,-3.389652,-2.1972535,0.0006998142004738312,0.013232939878066043,0.027777777777777776,0.36382864312600827,0.06105378,0.2536498
Ric3,-3.391503,-3.0297244,0.0006951037678590875,0.013153125522798367,0.027777777777777776,0.3625380892633088,0.03226132,0.23725085
Vopp1,-3.3915133,-1.6095058,0.000695077535558934,0.013153125522798367,0.05555555555555555,0.40236601541494893,0.10318771,0.28645173
Tbc1d9b,-3.3928475,-2.1268272,0.0006917012730342857,0.013107202543322467,0.05555555555555555,0.40028678974726656,0.071723655,0.28123522
Dhx15,-3.3936336,-0.97090936,0.0006897192989091777,0.013078869133161329,0.16666666666666666,0.5682021867718229,0.29219598,0.50993526
Ybx3,-3.39504,-27.74509,0.0006861857767386671,0.013021053545881345,0.0,0.32690446316544186,0.0,0.20290825
Wasf1,-3.3963327,-1.2191366,0.0006829529013353369,0.012968865341965018,0.3055555555555556,0.7189101989603872,0.5909192,1.0562652
Fbn2,-3.3969016,-28.287407,0.0006815349263123725,0.01295109156295152,0.0,0.32708370675748344,0.0,0.28338104
Maml3,-3.3980184,-1.3882672,0.0006787584987518305,0.012907459916108767,0.1388888888888889,0.5046782577522854,0.30381855,0.65716857
Mms19,-3.4017415,-27.79951,0.0006695794947098416,0.01274192707000952,0.0,0.32754974009679155,0.0,0.20994298
Actr3,-3.4030342,-1.1339657,0.0006664194271358023,0.01269077959400355,0.16666666666666666,0.5637927944075999,0.26992223,0.51881045
Dkk3,-3.4046268,-2.9190311,0.0006625452895923318,0.012625951724358835,0.027777777777777776,0.3641512815916831,0.045552213,0.30195254
2610037D02Rik,-3.405992,-0.91853756,0.000659241278667179,0.012571904299352094,0.1111111111111111,0.49173687040688296,0.22792737,0.3946591
Cdkal1,-3.4067986,-1.1720234,0.0006572961168663188,0.01254371211661789,0.2222222222222222,0.6705861265459759,0.40267134,0.75009954
Man1c1,-3.4080706,-28.025429,0.0006542395872930314,0.012494255657827828,0.0,0.3281591683097329,0.0,0.24154046
Atl1,-3.4098701,-0.77105284,0.000649938285810998,0.012429780597680795,0.1388888888888889,0.5364043735436458,0.298595,0.46612507
Elp2,-3.411111,-2.0606673,0.0006469872101727708,0.012382155510927601,0.027777777777777776,0.36612296110414055,0.062251866,0.23740555
P4ha1,-3.413438,-1.4438723,0.0006414875057632378,0.012285651660625944,0.1111111111111111,0.4828822369600287,0.16763972,0.40314257
Myo9a,-3.4143066,-1.4992225,0.0006394454536234487,0.012255277702469376,0.3611111111111111,0.8035848718408317,0.69774866,1.3488493
Lmtk2,-3.415103,-1.0478381,0.0006375788857497457,0.012228226024336663,0.16666666666666666,0.5849435382685069,0.32308048,0.5813594
Zmat1,-3.4160957,-1.8627989,0.0006352588345886352,0.01219243206099759,0.05555555555555555,0.4037999641512816,0.089741364,0.2937846
Igsf9b,-3.4173782,-1.6132746,0.000632273724318681,0.012143813418472451,0.05555555555555555,0.40566409750851407,0.117509976,0.3231648
Pcdh19,-3.4189088,-1.4909614,0.0006287279337666437,0.01209299898375785,0.1388888888888889,0.5125291270837068,0.22088908,0.5275515
Cpeb1,-3.4212978,-1.2137359,0.0006232305769766222,0.011995849286075815,0.1388888888888889,0.5318515863057895,0.23984218,0.48776016
Ssbp3,-3.422156,-0.8790048,0.000621266281439622,0.011966612890525193,0.1111111111111111,0.48854633446854273,0.23973115,0.4042828
Gmds,-3.4221976,-1.1552758,0.0006211717622427155,0.011966612890525193,0.25,0.6671804982971858,0.44439125,0.8092598
Dcun1d2,-3.4231489,-1.7528325,0.0006190015100337294,0.011940108093759016,0.05555555555555555,0.4063452231582721,0.09015462,0.27608243
Nav2,-3.4267168,-1.4877357,0.0006109257432697353,0.011792797932225423,0.4166666666666667,0.8209715002688653,0.9238828,1.6601567
Man2a1,-3.4267995,-1.754932,0.0006107396475324034,0.011792797932225423,0.1111111111111111,0.474206847105216,0.15444407,0.44703856
Fbxo3,-3.42711,-2.1857536,0.0006100422582388312,0.011792687394875824,0.05555555555555555,0.40376411543287327,0.06910789,0.28181702
Lrrfip2,-3.42832,-1.25171,0.000607329514747697,0.011748699828128597,0.1111111111111111,0.487219931887435,0.18632399,0.39723486
Ttc39b,-3.4283922,-2.3888748,0.0006071675703101447,0.011748699828128597,0.05555555555555555,0.40204337694927406,0.065726414,0.30439633
Cog3,-3.4287438,-2.073922,0.0006063815545282712,0.011747276402433055,0.05555555555555555,0.4051622154507976,0.07241486,0.27474812
Mtmr1,-3.4292092,-1.3272543,0.0006053426955811122,0.011735611998747824,0.1111111111111111,0.4896934934576089,0.17371711,0.38937125
Dhdds,-3.430264,-1.3811566,0.0006029940778738617,0.011698520485538386,0.1111111111111111,0.48790105753719304,0.16449723,0.38235566
Mctp1,-3.4302847,-1.2947521,0.0006029481114354496,0.011698520485538386,0.4722222222222222,0.7435024197884925,0.8626159,1.4723548
Arhgef7,-3.4307811,-1.2565897,0.0006018458947943225,0.011693130291484775,0.1388888888888889,0.5317081914321563,0.21284494,0.44898793
Caly,-3.4331908,-3.012831,0.0005965221469752486,0.011598082553708344,0.027777777777777776,0.3659437175120989,0.041948166,0.29697746
Crebbp,-3.4338217,-1.2008574,0.0005951356340444836,0.011579503610988614,0.3333333333333333,0.7702814124395053,0.6064079,1.0704823
Ubr4,-3.4338942,-1.322904,0.0005949767180149146,0.011579503610988614,0.08333333333333333,0.4471410647069367,0.14590722,0.33145124
Aak1,-3.433977,-1.409278,0.0005947951480618657,0.011579503610988614,0.3333333333333333,0.7758021150743861,0.6608805,1.2491511
Xpo5,-3.4345043,-27.759998,0.0005936388515333647,0.011575526807475697,0.0,0.33070442731672345,0.0,0.20481369
Slc17a5,-3.4353316,-1.4406977,0.0005918292676910514,0.011548621948335912,0.05555555555555555,0.4080659616418713,0.11665841,0.28959224
Soga3,-3.4358177,-1.0329905,0.0005907685330487266,0.01153630122312448,0.19444444444444445,0.6215450797633985,0.3599377,0.6347352
Sap130,-3.4366655,-1.5798948,0.000588922125868909,0.011508609106980061,0.08333333333333333,0.44588635956264566,0.12467333,0.33428183
Kndc1,-3.4370482,-3.294708,0.0005880907510483822,0.011500726696266398,0.027777777777777776,0.3654776841727908,0.033465095,0.2881467
Stam,-3.437493,-1.6216053,0.0005871259314366585,0.011490221251058277,0.08333333333333333,0.44606560315468724,0.117972456,0.32591856
Slc38a6,-3.4388375,-1.5592941,0.0005842179892552623,0.011441645314350508,0.05555555555555555,0.40817350779709627,0.10780408,0.28928083
Zfand5,-3.439458,-1.0155288,0.0005828803895077089,0.011423775394655097,0.1388888888888889,0.53461193762323,0.25977737,0.4698186
Mitf,-3.4401507,-1.4470524,0.0005813901063195597,0.011402884785990195,0.1111111111111111,0.48431618569636137,0.19747773,0.46704233
Foxk2,-3.4408643,-1.1129506,0.0005798590455612311,0.011381163297465507,0.1111111111111111,0.4913783832227998,0.19781917,0.3873763
Tra2b,-3.4410815,-1.035062,0.0005793938161910722,0.01138034491305125,0.16666666666666666,0.5778813407420684,0.28861728,0.5221345
