names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Astro-NT NN (for_DEGs),mean_expr_Rest (for_DEGs)
Luzp2,8.429365,3.7416718,3.475447097615853e-17,9.338526351293797e-13,0.9722222222222222,0.5586305789568023,3.0809033,0.93737894
Sparcl1,8.315026,3.4902136,9.17315897437101e-17,1.2324139082067452e-12,0.9444444444444444,0.5905717870586127,2.5335608,0.7090835
Slc1a2,8.263762,3.906545,1.411512612111217e-16,1.2642447962476135e-12,0.9166666666666666,0.7304893350062736,3.5836792,1.2042544
Plpp3,8.110621,4.7837787,5.036149911584008e-16,3.3830337031065577e-12,0.8611111111111112,0.2636314751747625,2.383936,0.305639
Atp1a2,7.9335184,4.8815384,2.1302268834464367e-15,1.144783927164115e-11,0.8611111111111112,0.3146800501882058,2.787659,0.41680482
Slc1a3,7.7615867,4.1759214,8.38734661445974e-15,2.504088928117036e-11,0.8611111111111112,0.3145008065961642,2.2774427,0.39486986
Nhsl1,7.682596,4.7622585,1.558965960548646e-14,4.1889415359942114e-11,0.8055555555555556,0.215271554041943,1.907956,0.1918459
Ntm,7.402675,2.3060231,1.3346797778991777e-13,3.2602586938319005e-10,0.9444444444444444,0.8150923104499014,3.4672031,1.9848803
Npas3,7.3869658,3.7320693,1.5021700239818166e-13,3.363609045365951e-10,0.8611111111111112,0.5844775049291988,3.2182763,1.0314009
Nrxn1,7.326332,1.4605842,2.365371237972098e-13,3.9723453227693923e-10,0.9722222222222222,0.9668040867538985,4.6167855,3.6215534
Gpc5,7.227568,4.463745,4.917193109787762e-13,5.854029542514618e-10,0.8333333333333334,0.613801756587202,3.937245,1.1873875
Slc4a4,7.127863,3.8598464,1.0193908587165797e-12,1.0144826805079443e-09,0.8055555555555556,0.5073669116329091,2.8757792,0.7668347
Nfia,7.11506,2.3218267,1.1186417546500711e-12,1.0591012703155757e-09,0.8888888888888888,0.7395232120451694,2.6873474,1.3187413
Trpm3,7.1120815,3.0535378,1.1430568231913546e-12,1.0591012703155757e-09,0.9166666666666666,0.6868614447033519,3.2884912,1.4128859
Rorb,7.0597315,4.2487736,1.6682466463114077e-12,1.311498818489593e-09,0.7777777777777778,0.24147696719842265,2.0859408,0.3155036
Ptprz1,6.819916,3.4175503,9.109375698634258e-12,4.813576495926254e-09,0.8333333333333334,0.5668757841907152,2.699441,0.83211976
Apoe,6.812015,3.7857356,9.62411459598525e-12,4.973076138348532e-09,0.8055555555555556,0.3463703172611579,2.1482387,0.4375192
Sox6,6.6948323,3.5315335,2.1591923780095216e-11,9.523853482949822e-09,0.8055555555555556,0.30908765011650835,2.0742407,0.471099
Gm3764,6.611188,3.7066658,3.812481609524345e-11,1.4846576934481037e-08,0.7777777777777778,0.5392005735794946,2.3538115,0.54788107
Bmpr1b,6.54377,3.9699934,5.998708477559635e-11,2.12085916831615e-08,0.7222222222222222,0.17763039971321026,1.4705974,0.19383204
Dtna,6.4356775,1.9761621,1.2292369319643343e-10,3.979469441190562e-08,0.8333333333333334,0.7536476070980462,2.2621799,1.1590273
Qki,6.416018,2.291623,1.3988501182269126e-10,4.462422428228594e-08,0.9166666666666666,0.8296110414052698,3.0080614,1.5956128
Nwd1,6.4146323,4.842061,1.4116334439874598e-10,4.462422428228594e-08,0.6666666666666666,0.1005198064169206,1.2714976,0.08569241
Msi2,6.4018497,2.8277624,1.535057846284128e-10,4.796163294145874e-08,0.8055555555555556,0.6529485570890841,2.2958803,0.81458753
Lsamp,6.317616,1.1790135,2.656292437124106e-10,7.674685783389756e-08,0.9722222222222222,0.9729342176017207,4.879301,4.0716434
Lama2,6.314906,3.905211,2.7032514530135376e-10,7.727273036433379e-08,0.7222222222222222,0.2218677182290733,1.7636163,0.27960584
Ptn,6.310325,2.6090279,2.784502336840731e-10,7.793706019886504e-08,0.8333333333333334,0.6011830077074745,2.1140096,0.7854922
Macf1,6.2739425,1.4390814,3.5201842110997953e-10,9.554277752752677e-08,0.8888888888888888,0.878508693314214,2.7118595,1.8220218
Cdh20,6.208438,2.653896,5.351391502354012e-10,1.31919164833259e-07,0.8055555555555556,0.47918981896397206,1.9647882,0.680334
Ctnnd2,6.1237593,1.0945938,9.139294567713112e-10,2.1354160437778375e-07,0.8888888888888888,0.8852124036565693,3.1706617,2.4585063
Lrig1,6.0909758,4.9401793,1.1222449098757006e-09,2.5340101452403425e-07,0.6388888888888888,0.11955547589173687,1.2700106,0.08011895
Cpe,6.089528,1.6034206,1.132440673821985e-09,2.5357234087997287e-07,0.8888888888888888,0.8455637210969708,2.4734223,1.5205936
Rora,6.0118613,1.8474058,1.8340527993831616e-09,3.6456648668141117e-07,0.8055555555555556,0.8019716795124574,2.7657642,1.6366885
Tspan7,6.0085106,2.0042973,1.8723548627478504e-09,3.6456648668141117e-07,0.8333333333333334,0.7483778454920237,2.1724153,1.0780952
Pla2g7,5.911939,4.4189553,3.3810378052471258e-09,5.749904166265207e-07,0.6388888888888888,0.12819501702814123,1.3654794,0.12785803
Myo6,5.865308,2.7402458,4.4829997425102785e-09,7.290972747241454e-07,0.75,0.5306685785983151,1.7490726,0.5369447
Gli3,5.827178,4.6943407,5.637254967437709e-09,8.858072571640423e-07,0.6111111111111112,0.07721813945151461,1.3125207,0.09974199
Mir99ahg,5.749542,1.3965262,8.948548947613889e-09,1.3139208208873508e-06,0.8888888888888888,0.8751389137838322,3.003302,2.1132092
B3galt1,5.6522155,1.1760359,1.5839274056590693e-08,2.128262627474291e-06,0.8888888888888888,0.8534145904283922,2.6316328,1.9032271
Dock1,5.595522,3.0521045,2.199589849677722e-08,2.7489757795739717e-06,0.6944444444444444,0.28542749596701916,1.4301751,0.3244945
Sash1,5.5120225,3.035698,3.5473362889646314e-08,4.056039407850198e-06,0.6944444444444444,0.43115253629682737,1.6627182,0.41946474
Rgs20,5.507617,3.5303586,3.6372394006001754e-08,4.1412128260223185e-06,0.6666666666666666,0.29772360638107187,1.645428,0.30899018
Slc6a11,5.4972544,4.2862806,3.8574999448702875e-08,4.355085021792632e-06,0.6111111111111112,0.18311525362968273,1.2830482,0.12543595
Slc39a12,5.417757,4.470161,6.035130759347797e-08,6.512608976051217e-06,0.5833333333333334,0.1160064527693135,1.1833143,0.09730786
Acsbg1,5.361436,4.7452607,8.256304411142419e-08,8.598717035945613e-06,0.5555555555555556,0.06137300591503854,0.9423417,0.056746658
Ntsr2,5.327608,4.2431917,9.951466589771075e-08,1.0014827987533661e-05,0.5833333333333334,0.12521957340025094,1.136239,0.105875455
Eps8,5.305352,3.2151108,1.1245553746998804e-07,1.10280302621116e-05,0.6388888888888888,0.2598315110234809,1.2475519,0.23685238
Grm3,5.2911944,2.1639042,1.215200478676286e-07,1.1873613404375203e-05,0.7777777777777778,0.577379458684352,2.0444489,0.91655755
Gm6145,5.231926,4.465092,1.6775311761424808e-07,1.5596976713822997e-05,0.5555555555555556,0.07764832407241441,1.0926821,0.08594828
Zfp521,5.217096,3.8258073,1.8175040448451315e-07,1.678224525257343e-05,0.5833333333333334,0.13565155045707117,1.0957074,0.13140358
Gja1,5.1327376,4.2049093,2.8555761107616964e-07,2.4671810320310863e-05,0.5555555555555556,0.09037461910736691,1.1207176,0.106236644
Glud1,5.0681534,2.8078246,4.0169365099674104e-07,3.2608786713844206e-05,0.6666666666666666,0.41537910019716795,1.3209622,0.33095992
Pitpnc1,5.0612035,2.770896,4.1661777846002986e-07,3.341647673797314e-05,0.6944444444444444,0.507474457788134,1.9113595,0.6120738
Kank1,5.0107875,3.9867518,5.420773323233974e-07,4.234191255677235e-05,0.5555555555555556,0.1278723785624664,1.1695154,0.13107845
Trps1,4.9771147,1.8629627,6.453907328464879e-07,4.884971546925389e-05,0.8333333333333334,0.6819143215630041,2.2083657,1.1715556
Cpeb4,4.9741054,1.5605894,6.554968457882832e-07,4.933669536787442e-05,0.75,0.729521419609249,1.7617257,0.968837
Farp1,4.9597507,1.8740267,7.058363816350296e-07,5.227248623593395e-05,0.7222222222222222,0.6014339487363327,1.60777,0.73666924
Egfr,4.9575067,3.8519166,7.140357587721143e-07,5.270917812694152e-05,0.5555555555555556,0.11830077074744579,1.1155268,0.1328303
Bcan,4.9066873,3.5212936,9.262756981716092e-07,6.567025860124311e-05,0.5833333333333334,0.19526796917010217,1.1849506,0.18044278
Syne1,4.8610697,1.0798155,1.1675316832530571e-06,7.88230561030393e-05,0.8055555555555556,0.8185696361355081,2.227619,1.5925187
Mt3,4.856695,2.3384192,1.1936118986128028e-06,8.018087928931502e-05,0.7222222222222222,0.5006273525721455,1.5979376,0.5763914
Ntrk2,4.8455777,1.1025177,1.2624381772811902e-06,8.314145544986662e-05,0.8333333333333334,0.781107725398817,1.9870126,1.3688945
Atp13a4,4.841513,5.0099,1.288540236960877e-06,8.465299796366447e-05,0.5,0.05366553145725041,1.0171943,0.053343795
Gphn,4.801077,0.80690217,1.5781457542583242e-06,0.00010072393448199804,0.9444444444444444,0.8809822548843879,2.4515078,1.9547752
Ddhd1,4.7646117,2.0597422,1.8921750212380607e-06,0.00011714917700614446,0.6944444444444444,0.598422656390034,1.4759951,0.593116
Slc7a11,4.755439,3.9115372,1.9801591209939153e-06,0.00012120017216652963,0.5277777777777778,0.096719842265639,1.0698621,0.119785264
Kirrel3,4.746493,1.4960748,2.0697379091662608e-06,0.00012582320728347834,0.9166666666666666,0.7728983688833124,2.6830022,1.763306
Slc6a1,4.7422943,2.9740174,2.1131131494376834e-06,0.00012788141965178052,0.6111111111111112,0.31313855529664814,1.3492217,0.30989885
Mdga2,4.7404537,0.86816466,2.1324039621419296e-06,0.00012847016695684675,0.9444444444444444,0.9128159168309733,3.322317,2.749876
Cst3,4.7131925,2.2889874,2.4386553635384428e-06,0.0001446504848085606,0.75,0.5866642767521061,1.951592,0.80463487
Cep85l,4.7072773,2.2541368,2.510475831774307e-06,0.00014696402091454388,0.6666666666666666,0.5364402222620541,1.3825742,0.48597106
Htra1,4.6846905,3.932038,2.803831062696726e-06,0.00016167154646922968,0.5277777777777778,0.12651012726295036,1.0436047,0.11378382
Ncam1,4.663697,0.89391255,3.1057884941607287e-06,0.0001742224151108534,0.8888888888888888,0.8556013622512996,2.283697,1.747931
Maml2,4.6540585,1.9958519,3.2546473503773694e-06,0.0001799973465147161,0.75,0.5417099838680767,1.816882,0.82936645
Lhfp,4.6457434,2.94991,3.388538235293493e-06,0.0001854379274589331,0.5833333333333334,0.2637748700483958,1.0735797,0.22253038
Fam20a,4.6355877,4.376764,3.559244821680644e-06,0.0001939896721268943,0.5,0.08894067037103423,0.9254927,0.07075231
Trim9,4.6316476,1.2207448,3.6276714111517076e-06,0.0001969202642780735,0.8055555555555556,0.73823265818247,1.8691692,1.2097054
Zbtb20,4.620168,1.5076321,3.8342892058930865e-06,0.00020646763719909267,0.9722222222222222,0.8683993547230686,3.2888224,2.3103063
Pcdh7,4.6022873,1.3574913,4.178761301321753e-06,0.00021899318212390153,0.8888888888888888,0.7854454203262233,2.5025594,1.681988
Gjb6,4.589164,4.8030396,4.45025477821664e-06,0.0002301064946976381,0.4722222222222222,0.04119017745115612,0.7890448,0.042131715
Ccdc141,4.585575,4.4011083,4.5273863339106234e-06,0.00023260204740378288,0.5,0.09700663201290553,1.0424421,0.08333315
Slc7a10,4.557828,4.8506284,5.168532388404598e-06,0.0002595859164045449,0.4722222222222222,0.049722172432335544,0.8937592,0.048845306
Fry,4.502913,1.036171,6.702826079139124e-06,0.00032104266799726965,0.8611111111111112,0.8044093923642229,2.0446792,1.4539675
Hdac8,4.4709263,1.8668292,7.78816102420511e-06,0.00036532045188415464,0.6944444444444444,0.6623409213120631,1.668796,0.77957034
Phkb,4.467865,2.1579847,7.900416173188827e-06,0.0003679101951015317,0.6666666666666666,0.5362609786700125,1.3886706,0.51541936
Arhgap5,4.407748,1.6017656,1.0445088468753327e-05,0.0004662118391285746,0.75,0.6921670550277828,1.6284013,0.854176
Ndrg2,4.404511,3.4008958,1.0602266239388711e-05,0.0004724426100371056,0.5277777777777778,0.16443807133894964,0.98796815,0.14807318
Arhgef12,4.3140206,1.3454483,1.603119611720515e-05,0.0006699195018185107,0.7222222222222222,0.7283025631833662,1.5875098,0.9287948
Gpr37l1,4.306616,4.0998573,1.6577106090926863e-05,0.0006873870997888962,0.4722222222222222,0.08639541136404373,0.94136554,0.087262124
Hepacam,4.283409,3.385008,1.840514010430956e-05,0.0007527338121808187,0.5,0.12500448108980103,0.8343885,0.117573544
Paqr8,4.254731,3.2720323,2.0930025685830163e-05,0.0008344062168816861,0.5555555555555556,0.2862520164904105,1.2265354,0.22267857
Aqp4,4.2543488,3.8515081,2.0965846126802724e-05,0.0008345959784106506,0.4722222222222222,0.08747087291629324,0.82629985,0.085267894
Tril,4.2366023,4.6994495,2.269277490239211e-05,0.000886271601202436,0.4444444444444444,0.05481269044631654,0.84984165,0.05026143
Camk2g,4.215122,2.0509949,2.4964293758042895e-05,0.0009527848967063531,0.6388888888888888,0.5359741889227461,1.3140411,0.5048095
Serpine2,4.1389446,2.731457,3.489070222382756e-05,0.0012368247608895075,0.5555555555555556,0.2597956623050726,1.0170856,0.23568963
Chd9,4.132936,0.8537586,3.5815827410955115e-05,0.0012612991907370431,0.75,0.79275855888152,1.6528594,1.2048156
Gabrb1,4.121891,0.9981641,3.7577481679468775e-05,0.0013116610428090217,0.8611111111111112,0.8453127800681126,2.7032125,2.0760212
Acsl3,4.115976,2.5879264,3.855450633455863e-05,0.001338449076498179,0.6111111111111112,0.45140706219752647,1.4057547,0.41346446
Phka1,4.0753636,3.1989222,4.5942533123200434e-05,0.0015469622368676638,0.5277777777777778,0.2519806416920595,1.1308683,0.20580238
Fmn2,4.0724783,0.99144876,4.651557430382007e-05,0.0015598999772658108,0.7777777777777778,0.7550457071159706,1.7168022,1.1929852
Zeb1,4.068052,1.5876107,4.740783926063109e-05,0.0015804573708848109,0.6944444444444444,0.695250044810898,1.7927437,0.9804196
Utrn,4.0569863,2.2696238,4.971003470229592e-05,0.0016449613700131665,0.6111111111111112,0.3756228714823445,1.2629542,0.4225815
Son,4.0539355,1.1242132,5.036315166051647e-05,0.0016624789743465325,0.75,0.7850510844237318,1.6567556,1.0805025
Gramd3,4.034472,3.453366,5.4725198185236257e-05,0.0017823831214997554,0.4722222222222222,0.1208818784728446,0.88011575,0.12118117
Fgd6,4.0288463,4.100414,5.605128472976232e-05,0.0018167648017957943,0.4444444444444444,0.08582183186951066,0.8024713,0.06930914
Rfx4,4.023189,3.9479883,5.741533760339724e-05,0.0018453948820613443,0.4444444444444444,0.08212941387345403,0.81462884,0.07837958
Glul,4.0106034,2.714151,6.0563807970705155e-05,0.0019258574203228965,0.5555555555555556,0.2711955547589174,1.0667069,0.2549725
Mertk,3.9677055,2.8226104,7.256791248816643e-05,0.0022387880606514984,0.5277777777777778,0.19584154866463524,1.2125176,0.28808486
Phlpp1,3.9458947,1.2029833,7.950253284555965e-05,0.0024004690957233326,0.75,0.748413694210432,1.7615598,1.1295769
Gm973,3.9365664,4.430872,8.265573418230798e-05,0.002475986151035246,0.4166666666666667,0.049829718587560495,0.7029078,0.046189494
Prex2,3.8996255,2.4450681,9.634153424373149e-05,0.002795569141608062,0.5833333333333334,0.38967556909840473,1.2843066,0.39183202
Gpc6,3.886926,1.629325,0.00010152171237307332,0.0029175277127962353,0.75,0.551819322459222,1.7619671,0.93972087
Ttyh1,3.87918,2.3176465,0.00010480920279537245,0.002989621315405157,0.5833333333333334,0.405879189818964,1.0790147,0.32895058
Nebl,3.8358066,1.0215136,0.00012515290141567692,0.003414356870750232,0.8055555555555556,0.747517476250224,1.9449649,1.3743032
Gpm6b,3.8354342,0.90992606,0.00012534264674940365,0.003415777807460929,0.7777777777777778,0.8328015773436099,2.036605,1.5144609
Spon1,3.8007376,1.6337978,0.00014426603074839893,0.0038121799352512672,0.6388888888888888,0.49421043197705683,1.1926589,0.55377275
F3,3.8004584,3.9703612,0.00014442870018927393,0.0038121799352512672,0.4166666666666667,0.06936727012009321,0.6940648,0.061954934
S1pr1,3.7763827,3.8598337,0.00015912245637881255,0.00413103420569922,0.4166666666666667,0.07008424448825955,0.7475189,0.073784046
Appl2,3.7387075,3.0084393,0.00018496872333444262,0.004644962239249041,0.5,0.24215809284818068,0.96578056,0.18412672
Ptprt,3.7237225,1.4600893,0.00019630681103385833,0.004852588787929875,0.75,0.6202903746191074,1.9263984,1.1415625
Msmo1,3.685923,2.948707,0.00022787510801084072,0.005433011670143115,0.5,0.2541315647965585,0.94382644,0.18508954
Tcf7l2,3.6699555,2.8409238,0.00024259274293578431,0.005707939582035485,0.4722222222222222,0.16540598673597418,0.9184423,0.19071014
