names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Endo NN (for_DEGs),mean_expr_Rest (for_DEGs)
Rnf169,-2.5981128,-0.25231248,0.009373766498286449,0.04996490890873971,0.3442622950819672,0.5918587507641411,0.5074682,0.5807758
Polr3g,-2.5982592,-1.9208697,0.009369773651916831,0.0499535353228185,0.00819672131147541,0.14549246646769032,0.0193846,0.07149815
Cacng4,-2.5995307,-5.064824,0.009335130467960542,0.04977871714111922,0.00819672131147541,0.14412600237333237,0.0039415243,0.124150075
Cpne5,-2.6000428,-1.3217833,0.009321213523944927,0.04971437224859075,0.03278688524590164,0.17253407170340537,0.041263524,0.10012238
Akain1,-2.600538,-2.4238713,0.00930777298958011,0.04965254322613014,0.01639344262295082,0.15451832140673882,0.017534278,0.09068144
Dnah5,-2.600763,-1.3196402,0.009301669374264071,0.04963969336374888,0.03278688524590164,0.1721025567262397,0.04100926,0.099382386
Rnf227,-2.600915,-0.44390705,0.009297551453081795,0.04962757400562333,0.10655737704918032,0.2587651479736776,0.13458519,0.17895336
Cfap44,-2.6021922,-2.5011706,0.009262994689708908,0.04946277172346549,0.03278688524590164,0.16947750728181524,0.016244281,0.08866752
Sycp2,-2.6022596,-26.192589,0.00926117109419438,0.04946277172346549,0.0,0.1363227732029199,0.0,0.073894106
Ryr1,-2.6024284,-3.3156614,0.009256613506945763,0.04945240787098593,0.01639344262295082,0.153008018986659,0.0083388,0.08007998
5031425E22Rik,-2.602946,-0.30550775,0.009242649383901404,0.049393394778327514,0.36885245901639346,0.6206983350713797,0.54535896,0.6398898
Rfx1,-2.603188,-0.8285305,0.009236129123274778,0.04936836871740467,0.05737704918032787,0.2009061814520479,0.058247603,0.10121312
Slc6a1,-2.60617,-0.66726875,0.00915609957194326,0.048969823944688566,0.16393442622950818,0.31417886295803515,0.20726141,0.3116945
Gm56681,-2.6071434,-3.6936316,0.009130111039537748,0.04884055019557621,0.00819672131147541,0.14552842604912078,0.005363445,0.067268796
Gnl2,-2.6078637,-0.8951038,0.009110924934765476,0.04875732981420999,0.09836065573770492,0.24139667014275953,0.07514031,0.13551462
Sumf2,-2.60819,-1.0816703,0.009102243086780547,0.048739990382979936,0.05737704918032787,0.19853284907763674,0.050121594,0.1032649
Eaf2,-2.60837,-1.1012651,0.009097456263855278,0.04872406813031519,0.040983606557377046,0.18249487575964615,0.048358448,0.101020254
Gm28791,-2.6101649,-4.5645394,0.009049860352435213,0.04850782917812371,0.00819672131147541,0.14484519400194182,0.0031416647,0.0718155
Gramd2,-2.612556,-25.954597,0.008986794338753028,0.04820825791221678,0.0,0.136862166924377,0.0,0.063002825
Ccn3,-2.6148741,-0.5282367,0.008926032349604655,0.04790143583660417,0.09016393442622951,0.24121687223560717,0.1228087,0.17264569
Polr3f,-2.6149473,-0.5028279,0.008924121088336588,0.047900745833720365,0.09016393442622951,0.23981444855981876,0.09735684,0.13531055
Mrpl21,-2.6153073,-0.7302561,0.008914717130325463,0.0478598300283407,0.05737704918032787,0.20317163508216765,0.07436688,0.12051081
Ciz1,-2.615673,-0.54294854,0.008905175296076113,0.04781815751510095,0.07377049180327869,0.22187061742601316,0.084084824,0.120273404
