names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_DC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Med12l,-3.6008966,-3.231263,0.000317121606637458,0.02613821340597698,0.07692307692307693,0.6987964753922201,0.151317,0.9298581
Dnajc6,-3.6009483,-2.7582269,0.0003170586579864468,0.02613821340597698,0.07692307692307693,0.7072498029944838,0.21400107,0.96105075
Arnt2,-3.6016364,-29.602299,0.00031622045957944924,0.02613821340597698,0.0,0.5768679704849917,0.0,0.5961087
Smarcc1,-3.6032019,-29.390743,0.0003143212797668166,0.02613821340597698,0.0,0.5771187047782792,0.0,0.5329047
Btrc,-3.6034255,-2.6697838,0.00031405084169187117,0.02613821340597698,0.07692307692307693,0.7072856221792392,0.19827661,0.87358475
Ppp1r13b,-3.6040964,-29.46796,0.0003132408338890554,0.02613821340597698,0.0,0.5772619815173007,0.0,0.55536354
Grm3,-3.6081219,-30.487482,0.00030842171565598236,0.025978970218420834,0.0,0.577906726842897,0.0,0.91843855
Psmd1,-3.6087928,-29.401215,0.00030762531021033226,0.025978970218420834,0.0,0.5780141843971631,0.0,0.5359097
Trappc8,-3.6094637,-29.36749,0.00030683083065206646,0.025978970218420834,0.0,0.5781216419514292,0.0,0.52627856
Agap1,-3.6118205,-2.6618705,0.0003040551692880423,0.025854311388511696,0.07692307692307693,0.7083601977218998,0.21400107,0.9203387
2210408I21Rik,-3.611872,-3.1692436,0.0003039946522894759,0.025854311388511696,0.07692307692307693,0.7033455118561501,0.17023261,0.98186404
Zranb1,-3.6139362,-29.376333,0.0003015832007985211,0.025807454157504017,0.0,0.5788380256465363,0.0,0.52879107
Tial1,-3.6143835,-29.377373,0.00030106308627498066,0.025807454157504017,0.0,0.578909664016047,0.0,0.5290871
Pdzd4,-3.615278,-29.460213,0.000300025376392718,0.025807454157504017,0.0,0.5790529407550684,0.0,0.5530788
Thsd7a,-3.617067,-30.322313,0.0002979599982524362,0.025743360620716915,0.0,0.5793394942331113,0.0,0.85123426
Grin1,-3.6175833,-3.2010145,0.00029736669537349004,0.025743360620716915,0.07692307692307693,0.7062826850060893,0.17902657,1.0306593
Arap2,-3.6179616,-29.868597,0.0002969323100350722,0.025743360620716915,0.0,0.5794827709721326,0.0,0.68323165
Gramd1b,-3.621127,-3.4635813,0.00029332247089340787,0.02558952854839568,0.07692307692307693,0.6814958091553837,0.1129928,0.84141743
Fam135b,-3.6218495,-3.5367486,0.00029250426857660433,0.02558952854839568,0.07692307692307693,0.7011963607708288,0.17838764,1.183702
Rfx7,-3.6223311,-2.834253,0.00029195998862719465,0.02558952854839568,0.07692307692307693,0.7087183895694534,0.18225397,0.88615054
Smap1,-3.6248944,-29.453869,0.0002890795635256289,0.025467435645684097,0.0,0.5805931656995487,0.0,0.55121344
Desi2,-3.625118,-29.414066,0.00028882951806293917,0.025467435645684097,0.0,0.580628984884304,0.0,0.5396139
Acvr1,-3.629367,-29.540216,0.00028411698154979105,0.025195456416643187,0.0,0.5813095493946557,0.0,0.5770137
Ptprn,-3.6311562,-29.522675,0.0002821543898553209,0.02510426640865057,0.0,0.5815961028726986,0.0,0.5717014
Pcmtd1,-3.6329968,-2.806905,0.00028014844783891426,0.025008600642629986,0.07692307692307693,0.7101869761444229,0.18225397,0.87505186
Kdm5a,-3.6338398,-29.380445,0.00027923430693891754,0.025008600642629986,0.0,0.5820259330897629,0.0,0.5299627
Sh3gl2,-3.6356633,-2.9662788,0.0002772663329561493,0.024916877480039235,0.07692307692307693,0.713625617880937,0.22591475,1.0922289
Kpna3,-3.6378653,-29.4356,0.00027490723625345816,0.024787776638021546,0.0,0.5826706784153592,0.0,0.54586726
Jakmip2,-3.6402564,-2.9645514,0.00027236671764013115,0.02464139293936136,0.07692307692307693,0.7135897986961817,0.19827661,0.99761873
Peak1,-3.6414433,-29.810308,0.0002711137855818078,0.024610903441159376,0.0,0.583243785371445,0.0,0.66343427
Slc35f1,-3.644471,-3.9425478,0.0002679423218430059,0.02440545826414091,0.07692307692307693,0.6554910810229959,0.1129928,1.043546
Slc7a14,-3.6479287,-29.747202,0.00026436291430454833,0.024161331657698005,0.0,0.5842825417293502,0.0,0.64246345
Ablim2,-3.6488233,-29.57891,0.00026344422437078616,0.0241595437161878,0.0,0.5844258184683716,0.0,0.58886194
Caln1,-3.6518166,-3.5585575,0.0002603918639801131,0.02396140200392342,0.07692307692307693,0.7034171502256609,0.17838764,1.1942106
Lrrtm4,-3.6544142,-2.533934,0.00025776988212828945,0.023801638257000473,0.5384615384615384,0.9206605057668887,1.4902995,3.0404162
Xkr6,-3.6573215,-29.842968,0.0002548647132986183,0.023614533952875424,0.0,0.5857869474890751,0.0,0.6744763
Aff3,-3.6590588,-3.5374172,0.00025314317616810023,0.023536183888016794,0.07692307692307693,0.6980442725123576,0.151317,1.0636158
Scai,-3.662551,-2.6359296,0.00024971599226454474,0.02329815525051499,0.07692307692307693,0.7187119421161975,0.24891756,1.0140718
Shank1,-3.6629124,-29.593805,0.0002493639506879369,0.02329815525051499,0.0,0.586682427107959,0.0,0.5934693
Nbea,-3.6631186,-2.6503212,0.0002491629931230353,0.02329815525051499,0.38461538461538464,0.9075148649616734,1.0545198,2.5450425
Dock3,-3.6636865,-3.1526043,0.000248611142753098,0.02329815525051499,0.15384615384615385,0.8066838598753492,0.34925917,1.5512258
Map2k4,-3.6671786,-2.720737,0.0002452415638697377,0.023202960637957223,0.07692307692307693,0.7188552188552189,0.21400107,0.94508344
Plxna4,-3.6703954,-3.1360176,0.0002421755200436857,0.02299383824584394,0.15384615384615385,0.7469374597034172,0.29138044,1.379712
Prkg1,-3.6714103,-2.6834702,0.00024121564586148756,0.022983916327298477,0.3076923076923077,0.8107314277527043,0.64883804,1.9267468
Smarca4,-3.6714103,-29.436466,0.00024121564586148756,0.022983916327298477,0.0,0.5880435561286625,0.0,0.54612124
Atp2b2,-3.6717372,-2.5308182,0.00024090729440576317,0.022983916327298477,0.07692307692307693,0.7198939752131241,0.2486173,0.9674106
Nrg3,-3.6770701,-1.3785754,0.00023592824468430913,0.02272183489128095,0.8461538461538461,0.9478472669962031,2.6989048,3.6121795
Esyt2,-3.6780505,-3.20883,0.00023502331697789156,0.022716102615812757,0.07692307692307693,0.7157031305967476,0.1644341,0.97550684
Dpp6,-3.6813018,-3.3711758,0.00023204601695787463,0.022509301356166394,0.15384615384615385,0.8219786517658858,0.41135466,1.8350242
Rev1,-3.681474,-29.472315,0.00023188947800706466,0.022509301356166394,0.0,0.5896554194426535,0.0,0.5566506
Synj1,-3.6824028,-2.4439974,0.0002310458787618172,0.022509301356166394,0.07692307692307693,0.7219714879289347,0.24891756,0.9313606
Rlf,-3.687065,-29.455572,0.00022685558238233976,0.02224674999493967,0.0,0.5905508990615373,0.0,0.55171436
Arhgap21,-3.6873918,-3.252305,0.0002265644898177206,0.02224674999493967,0.07692307692307693,0.7136614370656924,0.151317,0.93870986
Slc35f3,-3.6908667,-30.030745,0.0002234913179920293,0.02207798424428613,0.0,0.5911598252023784,0.0,0.7404441
Kmt5b,-3.691314,-29.469519,0.00022309861586119334,0.02207798424428613,0.0,0.591231463571889,0.0,0.5558249
Gng2,-3.6917613,-29.640934,0.00022270656155116698,0.02207798424428613,0.0,0.5913031019413998,0.0,0.60822207
Uri1,-3.6924322,-29.510403,0.00022211969258407403,0.02207798424428613,0.0,0.5914105594956659,0.0,0.56800646
Arhgap5,-3.6930857,-3.4991481,0.00022154926822862193,0.02207798424428613,0.07692307692307693,0.692528118060033,0.1129928,0.8555194
Ddx17,-3.6955974,-2.9841068,0.0002193704050363886,0.022076714544298732,0.07692307692307693,0.7164911526613654,0.1569066,0.85194695
Ptprd,-3.6998465,-2.5965412,0.00021572999104710282,0.02179197315577313,0.6153846153846154,0.9656135826348592,1.9834398,3.6612308
Lsamp,-3.7021344,-1.3869784,0.00021379334029332343,0.021677837938421134,0.9230769230769231,0.972956515509707,3.1388597,4.073118
Fmnl2,-3.703304,-3.0946124,0.0002128094918558666,0.021659814568814908,0.07692307692307693,0.7188910380399742,0.17902657,0.98384655
Apba2,-3.7076564,-3.3101277,0.00020918620870536033,0.021371990220201642,0.07692307692307693,0.7196074217350813,0.1644341,1.0198203
Cracdl,-3.7080865,-29.965511,0.0002088313396251527,0.021371990220201642,0.0,0.5939179024285407,0.0,0.7170507
Atp9b,-3.7110624,-2.6679583,0.00020639109609377497,0.02124800288137829,0.07692307692307693,0.7270219929794398,0.2284989,0.96754354
Dmxl2,-3.7130237,-2.5432186,0.0002047977415077852,0.021165058901208417,0.07692307692307693,0.7275234615660148,0.26490113,1.0180942
Ttll5,-3.7143483,-29.615974,0.00020372807410667414,0.02113580444496654,0.0,0.5949208396016906,0.0,0.600376
Tent2,-3.7154665,-29.488432,0.00020282919547972168,0.02112411039744233,0.0,0.5950999355254675,0.0,0.56143564
Xkr4,-3.718735,-2.2768188,0.00020022301920684705,0.020933823058708095,0.46153846153846156,0.8620961386918834,1.017979,2.2582033
Ank2,-3.7189415,-2.1056697,0.0002000594793989893,0.020933823058708095,0.5384615384615384,0.9340927000501469,1.4502021,2.7112384
Rprd1a,-3.719492,-29.51488,0.00019962398657090414,0.020933823058708095,0.0,0.5957446808510638,0.0,0.5693521
Mnat1,-3.7197156,-29.558245,0.00019944732214886054,0.020933823058708095,0.0,0.5957805000358192,0.0,0.5825126
Exoc5,-3.722399,-29.510115,0.00019733877481180955,0.020933823058708095,0.0,0.5962103302528834,0.0,0.5679196
Rbfox3,-3.7258224,-3.5168417,0.00019467941963204188,0.020758079386956212,0.07692307692307693,0.7204312629844545,0.1745647,1.1578794
Reep1,-3.72799,-29.656895,0.00019301305799277775,0.020662393897473857,0.0,0.5971058098717673,0.0,0.61328155
Arhgef11,-3.7360408,-29.595097,0.0001869403366068612,0.020092347378505442,0.0,0.5983953005229601,0.0,0.5938715
Pcdh9,-3.7374687,-1.4838128,0.00018588226624408261,0.0200588614216004,0.9230769230769231,0.9715595673042482,2.8487868,3.839373
Tln2,-3.7391717,-29.652567,0.00018462759241056698,0.020003804064806188,0.0,0.598896769109535,0.0,0.61190456
Hectd4,-3.739963,-3.5371559,0.00018404732557711316,0.020003804064806188,0.07692307692307693,0.7032380543018841,0.1129928,0.8707492
Ak5,-3.7401006,-3.904526,0.00018394658478131136,0.020003804064806188,0.07692307692307693,0.671144064761086,0.1129928,1.0265499
Nfasc,-3.741047,-3.1195166,0.00018325539381524678,0.020003804064806188,0.07692307692307693,0.7234758936886596,0.1745647,0.97743076
Mecp2,-3.741408,-29.542156,0.00018299212922992674,0.020003804064806188,0.0,0.5992549609570886,0.0,0.57760364
Eri3,-3.7447627,-29.520887,0.00018056445202317952,0.019966118624949934,0.0,0.599792248728419,0.0,0.5711623
Rbfox1,-3.7478762,-2.3947382,0.0001783381970064601,0.019801435345304062,0.6153846153846154,0.9408267067841536,1.8921834,3.4219027
Vwa8,-3.752366,-29.61344,0.00017517336508736012,0.019530739916586583,0.0,0.601010101010101,0.0,0.5995844
Lcor,-3.7531574,-3.1655858,0.00017462108269648778,0.019530739916586583,0.07692307692307693,0.726842897055663,0.1569066,0.92600024
Dync1i1,-3.75345,-3.6586251,0.00017441739306164026,0.019530739916586583,0.07692307692307693,0.7184970270076653,0.1644341,1.1808255
Zmat4,-3.7550497,-30.363176,0.00017330704000473427,0.019530739916586583,0.0,0.6014399312271652,0.0,0.86756533
Cacna1d,-3.756168,-3.4872315,0.0001725349374478915,0.019530739916586583,0.07692307692307693,0.7273085464574827,0.17023261,1.1252882
Garem1,-3.756168,-29.839113,0.0001725349374478915,0.019530739916586583,0.0,0.6016190271509421,0.0,0.6731684
Pam,-3.75634,-3.3257763,0.00017241643998003838,0.019530739916586583,0.07692307692307693,0.7308546457482628,0.21400107,1.221603
Grm5,-3.7567184,-2.5384784,0.00017215601493229192,0.019530739916586583,0.46153846153846156,0.919371015115696,1.3526794,2.8713634
Dgkb,-3.7574754,-3.2462661,0.0001716362743468754,0.019530739916586583,0.15384615384615385,0.7798552904935884,0.36064163,1.6332703
Trim37,-3.7595224,-29.590744,0.00017023799579513583,0.019530739916586583,0.0,0.6021563149222724,0.0,0.59251934
Akap6,-3.762619,-3.1340268,0.00016814329906930512,0.019530739916586583,0.15384615384615385,0.8264918690450606,0.38282138,1.6281747
Cnksr2,-3.7641845,-2.8394697,0.0001670935639105096,0.019520887227284314,0.3076923076923077,0.8615588509205531,0.76363224,2.2195208
Aff2,-3.7662315,-29.994806,0.00016573013408251102,0.019446151540598564,0.0,0.6032308904649331,0.0,0.7274911
Miat,-3.7669024,-29.857233,0.00016528557767206333,0.019446151540598564,0.0,0.6033383480191991,0.0,0.6793396
Celf2,-3.7691042,-1.8869885,0.00016383439146128327,0.019393084134646174,0.7692307692307693,0.9667239773622752,2.4652123,3.7091484
Nyap2,-3.7715988,-30.265568,0.00016220495391808837,0.019285164211411656,0.0,0.6040905508990615,0.0,0.8288818
Umad1,-3.7738352,-29.640388,0.0001607570544436794,0.019197964679562956,0.0,0.6044487427466151,0.0,0.60804915
Cdh8,-3.7748327,-3.920729,0.0001601149997345816,0.019197964679562956,0.07692307692307693,0.690916254746042,0.151317,1.2453398
Nfib,-3.7766392,-3.2517824,0.00015895879349132476,0.019153465386152,0.15384615384615385,0.8187191059531485,0.3885658,1.7089725
Kif1b,-3.7767596,-3.0119882,0.00015888199310791693,0.019153465386152,0.15384615384615385,0.8617737660290852,0.39614737,1.5935392
Srcin1,-3.7774131,-29.650372,0.00015846568568400493,0.019153465386152,0.0,0.6050218497027008,0.0,0.6112097
2210408F21Rik,-3.7778604,-29.9401,0.00015818143547793,0.019153465386152,0.0,0.6050934880722115,0.0,0.7080718
Ktn1,-3.77977,-3.4810712,0.0001569732943111805,0.019153465386152,0.07692307692307693,0.7126226807077871,0.1129928,0.8483333
Snx29,-3.7843459,-29.65969,0.00015411335667927408,0.018995531623725203,0.0,0.6061322444301168,0.0,0.61416715
Cdh11,-3.786393,-3.5427394,0.00015284985382916697,0.018926615540966436,0.07692307692307693,0.728454760369654,0.18225397,1.2029214
Elavl3,-3.792586,-3.2307572,0.00014908660321789584,0.018546097354003987,0.07692307692307693,0.7357260548749911,0.1745647,1.026216
Ntm,-3.7970586,-3.1025136,0.00014642313898897426,0.01829948718434297,0.23076923076923078,0.815531198509922,0.54993427,1.9874606
Syt14,-3.7979877,-29.795845,0.0001458756064729676,0.01829948718434297,0.0,0.6083172147001934,0.0,0.65858704
Kat6b,-3.79988,-3.603372,0.00014476622063893716,0.018262292716282824,0.07692307692307693,0.7082885593523891,0.1129928,0.89768684
Msra,-3.8054707,-3.555173,0.00014153472237597793,0.01793885844454022,0.07692307692307693,0.7418869546529121,0.22380112,1.3732957
Rab11fip3,-3.806262,-29.635603,0.0001410828677909276,0.01793885844454022,0.0,0.6096425245361415,0.0,0.6065398
Uggt2,-3.8078275,-29.774931,0.00014019298114707472,0.017938025730580464,0.0,0.609893258829429,0.0,0.65161854
Cdc42bpa,-3.8138657,-3.2711954,0.000136809842470407,0.01758890175684132,0.15384615384615385,0.8279604556200301,0.33529425,1.5781271
Unc5c,-3.8143647,-3.3123922,0.00013653379102482102,0.01758890175684132,0.15384615384615385,0.8079017121570313,0.3885658,1.7434977
Pard3,-3.8145366,-29.94149,0.0001364387226016939,0.01758890175684132,0.0,0.6109678343720897,0.0,0.70856464
Dync1i2,-3.816188,-3.4424713,0.00013552923324985206,0.01758890175684132,0.07692307692307693,0.7354395013969482,0.151317,1.0210181
Kcnab1,-3.8182695,-4.082993,0.00013439103309906413,0.01758890175684132,0.07692307692307693,0.6768393151371874,0.1129928,1.1076741
Slc44a1,-3.8194222,-3.6627352,0.0001337646702123657,0.01758890175684132,0.07692307692307693,0.710401891252955,0.1129928,0.9222698
Dlgap4,-3.821022,-29.74521,0.00013289979868525263,0.01758890175684132,0.0,0.612006590729995,0.0,0.6418066
Herc2,-3.8240497,-3.0980458,0.00013127745439553353,0.017549379102527293,0.07692307692307693,0.7411347517730497,0.1745647,0.96816987
Enah,-3.8243766,-3.1396842,0.00013110343538882307,0.017549379102527293,0.07692307692307693,0.7441435632924994,0.19827661,1.07594
Gtdc1,-3.8320832,-3.5882068,0.00012706269483370473,0.017156656332571085,0.07692307692307693,0.7302099004226664,0.151317,1.086809
Prickle2,-3.832479,-2.9654834,0.00012685844716897132,0.017156656332571085,0.23076923076923078,0.8118776416648757,0.43887454,1.6683689
9530059O14Rik,-3.8333218,-30.230562,0.00012642434227748666,0.017156656332571085,0.0,0.6139766458915396,0.0,0.8152803
Ablim1,-3.833769,-30.002056,0.0001261945698606839,0.017156656332571085,0.0,0.6140482842610502,0.0,0.7300942
Clvs1,-3.836229,-29.90311,0.0001249378413973233,0.017156656332571085,0.0,0.6144422952933591,0.0,0.69514704
Ylpm1,-3.8373473,-3.2114255,0.00012437050957717652,0.017156656332571085,0.07692307692307693,0.745003223726628,0.17838764,1.0327926
Chm,-3.83936,-29.669645,0.00012335542712288005,0.017156656332571085,0.0,0.6149437638799341,0.0,0.61734104
Kif21a,-3.8426974,-2.9558327,0.00012168949149655878,0.01703019081516945,0.07692307692307693,0.7484776846478974,0.21488142,1.0507892
Smim14,-3.8496473,-29.68914,0.00011828806444459502,0.016640839223174178,0.0,0.6165914463786805,0.0,0.6235876
Dst,-3.8510578,-2.8700986,0.00011760871108162245,0.01663234771980629,0.15384615384615385,0.8578336557059961,0.4156562,1.5619096
Ppp1cb,-3.8568037,-29.668869,0.00011487941910706573,0.016332327996861674,0.0,0.6177376602908518,0.0,0.6170932
Xpo7,-3.8585925,-29.642124,0.00011404184991856578,0.016299492060169483,0.0,0.6180242137688946,0.0,0.60859823
Nlgn1,-3.8628244,-1.9800956,0.00011208354403862816,0.016105266461593253,0.6923076923076923,0.9546529120997206,2.123716,3.4026923
Tlk1,-3.8635125,-29.751053,0.00011176813429983284,0.016105266461593253,0.0,0.6188122358335124,0.0,0.64372826
Klhl7,-3.865749,-29.731895,0.00011074882524450377,0.0160855185638909,0.0,0.619170427681066,0.0,0.63745
Trank1,-3.8711162,-29.995848,0.00010833814767491314,0.01582090232622237,0.0,0.6200300881151944,0.0,0.72786635
Gpr158,-3.8720968,-3.564345,0.00010790311898154905,0.01582090232622237,0.07692307692307693,0.7532058170356043,0.22591475,1.3859106
Sec61a2,-3.8722343,-29.7288,0.00010784219438391241,0.01582090232622237,0.0,0.6202091840389713,0.0,0.6364379
Kcnma1,-3.8736622,-2.9766006,0.00010721201399716057,0.01582090232622237,0.3076923076923077,0.8577620173364854,0.7150152,2.2213035
Pcdh7,-3.8746254,-3.3753064,0.0001067887968544402,0.01582090232622237,0.15384615384615385,0.785872913532488,0.35248658,1.6836648
Magi1,-3.8766553,-3.3551695,0.00010590217293692895,0.01582090232622237,0.07692307692307693,0.7494089834515366,0.19827661,1.1768411
Tcf4,-3.8772404,-2.2679374,0.00010564799699445199,0.01582090232622237,0.5384615384615384,0.9341285192349023,1.4223806,2.782346
Frmd4a,-3.8777049,-2.9541917,0.0001054465616050517,0.01582090232622237,0.3076923076923077,0.8566516226090695,0.7021004,2.1848555
Soga3,-3.8789434,-29.723402,0.00010491117101699631,0.01582090232622237,0.0,0.621283759581632,0.0,0.63467634
Gabra1,-3.8796144,-29.92432,0.00010462223994146373,0.01582090232622237,0.0,0.621391217135898,0.0,0.7025358
Atp6v1a,-3.8831925,-29.773005,0.00010309391448593897,0.01582090232622237,0.0,0.6219643240919837,0.0,0.65097874
Setbp1,-3.8851707,-3.269434,0.00010225799734819542,0.01582090232622237,0.15384615384615385,0.7784225231033741,0.28322542,1.4248122
Ambra1,-3.8865469,-3.3044603,0.00010168026735290609,0.01582090232622237,0.07692307692307693,0.7506268357332188,0.1644341,1.017313
Gabbr1,-3.887665,-29.689007,0.0001012131317032497,0.01582090232622237,0.0,0.6226807077870907,0.0,0.6235442
Dtna,-3.8902454,-3.1128678,0.00010014284610077797,0.01582090232622237,0.07692307692307693,0.7540654774697327,0.22591475,1.1608846
Zfand3,-3.8916733,-3.3821049,9.955522197531492e-05,0.01582090232622237,0.07692307692307693,0.7488000573106957,0.1569066,1.0192901
Wapl,-3.8916905,-29.681206,9.95481620521632e-05,0.01582090232622237,0.0,0.6233254531126872,0.0,0.6210386
Sclt1,-3.8992941,-29.86044,9.647352510937521e-05,0.015522416884364742,0.0,0.6245433053943692,0.0,0.6804372
Dcaf6,-3.901066,-3.745643,9.577003280738998e-05,0.015502052900810658,0.07692307692307693,0.7194999641808153,0.1129928,0.957282
Nexmif,-3.9013069,-29.923758,9.567478728778118e-05,0.015502052900810658,0.0,0.6248656780571674,0.0,0.7023404
Zfp532,-3.9033196,-29.720194,9.488229675937435e-05,0.015502052900810658,0.0,0.6251880507199656,0.0,0.6336293
Sv2a,-3.9068978,-29.77947,9.348870828531016e-05,0.01541129810813671,0.0,0.6257611576760513,0.0,0.65312624
Zmynd11,-3.90719,-3.6755934,9.337566784661606e-05,0.01541129810813671,0.07692307692307693,0.727451823196504,0.1129928,0.92764884
Upp2,-3.9150863,-3.8855534,9.037192369998452e-05,0.015082568880860769,0.07692307692307693,0.7070348878859517,0.1129928,1.018131
Nr6a1,-3.9162903,-29.94909,8.99219373930575e-05,0.015082568880860769,0.0,0.6272655634357762,0.0,0.71123916
Dscaml1,-3.9182858,-3.7809672,8.918090241314669e-05,0.01507101162164309,0.07692307692307693,0.7387348663944409,0.1644341,1.2403476
Nbas,-3.9198685,-29.798279,8.859729098242492e-05,0.015067146890492135,0.0,0.6278386703918619,0.0,0.6593981
Ahi1,-3.9217436,-3.6210802,8.791050806678579e-05,0.015045575488882383,0.07692307692307693,0.7596532702915682,0.19827661,1.3078793
Atp9a,-3.9243412,-29.731644,8.696739953709581e-05,0.014979577086934388,0.0,0.628555054086969,0.0,0.6373655
C130071C03Rik,-3.926354,-3.2611272,8.624322823971328e-05,0.014950680921297392,0.15384615384615385,0.7773479475607136,0.26430982,1.3610951
Fut9,-3.928401,-3.5589182,8.55125249894693e-05,0.014920269782253507,0.07692307692307693,0.7509850275807722,0.18225397,1.2107823
Sptan1,-3.9296052,-3.3817425,8.508543631555635e-05,0.014920269782253507,0.07692307692307693,0.7579697686080665,0.17838764,1.1103948
Ldlrad4,-3.9337854,-3.7182431,8.361841961769016e-05,0.014781756152153517,0.07692307692307693,0.7446808510638298,0.1569066,1.1743203
Phlpp1,-3.9339576,-3.4255028,8.355856365682102e-05,0.014781756152153517,0.07692307692307693,0.7487284189411849,0.17838764,1.1308346
Srpk2,-3.9366412,-3.0623722,8.263003765712511e-05,0.014781756152153517,0.07692307692307693,0.7648470520810946,0.21400107,1.0963892
Clock,-3.9417846,-29.767494,8.087755498292595e-05,0.014585100016048458,0.0,0.6313489504978866,0.0,0.6491552
Ndrg3,-3.9417846,-29.790668,8.087755498292595e-05,0.014585100016048458,0.0,0.6313489504978866,0.0,0.6568586
Sntg1,-3.9428513,-3.5855608,8.051858892687384e-05,0.014585100016048458,0.15384615384615385,0.8148506339995701,0.39146566,1.909858
Nsf,-3.9461887,-3.2455199,7.940507666740775e-05,0.014585100016048458,0.15384615384615385,0.7907085034744609,0.26430982,1.3530616
Memo1,-3.9467046,-29.79109,7.923418918081893e-05,0.014585100016048458,0.0,0.6321369725625045,0.0,0.6569979
Tasp1,-3.9484937,-29.842594,7.864446707847749e-05,0.014585100016048458,0.0,0.6324235260405473,0.0,0.6743495
Pkia,-3.953861,-29.916162,7.69000987622434e-05,0.014449689886304058,0.0,0.6332831864746759,0.0,0.6996865
Cap2,-3.959452,-30.18451,7.512198640092148e-05,0.014214984328118027,0.0,0.6341786660935597,0.0,0.79761285
Cacnb2,-3.964991,-3.5789368,7.33986815487946e-05,0.013987394136284475,0.15384615384615385,0.7820044415789097,0.32699388,1.7267184
St6galnac5,-3.9678469,-4.068699,7.252494266663984e-05,0.013919608638947232,0.07692307692307693,0.7213267426033384,0.1569066,1.348267
Nebl,-3.9679327,-3.920674,7.24987784764241e-05,0.013919608638947232,0.07692307692307693,0.7479045776918117,0.17838764,1.3755963
Syt7,-3.9724226,-30.137453,7.114533734991849e-05,0.013852718946321086,0.0,0.6362561788093704,0.0,0.7798181
Wnk1,-3.9779446,-3.181039,6.951352656390347e-05,0.013633784370599169,0.07692307692307693,0.7625546242567519,0.184687,1.0436962
Sptbn4,-3.98271,-30.010927,6.813391503830856e-05,0.013461458066759933,0.0,0.6379038613081166,0.0,0.7332851
Nmnat2,-3.984499,-30.016869,6.762265965554838e-05,0.013459413814404332,0.0,0.6381904147861595,0.0,0.73542523
Pura,-3.98763,-29.797632,6.673668663130048e-05,0.013382199774500328,0.0,0.6386918833727344,0.0,0.65918493
Unc5d,-3.9878535,-31.109148,6.667382499570008e-05,0.013382199774500328,0.0,0.6387277025574898,0.0,1.1988375
Camta1,-3.9892297,-3.3031323,6.628821585670114e-05,0.013382199774500328,0.07692307692307693,0.773658571530912,0.21488142,1.2137643
Shank2,-3.9963515,-30.13165,6.432618095262708e-05,0.013194232688527402,0.0,0.6400888315781933,0.0,0.77763927
Atp8a2,-3.9994824,-30.131151,6.348115197218058e-05,0.013121065796096095,0.0,0.6405903001647683,0.0,0.77745724
Matr3,-4.003095,-3.3106081,6.251917716984031e-05,0.013022405353128754,0.07692307692307693,0.7669962031664159,0.1644341,1.0200375
Ube2e2,-4.003164,-3.1217866,6.250098847714047e-05,0.013022405353128754,0.23076923076923078,0.8384554767533491,0.46161306,1.8093393
Il1rap,-4.0039554,-30.485016,6.229217824897976e-05,0.013022405353128754,0.0,0.6413066838598753,0.0,0.9174137
Fgfr2,-4.0077567,-29.923761,6.12981568058056e-05,0.013022405353128754,0.0,0.6419156100007164,0.0,0.7023438
Akap11,-4.008875,-29.83563,6.1008667686013e-05,0.013022405353128754,0.0,0.6420947059244931,0.0,0.6719851
Usp24,-4.0213985,-29.851671,5.785359722745918e-05,0.012536501270176035,0.0,0.6441005802707931,0.0,0.6774417
Zfp950,-4.024082,-29.9129,5.719792009579424e-05,0.012495187910357653,0.0,0.6445304104878573,0.0,0.698549
Zfp638,-4.026353,-3.1634061,5.664861996451114e-05,0.012476626380708315,0.07692307692307693,0.7792463643527473,0.2050534,1.11156
Mast2,-4.0325804,-30.01488,5.5167733413217055e-05,0.012250884271182995,0.0,0.6458915395085608,0.0,0.7347086
Sez6l,-4.034593,-30.169174,5.469699910051997e-05,0.012247569715258097,0.0,0.6462139121713589,0.0,0.79178786
5330434G04Rik,-4.0368295,-30.337923,5.4178424841488204e-05,0.012233397273031833,0.0,0.6465721040189125,0.0,0.8574502
Rab3c,-4.0368295,-30.375675,5.4178424841488204e-05,0.012233397273031833,0.0,0.6465721040189125,0.0,0.8725992
Lrp1b,-4.0415087,-2.8836584,5.310843842200469e-05,0.01219678410597663,0.46153846153846156,0.9391790242854072,1.3395028,3.0815094
Pcdh17,-4.0446568,-30.29074,5.239985888736411e-05,0.012137794899167874,0.0,0.6478257754853499,0.0,0.83874947
Mast4,-4.0655065,-3.8444142,4.7928300210578584e-05,0.011198551536158665,0.07692307692307693,0.7631993695823484,0.1644341,1.2718016
Akap8l,-4.073058,-29.945515,4.6399810211523334e-05,0.010936516670031858,0.0,0.65237481194928,0.0,0.7099795
Gbf1,-4.075071,-29.89143,4.6000314253756637e-05,0.010936516670031858,0.0,0.6526971846120783,0.0,0.69109625
Malat1,-4.075828,-1.5327917,4.585092216730431e-05,0.010936516670031858,0.9230769230769231,0.9937674618525683,3.937385,4.986996
Tanc2,-4.0788383,-3.178271,4.526129082137585e-05,0.010936516670031858,0.23076923076923078,0.8535353535353535,0.48353556,1.8914084
