names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Gpc6,13.183559,3.8646374,1.0911801325546931e-39,1.724706480102624e-36,0.9310344827586207,0.5508906766269214,3.156829,0.9338564
Ildr2,13.149981,3.6730301,1.702187111192649e-39,2.5409870932081376e-36,0.896551724137931,0.5435641430828904,2.3017216,0.5335133
Itgbl1,13.056147,5.3319254,5.862037596407286e-39,8.290155274498094e-36,0.8505747126436781,0.21724608533256717,2.1712027,0.17637011
Tbx15,13.051772,8.420227,6.208602823999186e-39,8.341257894042907e-36,0.8160919540229885,0.026540726907053586,2.0466032,0.01948862
Eya2,12.985086,7.5624857,1.4867051890091072e-38,1.8240379895100798e-35,0.8160919540229885,0.04582674903031174,1.896426,0.029512994
Igfbp5,12.98474,5.0190907,1.493443832125856e-38,1.8240379895100798e-35,0.8620689655172413,0.23768136761959488,2.043807,0.18833531
Pbx3,12.878735,4.504582,5.929965978088249e-38,6.373527433249249e-35,0.8735632183908046,0.33605085476224683,2.343011,0.34689006
Zfhx4,12.832531,4.2688737,1.0778506470888918e-37,1.0726609958251305e-34,0.8620689655172413,0.312060048843557,1.9645872,0.2761787
Mgp,12.797586,8.092697,1.6912678509803969e-37,1.6230131127086878e-34,0.8045977011494253,0.032574342766843845,2.3087626,0.032656346
Msi2,12.722897,3.436544,4.411968626443497e-37,4.087917137673682e-34,0.9080459770114943,0.6523488004597041,2.676053,0.8106868
Gulp1,12.6395235,6.454573,1.2782553810308828e-36,1.1079587770419298e-33,0.8045977011494253,0.07265479097830771,1.9970642,0.07008639
Slc26a7,12.549652,9.305485,3.992580237777654e-36,3.352519718408924e-33,0.7816091954022989,0.012857348082172102,1.8226103,0.008165727
Nxn,12.472792,5.843593,1.0507854172539293e-35,8.06702976046088e-33,0.8045977011494253,0.10824594167504668,1.854459,0.08968708
Efemp1,12.31455,6.694497,7.56358497170462e-35,4.956915321700076e-32,0.7816091954022989,0.06356845280850452,1.6635664,0.04047511
Hmcn1,12.151953,6.915124,5.6011256535989685e-34,3.420505598004643e-31,0.7701149425287356,0.040655078293348655,1.8233958,0.042127546
Sned1,11.8080225,5.992135,3.548093043386153e-32,1.6725835101015074e-29,0.7586206896551724,0.07197241775606954,1.5501634,0.056683432
Trabd2b,11.709042,5.3003225,1.1456696270959766e-31,5.130690480011483e-29,0.7701149425287356,0.16743284010917972,1.7492933,0.113824666
Gm26740,11.491032,7.2015686,1.463530099440117e-30,5.699283155355934e-28,0.7241379310344828,0.02244648757362448,1.450203,0.02193249
Egfr,11.453438,5.1113005,2.2600208771019844e-30,8.206319049693287e-28,0.7586206896551724,0.11686539290331849,1.7511467,0.12904434
Pcdh7,11.414884,2.2468684,3.523736530048041e-30,1.2458263231893535e-27,0.9425287356321839,0.7850883493750898,3.0767598,1.6786908
Wnk1,11.35194,2.3004904,7.253512408535584e-30,2.5311932261993654e-27,0.9080459770114943,0.7617799166786381,2.3028135,1.0393603
Slc23a2,11.314559,3.1396906,1.1116032860313334e-29,3.780858265273662e-27,0.8275862068965517,0.5626346789254417,1.9242154,0.5090684
Sh3pxd2a,11.095723,3.9852107,1.3159149062817701e-28,4.0180265377035415e-26,0.7816091954022989,0.3620887803476512,1.7002479,0.24888088
Prdm6,11.065939,8.962334,1.8353027728641647e-28,5.479398389651123e-26,0.6896551724137931,0.007362447924148829,1.5851499,0.0077485307
Col25a1,10.915581,4.2333465,9.71065916173488e-28,2.609254116758162e-25,0.8045977011494253,0.45025858353684817,2.6368768,0.52445674
Slc26a2,10.896564,6.56947,1.196924769681798e-27,3.11491711974724e-25,0.7011494252873564,0.07804194799597759,1.5946391,0.04051133
Lama2,10.815595,3.965789,2.904020886991592e-27,7.093731021224007e-25,0.7816091954022989,0.22076569458411147,1.7889296,0.27680862
Mir99ahg,10.770749,1.5987227,4.731353386902163e-27,1.1250572168677974e-24,0.9310344827586207,0.8749820428099411,3.1347225,2.1111674
Nr3c2,10.76397,2.1605902,5.092743491414675e-27,1.200368575564143e-24,0.9425287356321839,0.774493607240339,2.9505055,1.6197537
Neat1,10.627536,4.5920906,2.2189855172242403e-26,4.887224659656995e-24,0.7241379310344828,0.13194943255279415,1.5068573,0.13595842
Nfia,10.614552,2.1747458,2.5501667382824832e-26,5.5260467949718006e-24,0.9195402298850575,0.7391538572044246,2.5898952,1.316539
Gmds,10.578176,2.2292225,3.7621354347764734e-26,8.087086330595508e-24,0.8505747126436781,0.6660680936647033,1.9172269,0.80532616
Tcf7l2,10.562001,3.9551992,4.4702707760376065e-26,9.533029821597659e-24,0.7471264367816092,0.163985059617871,1.4359564,0.18776031
Thsd4,10.514832,3.4900918,7.38123720883524e-26,1.5494831546984602e-23,0.7701149425287356,0.3791840252837236,1.7407172,0.34954077
Foxd1,10.510057,8.579955,7.764611133629886e-26,1.6173263655863182e-23,0.6551724137931034,0.005961787099554662,1.2035354,0.006075212
Fn1,10.490481,5.4337964,9.554050566704856e-26,1.9448283236921172e-23,0.6896551724137931,0.09204855624191927,1.5797775,0.08540522
Tgfbr3,10.489749,3.2977574,9.628402077121424e-26,1.9452267955808472e-23,0.7586206896551724,0.3760594742134751,1.4615961,0.29033896
Dock5,10.485674,5.34346,1.0052660062279717e-25,2.0157834020407165e-23,0.6896551724137931,0.0901450940956759,1.5310595,0.08547551
Slc24a3,10.433617,2.2215576,1.741315199843665e-25,3.4152656510802393e-23,0.8735632183908046,0.7298520327539146,2.4619026,1.1939241
Lmo4,10.420113,2.7070086,2.0071464137615242e-25,3.880001736530371e-23,0.8160919540229885,0.5134678925441747,1.6367854,0.49091932
Vps13a,10.393239,1.8795259,2.6615848189702914e-25,5.0011737122889323e-23,0.8735632183908046,0.7085188909639419,1.9547172,0.97360235
Gja1,10.371511,5.124196,3.3419548723562545e-25,6.235994959736983e-23,0.6896551724137931,0.08910357707225973,1.565161,0.10298982
Plpp3,10.258415,3.6415563,1.0847244413867031e-24,1.9302348172225638e-22,0.7701149425287356,0.2628214337020543,1.6926112,0.30399242
Mllt3,10.221879,1.8752844,1.5824294323188277e-24,2.7790770487847644e-22,0.9080459770114943,0.732473782502514,2.1745467,1.1396194
Ccn3,10.095046,4.302965,5.810391738035899e-24,9.637359629692877e-22,0.7126436781609196,0.23908202844418905,1.5293877,0.16818811
Slc12a2,10.057259,2.4536762,8.53420295143205e-24,1.3649644839582097e-21,0.8390804597701149,0.5220873437724465,1.5666276,0.52587014
Pde5a,9.985271,4.825184,1.7681573226001923e-23,2.778385219781706e-21,0.6666666666666666,0.10476224680362017,1.2650812,0.085920334
Col12a1,9.920131,5.9114,3.4031065936485896e-23,5.0800818984076446e-21,0.6436781609195402,0.06848872288464301,1.3412635,0.045850262
Bmp5,9.893962,7.872651,4.421726032893092e-23,6.5281196980130434e-21,0.6206896551724138,0.015443183450653642,1.3321023,0.01182969
Alcam,9.893037,2.3631523,4.462810679364288e-23,6.552771746148548e-21,0.8735632183908046,0.7190058899583394,2.5648623,1.2036234
Malat1,9.835246,0.9603874,7.93729866018919e-23,1.1344426329749125e-20,0.9885057471264368,0.993750897859503,5.6467996,4.984448
Pid1,9.805769,2.272806,1.0633415482395877e-22,1.495915570743336e-20,0.8390804597701149,0.5869127998850739,1.8575242,0.7509587
Ddr2,9.768134,6.614311,1.54266665695945e-22,2.1041346737309857e-20,0.6206896551724138,0.03178422640425226,1.1632946,0.022211371
Gm6260,9.731385,6.6409035,2.215547242617729e-22,2.938364090197084e-20,0.6206896551724138,0.04194799597758943,1.2579248,0.02491962
Ahnak,9.731186,6.412666,2.2199029040193824e-22,2.938364090197084e-20,0.6206896551724138,0.03059905186036489,1.2330309,0.028142639
Cald1,9.715438,3.7775135,2.591325736201505e-22,3.413182477045806e-20,0.7011494252873564,0.24371498347938514,1.365316,0.19285682
Fndc3a,9.705423,2.5781105,2.858868323779888e-22,3.747209359022712e-20,0.7816091954022989,0.5762103146099699,1.6796983,0.5485756
Mrc2,9.698572,5.222031,3.057486487339971e-22,3.988090384214807e-20,0.6436781609195402,0.09341330268639564,1.2109197,0.061225094
Anxa3,9.6716175,5.3035297,3.980361840008993e-22,5.141938588511617e-20,0.632183908045977,0.04819709811808648,1.1318057,0.051838364
Zic1,9.623302,6.535228,6.375069506982326e-22,8.080099889274296e-20,0.6091954022988506,0.01935785088349375,1.0218168,0.018991524
Slc47a2,9.614313,9.690331,6.957186223277268e-22,8.776506752087333e-20,0.5977011494252874,0.0033041229708375233,1.1469724,0.0025972882
2610307P16Rik,9.583937,5.676215,9.341467751076783e-22,1.162061289219598e-19,0.6206896551724138,0.046437293492314326,1.1375767,0.040608156
9530026P05Rik,9.556796,3.8607764,1.2145823010947688e-21,1.4970562582759832e-19,0.6896551724137931,0.2277330843269645,1.5392528,0.22474377
Adamtsl1,9.530309,3.1860201,1.5681669053148163e-21,1.9153020339004141e-19,0.7586206896551724,0.4099985634247953,1.9072393,0.48863783
Klf12,9.488405,1.9243308,2.3459466455724364e-21,2.776898077820765e-19,0.8390804597701149,0.7165996264904467,2.123864,1.0784001
Uaca,9.446982,6.843003,3.487393102900571e-21,4.0919760993422856e-19,0.5977011494252874,0.0215845424507973,1.0844513,0.016910078
Sema3a,9.359661,4.297749,7.99927081230239e-21,9.345235075068052e-19,0.6666666666666666,0.22266915673035484,1.5717477,0.17728953
Piezo2,9.347483,5.607873,8.975851189673537e-21,1.0440741189027182e-18,0.6091954022988506,0.05933055595460422,1.229469,0.048418954
Pdgfd,9.224006,5.657207,2.8620503188958816e-20,3.0884856252502947e-18,0.5977011494252874,0.04097830771440885,1.2167642,0.046012137
Notch2,9.152065,3.897265,5.585518910406139e-20,5.932130162949129e-18,0.6551724137931034,0.18284010917971555,1.1995825,0.1446342
Ddx5,9.123234,1.5490338,7.291551004535577e-20,7.593952538444611e-18,0.8620689655172413,0.8068165493463583,2.0152743,1.1700789
Car13,9.051101,9.285278,1.415341096803222e-19,1.4351024630604746e-17,0.5632183908045977,0.0037350955322511133,0.9724477,0.0026320284
Neo1,8.966823,1.9627562,3.0519069298221577e-19,3.014880117805933e-17,0.8045977011494253,0.6742206579514437,1.758632,0.80313885
Pals2,8.927363,2.3765378,4.362809154537977e-19,4.2017448739224166e-17,0.7471264367816092,0.5908274673179141,1.7158284,0.6304048
Tmeff2,8.869786,1.5625374,7.328614973138501e-19,6.871994984362685e-17,0.9080459770114943,0.8494469185461859,3.0488622,2.0543873
Rassf2,8.869614,4.033725,7.340016972504989e-19,6.871994984362685e-17,0.6206896551724138,0.11736819422496768,1.0205284,0.10287555
Ttc28,8.858287,2.4774694,8.12531241855261e-19,7.528522230569263e-17,0.7586206896551724,0.4653426231863238,1.4753414,0.47347787
Nedd4,8.847321,1.6708895,8.964565584854712e-19,8.277590284022204e-17,0.8160919540229885,0.7551716707369631,1.8446755,0.9830877
Airn,8.830927,3.823039,1.0381173890829637e-18,9.391991328168094e-17,0.6436781609195402,0.2281281425082603,1.2784164,0.16810977
Zic4,8.7689085,7.2449546,1.804063943780435e-18,1.58481263073266e-16,0.5517241379310345,0.013072834362878897,1.0551394,0.012268117
Adamts12,8.759553,5.902564,1.96025723782606e-18,1.7157039733024832e-16,0.5632183908045977,0.03282574342766844,1.0140849,0.028945586
Nfib,8.749439,1.3112476,2.1441635977664993e-18,1.8585056732898657e-16,0.9310344827586207,0.8180577503232295,2.5000024,1.7058852
Col1a2,8.7255945,6.7575192,2.6478636841451717e-18,2.280387730544255e-16,0.5517241379310345,0.015622755351242638,1.0478059,0.016966486
Abcg2,8.711751,4.282628,2.992163178784997e-18,2.560491229743722e-16,0.6206896551724138,0.18050567447205862,1.247875,0.12006926
Slc7a2,8.705592,5.0598783,3.159219384558183e-18,2.6948642813675676e-16,0.5747126436781609,0.05832495331130585,1.0272356,0.052367836
Slc9a2,8.684217,4.458512,3.8135802689835636e-18,3.2122539757864685e-16,0.6091954022988506,0.16664272374658815,1.1842654,0.098187454
Bche,8.664068,5.5880404,4.552190192223003e-18,3.786914875078393e-16,0.5747126436781609,0.07825743427668438,1.2860916,0.053008124
Fut8,8.626874,1.5751581,6.305178902367184e-18,5.181044559835053e-16,0.8275862068965517,0.7377891107599482,1.8109467,0.99954593
Antxr1,8.516334,3.6744025,1.6468361523780832e-17,1.2863513783255552e-15,0.632183908045977,0.23380261456687257,1.1755061,0.16163306
Exoc4,8.507178,1.1829001,1.7821740950198346e-17,1.384017859340548e-15,0.8735632183908046,0.8422999569027438,2.3280523,1.6248765
Smoc1,8.503842,4.8162217,1.8341665521144297e-17,1.4202897768102227e-15,0.5747126436781609,0.09136618301968108,1.1239069,0.07112819
Gjb6,8.472334,5.3601375,2.4052488832054214e-17,1.836052201469593e-15,0.5517241379310345,0.04015227697169947,0.986742,0.040145904
Thbd,8.449042,7.9440684,2.937031471733189e-17,2.2230432576188957e-15,0.5287356321839081,0.008044821146387012,0.99429977,0.006890831
Nfat5,8.375837,1.4313464,5.4832756738206014e-17,4.081319040320209e-15,0.8160919540229885,0.7534836948714265,1.7789009,1.0386857
Klf5,8.364651,4.309292,6.029336756604595e-17,4.450776885988062e-15,0.5862068965517241,0.14933199252980894,1.0609577,0.09101702
Son,8.343796,1.2964299,7.194321642776293e-17,5.281732856322377e-15,0.8390804597701149,0.7848369487142652,1.7527318,1.0791475
Afap1l1,8.311522,4.682495,9.44828007442406e-17,6.8987849347764806e-15,0.5632183908045977,0.08508116649906623,1.0082495,0.06559274
Kcnb2,8.308052,1.6155586,9.728568066029872e-17,7.0650438901141255e-15,0.8735632183908046,0.7714767993104439,2.6735086,1.6868706
Clic4,8.245542,4.0320854,1.6441443485671146e-16,1.1780842305599566e-14,0.5862068965517241,0.1253771009912369,1.1465894,0.12333489
Col23a1,8.23843,3.5747588,1.7448547393445858e-16,1.2403239906399211e-14,0.6206896551724138,0.23373078580663698,1.2439831,0.18834049
Lpp,8.204305,2.1907709,2.3192993832747344e-16,1.6103249206354553e-14,0.735632183908046,0.5302039936790691,1.4928517,0.56282073
Add3,8.1729555,2.0073624,3.0092489641323383e-16,2.062717338424386e-14,0.735632183908046,0.5933055595460422,1.4639187,0.60239476
Crispld1,8.171537,4.512016,3.044844458042682e-16,2.0818058673691314e-14,0.5747126436781609,0.14534549633673322,1.1337799,0.08834187
Egflam,8.137665,6.358982,4.029744675353912e-16,2.7002304096448782e-14,0.5172413793103449,0.01939376526361155,0.8165972,0.015267445
Mpped2,8.127364,1.9176509,4.3872650703080424e-16,2.917965654435077e-14,0.735632183908046,0.5981180864818273,1.5420029,0.67927086
Bzw1,8.089463,3.3447688,5.992829761340916e-16,3.927495992371473e-14,0.632183908045977,0.2847651199540296,1.158789,0.19488697
Pitpnc1,8.086067,2.3116515,6.162218438163341e-16,4.028681494731118e-14,0.7471264367816092,0.506967389742853,1.6442552,0.6105286
Adamts2,7.992294,3.68024,1.324508328294866e-15,8.334786599832096e-14,0.5862068965517241,0.18833500933773883,1.0104852,0.12775485
Epb41l2,7.968969,2.4525588,1.60003915076026e-15,9.975186074461297e-14,0.7011494252873564,0.3366254848441316,1.2843049,0.39015198
Adgrl2,7.8730845,2.3857403,3.46002424097424e-15,2.0798848177847389e-13,0.6781609195402298,0.4362878896710243,1.4000193,0.46034247
Slc4a4,7.8555126,2.1667094,3.981406685158767e-15,2.372070900891709e-13,0.7701149425287356,0.5069314753627352,1.8198975,0.7662709
Rbms1,7.8419957,2.6196716,4.4344212638820395e-15,2.6072844499017593e-13,0.6666666666666666,0.396099698319207,1.2873182,0.35542327
Cfh,7.833033,3.750388,4.762391061601443e-15,2.78185756141806e-13,0.5632183908045977,0.09966240482689269,1.0327303,0.12610205
Gm5860,7.753116,9.251223,8.966443511628278e-15,5.093622350051835e-13,0.4827586206896552,0.003663266772015515,0.81471556,0.0020631033
Pawr,7.7517247,5.789303,9.065280249049603e-15,5.128085900883429e-13,0.5057471264367817,0.04597040655078293,0.9042448,0.026234573
Ahcyl2,7.64783,1.3699583,2.0439885807493605e-14,1.130081752360809e-12,0.8850574712643678,0.7467317914092803,1.9662226,1.2169838
Itpr2,7.6190515,2.908825,2.5554619579213714e-14,1.3984778576241803e-12,0.6206896551724138,0.22532682085907196,1.1561975,0.25463286
Abcb1a,7.596326,6.3738194,3.0465696969375435e-14,1.6471092103966154e-12,0.4827586206896552,0.014868553368768855,0.92024237,0.01804319
Wls,7.5914717,2.6723666,3.162923697178828e-14,1.706581520947693e-12,0.6436781609195402,0.34204855624191927,1.1794397,0.30258682
Cpq,7.570417,4.0287013,3.720277813082813e-14,1.9941721438956137e-12,0.5402298850574713,0.11449504381554375,1.0451556,0.10703232
Arhgap31,7.5657163,3.0890512,3.857336301728333e-14,2.0605691138656125e-12,0.5977011494252874,0.2023057032035627,1.0686129,0.20262757
Tfcp2l1,7.525318,7.9341507,5.259205533393978e-14,2.7493162000446727e-12,0.47126436781609193,0.007972992386151415,0.75175756,0.00457181
Galnt13,7.509737,1.8461803,5.924622060642461e-14,3.0673332325522723e-12,0.735632183908046,0.6973495187473064,2.0336742,1.0463903
Aox1,7.4175687,5.407652,1.1928999774879695e-13,6.036388398324245e-12,0.4827586206896552,0.034334147392616005,0.7752777,0.02721701
Mir100hg,7.402813,1.2935139,1.333294474954954e-13,6.671438089765292e-12,0.8390804597701149,0.7298161183737969,1.96061,1.2499088
Afdn,7.37492,1.3078078,1.6444371392506514e-13,8.182597394752778e-12,0.7586206896551724,0.6848872288464302,1.4431206,0.8356334
Pdlim5,7.2124763,2.9167829,5.494336685170032e-13,2.5946015242621924e-11,0.5862068965517241,0.24033903174831203,1.0476896,0.21923271
Mbnl1,7.2112846,1.6057369,5.542652111091848e-13,2.6128256530708417e-11,0.7586206896551724,0.7068668294785232,1.6736578,0.885105
Fxyd5,7.208967,5.0458446,5.637780551800201e-13,2.653015121311233e-11,0.4942528735632184,0.08781065938801896,0.9120191,0.044099435
Ust,7.1755476,1.8018943,7.201829730736567e-13,3.359603556682145e-11,0.7241379310344828,0.5910429535986209,1.555427,0.7284163
Ogn,7.168556,6.0653973,7.579286360103408e-13,3.517364844490131e-11,0.45977011494252873,0.02452952162045683,0.7670089,0.017075315
Zfhx3,7.156384,2.5392268,8.283280951954611e-13,3.8242570305673615e-11,0.6206896551724138,0.25588995833931905,1.1309121,0.30822876
Igfbp6,7.0836186,5.7864304,1.4043791476908359e-12,6.37426819230621e-11,0.45977011494252873,0.032143370205430254,0.83553964,0.023387557
Lhfp,7.0597878,3.0471792,1.667573261243524e-12,7.467948921602247e-11,0.5747126436781609,0.2632164918833501,1.112781,0.22084907
Sema3d,7.009828,3.497116,2.386113480481114e-12,1.0341107938794762e-10,0.5287356321839081,0.14997845137192933,0.94227415,0.1298664
Pcsk5,7.007324,2.1869345,2.4291874377396786e-12,1.0510831956854294e-10,0.6781609195402298,0.4623976440166643,1.4995925,0.5677197
Zbtb7c,6.9824076,4.237329,2.901634691274829e-12,1.2375702246754706e-10,0.4942528735632184,0.10874874299669587,0.88420564,0.07264075
Plcb4,6.977727,2.6007137,2.999943888501987e-12,1.2734358970623757e-10,0.6091954022988506,0.33052004022410575,1.1700191,0.31212115
Crim1,6.973898,1.8161932,3.082775222306827e-12,1.3065326533656852e-10,0.7011494252873564,0.5769645165924436,1.4420085,0.65075684
Tsc22d3,6.933294,4.302127,4.111530794360362e-12,1.7206566343471476e-10,0.4827586206896552,0.0824235023703491,0.8666596,0.06756552
Cdh1,6.8172274,8.682827,9.28142906484086e-12,3.7502556236432163e-10,0.42528735632183906,0.004166068093664703,0.74704593,0.002699235
Prg4,6.797944,8.396422,1.0612265745895199e-11,4.2687362364102395e-10,0.42528735632183906,0.005889958339319063,0.8667856,0.0040848944
Tll1,6.7751784,4.1438966,1.2425299461983492e-11,4.990550023071695e-10,0.4942528735632184,0.12544892975147248,1.0647743,0.1020941
Sparc,6.7654634,3.1754012,1.3288328103522162e-11,5.30545878367965e-10,0.5287356321839081,0.14509409567590864,0.98640865,0.17070022
Slc12a7,6.757393,7.219969,1.4049667804809877e-11,5.592808502448021e-10,0.42528735632183906,0.009194081310156586,0.70631105,0.0068618557
Bmpr1a,6.7255983,1.943403,1.7487257472569065e-11,6.879686797773511e-10,0.6551724137931034,0.5416965953167648,1.2164189,0.48089826
Akap13,6.7164826,1.8939689,1.861636621572606e-11,7.270665119426733e-10,0.6666666666666666,0.5056026432983767,1.2906078,0.5359005
Ptgds,6.6944027,3.0074058,2.1655459226620732e-11,8.408702159238426e-10,0.6206896551724138,0.36456687257577935,1.6874039,0.4368731
F3,6.6899943,4.588674,2.231789735212937e-11,8.640949594405132e-10,0.45977011494252873,0.0685964660249964,0.9126123,0.060114294
Tcf12,6.6760845,1.0007473,2.4541024990167686e-11,9.433724484775476e-10,0.8505747126436781,0.812598764545324,1.9150633,1.3589705
Spats2l,6.6533923,2.3690703,2.8641385445634235e-11,1.096287787641299e-09,0.5977011494252874,0.38227266197385434,1.0664884,0.31392175
mt-Cytb,6.6422853,2.9568565,3.088559556048607e-11,1.1754900180032023e-09,0.5862068965517241,0.3096537853756644,1.3152702,0.3008915
Nhsl2,6.637358,2.052314,3.193550955218762e-11,1.212015736818194e-09,0.6436781609195402,0.4910214049705502,1.2084862,0.44865075
Elf1,6.6313386,3.0928524,3.32655855670639e-11,1.2554020845323132e-09,0.5287356321839081,0.18291193793995117,0.90291315,0.15864259
Phf21a,6.615791,0.9740028,3.6957056407845e-11,1.3877962964687568e-09,0.7701149425287356,0.7735239189771584,1.6453879,1.140888
Foxn3,6.562322,1.3640286,5.2976210208192666e-11,1.955316989415023e-09,0.7586206896551724,0.7000430972561413,1.6183513,0.9444431
Efna5,6.559812,2.0101554,5.38757135550992e-11,1.9857893322709406e-09,0.6551724137931034,0.4131590288751616,1.320263,0.5195612
mt-Co2,6.5273046,2.528622,6.696383943837134e-11,2.428229913237568e-09,0.6091954022988506,0.34707656945841114,1.2268834,0.34908167
Anxa2,6.512243,6.3204536,7.40369800441101e-11,2.65959044623695e-09,0.41379310344827586,0.013755207585117082,0.6531613,0.011465873
Tspan13,6.463069,1.7027228,1.0260063583596125e-10,3.632251758777706e-09,0.6896551724137931,0.6122324378681224,1.4167597,0.6727586
Abcc4,6.43415,3.5034826,1.2416587919674344e-10,4.332905420800645e-09,0.5172413793103449,0.2277330843269645,0.99058837,0.13912234
Cntln,6.433238,2.0122843,1.2491369593618108e-10,4.347708561923815e-09,0.632183908045977,0.4946487573624479,1.1351141,0.42094967
Mid1,6.424482,3.503888,1.3231925487337256e-10,4.5995063110575945e-09,0.5057471264367817,0.18743714983479384,0.9629542,0.1334404
Rplp1,6.4201074,1.8897511,1.3617827282906193e-10,4.727532546404256e-09,0.735632183908046,0.6536417181439448,1.7292489,0.81144196
Cdon,6.3992324,2.5839343,1.5615981305839724e-10,5.401453167956081e-09,0.5862068965517241,0.40680218359431114,1.1742506,0.3169141
Htra3,6.3953505,7.2650905,1.601793780003131e-10,5.525057621140453e-09,0.40229885057471265,0.008368050567447206,0.63822633,0.0057895132
Fchsd2,6.345704,1.3998573,2.2141065877401254e-10,7.521244502222145e-09,0.7241379310344828,0.6446990374946129,1.4130503,0.77841073
Gnas,6.344632,1.3063742,2.229578784183614e-10,7.564240142804762e-09,0.7471264367816092,0.7117152707944261,1.4910423,0.8719697
Slc9b2,6.3269935,5.3322067,2.499843203471695e-10,8.438541064985484e-09,0.4367816091954023,0.0780060336158598,0.86304533,0.03345022
Samd4,6.3234973,2.3421814,2.557084192275788e-10,8.610131860457446e-09,0.5862068965517241,0.3485131446631231,1.0517315,0.3128574
Lrrc58,6.299726,2.3816044,2.9817190398981237e-10,9.940296600752182e-09,0.5977011494252874,0.4355696020686683,1.1113943,0.33016515
Mdfic,6.2990203,6.0603228,2.9953263135164655e-10,9.967790647833416e-09,0.40229885057471265,0.015658669731360438,0.6633685,0.014007275
Abcd3,6.28571,2.4852,3.2635910961876746e-10,1.0799592703763893e-08,0.5862068965517241,0.4002657664128717,1.0583321,0.28971434
Ptp4a2,6.281348,2.012634,3.356490128050613e-10,1.1093344371552272e-08,0.632183908045977,0.5251400660824594,1.1978602,0.4531207
Grb10,6.2525563,2.5924716,4.0378752344947367e-10,1.3247583339545004e-08,0.5632183908045977,0.35555236316621175,1.0412153,0.2653272
Ano6,6.244786,1.7899516,4.2438096507418295e-10,1.3821959432173691e-08,0.632183908045977,0.5312095963223675,1.1528293,0.48655143
mt-Co1,6.2019176,2.1517704,5.577923726458161e-10,1.7758152906389904e-08,0.6666666666666666,0.5141861801465307,1.5419129,0.6024975
Gm29478,6.195286,6.9410663,5.817938509910229e-10,1.8478487915045846e-08,0.39080459770114945,0.008906766269214193,0.73688096,0.0088268
mt-Co3,6.1950393,2.0938547,5.827046161195892e-10,1.848556438622593e-08,0.7011494252873564,0.6077790547335153,1.7980752,0.77940685
Pbx1,6.168065,0.94695103,6.913059326362342e-10,2.1776542098400483e-08,0.896551724137931,0.8132452233874443,2.1942017,1.6362181
Tspan11,6.1634307,7.123166,7.118544592417355e-10,2.2397575315954843e-08,0.39080459770114945,0.013503806924292486,0.71011114,0.007391274
Ndrg1,6.1561265,3.6355433,7.454573253114997e-10,2.3345499220419577e-08,0.45977011494252873,0.12139060479816119,0.7792532,0.09069323
Tank,6.1483955,2.4023962,7.82705460961439e-10,2.4426592027913895e-08,0.5747126436781609,0.3784298233012498,0.9795742,0.27354616
Phactr2,6.145479,2.4290667,7.972242396997345e-10,2.4793304769365585e-08,0.5632183908045977,0.33777474500790117,1.0286114,0.28796452
