names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ABC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Ccbe1,-3.3784635,-1.2935876,0.0007289211529060491,0.007321910795732912,0.09195402298850575,0.31960206866829477,0.13856691,0.3106696
Tmed8,-3.3786767,-1.2453101,0.0007283564813143649,0.00731897481410508,0.06896551724137931,0.2936000574630082,0.07651815,0.1727105
Taf1b,-3.3791826,-0.44330752,0.0007270170144440449,0.007308248102548255,0.19540229885057472,0.4739620744145956,0.2777895,0.36143813
Dipk1a,-3.3792293,-0.50964314,0.0007268937576534532,0.007308248102548255,0.19540229885057472,0.4788464301106163,0.28656238,0.38692224
Vwc2l,-3.3794756,-1.5736824,0.000726242579889947,0.007305929659918711,0.09195402298850575,0.311341761241201,0.13586774,0.35990313
Ttc4,-3.3804212,-1.4306295,0.000723748492704865,0.007283566291752705,0.04597701149425287,0.26565866973136043,0.060602505,0.1556479
Gprasp2,-3.3812535,-0.7272455,0.0007215595810059578,0.007264258501922101,0.08045977011494253,0.3119882200833214,0.13019636,0.20717521
Prmt8,-3.3824587,-0.49518415,0.0007184009355152412,0.007235169841564667,0.1724137931034483,0.44670305990518605,0.2612266,0.3511972
Fam124a,-3.382585,-2.1791997,0.0007180701110808702,0.007234549638073859,0.022988505747126436,0.23771728199971268,0.033827726,0.14481631
Arpc1a,-3.3834043,-0.47308704,0.0007159318798328579,0.007215712532298909,0.1724137931034483,0.4390532969400948,0.25374284,0.33713764
Zfp354c,-3.3837037,-0.7404785,0.0007151510792499367,0.007210547654576285,0.09195402298850575,0.3284729205573912,0.12743472,0.20462929
Uba5,-3.38401,-0.68479663,0.0007143537453488405,0.007205212138709964,0.09195402298850575,0.327610975434564,0.13364823,0.20689538
Celsr2,-3.386587,-0.6784354,0.0007076783713507223,0.007145929289061972,0.13793103448275862,0.38579227122539866,0.18497173,0.28154576
Pfkfb4,-3.3871663,-26.87626,0.0007061857074893951,0.007133537579037611,0.0,0.20999138054877173,0.0,0.11616929
Pitpnm1,-3.3871663,-26.85511,0.0007061857074893951,0.007133537579037611,0.0,0.20999138054877173,0.0,0.114571564
Cetn3,-3.387486,-0.9501664,0.0007053634216560101,0.007130592603422495,0.08045977011494253,0.310982617440023,0.10685618,0.19712023
Dcaf7,-3.3879254,-0.5791906,0.000704234231326301,0.00712185690468111,0.13793103448275862,0.3927955753483695,0.19029264,0.27242923
Tomm70a,-3.3885713,-0.5544259,0.0007025777120008449,0.007107779789707344,0.20689655172413793,0.4869989943973567,0.28177255,0.3906837
Rmnd1,-3.3889906,-0.98266274,0.0007015037686750173,0.007099588046816465,0.06896551724137931,0.2969400948139635,0.093803786,0.17759289
Gcc2,-3.3902025,-0.2633543,0.0006984098289994346,0.007070938999704147,0.19540229885057472,0.48380261456687257,0.3306968,0.38555476
Ipmk,-3.390389,-1.504744,0.000697934965386449,0.007070938999704147,0.04597701149425287,0.26680792989513,0.0569548,0.15384907
Msh3,-3.3938181,-0.420342,0.0006892542042416677,0.006986141255365376,0.13793103448275862,0.3960637839390892,0.21670592,0.28052688
Pex7,-3.393918,-0.8537775,0.0006890028770579524,0.006986141255365376,0.08045977011494253,0.3103720729780204,0.112717904,0.19526355
Apc,-3.3967748,-0.81560034,0.0006818508725298169,0.0069163204774919515,0.5632183908045977,0.8148613704927453,0.963006,1.3481995
Usp42,-3.3970144,-26.84872,0.0006812538536228919,0.006912874262404496,0.0,0.21060192501077432,0.0,0.114093415
Rai1,-3.3975604,-0.6313289,0.0006798957907283334,0.00690169999881765,0.22988505747126436,0.5194296796437293,0.29936695,0.43217468
Pcnx,-3.3978267,-0.751823,0.0006792342346529994,0.0068975902816047225,0.3333333333333333,0.6479672460853325,0.47424662,0.7039948
Cntnap3,-3.398173,-27.715036,0.0006783751063384962,0.006891470361933986,0.0,0.21067375377100991,0.0,0.19911434
Cep89,-3.3989987,-1.0677751,0.0006763304906509764,0.006873298140617146,0.05747126436781609,0.2828257434276684,0.07979749,0.16052443
Gfm2,-3.399558,-0.45311734,0.0006749486848890474,0.006864447828527139,0.1839080459770115,0.46372647608102285,0.26602903,0.34870547
Ube2n,-3.400803,-0.29780212,0.000671881941700315,0.0068358454272955185,0.1724137931034483,0.4437939951156443,0.28259107,0.33749494
Herc1,-3.4040658,-0.741894,0.0006639074287129611,0.00675726992784745,0.5747126436781609,0.8023990805918689,0.9985699,1.3525037
Lyrm1,-3.4040792,-1.4703819,0.0006638750607751761,0.00675726992784745,0.05747126436781609,0.28149691136330984,0.065753385,0.17254345
Spata6l,-3.4045453,-26.853287,0.000662743106918123,0.006750533465841533,0.0,0.2110688119523057,0.0,0.11443493
Orai2,-3.40613,-1.1645627,0.0006589078736440097,0.006714013866065431,0.04597701149425287,0.26842407700043097,0.081571706,0.17439036
Tcp11l1,-3.408587,-0.56621873,0.0006530024338023761,0.006658890093461043,0.1839080459770115,0.46394196236172963,0.25390938,0.35626498
Pbx4,-3.40886,-2.004735,0.0006523493209307413,0.0066547556011423755,0.022988505747126436,0.23951300100560263,0.0350389,0.1337516
Arl8b,-3.41159,-0.6258743,0.0006458515209304864,0.0065959826557971,0.1839080459770115,0.45514293923286886,0.24486715,0.35637835
Samd8,-3.4119563,-0.5201544,0.0006449844584367528,0.00658963209056865,0.19540229885057472,0.4745367044964804,0.27139592,0.36959296
Sms,-3.414227,-0.69247025,0.0006396327902523449,0.006538559823383221,0.12643678160919541,0.3760235598333573,0.17530881,0.26976573
Pcnx4,-3.4153788,-0.8575014,0.0006369335412886893,0.006514809385012212,0.09195402298850575,0.3261025714696164,0.11747295,0.20363845
Pgap4,-3.4153855,-2.4799647,0.0006369179695397794,0.006514809385012212,0.022988505747126436,0.23908202844418905,0.028423477,0.14914839
Atg10,-3.416278,-0.5250474,0.0006348345552941272,0.006498287428858361,0.1839080459770115,0.46268495905760665,0.277951,0.37917465
Fmnl1,-3.41715,-2.1836848,0.000632803914398869,0.006479969961851224,0.022988505747126436,0.23976440166642723,0.0326172,0.14030722
Fyco1,-3.418142,-0.6682341,0.0006305015996726568,0.006461318834174023,0.16091954022988506,0.422568596466025,0.20377527,0.30688027
Rims4,-3.41982,-3.8155565,0.0006266254783799826,0.006424046777592572,0.011494252873563218,0.22525499209883637,0.009285263,0.12340587
Fgd4,-3.4204395,-0.7417601,0.0006252006140992855,0.00641188568734649,0.3218390804597701,0.6390245654360006,0.47257924,0.6982478
Ivd,-3.4208388,-1.1286533,0.0006242829471490307,0.006404918972850117,0.08045977011494253,0.31123401810084755,0.094171345,0.1954983
Tbk1,-3.4272778,-0.4245072,0.0006096650013803605,0.006262117196899957,0.14942528735632185,0.41330268639563283,0.2289523,0.29661915
5530601H04Rik,-3.4273245,-0.744468,0.0006095603546997195,0.006262117196899957,0.10344827586206896,0.3448498778911076,0.13676071,0.2195608
Fbxo33,-3.4294817,-0.4569765,0.0006047349606296984,0.006216231213511858,0.11494252873563218,0.3655724752190777,0.18233022,0.24259062
Cit,-3.4299746,-0.77224916,0.0006036378628958994,0.006207328502109766,0.1724137931034483,0.4357491739692573,0.28381917,0.44502446
Tatdn3,-3.4303474,-3.1964633,0.0006028088583953008,0.006201176885559622,0.011494252873563218,0.22651199540295935,0.0138457455,0.12027574
Ankle2,-3.4309134,-1.0329535,0.0006015525725669759,0.006190623372223149,0.08045977011494253,0.31414308289038934,0.10153207,0.19775952
Ppp3cc,-3.433963,-0.44512773,0.0005948252448476389,0.006126084449619033,0.19540229885057472,0.4836230426662836,0.30384117,0.3943257
Dbndd2,-3.4343293,-1.6704998,0.0005940221046310852,0.006120158723710605,0.034482758620689655,0.2548843556960207,0.058198802,0.17459048
Cbfa2t3,-3.4352548,-2.1898382,0.0005919968471717399,0.006101632252974549,0.034482758620689655,0.2536632667720155,0.036229417,0.1555747
Rangap1,-3.435468,-0.91947067,0.0005915315119343744,0.006099175643007153,0.11494252873563218,0.3583177704352823,0.14238748,0.25420177
Psmc6,-3.4367597,-0.60335416,0.0005887176984832447,0.006072493112569975,0.14942528735632185,0.4098189915242063,0.20369358,0.2950786
Kcng1,-3.436986,-26.966322,0.0005882258410043965,0.006069749749534614,0.0,0.21308001723890246,0.0,0.12320926
Rapgef1,-3.4372392,-0.60025424,0.0005876765706573424,0.006066411622575026,0.22988505747126436,0.5314969113633099,0.32479754,0.45853946
Abat,-3.4376786,-0.88243204,0.0005867237094625362,0.006058903179576612,0.10344827586206896,0.3430541588852176,0.14951307,0.26028168
Tmem163,-3.4383776,-3.6254237,0.0005852107576938603,0.0060456028678331514,0.022988505747126436,0.2369630800172389,0.019833574,0.22091393
Gm1976,-3.4385576,-0.6375731,0.0005848223004371143,0.006043913543363562,0.26436781609195403,0.5725829622180721,0.3945559,0.56106323
Pitpnm2,-3.4387705,-0.60445297,0.0005843622175096874,0.006041482410344479,0.21839080459770116,0.5077934204855624,0.32279155,0.4569436
Tyro3,-3.4392567,-2.5416512,0.0005833139142069509,0.0060329656946654245,0.022988505747126436,0.24033903174831203,0.026605316,0.145822
Ap3m1,-3.4410346,-0.70560956,0.0005794946033285571,0.0059957720413701685,0.13793103448275862,0.3912153426231863,0.17004277,0.26411974
Slc39a10,-3.4414074,-0.62555283,0.0005786965088712044,0.005989820952761657,0.20689655172413793,0.48822008332136185,0.2984332,0.42950803
Tceal3,-3.4414275,-2.0729706,0.000578653782705285,0.005989820952761657,0.04597701149425287,0.2671311593161902,0.048686005,0.19055133
Pcolce2,-3.4421997,-26.882452,0.0005770039549623043,0.005976906811810762,0.0,0.21340324665996266,0.0,0.116640694
Acss1,-3.4428124,-3.3593,0.000575698586317888,0.005965684926479619,0.011494252873563218,0.22694296796437294,0.019580945,0.18475904
Zfp641,-3.4457288,-3.1598513,0.0005695215195570525,0.005906230501928985,0.011494252873563218,0.2274816836661399,0.015424586,0.13008392
Max,-3.4461617,-0.9293917,0.0005686101084430264,0.005899055449368386,0.06896551724137931,0.30085476224680363,0.09962645,0.18191276
Cdc123,-3.4484322,-0.42754155,0.0005638509185741801,0.00585194058790584,0.12643678160919541,0.3808720011492602,0.20385937,0.26553294
Serac1,-3.4507627,-0.6530204,0.0005590047183996006,0.005803885928669733,0.10344827586206896,0.3478666858210027,0.14171846,0.21463533
Kcnk2,-3.4525871,-0.9186597,0.0005552379393668902,0.0057670055781941796,0.13793103448275862,0.38607958626634103,0.18834841,0.33058584
Dhx9,-3.45581,-0.64400023,0.0005486419196304763,0.005700699296392458,0.19540229885057472,0.4755782215198966,0.2559305,0.37553453
Helq,-3.4560764,-1.2782665,0.0005481000724793729,0.0056972723201240815,0.05747126436781609,0.28602212325815257,0.06992959,0.1618496
Xpo5,-3.4565492,-0.6698534,0.0005471395213417148,0.00568948875327085,0.09195402298850575,0.3310228415457549,0.1335157,0.20477167
Zfp932,-3.4582736,-0.8221188,0.0005436488173784091,0.005657569218806295,0.08045977011494253,0.3155796580951013,0.11233998,0.19078827
Smap1,-3.4584267,-0.5782952,0.0005433398372310638,0.0056565445278569096,0.26436781609195403,0.5813101565866973,0.40062428,0.55142665
Exoc5,-3.45866,-0.6893113,0.0005428699639420564,0.005653843384156222,0.27586206896551724,0.59693291193794,0.38830912,0.56821567
Snapc3,-3.4590127,-0.46884048,0.000542159162147964,0.0056486299677843315,0.21839080459770116,0.5207225973279701,0.33053514,0.43316394
Sgtb,-3.4596853,-0.9020353,0.0005408070153226813,0.00563672789050444,0.09195402298850575,0.33299813245223386,0.12097509,0.21536055
Fhip1b,-3.4624352,-0.83931065,0.0005353105645397283,0.005581604528204308,0.09195402298850575,0.3327467317914093,0.12086134,0.20689638
Dus2,-3.462755,-2.7438962,0.0005346751391992227,0.0055771432415695306,0.022988505747126436,0.24191926447349518,0.021687275,0.13703184
Lrif1,-3.4632077,-0.48638102,0.0005337761562974509,0.005572092198800507,0.16091954022988506,0.4341689412440741,0.24221821,0.3249441
Inpp5b,-3.4641266,-0.5867329,0.0005319560776181245,0.0055552506045856995,0.12643678160919541,0.3827754632955035,0.17431179,0.25152946
Dennd1b,-3.464313,-0.8009788,0.0005315874927242624,0.00555355984817299,0.3103448275862069,0.6282861657807787,0.45470008,0.6946631
Glra2,-3.4644794,-3.3929324,0.0005312586001799326,0.005552282608648303,0.011494252873563218,0.2285232006895561,0.017743688,0.17231433
Gga2,-3.4660842,-1.5536537,0.0005280977860397251,0.005521395918633235,0.034482758620689655,0.25761384858497344,0.050973844,0.14281629
Lclat1,-3.466637,-0.447773,0.0005270132701546443,0.005512201856385867,0.19540229885057472,0.48753771009912367,0.29750708,0.38702822
Tmcc1,-3.4672494,-0.8455753,0.0005258135816694667,0.005501795537172341,0.5287356321839081,0.8125628501652061,0.947338,1.3447311
Rnf144a,-3.4672828,-0.84218436,0.0005257484541821238,0.005501795537172341,0.06896551724137931,0.3004956184456256,0.12737833,0.21796262
2610005L07Rik,-3.4688475,-0.56356317,0.0005226959284519354,0.005473437099572684,0.10344827586206896,0.35117080879184026,0.1523579,0.2177135
Uvrag,-3.4697998,-0.70056605,0.0005208465261903049,0.005456197332839568,0.28735632183908044,0.6072403390317483,0.41446266,0.60682845
Bcr,-3.470339,-0.6296302,0.0005198016701170719,0.005447375536679299,0.1839080459770115,0.4556098261744002,0.23799887,0.3476497
Sgcb,-3.472703,-2.1858315,0.0005152453646634832,0.005401733495321028,0.022988505747126436,0.24303261025714695,0.032395873,0.13959783
Mal2,-3.4730024,-0.5498019,0.0005146704707408936,0.00539781247026066,0.12643678160919541,0.3836374084183307,0.20270021,0.28438348
Ccp110,-3.4730558,-1.9615499,0.0005145683299932578,0.00539781247026066,0.034482758620689655,0.25624910214049706,0.057634365,0.2078833
Micu1,-3.473482,-0.54976207,0.0005137518839596505,0.005392387938279612,0.21839080459770116,0.5217281999712685,0.32513443,0.4462444
Gm46123,-3.4735618,-3.1485686,0.0005135989348213913,0.005392387938279612,0.011494252873563218,0.2293133170521477,0.016450528,0.13722482
Uck2,-3.4747338,-0.80089056,0.0005113605516101305,0.005371484762222129,0.08045977011494253,0.3187760379255854,0.11542174,0.19322015
Naa30,-3.4752,-0.86987853,0.0005104728158603401,0.005364256770499546,0.10344827586206896,0.34722022697888233,0.12627177,0.21991001
Cacnb1,-3.4759657,-1.2977049,0.0005090175110093159,0.005351056541791987,0.04597701149425287,0.27226691567303546,0.067715175,0.15891226
Abl2,-3.4777102,-0.7625176,0.0005057163780030937,0.005320516474919001,0.3448275862068966,0.6742206579514437,0.5353397,0.78897274
Pxk,-3.478023,-0.4437086,0.0005051263055026005,0.005316390062222826,0.14942528735632185,0.4171096106881195,0.23084812,0.30245224
Ipo5,-3.4786158,-0.64950407,0.0005040106923286763,0.005306726999557811,0.11494252873563218,0.3666139922424939,0.16288386,0.24489763
Map2k2,-3.4786625,-0.9457649,0.0005039230449843106,0.005306726999557811,0.09195402298850575,0.3317411291481109,0.11873243,0.21739466
Alk,-3.479175,-3.0273976,0.0005029598616000204,0.005299816267134333,0.022988505747126436,0.2414523775319638,0.03685643,0.26705375
Rgs11,-3.479395,-3.3239636,0.0005025475943791498,0.0052975495727609866,0.011494252873563218,0.22963654647320786,0.012515426,0.11877687
Agfg2,-3.4796813,-0.62744915,0.0005020108704218193,0.0052955476152897136,0.11494252873563218,0.3663625915816693,0.16730893,0.24790882
Lrrc49,-3.4800007,-0.64777905,0.0005014123679893318,0.005291810812204771,0.22988505747126436,0.5364530958195661,0.31873375,0.46256173
Zfp398,-3.4800606,-0.5500567,0.0005013002228722966,0.005291810812204771,0.1839080459770115,0.46390604798161184,0.24919474,0.346664
Trmt11,-3.4803536,-0.7708415,0.0005007522944094045,0.0052889992731056205,0.10344827586206896,0.3487645453239477,0.13631803,0.22249874
Pfkm,-3.4803936,-1.1737305,0.0005006776201695744,0.0052889992731056205,0.09195402298850575,0.33048412584398795,0.1024557,0.21784173
Vps35l,-3.48056,-0.42976344,0.0005003665892452716,0.0052889992731056205,0.19540229885057472,0.48473638844993533,0.29454833,0.3793798
Atp1a3,-3.4816387,-0.88885236,0.0004983554707598487,0.005269898268129529,0.367816091954023,0.707800603361586,0.55746585,0.86786515
Galnt7,-3.483024,-0.7722268,0.0004957843441037532,0.005244773750420413,0.1724137931034483,0.4325527941387732,0.22573191,0.35942835
Clasrp,-3.4849482,-0.8624789,0.0004922324885396385,0.005209250479346233,0.10344827586206896,0.34818991524206294,0.13203065,0.22842634
Gm11613,-3.4850945,-1.5205221,0.0004919630792924821,0.005208450725212369,0.04597701149425287,0.27287746013503805,0.056899067,0.15527083
Dync2h1,-3.4851346,-0.68072665,0.0004918896279107232,0.005208450725212369,0.3218390804597701,0.6467461571613274,0.49625278,0.7080281
Zfand4,-3.4861667,-1.4068613,0.0004899956745934111,0.005191712845554005,0.04597701149425287,0.27348800459704065,0.06418101,0.1619168
Tmem161b,-3.486373,-0.542662,0.0004896177009178136,0.00518975448665154,0.2413793103448276,0.5627065076856773,0.36787155,0.4993884
Wdr20,-3.4864264,-0.6326492,0.0004895202034707,0.00518975448665154,0.19540229885057472,0.480498491596035,0.26127577,0.38044056
Ube2ql1,-3.489356,-0.94712496,0.00048418564079845666,0.0051382575704006835,0.05747126436781609,0.2882488148254561,0.09523459,0.17617083
Snx16,-3.4907544,-1.2502946,0.0004816587583410664,0.005115482544120338,0.05747126436781609,0.2884283867260451,0.07568777,0.17146507
Mfsd11,-3.492559,-1.0609405,0.0004784160530073179,0.005085063031766863,0.06896551724137931,0.30200402241057317,0.09354245,0.18612786
Crebzf,-3.492812,-0.49488014,0.00047796298760272737,0.0050822578064445125,0.12643678160919541,0.3826677201551501,0.18967442,0.257986
Arhgef25,-3.493145,-0.66779405,0.00047736745863238904,0.00507793492219014,0.14942528735632185,0.4097830771440885,0.20584373,0.3097628
Senp1,-3.4936442,-1.09541,0.0004764754627898085,0.005070453736697883,0.08045977011494253,0.317950007182876,0.099630915,0.20200285
Cdkl1,-3.4940572,-3.3170774,0.0004757392536679377,0.005064625097487119,0.011494252873563218,0.23049849159603505,0.013711882,0.12892053
Mapkbp1,-3.4944565,-0.9283848,0.0004750278036376764,0.005059055522689007,0.09195402298850575,0.334578365177417,0.11257814,0.2043916
Gm36975,-3.4954221,-1.8360225,0.00047331256133840304,0.005042786884679972,0.04597701149425287,0.2716922855911507,0.049415797,0.16624159
Fscn1,-3.4960613,-2.5209506,0.00047218013331204293,0.005032717247955015,0.022988505747126436,0.24403821290044533,0.030793574,0.16508421
Kif17,-3.4983919,-26.802925,0.00046807285948768815,0.00499091973588658,0.0,0.21688694153138915,0.0,0.110718735
Gsg1l,-3.4991908,-2.1848342,0.00046667234136968746,0.004977961815245535,0.034482758620689655,0.2580089067662692,0.043157347,0.18275613
Ccdc92,-3.4991975,-2.5633981,0.00046666068682818274,0.004977961815245535,0.022988505747126436,0.24457692860221233,0.024901869,0.13892911
Lamb1,-3.49987,-2.6396334,0.000465484975870464,0.004969241677250443,0.022988505747126436,0.24414595604079872,0.02546001,0.14902079
Tmem38b,-3.5017943,-2.7987254,0.0004621360623001274,0.0049373019117174505,0.022988505747126436,0.24428961356126994,0.020825282,0.13665022
Arf3,-3.5023072,-0.65102285,0.0004612475914996534,0.004929881775495501,0.2413793103448276,0.5376023559833357,0.3311506,0.48023036
Fyttd1,-3.503306,-0.6611944,0.0004595213789176321,0.00491338617250966,0.21839080459770116,0.5141861801465307,0.28642377,0.42165267
Rhobtb3,-3.5058563,-0.8258855,0.0004551410901453793,0.004870426560018455,0.08045977011494253,0.31712397644016665,0.12608977,0.21366954
Txnl1,-3.507554,-0.7448535,0.0004522463505044483,0.004841378262173118,0.14942528735632185,0.414344203419049,0.18903449,0.29914492
Noc2l,-3.5088391,-1.7596519,0.0004500668629833857,0.004819966762998635,0.034482758620689655,0.2597687113920414,0.047286417,0.15183306
Pdzrn3,-3.5097182,-1.2521867,0.00044858187817395096,0.004805978894152338,0.16091954022988506,0.3941244074127281,0.25521275,0.52623224
Onecut2,-3.510677,-2.5687735,0.00044696711076346285,0.004792500505273043,0.022988505747126436,0.2450797299238615,0.02894826,0.1606398
Slc45a1,-3.5124283,-1.7472233,0.0004440319115171241,0.0047629291267325844,0.034482758620689655,0.25994828329263037,0.045664057,0.14570412
Gm46218,-3.5125349,-0.9424739,0.0004438539260982214,0.004762921323585946,0.06896551724137931,0.30498491596035054,0.10113218,0.1860861
Phlpp2,-3.5132406,-0.5403113,0.0004426764536050992,0.0047521839026644095,0.1724137931034483,0.4452305703203563,0.23705268,0.3286078
Tjp1,-3.5137467,-0.76136905,0.00044183402338482115,0.0047450360544964605,0.5402298850574713,0.7991308720011493,0.9712434,1.3302613
Epg5,-3.5142393,-0.48898265,0.00044101520047758257,0.004738136120284943,0.13793103448275862,0.4059043240913662,0.20499322,0.2771087
Atf1,-3.5147986,-0.7967389,0.0004400874424417705,0.004730059831364149,0.09195402298850575,0.336014940382129,0.12923858,0.21483974
Dlat,-3.5161104,-0.64688534,0.00043791877069438264,0.004708634401183698,0.16091954022988506,0.43276828041947996,0.21607707,0.32038862
Hdac11,-3.51645,-3.0212882,0.0004373589657757312,0.004704497762367453,0.011494252873563218,0.23189915242062922,0.01795636,0.13723956
Dtx4,-3.5173423,-2.7608461,0.0004358912876741977,0.004692467507934972,0.022988505747126436,0.24525930182445052,0.023449305,0.14912303
Ppp2r5c,-3.5200057,-0.6772597,0.00043153746051701467,0.0046493230008388875,0.3103448275862069,0.63625915816693,0.4622931,0.6625895
Palm,-3.520665,-0.6447355,0.00043046617390518535,0.0046396414331457405,0.13793103448275862,0.4022051429392329,0.1856981,0.2769007
Zbtb16,-3.523102,-0.7701625,0.0004265271800076689,0.004599031030018484,0.27586206896551724,0.5807714408849304,0.45123625,0.679323
Myt1,-3.5266044,-2.1590264,0.0004209251292970212,0.0045404489057450665,0.034482758620689655,0.25937365321074557,0.039618447,0.16593221
Camk2n1,-3.5276766,-0.73108995,0.000419224215211288,0.004523917535231851,0.28735632183908044,0.5986927165637121,0.4431745,0.6552548
Ttc26,-3.528289,-1.367407,0.00041825514835266736,0.0045152735380619416,0.034482758620689655,0.26192357419910933,0.060720064,0.1497259
Brcc3,-3.5298073,-0.7942553,0.00041586255683734926,0.004491248754911405,0.09195402298850575,0.3374874299669588,0.12865807,0.21358246
Camkk1,-3.5302534,-27.027899,0.0004151619044835517,0.004485484669671505,0.0,0.21886223243786812,0.0,0.1282511
Cspp1,-3.530826,-0.7711158,0.000414264175429201,0.004477585838207012,0.3448275862068966,0.6846358281856055,0.5525803,0.81492555
3110082I17Rik,-3.531199,-1.1300714,0.0004136805826817892,0.004473077366865061,0.05747126436781609,0.291840252837236,0.08392988,0.17531872
Cep104,-3.5313985,-1.3249167,0.000413368259656357,0.004471499652562928,0.034482758620689655,0.2621031460996983,0.059814222,0.14359613
Kidins220,-3.532564,-0.87883127,0.0004115507603307389,0.004453632271480852,0.47126436781609193,0.7836876885504956,0.776786,1.1504848
Sec23ip,-3.5337424,-1.2274528,0.00040972008403703154,0.00443560783967568,0.05747126436781609,0.2893262462289901,0.07890504,0.17583662
Lrrc40,-3.5350077,-1.7602463,0.0004077634177594049,0.0044179850948367775,0.034482758620689655,0.2615644303979313,0.046388373,0.14914842
Abhd2,-3.5368454,-0.58461046,0.0004049366465259269,0.0043891277499603296,0.16091954022988506,0.4349590576066657,0.23015246,0.3279309
Golm2,-3.539329,-0.70875895,0.0004011454883456752,0.004351545931307345,0.3103448275862069,0.6520973997988795,0.50009435,0.72295964
Ncoa1,-3.5412533,-0.8720322,0.00039823093009408315,0.004323420239041621,0.45977011494252873,0.7880333285447493,0.8352894,1.220639
Sipa1l1,-3.5426185,-0.80813485,0.00039617551734671394,0.004302844038442281,0.5287356321839081,0.7545970406550783,0.9148038,1.286451
Nxpe4,-3.5429914,-0.7768744,0.00039561576486042916,0.004298502063000296,0.21839080459770116,0.4987070823157592,0.28626207,0.44973493
Dlg5,-3.5431445,-1.029175,0.0003953860806609259,0.004297744331455938,0.08045977011494253,0.31963798304841257,0.10421981,0.2022689
Tmx4,-3.5435174,-0.70558256,0.0003948273704491401,0.004293408111682879,0.27586206896551724,0.6035770722597328,0.40064323,0.5898041
Cacul1,-3.544323,-0.5543861,0.0003936226753075604,0.004283775328276285,0.1839080459770115,0.4744648757362448,0.26016366,0.36211586
Armh4,-3.5460477,-1.5039765,0.0003910555651077104,0.004259287812908058,0.05747126436781609,0.2893621606091079,0.077853225,0.20671615
Dhx57,-3.5478122,-0.40800166,0.0003884451836588839,0.004232999820011161,0.19540229885057472,0.5016520614854187,0.31788582,0.40315002
Map4k4,-3.5480185,-0.6382725,0.00038814088439532676,0.004232688946307804,0.3103448275862069,0.6365464732078724,0.4844029,0.6780349
Mapk8ip2,-3.55228,-1.3578947,0.0003819081342621223,0.004166411517508415,0.06896551724137931,0.3052363166211751,0.0847273,0.2042715
Zer1,-3.5529459,-0.5842733,0.00038094275900480703,0.004157567804410709,0.14942528735632185,0.422389024565436,0.2086419,0.29850215
Rexo4,-3.5536385,-1.1556664,0.00037994118851897394,0.00414832171292354,0.05747126436781609,0.2926303691998276,0.07931886,0.16882195
Clpx,-3.555796,-0.5093684,0.0003768366669001165,0.00411944720895286,0.12643678160919541,0.3873725039505818,0.19418894,0.2662622
Lpcat1,-3.5564682,-2.7696972,0.00037587375771127267,0.004110593353562025,0.022988505747126436,0.24755782215198965,0.02379257,0.15203622
Gpr22,-3.5567412,-0.7096693,0.00037548353050177323,0.004107997746165573,0.11494252873563218,0.36891251257003305,0.17371698,0.27023426
Mettl9,-3.55792,-1.1530277,0.0003738032334851132,0.004091280197044803,0.06896551724137931,0.3066010630656515,0.093467996,0.19710994
Igsf8,-3.558226,-1.1032234,0.0003733676983279391,0.004088178506141696,0.09195402298850575,0.33418330699612125,0.12778302,0.25683603
Ago3,-3.5597243,-0.821476,0.0003712441898983524,0.004066584338593041,0.3563218390804598,0.6921778480103433,0.542496,0.82106453
Gm44151,-3.560377,-26.917002,0.00037032281839066505,0.004058146056344686,0.0,0.22072978020399367,0.0,0.11930566
Cops2,-3.5610228,-0.64929223,0.0003694129541752426,0.004049827041488686,0.11494252873563218,0.3718215773595748,0.16502199,0.2479537
4930509J09Rik,-3.5623813,-3.5860353,0.00036750624073525343,0.0040305684443086775,0.011494252873563218,0.23455681654934635,0.012307388,0.13864128
Nptn,-3.5638328,-0.61530524,0.00036547884682814024,0.004009970034410832,0.7241379310344828,0.8415098405401523,1.3082327,1.6361772
Arhgef26,-3.5644388,-2.9107375,0.00036463564701646865,0.00400235287391034,0.022988505747126436,0.24745007901163626,0.031790998,0.21745484
Hook2,-3.5650113,-26.913685,0.0003638404489293571,0.003996889968410394,0.0,0.22101709524493607,0.0,0.119047105
Rps6kc1,-3.565058,-0.5983962,0.0003637757949170696,0.003996889968410394,0.19540229885057472,0.4902672029880764,0.2741878,0.3904316
Gm14827,-3.56617,-26.827177,0.000362236516478991,0.003984156855419766,0.0,0.22108892400517166,0.0,0.112493955
Clns1a,-3.569719,-1.08759,0.0003573643705332699,0.0039337896912039995,0.08045977011494253,0.32272661973854333,0.10216075,0.20586574
Dtnbp1,-3.5715635,-0.82679725,0.000354856583711623,0.003907785411611193,0.10344827586206896,0.35609107886797875,0.14681797,0.2472547
Mei4,-3.57159,-2.3006573,0.0003548204910275454,0.003907785411611193,0.034482758620689655,0.26185174543887374,0.044299174,0.20143802
Gm12296,-3.5719628,-27.00421,0.0003543155538038542,0.0039050282734657757,0.0,0.22144806780634965,0.0,0.12628874
Spred1,-3.572449,-0.76863915,0.000353658341039713,0.003899384334730032,0.3103448275862069,0.638952736675765,0.4565147,0.6859617
Plk2,-3.5771766,-1.097634,0.0003473254724264897,0.0038342791471239848,0.06896551724137931,0.30861226835224825,0.104967676,0.212566
