names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CHOR NN (for_DEGs),mean_expr_Rest (for_DEGs)
Ryr3,-3.6976593,-4.7313695,0.00021759663525097394,0.04954933550164128,0.1,0.7201747788402995,0.115066506,1.4444083
Amph,-3.6992676,-3.9333837,0.0002162225254884022,0.04954933550164128,0.1,0.7456752981626733,0.12683356,1.1203778
Fam171b,-3.7015624,-30.099285,0.00021427600629422388,0.04954933550164128,0.0,0.6759428387235414,0.0,0.76558083
Prkce,-3.707348,-2.4004784,0.00020944091378809963,0.048936324812923794,0.5,0.8363955445721858,0.69334155,1.8376625
Rims1,-3.7083287,-2.8807027,0.0002086316320125329,0.048936324812923794,0.5,0.8444539952007449,0.7227027,2.1755404
Prkg1,-3.7125456,-3.289943,0.0002051850713395865,0.04879046784862557,0.3,0.8106801332330504,0.46988815,1.9266737
Scn8a,-3.712624,-3.342912,0.00020512145896290062,0.04879046784862557,0.2,0.7589269725296371,0.2281652,1.2810674
Dab1,-3.7146835,-2.5689764,0.00020345824469715005,0.04879046784862557,0.7,0.8778338884710433,1.1325717,2.60141
Gria3,-3.718665,-3.1565263,0.0002002785582971216,0.04879046784862557,0.3,0.8050213101249956,0.45262536,1.8089908
Kcnq3,-3.7192338,-3.13291,0.0001998281470760524,0.04879046784862557,0.3,0.8129723147451738,0.42898816,1.7403232
Nlgn1,-3.7242546,-2.137495,0.0001958931787632665,0.04879046784862557,0.8,0.9545861537910534,2.0282137,3.4025886
Stxbp5l,-3.7332177,-2.820197,0.00018904904804287876,0.04792215019728445,0.4,0.7954944307152323,0.49614018,1.7114143
Klhl2,-3.762755,-30.423252,0.00016805188268403506,0.04427013811490217,0.0,0.6871172235951435,0.0,0.89193165
Frmd4a,-3.7630098,-2.5562482,0.00016788057448983285,0.04427013811490217,0.5,0.8565237634755202,0.85058117,2.1846428
Slc9a9,-3.7637355,-30.536905,0.0001673939037030423,0.04427013811490217,0.0,0.687296300275778,0.0,0.93916905
Sntg1,-3.785055,-2.9244142,0.00015367465886641801,0.04213508248714951,0.4,0.8146914508792665,0.5638889,1.9096332
Rgs7,-3.7886245,-3.1506035,0.00015148370300313162,0.041962547419527284,0.3,0.8081730597041653,0.4520921,1.8043371
Prickle2,-3.7888598,-3.2958543,0.00015134028263146605,0.041962547419527284,0.3,0.8117904086529852,0.36335057,1.6682638
Tmeff2,-3.809532,-3.3567126,0.00013923013438261846,0.04022702914904256,0.3,0.8498262956197844,0.5108964,2.058039
Gpr158,-3.8182008,-4.285065,0.0001344284567419921,0.04022702914904256,0.1,0.7531248880770746,0.14304695,1.3858156
Slc8a1,-3.82281,-2.7033222,0.00013193948837851555,0.04022702914904256,0.5,0.8771533970846317,0.8387911,2.2570925
Cadm1,-3.8628204,-2.926203,0.00011208539187968853,0.0354321703506733,0.4,0.8594248057018015,0.627004,2.0318377
Nalf1,-3.873333,-2.026925,0.00010735697177948206,0.03464964905511604,0.9,0.9001826582142474,1.6108437,2.8524368
Syt1,-3.8750982,-1.8718971,0.0001065817144736102,0.03464964905511604,0.8,0.9509688048422335,1.9496298,3.1379423
Mapt,-3.8789227,-3.3626857,0.00010492007532428268,0.03464964905511604,0.2,0.8072776763009921,0.2428226,1.3421267
Ppfia2,-3.8917105,-2.8804653,9.954001447550215e-05,0.033433002361959285,0.5,0.84649546935998,0.6559518,2.0574715
Cadps,-3.8996143,-2.8679674,9.634598880163069e-05,0.03276983188733945,0.5,0.8295190000358154,0.63079834,2.0038683
