names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IC Tfap2d Maf Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Sparcl1,3.7683449,2.297297,0.00016433359813079022,0.054514120762646084,0.8235294117647058,0.5908862936161066,1.8066702,0.71076804
Hsp90aa1,2.8773417,1.7249823,0.0040104096483485705,0.18326480825021443,0.8235294117647058,0.7956580927133338,2.0485303,1.1131247
Zfhx3,2.6769958,3.1448054,0.0074285553426463894,0.25056577620286796,0.5294117647058824,0.25686035681020275,1.4387975,0.3101043
Naaladl2,2.6574383,1.4430062,0.007873703164143032,0.2541513636472048,0.8235294117647058,0.8630436340187719,2.5259943,1.6545905
Cst3,2.589919,2.007931,0.009599851094643196,0.27932313959670674,0.7058823529411765,0.586802321415777,1.7881987,0.80551493
Mt3,2.5394,2.3920295,0.011104277984616474,0.3032235258604113,0.6470588235294118,0.5008239593035753,1.6289306,0.5770679
Hdac9,2.3263416,0.75674987,0.020000334696483407,0.40030004266719477,0.8235294117647058,0.8005660242172387,2.0426798,1.6038045
Arpc5l,2.2852104,2.8494256,0.02230050086489002,0.42407251113913297,0.47058823529411764,0.24145590026509994,0.80897754,0.15941988
Nrgn,2.2302232,1.2988338,0.02573263599825773,0.45214465102098544,0.7058823529411765,0.7353299419646055,1.6980138,1.034623
Hsp90ab1,2.1558888,1.4886485,0.03109234602837614,0.49667397956637677,0.7058823529411765,0.809414630651286,1.9733663,1.1654977
Atp1b1,2.1201434,0.7922089,0.033993953128750254,0.5220697267754967,0.7647058823529411,0.8602135129325786,1.9458097,1.4961253
Ndfip1,2.0866997,1.218138,0.03691528241500077,0.5405523915482675,0.6470588235294118,0.7487998853621839,1.5475296,0.9517844
Tcf7l2,2.0485623,2.7172694,0.04050493634110167,0.5630458559158831,0.4117647058823529,0.1656516443361754,0.8695814,0.19123526
Rps3a1,2.0081532,2.2616994,0.04462702599944817,0.5872322177302509,0.5294117647058824,0.3598194454395644,1.0790471,0.33998758
Ubc,2.0066335,2.270964,0.044788689902150396,0.5881453744805005,0.47058823529411764,0.2644909364476607,0.80476683,0.22803184
Fau,1.9496605,2.1338656,0.051216589346779945,0.629259147575664,0.5294117647058824,0.4143082324281722,1.2023802,0.4255497
Marchf6,1.9471632,1.4027383,0.051515172006154436,0.6303336392556329,0.6470588235294118,0.6511427957297413,1.2637291,0.6730062
Gnas,1.9183382,1.2212056,0.05506814419894756,0.6539260777454703,0.6470588235294118,0.7118650139714838,1.4476798,0.8735493
Ubb,1.8431313,1.6773964,0.06530983419971981,0.7058566132047557,0.5882352941176471,0.4826252059898259,1.2907724,0.6010361
Lhx9,1.842665,2.9782937,0.06537794005060957,0.7060712416237457,0.35294117647058826,0.1277495163717131,0.5014037,0.0793779
Mef2c,1.8363312,0.7662636,0.06630867341904173,0.7115471464735029,0.8235294117647058,0.7807551766138855,1.9463481,1.5105935
Ctss,1.7934849,3.1075773,0.07289541933632372,0.7464557612679187,0.35294117647058826,0.13022139428243892,0.8304145,0.1399
Cntn5,1.7722723,0.8890652,0.07634935777940201,0.7640622880940529,0.7647058823529411,0.7667478684531059,2.354866,1.8163741
Cntn4,1.7431614,1.0962859,0.08130540970016381,0.7858548052674107,0.6470588235294118,0.6515010389052088,1.8310193,1.2386532
Calm2,1.7342101,0.8180855,0.08288081326084627,0.7962128896385195,0.7058823529411765,0.8574192161639321,1.8601271,1.4053075
Sparc,1.7265074,2.907018,0.08425617439002854,0.8018154164628293,0.35294117647058826,0.146163215590743,0.8816671,0.17280956
Ckb,1.6876779,1.8136967,0.09147308741804361,0.8351620315741868,0.5882352941176471,0.550154044565451,1.333205,0.5847543
Camk1d,1.6839168,0.4958553,0.0921977589341095,0.8382878633897984,0.8823529411764706,0.9540374005875188,2.6390471,2.3242168
Cltc,1.6413562,1.1647365,0.1007234930308857,0.8801431732487476,0.6470588235294118,0.6890807480117503,1.2939286,0.7796559
Selplg,1.6403784,3.489974,0.10092652782440381,0.880826178760956,0.29411764705882354,0.08504692985598625,0.7554091,0.095710434
Glra3,1.6398368,2.579932,0.10103911809758055,0.8814678906759706,0.35294117647058826,0.1605645912445368,0.54294914,0.11386338
Rpl37,1.6325101,1.7003988,0.10257206747681946,0.8887815069661849,0.5294117647058824,0.42165221752525617,1.0357963,0.44417185
Tmsb4x,1.6316526,1.3228146,0.10275269179164138,0.8893093949398676,0.6470588235294118,0.7216450526617468,1.7710927,1.0817084
Hexb,1.5625839,1.2263893,0.11815050345975824,0.9591250839769497,0.6470588235294118,0.6793365336390341,1.455625,0.8775029
Brinp3,1.5437784,0.949621,0.12264202385146256,0.9745989354186498,0.6470588235294118,0.6311528265386545,1.5773257,1.0950234
Tfap2d,1.5419279,4.8049684,0.12309110307427415,0.976227254901342,0.23529411764705882,0.024002292756322992,0.31598172,0.013206002
Pld4,1.4526998,4.2892675,0.14630713101390042,0.9991102738089142,0.23529411764705882,0.03965751952425306,0.602369,0.04139927
Rps16,1.418188,1.8308616,0.15613589135160516,0.9991102738089142,0.47058823529411764,0.41860715053378234,1.0523155,0.42136502
Snap25,1.39684,0.054955177,0.16246168772592817,0.9991102738089142,0.7647058823529411,0.8534785412337895,1.8845477,1.8523294
Gm3739,1.3957267,3.401501,0.16279680289089493,0.9991102738089142,0.23529411764705882,0.04628501827040195,0.23251924,0.02447087
Cdk4,1.3945533,3.3951497,0.1631505965310458,0.9991102738089142,0.29411764705882354,0.12373719280647703,0.564244,0.06958217
Bsg,1.3911984,1.8176143,0.16416528145086007,0.9991102738089142,0.47058823529411764,0.41989682596546535,0.9917226,0.3927868
Akap6,1.3864293,-0.018720713,0.16561585374956922,0.9991102738089142,0.6470588235294118,0.8262878842158057,1.6171899,1.6276017
Hsbp1,1.3730699,2.4063904,0.16973061754460195,0.9991102738089142,0.35294117647058826,0.21935229633875475,0.70810443,0.17757042
Ldb2,1.3559042,0.8511038,0.1751296290302503,0.9991102738089142,0.5882352941176471,0.5563874758185856,1.2208188,0.84367955
Ndufa4,1.345614,1.816204,0.17842706088994842,0.9991102738089142,0.47058823529411764,0.4079315039048506,1.0737216,0.43631256
Ctsd,1.330389,1.833399,0.1833901332298714,0.9991102738089142,0.4117647058823529,0.2974851329082181,0.779711,0.28619194
Calm1,1.3101693,0.85038847,0.19013854414199105,0.9991102738089142,0.7058823529411765,0.8371784767500179,1.8047669,1.3393942
Cntn6,1.3099738,1.2873268,0.19020470032189618,0.9991102738089142,0.47058823529411764,0.40871963889087914,0.98882943,0.52569026
Gnaq,1.2622831,0.44163164,0.20684692431476248,0.9991102738089142,0.7058823529411765,0.8269327219316472,1.6569366,1.4168957
