names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CB PLI Gly-Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Hsp90aa1,2.8089151,4.075632,0.004970874552970948,0.9996345992266431,1.0,0.7956531079919794,3.5688975,1.1134303
Ywhaz,2.8078053,3.0263028,0.00498803842341624,0.9996345992266431,1.0,0.7238255514179318,2.5595407,0.9019088
Canx,2.790154,3.5479746,0.005268298227479339,0.9996345992266431,1.0,0.6536450873675165,2.5595407,0.70308465
Cntnap5c,2.7326531,3.399795,0.006282647084409359,0.9996345992266431,1.0,0.5082712689773704,2.5595407,0.7562665
Hsp90ab1,2.6810598,3.636649,0.007338940003803131,0.9996345992266431,1.0,0.8093311372099685,3.348734,1.1657548
Hspa8,2.644719,3.7056572,0.008175879396823026,0.9996345992266431,1.0,0.6712618160985391,2.9081237,0.8448703
Rplp1,2.5854638,3.246321,0.009724812197610273,0.9996345992266431,1.0,0.6538599255227728,2.5595407,0.8141138
Atp1b1,2.5408878,2.6577039,0.01105713518413247,0.9996345992266431,1.0,0.8601403609281009,3.129554,1.4962236
Camk1d,2.3835661,1.5666934,0.01714580665551384,0.9996345992266431,1.0,0.9539888284159267,3.3432395,2.324299
Cntn1,2.1184032,1.2945635,0.03414093881315459,0.9996345992266431,1.0,0.8297049556001146,2.5595407,1.7687134
Rtn1,2.0032225,1.1505399,0.04515342809721461,0.9996345992266431,1.0,0.9052563735319392,2.5595407,1.8521993
Scand1,1.8069818,4.9658947,0.07076512560432077,0.9996345992266431,0.6666666666666666,0.15643798338584933,1.6336206,0.12390324
Spcs3,1.8000358,5.2693157,0.07185498424876485,0.9996345992266431,0.6666666666666666,0.19185047264394156,1.7059082,0.110506706
1810030O07Rik,1.7934121,5.396927,0.0729070532249582,0.9996345992266431,0.6666666666666666,0.2038097966198797,1.7795525,0.11059295
Rpl36al,1.7736126,4.801783,0.07612725084469306,0.9996345992266431,0.6666666666666666,0.19525207676883413,1.7795525,0.16267338
Foxp2,1.7709273,4.569726,0.07657278810970136,0.9996345992266431,0.6666666666666666,0.20230592953308507,1.9205023,0.219344
Gabarap,1.7688149,4.654186,0.07692476957358202,0.9996345992266431,0.6666666666666666,0.1858350042967631,1.6336206,0.1516211
Hdgf,1.7543143,4.7523775,0.07937665622193847,0.9996345992266431,0.6666666666666666,0.22447006588370094,1.6336206,0.14232132
Cct2,1.7542428,4.679604,0.07938892016011345,0.9996345992266431,0.6666666666666666,0.21075623030650242,1.6336206,0.14916088
Hap1,1.7463301,4.8918376,0.08075360573303508,0.9996345992266431,0.6666666666666666,0.2476367802921799,1.7795525,0.15354721
Nefm,1.737057,4.4891872,0.08237712219431707,0.9996345992266431,0.6666666666666666,0.21319106273274133,1.6336206,0.16852349
Tnpo2,1.7218045,4.710485,0.08510493631369803,0.9996345992266431,0.6666666666666666,0.2717702663993125,1.7059082,0.15881386
Cbarp,1.6780881,4.2699842,0.09332990507700453,0.9996345992266431,0.6666666666666666,0.29200085935262104,1.6336206,0.193654
Ptch1,1.6733261,4.138509,0.09426310195427716,0.9996345992266431,0.6666666666666666,0.313090804926955,1.7059082,0.22782503
Cox5b,1.6706051,4.0250106,0.09479970676588091,0.9996345992266431,0.6666666666666666,0.2515754798052134,1.7059082,0.24436387
Akr1a1,1.6702112,4.29706,0.09487757562436325,0.9996345992266431,0.6666666666666666,0.3063234030363793,1.7795525,0.22365823
Rps3,1.6675975,4.0518622,0.09539564104889851,0.9996345992266431,0.6666666666666666,0.27184187911773133,1.7795525,0.2601132
Npm1,1.6388113,4.4012914,0.10125256127525982,0.9996345992266431,0.6666666666666666,0.33625751933543396,2.0000741,0.2641936
Cox5a,1.6331902,4.1994476,0.10242901677498409,0.9996345992266431,0.6666666666666666,0.3369378401604125,1.9974741,0.2976894
P4htm,1.6222341,4.02331,0.10475321984173214,0.9996345992266431,0.6666666666666666,0.3629332569464337,1.7059082,0.24461946
Rps28,1.6163266,4.1293144,0.10602373274543266,0.9996345992266431,0.6666666666666666,0.32447722715554284,1.9822035,0.3057424
Gde1,1.6117078,3.9709578,0.10702552971427094,0.9996345992266431,0.6666666666666666,0.35681036952162704,1.7795525,0.27323723
Vti1b,1.5929466,3.739364,0.11117215837202475,0.9996345992266431,0.6666666666666666,0.3771841879117731,1.6336206,0.26900792
Eif3c,1.590333,3.8213027,0.11175976855361609,0.9996345992266431,0.6666666666666666,0.35931681466628473,1.7795525,0.2990351
Kcnc1,1.5816326,3.726644,0.1137334543212673,0.9996345992266431,0.6666666666666666,0.39745058722429105,1.7795525,0.31641033
Rnasek,1.5721446,3.5007305,0.1159170081759395,0.9996345992266431,0.6666666666666666,0.314988541965053,1.6336206,0.3105578
Nt5dc3,1.5714644,3.511551,0.11607482213094986,0.9996345992266431,0.6666666666666666,0.4045402463477514,1.6336206,0.30856133
Mob4,1.571357,3.6228037,0.1160997555512886,0.9996345992266431,0.6666666666666666,0.4032154110570037,1.6336206,0.28866085
