names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MEA-BST Lhx6 Nr2e1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Nrsn2,3.6812825,4.814409,0.00023206366120663544,0.9994105209237433,1.0,0.1131203896010886,1.1329473,0.07213883
Spock3,3.459767,3.5234928,0.0005406426884561697,0.9994105209237433,1.0,0.5718327007090167,2.7755876,0.83663857
Ppt1,3.2327049,2.731533,0.001226241842839515,0.9994105209237433,1.0,0.4608966554465373,1.3460032,0.356215
Vps13d,3.2170627,2.096141,0.00129510340334311,0.9994105209237433,1.0,0.653011530473394,1.6948416,0.71284634
Cd47,3.1203246,2.1580195,0.0018065179991269059,0.9994105209237433,1.0,0.6343550812862565,1.6427362,0.6596884
Usp29,3.0820787,2.381942,0.002055604046019045,0.9994105209237433,1.0,0.559407004225453,1.7237825,0.63318855
Mapk8ip3,3.0682948,2.3579226,0.0021528414662536433,0.9994105209237433,1.0,0.5195158633531476,1.3405894,0.4384843
Neto2,3.065466,2.8025513,0.0021733119440939743,0.9994105209237433,1.0,0.44822029649788725,1.5923464,0.44544795
Epb41l3,3.06272,2.0199711,0.0021933508382678832,0.9994105209237433,1.0,0.6258325574733223,1.6872139,0.7352297
Vps45,3.0399225,2.9269984,0.0023663912544137906,0.9994105209237433,1.0,0.34555611258325575,1.0599697,0.22156136
Dpysl3,3.0304093,2.637972,0.002442224052134125,0.9994105209237433,1.0,0.3425839719258039,1.006564,0.24601945
Luc7l3,3.0278857,1.9455992,0.0024627128816842796,0.9994105209237433,1.0,0.6801905034734655,1.6652874,0.74810463
Ppp2ca,2.98229,2.3075418,0.0028610075321842147,0.9994105209237433,1.0,0.5472319702069756,1.4202526,0.49098444
Ndfip2,2.9652612,2.3387709,0.0030242610856983103,0.9994105209237433,1.0,0.4687030007877963,1.1812454,0.369107
Mdm4,2.8702981,1.8952496,0.004100848361432939,0.9994105209237433,1.0,0.6162715748764592,1.3913496,0.59439343
Rassf5,2.839624,4.0695305,0.004516675549984019,0.9994105209237433,0.8,0.14259113371052065,0.825626,0.07365275
Nrxn2,2.8328567,1.9627166,0.004613406924623399,0.9994105209237433,1.0,0.6656520804984603,1.6582148,0.7373078
Kcnc2,2.8259785,2.534404,0.004713642803060582,0.9994105209237433,1.0,0.6037384516221442,2.4567697,1.044242
Bmper,2.8226225,4.060488,0.004763260250472819,0.9994105209237433,0.8,0.20156843085296855,1.3057384,0.14949411
Gdi1,2.7923365,2.0763378,0.005232889647199624,0.9994105209237433,1.0,0.4654085798180907,1.0762917,0.3774285
Stac,2.7780533,3.8744128,0.00546856482675815,0.9994105209237433,0.8,0.16336030938909976,1.035759,0.11681175
Hectd1,2.7628548,1.9297987,0.00572982514046911,0.9994105209237433,1.0,0.6182768745971496,1.426053,0.6043047
Mpped1,2.7361465,2.1725338,0.006216334942851608,0.9994105209237433,1.0,0.453269354723197,1.2405174,0.43508983
Ahsa2,2.7337337,3.605861,0.006262069160914968,0.9994105209237433,0.8,0.18047697486213565,0.8174961,0.09883681
Ece2,2.7140422,3.874766,0.006646772227565695,0.9994105209237433,0.8,0.20547160352359808,1.0408347,0.11765373
Ostm1,2.7085783,3.786403,0.006757214789125583,0.9994105209237433,0.8,0.24060015755926376,1.2072856,0.1569239
Pde1c,2.7017279,3.9133763,0.006898017455535325,0.9994105209237433,0.8,0.33495667120246364,1.9824619,0.3474834
Gid4,2.6995647,3.0620296,0.006943025908810604,0.9994105209237433,0.8,0.24665186564491873,0.8431002,0.1471107
Gm5820,2.6853368,3.3790057,0.007245673330241052,0.9994105209237433,0.8,0.18122896225739454,0.7743783,0.10650964
Sntg2,2.6793184,2.9951215,0.007377218637546696,0.9994105209237433,0.8,0.2395616987753348,0.87227327,0.16095513
Htr2c,2.6707208,4.1912346,0.0075688573207103645,0.9994105209237433,0.8,0.34555611258325575,2.3337462,0.4121063
Galnt7,2.6628718,3.0976555,0.007747689297277308,0.9994105209237433,0.8,0.4316765738021915,1.5464301,0.35879937
Nme7,2.649504,1.7447251,0.008061003832916469,0.9994105209237433,1.0,0.5929241566998495,1.2938693,0.5821058
Gad2,2.6403239,3.5396667,0.008282685034282459,0.9994105209237433,0.8,0.22344768316264413,1.3997309,0.23319423
Gad1,2.637689,4.0040574,0.00834730909176405,0.9994105209237433,0.8,0.2654515505263912,1.7065914,0.24771345
Gm13629,2.609067,3.0201955,0.009078945830289916,0.9994105209237433,0.8,0.17650218434433862,0.7576083,0.13074483
Hs3st5,2.6003861,3.3077536,0.009311891822503877,0.9994105209237433,0.8,0.2689250161140156,1.3376675,0.24981585
Syngr3,2.5914278,3.112453,0.009557857121592104,0.9994105209237433,0.8,0.25922079782281743,0.9486246,0.16800246
Kctd8,2.5853262,3.2249315,0.00972868798268495,0.9994105209237433,0.8,0.2706080355224522,1.4516978,0.29994163
Tox2,2.5748703,3.1589494,0.010027765491658859,0.9994105209237433,0.8,0.21592780921005514,0.8603263,0.14211163
Gm30382,2.5631664,3.081384,0.010372231361486609,0.9994105209237433,0.8,0.33638902814581395,1.4670922,0.3323203
Ndufaf7,2.5547907,2.906543,0.010625169065295892,0.9994105209237433,0.8,0.3382510921721693,1.0258877,0.21403599
Tmem130,2.5379002,2.7662249,0.011151974549935937,0.9994105209237433,0.8,0.35805342691398695,1.0766007,0.25027347
Arhgap35,2.5293026,1.7162752,0.01142894375846446,0.9994105209237433,1.0,0.6230752703573731,1.3468273,0.6237385
Mfsd14b,2.5281656,2.8002126,0.01146602866013105,0.9994105209237433,0.8,0.3531117954594285,1.0344806,0.23141156
Got1,2.5280824,2.9284127,0.011468746378245897,0.9994105209237433,0.8,0.337857194012748,1.1447355,0.24789065
Cfap418,2.5260577,2.3628402,0.011535053978989709,0.9994105209237433,0.8,0.24740385304017762,0.5772299,0.14137089
Pard3b,2.5169053,3.4332414,0.011839064540331673,0.9994105209237433,0.8,0.3275800329442097,1.6959044,0.34507957
Ankra2,2.5078917,2.8952656,0.012145392329786786,0.9994105209237433,0.8,0.2691040607319344,0.86357653,0.1692055
Sv2a,2.504508,1.7518098,0.012262183845112488,0.9994105209237433,1.0,0.6254028503903173,1.4111631,0.6526866
