names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SUB-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Hcn1,36.013336,2.4492323,5.173288248874471e-284,1.3900625524725705e-279,0.9741641337386018,0.7434825651743483,3.0096798,1.5108292
Ndst4,35.344246,3.5164216,1.2288882610614023e-273,1.651011378735994e-269,0.9407294832826748,0.3621530451362153,1.9233111,0.4125452
Ndst3,35.222984,2.9667885,8.8958565970108e-272,7.96772222538934e-268,0.9574468085106383,0.4643420232464342,1.9205102,0.55676067
Ldb2,34.935257,2.7658577,2.1686120309836957e-267,1.4567651318132976e-263,0.9696048632218845,0.5464378689546437,2.2499676,0.8099852
Gm2164,34.686413,3.3169155,1.2627382720988866e-263,6.785955474259416e-260,0.9498480243161094,0.29234040992923405,1.6200588,0.34128174
Fras1,33.973064,3.164085,5.569496904585237e-253,2.4942063637700886e-249,0.9224924012158054,0.3899461005389946,1.7490802,0.42516533
Kcnh7,33.682266,2.2406607,1.0512500024333105e-248,4.0352982236261504e-245,0.9772036474164134,0.7927254060792726,3.2436168,1.8262644
Cadps2,33.633038,2.877838,5.519556132301573e-248,1.853880915936791e-244,0.952887537993921,0.5401679316540168,2.2393603,0.76130146
Tox,32.43431,2.9624286,9.015234833174322e-231,2.691548444082156e-227,0.958966565349544,0.4009459905400946,1.9052734,0.55044436
Pex5l,31.923038,2.2739725,1.2791688017382286e-223,3.43712657027062e-220,0.9787234042553191,0.7757855754775785,3.075323,1.6622257
Ntng1,31.889502,2.7155404,3.7331449452457706e-223,9.119054970795805e-220,0.9741641337386018,0.5606643933560664,2.3576922,0.8987189
Trpc4,31.324001,2.3347232,2.1991734417729857e-215,4.924315865036677e-212,0.9604863221884499,0.5326513401532651,1.7710375,0.6763971
Cntn4,31.311365,2.5969229,3.2680915811898357e-215,6.754893906659298e-212,0.9726443768996961,0.6437502291643751,2.7150297,1.203403
Grm8,31.131456,2.729441,9.041378087491933e-213,1.7352987800779158e-209,0.9635258358662614,0.5046382869504639,2.2395573,0.8175528
Grm5,31.089008,1.3732171,3.391077171747745e-212,6.074549573657461e-209,0.9908814589665653,0.9174274923917427,3.7647345,2.8490827
Astn2,31.020227,2.4390616,2.876975362817309e-211,4.831520499931318e-208,0.9635258358662614,0.6271037289627104,2.3513882,1.0122762
Etv1,30.885298,2.5732508,1.8820530858819714e-209,2.9747509657440336e-206,0.9361702127659575,0.4544787885454479,1.5437019,0.4815934
Cttnbp2,30.804007,1.6034448,2.3159725171104594e-208,3.457232307486558e-205,0.9711246200607903,0.8121218787812122,2.7597146,1.7696828
Meg3,30.689938,1.7500765,7.7541125673875e-207,1.0965947615036954e-203,0.986322188449848,0.9121475451912148,4.406837,3.2221835
Kcnn2,30.443634,2.0591676,1.4544156926265084e-203,1.954007483043714e-200,0.9604863221884499,0.6359036409635903,1.9464436,0.8922523
Rit2,29.878723,1.8452733,3.7195271662761983e-196,4.759223569421022e-193,0.9574468085106383,0.6602133978660213,1.8096057,0.88442135
Samd5,29.674608,2.3069286,1.63316807237803e-193,1.9946920956726214e-190,0.9498480243161094,0.4731419352473142,1.5298966,0.5487578
Slc35f1,29.361755,2.09315,1.6914613697483386e-189,1.9760681306581676e-186,0.9665653495440729,0.647710189564771,2.1430461,1.0165741
Agbl4,28.513407,1.7826777,7.989602970690403e-179,8.945026325935464e-176,0.9741641337386018,0.7477725222747773,2.6625347,1.5841235
Gpr161,28.290432,2.7777035,4.532012404373077e-176,4.8710069322201826e-173,0.7811550151975684,0.1663550031166355,0.5228985,0.09546272
Ctxnd1,27.68594,2.5419772,1.0311421889643238e-168,1.0656457929796684e-165,0.8297872340425532,0.23726762732372678,0.8826454,0.2178162
Enox1,27.640688,1.5038555,3.611419201447528e-168,3.5940308867738915e-165,0.9696048632218845,0.7823488431782348,2.4617193,1.5647967
Ptprr,27.296736,1.815462,4.637378845454743e-164,4.4502274849060335e-161,0.9407294832826748,0.5658343416565834,1.410488,0.63136333
Stac,27.118898,3.206746,5.894749763112739e-162,5.461790556373769e-159,0.7310030395136778,0.14978183551497817,0.6942303,0.103049144
Anks1b,27.092524,1.0698941,1.2060556612839717e-161,1.0802238539566774e-158,0.9832826747720365,0.9015876507901588,3.4675815,2.7596936
Chst8,27.06153,2.3287323,2.794850608647016e-161,2.422504382398236e-158,0.8100303951367781,0.24933084002493308,0.63493454,0.16258201
Parm1,26.914465,2.0838292,1.4873568477338562e-159,1.2489149530815224e-156,0.8890577507598785,0.38847944853884797,1.0299742,0.35405377
Cntnap5b,26.886818,2.06155,3.13223236931367e-159,2.550396477680555e-156,0.9483282674772037,0.5879074542587908,1.9250451,0.8766062
Ctnnd2,26.536797,1.1073465,3.6479425856644076e-155,2.882947566964783e-152,0.9802431610942249,0.8829245040882925,3.1623123,2.4424615
St6galnac3,26.532373,1.724567,4.102904698650899e-155,3.149858550078562e-152,0.9544072948328267,0.6975030249697503,1.9857421,1.0652666
Lrrtm4,26.485703,1.7195055,1.4163024448426617e-154,1.057112408136731e-151,0.9893617021276596,0.9188208117918821,4.16945,3.0124342
Plekha7,26.409763,2.1013238,1.0583878525692028e-153,7.686184215820129e-151,0.8358662613981763,0.28574047592857404,0.6657753,0.19922791
Trmt9b,26.316776,2.9174435,1.232633859130118e-152,8.716018893375334e-150,0.723404255319149,0.16210171231621018,0.60163593,0.10364993
Osbpl6,26.268515,1.5246942,4.392409948142161e-152,3.0262578283738427e-149,0.958966565349544,0.6682066512668207,1.6533186,0.90347713
Caln1,25.873692,1.5446429,1.3172734818190393e-147,8.848784614119396e-145,0.9665653495440729,0.696769698969677,2.0173938,1.1738681
Ptprn2,25.864487,1.4005297,1.6719702623249704e-147,1.0957522182602917e-144,0.9711246200607903,0.7592124078759213,2.4085531,1.5753684
Rian,25.81509,1.4360526,6.003503069416113e-147,3.8408125589335943e-144,0.9726443768996961,0.756719099475672,2.4060948,1.5537667
Dnah9,25.73617,1.9278052,4.604322001789078e-146,2.877165864838896e-143,0.8905775075987842,0.40318263484031824,1.0055584,0.37541538
Slc8a1,25.663448,1.3607858,2.9927023581034473e-145,1.827588917323628e-142,0.9848024316109423,0.8744179224874418,3.1116827,2.2359526
Gm6260,25.598406,4.9201374,1.5891990522966003e-144,9.489284118935477e-142,0.60790273556231,0.03013969860301397,0.45000818,0.01859701
Snhg11,25.25478,1.5013596,1.0036066181180759e-140,5.862371701920152e-138,0.9848024316109423,0.8248084185824809,3.1390846,2.174756
Xylt1,25.143177,1.6420465,1.6781840092323897e-139,9.594213686824321e-137,0.9604863221884499,0.6342536574634253,1.7404315,0.91861755
Adgra1,25.044523,1.9251513,2.0030250151266786e-138,1.1212767115927887e-135,0.8343465045592705,0.31980346863198034,0.68840355,0.23176289
Thrb,25.002617,1.6237725,5.725510916289493e-138,3.1396832310346666e-135,0.9620060790273556,0.6871997946687199,1.9673672,1.0973378
Ralyl,24.914139,1.3895892,5.228819125605175e-137,2.809967398100221e-134,0.9832826747720365,0.8529314706852932,3.1256535,2.2311873
