names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CLA-EPd-CTX Car3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Fap,12.545215,5.232625,4.222664642638818e-36,5.157409043077502e-33,0.813953488372093,0.0546238103788831,0.8021918,0.032200817
Satb2,12.502287,2.9557626,7.253444482456247e-36,8.473915358417364e-33,0.9418604651162791,0.41903393787035376,1.7757728,0.4899271
Stk32c,12.4097395,3.1243372,2.3140469163660863e-35,2.590768360114864e-32,0.8953488372093024,0.26263242952056026,0.92324644,0.16043231
Kctd16,12.372242,2.2364688,3.6936370424797225e-35,3.969921093257206e-32,0.9767441860465116,0.8039863530256779,3.4028974,1.9691663
Gng2,12.199049,2.266211,3.144765994639544e-34,3.249994702921713e-31,0.9767441860465116,0.5898365954390375,1.6089311,0.60484743
Chrm3,11.875451,2.486425,1.5877452418716236e-32,1.5801005425589083e-29,0.9883720930232558,0.6596875561142036,2.7400846,1.2768674
B130024G19Rik,11.854456,3.2846053,2.040448649554635e-32,1.9581019719118942e-29,0.8604651162790697,0.2137547135931047,0.98904234,0.15981309
Nwd2,11.661687,2.4373116,2.0003977290066823e-31,1.853471964772743e-28,0.9767441860465116,0.5325552163763692,1.7999612,0.65868986
Trhde,11.6410265,2.7304547,2.5492966934292593e-31,2.28332007174814e-28,0.9418604651162791,0.5204884180283713,2.0387897,0.6965056
Rgs12,11.629327,3.4289289,2.923958536151032e-31,2.534411802141233e-28,0.8255813953488372,0.14322140420183158,0.77954155,0.104007594
Cntn4,11.592264,2.6130412,4.510468772178639e-31,3.787384247138751e-28,0.9651162790697675,0.650529718082241,2.7665067,1.2342954
Schip1,11.54576,1.8882529,7.755295603460708e-31,6.314690692878461e-28,0.9883720930232558,0.833004130005387,3.1733718,1.9716812
Sfmbt2,11.386182,3.173361,4.899959091021291e-30,3.8724088463453555e-27,0.8372093023255814,0.21386245286406896,0.85055727,0.13857871
Gnao1,11.348263,1.6165513,7.565106238337374e-30,5.807840132117864e-27,0.9883720930232558,0.7748608367750045,1.9946926,1.121936
Pcsk2,11.344137,1.7671242,7.930470056404088e-30,5.9192147337660514e-27,0.9767441860465116,0.7696534386783983,2.5318277,1.4818534
Sh3gl3,11.321293,2.771128,1.029419537870988e-29,7.475811616917148e-27,0.8837209302325582,0.3587717723110074,1.1575888,0.27738777
Mgat5,11.2218075,1.9973124,3.186880471762962e-29,2.253459954638705e-26,0.9534883720930233,0.6245645537798528,1.6385691,0.71240413
Cpne9,11.2095585,4.3639765,3.660130510404119e-29,2.5217360721681712e-26,0.7441860465116279,0.06622373855270246,0.58968425,0.038275063
Chrm2,11.204395,3.2317145,3.879938503452565e-29,2.60634868969426e-26,0.8255813953488372,0.1725983120847549,0.93245775,0.15187667
Cpne4,11.163081,2.4565957,6.181161208830667e-29,4.0509219922263424e-26,0.9651162790697675,0.5441551445501885,1.9988047,0.7711857
Efna5,11.071291,2.6300693,1.7289265240362569e-28,1.1061013262108149e-25,0.9302325581395349,0.4123181899802478,1.6500535,0.51857144
Nav3,11.055539,1.3330634,2.0609526882176693e-28,1.2878557844746228e-25,0.9767441860465116,0.8978990842161968,3.5775888,2.695163
Pcdh15,11.039948,2.4955642,2.4517474981069467e-28,1.4972376198666742e-25,0.9767441860465116,0.7422158376728317,3.1639755,1.613202
Phactr1,11.025375,1.4357132,2.883136647348215e-28,1.7215529269832564e-25,0.9883720930232558,0.8896390734422697,3.3270087,2.3912697
Fras1,11.015664,2.363586,3.2115832197706764e-28,1.8759835025051756e-25,0.9534883720930233,0.4007900879870713,1.3745373,0.45351833
9130024F11Rik,10.950683,2.8098674,6.594885492705118e-28,3.7703100678507767e-25,0.8372093023255814,0.23411743580535105,0.82828426,0.16879481
Dner,10.912241,2.1498573,1.0074169302700442e-27,5.639436024240851e-25,0.9534883720930233,0.543508708924403,1.5759437,0.6228468
Nrg1,10.838198,2.2127373,2.2689628222661313e-27,1.2442251231487949e-24,0.9767441860465116,0.8483390195726342,3.71242,2.2637248
Gm32647,10.804833,2.968709,3.2655063220138134e-27,1.7548830974502232e-24,0.9069767441860465,0.3892978990842162,1.886071,0.53912544
