names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_BAM NN (for_DEGs),mean_expr_Rest (for_DEGs)
Fli1,5.483691,4.8688602,4.165420394183904e-08,9.405449243001808e-06,0.6666666666666666,0.0964377866972477,1.5680135,0.12217457
Itsn1,5.455836,2.4833837,4.874306702022525e-08,1.0824183560607046e-05,0.7777777777777778,0.6438145068807339,1.9004736,0.70178133
Lyn,5.4039574,4.004816,6.518639398246257e-08,1.4240312246412758e-05,0.7037037037037037,0.20721043577981652,1.5507947,0.20817348
Diaph2,5.3572373,1.588637,8.450408339588645e-08,1.7466344006518992e-05,0.8518518518518519,0.7727207568807339,2.1702058,1.2753958
Gab2,5.3378353,2.6789916,9.406285273189664e-08,1.8721991503007873e-05,0.7777777777777778,0.5989822247706422,2.0556433,0.7244864
Snx24,5.3037233,3.0324194,1.1346414953828373e-07,2.1026080676508166e-05,0.7407407407407407,0.48523509174311924,1.6401217,0.41073886
Ptprc,5.293921,5.185007,1.1972119738746386e-07,2.1883731794565673e-05,0.6296296296296297,0.07278526376146789,1.4230746,0.08304094
Frmd4b,5.254866,2.763568,1.4813220392101602e-07,2.519185012251709e-05,0.7777777777777778,0.5686281536697247,2.1201556,0.732258
P2rx7,5.2500544,5.391072,1.520543081460376e-07,2.569622176027692e-05,0.6296296296296297,0.10751146788990826,1.4774331,0.07750326
Fcrls,5.228778,4.9085374,1.7063430196423247e-07,2.8128488918889118e-05,0.6296296296296297,0.07751576834862385,1.3286692,0.08840301
Rnf150,5.21685,2.1053488,1.8199151957362163e-07,2.9107810303233414e-05,0.7777777777777778,0.6731651376146789,2.0322576,0.9325887
Zeb2,5.1735563,1.6230991,2.2967957762602088e-07,3.4477599166542914e-05,0.9629629629629629,0.8603784403669725,3.1055243,2.069586
