names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PH-LHA Foxb1 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Akap10,2.951271,4.1293874,0.0031646907485291375,0.9995887578495577,1.0,0.5478731022629619,2.46838,0.48074925
Mtus2,2.939026,3.2715952,0.0032924529977442153,0.9995887578495577,1.0,0.6223145230592954,2.46838,0.7507969
Fbxw7,2.9367704,3.307689,0.0033164943560465986,0.9995887578495577,1.0,0.6925665998281295,2.678006,0.8624866
Asxl2,2.9274256,3.507194,0.0034178069711542462,0.9995887578495577,1.0,0.6402177026639931,2.46838,0.6679001
Nrd1,2.9272826,3.5995924,0.0034193813422410016,0.9995887578495577,1.0,0.6305141793182469,2.46838,0.6372069
Ppp2r5e,2.9079843,3.1838925,0.003637666535090509,0.9995887578495577,1.0,0.6855127470638785,2.46838,0.783356
Osbpl8,2.9077337,3.2115765,0.0036405829378017007,0.9995887578495577,1.0,0.6605915210541392,2.46838,0.77297944
Smg1,2.8692446,2.656516,0.004114535426235562,0.9995887578495577,1.0,0.7412990547121169,2.46838,0.9982117
Nsd1,2.7355533,2.2744017,0.006227552356346482,0.9995887578495577,1.0,0.8010240618733887,2.46838,1.1734195
Aldoa,2.7294664,4.0977235,0.0063436888210514275,0.9995887578495577,1.0,0.46555428244056146,2.46838,0.48918498
Syt11,2.6796277,2.7910993,0.007370409581571695,0.9995887578495577,1.0,0.7935763391578344,2.684632,1.0894061
Rtn3,2.6675618,1.7399033,0.0076403843332932195,0.9995887578495577,1.0,0.866227441993698,2.678006,1.6210777
Actb,2.6028643,3.5673163,0.009244853498077544,0.9995887578495577,1.0,0.6836508163849899,2.821844,0.8473836
Nav2,2.601289,2.2857733,0.009287419309987959,0.9995887578495577,1.0,0.8204311085648811,3.0794017,1.6590549
Unc80,2.5695667,1.9388182,0.010182576382655717,0.9995887578495577,1.0,0.7507877399026067,2.46838,1.3396845
Macf1,2.5694237,1.919829,0.010186786136567066,0.9995887578495577,1.0,0.8785090232025208,3.0272424,1.8230394
Atp2b1,2.3932688,1.5806603,0.01669899783940737,0.9995887578495577,1.0,0.8989902606702951,3.0219543,2.0188777
Hsp90ab1,2.3340852,2.6362028,0.019591260104286533,0.9995887578495577,1.0,0.8093311372099685,2.6899202,1.1658256
Tafa1,2.2503042,2.446683,0.024429632757243105,0.9995887578495577,1.0,0.7913921512460613,3.5054913,1.9350536
Calm2,2.247834,1.811672,0.024586784862766633,0.9995887578495577,1.0,0.8573116585505586,2.46838,1.4054701
Marchf1,2.1128535,1.6687258,0.034613303081618654,0.9995887578495577,1.0,0.8369736465196219,3.1140556,2.0497801
Camk1d,2.0154672,1.3375423,0.043855714779781986,0.9995887578495577,1.0,0.9539888284159267,3.1904838,2.3243155
Mgat4c,1.9746867,2.1127918,0.04830371069566231,0.9995887578495577,1.0,0.735605843597823,2.8057022,1.5244286
Luc7l2,1.8902255,1.1654185,0.058727798453405644,0.9995887578495577,1.0,0.8575623030650243,2.46838,1.7606896
Map2,1.8645543,1.2198367,0.06224391102457171,0.9995887578495577,1.0,0.8408407333142366,2.46838,1.7295573
Vegfc,1.8064446,5.227088,0.07084890662132264,0.9995887578495577,0.6666666666666666,0.18955886565454025,1.7738876,0.12279774
Ndufb11,1.7976727,4.7800374,0.07222888090729926,0.9995887578495577,0.6666666666666666,0.15880120309366944,1.6538228,0.14310172
Anapc16,1.7926245,4.8327947,0.07303299854074946,0.9995887578495577,0.6666666666666666,0.19285305070180464,1.5090498,0.11654004
Lpcat2,1.7314358,4.6078196,0.08337407738319946,0.9995887578495577,0.6666666666666666,0.24688484674878258,1.8634485,0.20159055
Anxa7,1.7252059,4.414305,0.08449037708463258,0.9995887578495577,0.6666666666666666,0.2587009452878831,1.5090498,0.15289083
Daglb,1.7026495,4.206824,0.0886336834811391,0.9995887578495577,0.6666666666666666,0.27757089659123463,1.5090498,0.17458268
Preb,1.6837093,4.1149087,0.09223786749430514,0.9995887578495577,0.6666666666666666,0.30320824978516187,1.5090498,0.18506557
Scoc,1.6805227,4.023001,0.09285565376633656,0.9995887578495577,0.6666666666666666,0.2686193067888857,1.5090498,0.1961177
Ppp1r12c,1.672252,4.2834606,0.09447462803355515,0.9995887578495577,0.6666666666666666,0.3167430535663134,1.6538228,0.19643602
Epha5,1.6443967,1.4117335,0.10009428421220048,0.9995887578495577,1.0,0.8532655399598968,2.8995457,2.0084786
Tppp,1.630111,3.9158993,0.1030780401469277,0.9995887578495577,0.6666666666666666,0.3360426811801776,1.6538228,0.24689184
Ndufs5,1.6277121,3.9518764,0.10358593737251376,0.9995887578495577,0.6666666666666666,0.3156330564308221,1.7738876,0.27477327
Pebp1,1.6166488,3.8077505,0.10595411837839508,0.9995887578495577,0.6666666666666666,0.3116585505585792,1.7738876,0.29970172
Cdk7,1.6146079,3.9278693,0.10639562216478136,0.9995887578495577,0.6666666666666666,0.3709180750501289,1.6538228,0.24508236
Hsd17b12,1.6081991,3.7998157,0.10779158609710505,0.9995887578495577,0.6666666666666666,0.3657619593239759,1.6538228,0.26505676
Gm26871,1.602542,1.5716928,0.10903579146457382,0.9995887578495577,1.0,0.7998066456602693,2.8995457,1.9132184
Arf4,1.5906194,3.5318227,0.1116952536130842,0.9995887578495577,0.6666666666666666,0.3751432254368376,1.5090498,0.2658583
Eif3c,1.5887218,3.8114624,0.11212321302914485,0.9995887578495577,0.6666666666666666,0.35931681466628473,1.7738876,0.2990357
Jpx,1.5681704,3.3107293,0.11684136332965638,0.9995887578495577,0.6666666666666666,0.4115940991120023,1.5090498,0.3037927
S100pbp,1.5601504,3.3187623,0.11872434838391545,0.9995887578495577,0.6666666666666666,0.417358922944715,1.5090498,0.30233675
