names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gm32647,32.85845,2.7424948,8.626277135108024e-237,6.622516189152932e-234,0.7328589909443726,0.3708546522645442,1.6325603,0.47944748
Dpf3,32.854294,2.1979914,9.890070337148684e-237,7.381838609977365e-234,0.703751617076326,0.26208072768618534,0.78236073,0.23001154
Clstn2,32.761467,1.4042883,2.0847535960118414e-235,1.5139818682388696e-232,0.8745148771021992,0.7447034299791548,2.3910177,1.5580513
Nrip3,32.716526,2.0141487,9.091557507072106e-235,6.428688163553355e-232,0.7367399741267788,0.3058935000947508,0.72096866,0.23232436
Galnt3,32.70359,2.4812844,1.3885873789206858e-234,9.567010992717648e-232,0.6332470892626132,0.17104415387530794,0.46704224,0.10129559
Epha4,32.611206,1.4242094,2.8449777920728847e-233,1.9111138318249603e-230,0.8990944372574385,0.6892931589918514,1.8529503,1.1000102
Galnt17,32.366383,1.4231335,8.1606675597633005e-230,5.348222861727802e-227,0.8622250970245796,0.7103657381087739,2.0815353,1.28552
Focad,32.24316,1.2911857,4.386782506405352e-228,2.806496332074091e-225,0.8253557567917206,0.6880424483608111,1.6029131,0.9636243
9530059O14Rik,32.238533,1.4647154,5.0933916085060164e-228,3.182777500478062e-225,0.8195342820181113,0.6016297138525677,1.4465193,0.7778914
Akap13,32.17127,1.6675186,4.453883802042812e-227,2.7199058582020536e-224,0.8001293661060802,0.4888762554481713,1.1252593,0.5038569
Cpe,32.03253,1.1468773,3.844094651331226e-225,2.2454526800276097e-222,0.9683053040103493,0.8384309266628767,2.1475103,1.4851612
Peak1,31.876604,1.5421135,5.634365453981468e-223,3.154070828093376e-220,0.815006468305304,0.5693765397005874,1.265259,0.62784487
Sv2b,31.875122,1.5267057,5.907097029714436e-223,3.2392591262944263e-220,0.8861578266494179,0.60636725412166,1.6928352,0.93185294
Thsd7b,31.873316,1.7483464,6.257796773777048e-223,3.3629399862277853e-220,0.8221216041397154,0.5401174909986735,1.6337974,0.80077523
Itgbl1,31.584164,2.4883084,6.091965406409001e-219,3.0885115183058466e-216,0.6345407503234153,0.19488345650938033,0.6614714,0.15452372
Mndal,31.480103,4.036882,1.626379194058851e-217,8.092742397103949e-215,0.5122897800776197,0.0432442675762744,0.3586567,0.025942838
Ccnd2,31.473318,1.6788613,2.014096231508964e-217,9.839775589208338e-215,0.7930142302716688,0.4198597688080349,0.854207,0.35170656
Thsd4,31.25634,1.8824197,1.8308014129410505e-214,8.784577493879647e-212,0.741267787839586,0.35925715368580635,0.8781643,0.3231535
Sema3e,31.080978,1.7578727,4.3535727165867784e-212,2.0522894542927496e-209,0.7871927554980596,0.4183058555997726,1.1435964,0.4899181
