names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Hsp90aa1,2.8127909,1.9338185,0.004911357981498884,0.16076007973710166,0.7692307692307693,0.7956873701554552,2.175856,1.1131994
mt-Co2,2.769079,3.1363418,0.005621501922929511,0.17156128376971963,0.6153846153846154,0.3477684647897414,1.5476772,0.35125878
Tcf7l2,2.742931,3.455437,0.006089350706582838,0.1794088305766237,0.5384615384615384,0.16562791030876137,1.1972632,0.19117986
Gad2,2.6324036,3.6644726,0.008478305058521084,0.21172124249299398,0.5384615384615384,0.22340425531914893,1.4642385,0.23282994
Ttc3,2.6095414,0.6365933,0.009066368257921786,0.2168468246321322,0.8461538461538461,0.895766172361917,2.283123,1.8968784
Tmsb4x,2.0455692,1.8632467,0.04079878073788186,0.48039581000301734,0.6923076923076923,0.7216132960813811,2.0909998,1.0816582
Pcsk1n,2.039961,2.2350295,0.0413542037401435,0.4831854638454044,0.6153846153846154,0.553585500394011,1.626046,0.6245754
Naaladl2,1.9808011,0.93208337,0.047613584099049575,0.5189748257215913,0.6923076923076923,0.8630990758650333,2.205574,1.6548647
Plp1,1.89625,1.7815833,0.057926996341592235,0.5798496421930784,0.6923076923076923,0.7187835804857081,2.2073894,1.2100482
Cox8a,1.7741282,2.3375762,0.07604193853135369,0.6692587252988778,0.5384615384615384,0.4622107600831005,1.4712214,0.5090267
Pomp,1.6372982,3.200944,0.10156816873351274,0.786268134217657,0.38461538461538464,0.18131671323160684,0.86646694,0.13968194
Glg1,1.5976117,1.2884119,0.1101294240510947,0.8248853486106184,0.6153846153846154,0.7051006519091626,1.4076575,0.8169435
Hs3st4,1.5567898,1.0994229,0.11952040985636071,0.8647047422833637,0.6923076923076923,0.6051651264417222,1.7035781,1.1304858
Atp2b1,1.5353897,0.31262174,0.12468814711639369,0.8851705450508582,0.7692307692307693,0.8990615373594097,2.2093806,2.0188966
Hsp90ab1,1.464291,1.0439718,0.1431144506421579,0.9509112979116673,0.6923076923076923,0.8094061179167562,1.714379,1.1657339
Cct7,1.4507353,3.2872276,0.14685357772328972,0.9633680745666003,0.38461538461538464,0.24256751916326386,1.0628359,0.1773665
Nxph1,1.4443015,1.7293873,0.1486541790925864,0.9707303298095272,0.5384615384615384,0.42223654989612436,1.5198454,0.7309709
Sv2a,1.340449,1.4993663,0.1800994089421788,0.9991153089196239,0.5384615384615384,0.6255104233827639,1.2815229,0.6525294
Mobp,1.3177243,2.0100927,0.18759595903399484,0.9991153089196239,0.38461538461538464,0.2216132960813812,0.857918,0.29057345
Cck,1.2616436,1.5889664,0.2070770602386568,0.9991153089196239,0.5384615384615384,0.5971416290565227,1.3888061,0.69343495
Stambp,1.2421358,3.2895916,0.21418647112562772,0.9991153089196239,0.3076923076923077,0.15108532129808724,0.6335424,0.08657377
Tuba1a,1.2400714,2.0902088,0.21494896603013314,0.9991153089196239,0.46153846153846156,0.4123862740884017,1.144285,0.40721032
Chd2,1.1876205,0.9326349,0.2349829485188959,0.9991153089196239,0.5384615384615384,0.6843971631205674,1.2228531,0.81347126
Pebp1,1.1538173,2.6804423,0.2485750872416299,0.9991153089196239,0.38461538461538464,0.3116627265563436,1.1749679,0.2994525
Zfr,1.1500843,0.32071587,0.25010915063580885,0.9991153089196239,0.6153846153846154,0.8061823912887742,1.4477236,1.2822955
Ndufaf3,1.1449063,4.2657304,0.252247973648723,0.9991153089196239,0.23076923076923078,0.060641879790815964,0.6182794,0.043525122
Sptbn1,1.1409497,0.37007657,0.2538908607279745,0.9991153089196239,0.6153846153846154,0.8485564868543592,1.7250365,1.5193152
Ttr,1.1351696,3.2857394,0.25630426786517047,0.9991153089196239,0.23076923076923078,0.058134536857941115,0.43766415,0.05477526
Reln,1.1346191,2.0242898,0.2565349443876652,0.9991153089196239,0.38461538461538464,0.29163980227810016,1.0587558,0.38037795
Gabra1,1.116694,1.2285382,0.2641252154289718,0.9991153089196239,0.5384615384615384,0.6211404828426105,1.2193012,0.70196795
Slc32a1,1.1009879,4.0102496,0.27090192695022264,0.9991153089196239,0.23076923076923078,0.06941758005587793,0.60527503,0.050328728
Rps28,1.0989236,2.507655,0.2718014040123936,0.9991153089196239,0.38461538461538464,0.32448599469876066,1.1093361,0.30554834
Lman2,1.0986999,2.9700613,0.2718989699858848,0.9991153089196239,0.3076923076923077,0.18497027007665306,0.6545572,0.11150476
Rnasek,1.0945714,2.3832276,0.273704496105423,0.9991153089196239,0.38461538461538464,0.31499391073859156,1.0641882,0.310349
Itm2b,1.0757515,1.4693663,0.28203837273225085,0.9991153089196239,0.5384615384615384,0.7241564581990114,1.605748,0.89114445
Atp6v0c,1.0734121,1.5556699,0.2830862953028287,0.9991153089196239,0.5384615384615384,0.6818898201876925,1.6380785,0.87966824
