names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_PRC-PAG Pax6 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Gpr22,2.978446,5.6047163,0.0028971395860085676,0.9995601884331917,1.0,0.36805356631337727,2.776458,0.26966438
Atp5mpl,2.9655209,6.3365016,0.0030217076111703632,0.9995601884331917,1.0,0.2522199942709825,2.9971917,0.21145514
Ankrd12,2.930648,3.0119689,0.003382557625702946,0.9995601884331917,1.0,0.7588083643655114,2.776458,1.0533344
Pebp1,2.9223058,5.430263,0.003474502515394958,0.9995601884331917,1.0,0.3116227441993698,2.776458,0.299594
Mdh1,2.9030433,4.7617626,0.003695555026988178,0.9995601884331917,1.0,0.4770481237467774,2.776458,0.44160524
Chgb,2.89198,4.901352,0.0038282236787599935,0.9995601884331917,1.0,0.5424663420223431,3.216316,0.5883072
Rbm39,2.8708198,2.3818357,0.0040940869078681915,0.9995601884331917,1.0,0.8587797192781438,2.9971917,1.5370868
Ywhah,2.8703544,4.21484,0.004100118895409144,0.9995601884331917,1.0,0.5776997994843884,2.776458,0.59395105
Atp1a3,2.8437164,3.4491932,0.004459071208746385,0.9995601884331917,1.0,0.7067101117158407,2.776458,0.86669344
Ndfip1,2.8420694,3.2431264,0.004482172408927606,0.9995601884331917,1.0,0.7487109710684617,2.776458,0.95195097
Nrgn,2.8345149,4.1144867,0.004589532256212111,0.9995601884331917,1.0,0.7352835863649384,3.4790437,1.0347643
Cmss1,2.7974222,3.214709,0.005151218202357435,0.9995601884331917,1.0,0.8417358922944715,3.3481903,1.3754636
Calm1,2.6742928,3.4248192,0.007488701805558869,0.9995601884331917,1.0,0.83708106559725,3.442085,1.3394517
Calm2,2.638167,2.8277943,0.008335555769681325,0.9995601884331917,1.0,0.8573116585505586,3.1288364,1.4053993
Tmsb4x,2.6306121,3.621049,0.008523121744967135,0.9995601884331917,1.0,0.7215697507877399,3.2187169,1.0818986
Epha5,2.6048336,2.0879548,0.009191891105753398,0.9995601884331917,1.0,0.8532655399598968,3.347399,2.0084305
Rtn1,2.56058,2.1615648,0.010449759292329157,0.9995601884331917,1.0,0.9052563735319392,3.2205048,1.8521283
Camk1d,2.487612,2.106897,0.01286039912374005,0.9995601884331917,1.0,0.9539888284159267,3.7065446,2.3242598
Tanc2,2.479198,1.4213302,0.013167818615951576,0.9995601884331917,1.0,0.8532297336006874,2.776458,1.8906581
Gpm6a,2.2964196,1.2422783,0.021651899853410015,0.9995601884331917,1.0,0.8922944714981381,2.776458,1.9969736
Atp2b1,1.9824561,1.2057394,0.047428211025928875,0.9995601884331917,1.0,0.8989902606702951,2.776458,2.018904
Lamtor2,1.8694952,5.8277607,0.06155395481591634,0.9995601884331917,0.6666666666666666,0.12106130048696649,1.8176552,0.08691423
Slc35a2,1.8342284,5.8515725,0.06662009249834688,0.9995601884331917,0.6666666666666666,0.16256087081065598,1.8438622,0.08814654
Ndufb11,1.8305049,5.4376698,0.06717448397099318,0.9995601884331917,0.6666666666666666,0.15880120309366944,2.0367792,0.1430606
Ppp3ca,1.8137128,1.166554,0.06972194444026976,0.9995601884331917,1.0,0.9404182182755657,3.3481903,2.5824115
Spcs3,1.8044039,5.464156,0.0711680165968404,0.9995601884331917,0.6666666666666666,0.19185047264394156,1.8176552,0.11049471
Phax,1.8013964,5.4598823,0.07164043062951689,0.9995601884331917,0.6666666666666666,0.19446433686622744,1.891399,0.120342836
Arl4a,1.7943788,5.409383,0.07275272694763811,0.9995601884331917,0.6666666666666666,0.20255657404755084,1.8438622,0.11795932
Tagln3,1.7617258,5.2360597,0.07811564545951023,0.9995601884331917,0.6666666666666666,0.2272629619020338,2.038389,0.16313444
Zfp706,1.6947368,4.831571,0.09012535252181987,0.9995601884331917,0.6666666666666666,0.2989472930392438,2.1121328,0.22727482
Rps11,1.6876835,4.758092,0.09147200104551308,0.9995601884331917,0.6666666666666666,0.29332569464336866,2.2448428,0.27144584
Cetn3,1.6826352,4.6136937,0.09244574014931425,0.9995601884331917,0.6666666666666666,0.31022629619020337,1.8438622,0.19666216
Naca,1.678661,4.332811,0.09321814205052367,0.9995601884331917,0.6666666666666666,0.2939702091091378,1.8176552,0.22787827
Rps20,1.6707125,4.2506633,0.09477847869433538,0.9995601884331917,0.6666666666666666,0.3027785734746491,1.891399,0.25903752
Ecd,1.6600071,4.474942,0.09691301113633927,0.9995601884331917,0.6666666666666666,0.3358636493841306,1.8438622,0.21452576
Rab21,1.6586466,4.427542,0.09718702151257559,0.9995601884331917,0.6666666666666666,0.3380836436551132,1.8438622,0.22095282
Uqcrq,1.6571786,4.1209316,0.09748335859748834,0.9995601884331917,0.6666666666666666,0.3060011458034947,1.891399,0.28028262
Trit1,1.6539205,4.5302663,0.09814366277168232,0.9995601884331917,0.6666666666666666,0.3447436264680607,1.891399,0.21800163
Atp5k,1.6535267,4.0686617,0.09822372121921732,0.9995601884331917,0.6666666666666666,0.3054282440561444,1.891399,0.2892609
Rps26,1.6406015,4.3704114,0.10088016176909766,0.9995601884331917,0.6666666666666666,0.34370524205098824,2.1121328,0.3010567
Nptx1,1.6350877,4.04099,0.10203065933070896,0.9995601884331917,0.6666666666666666,0.3433829848181037,1.8176552,0.2725493
Rab3a,1.6340494,3.9830675,0.10224847545744312,0.9995601884331917,0.6666666666666666,0.31860498424520195,1.8176552,0.28227475
Oaz1,1.6303258,3.9471445,0.10303265358839901,0.9995601884331917,0.6666666666666666,0.3205385276425093,1.8176552,0.28845692
Rpl18a,1.6287147,3.870079,0.10337344040903158,0.9995601884331917,0.6666666666666666,0.31420080206244627,1.8176552,0.30211172
Clcn4,1.622628,4.142088,0.10466895063430251,0.9995601884331917,0.6666666666666666,0.3651174448582068,1.8438622,0.26341388
Sqstm1,1.6225206,4.1365423,0.1046919278054382,0.9995601884331917,0.6666666666666666,0.3620022916069894,1.8438622,0.26430523
Cfl1,1.6218045,4.174911,0.10484521131073465,0.9995601884331917,0.6666666666666666,0.35348037811515326,2.1121328,0.33808917
Pfdn1,1.6194415,4.165935,0.10535231131500179,0.9995601884331917,0.6666666666666666,0.3673732454883987,1.8438622,0.2596104
Micos10,1.6186538,4.391155,0.10552177648875449,0.9995601884331917,0.6666666666666666,0.37614580349470067,2.0629861,0.28320745
Snx1,1.613677,4.161046,0.10659749362000241,0.9995601884331917,0.6666666666666666,0.38359352621025494,1.891399,0.2735575
