names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lamp5 (DG) (for_DEGs),mean_expr_Rest (for_DEGs)
Stim1,4.5230923,0.6049521,6.094261823844156e-06,0.00016386784299769226,0.8571428571428571,0.5072292606112662,0.59951586,0.43175516
Zfp974,4.522944,0.9615257,6.098542724141878e-06,0.00016386784299769226,0.47619047619047616,0.16698876243647556,0.16100253,0.08590675
Zmym6,4.5226603,0.647195,6.10672334419281e-06,0.00016392373252593488,0.8095238095238095,0.4527950755135638,0.4957408,0.3434112
Ccdc149,4.519385,0.6978126,6.201954041346171e-06,0.000166313877336299,0.7261904761904762,0.3813256030348579,0.38723883,0.2558436
Rb1,4.519081,0.6629976,6.210861566384468e-06,0.00016637892658378722,0.9404761904761905,0.6047884904444921,0.8649427,0.62503976
Vgll4,4.5187097,0.58239657,6.221765166810645e-06,0.00016637892658378722,0.7738095238095238,0.41750769451005654,0.4855718,0.348879
Taf1b,4.518669,0.6853102,6.222955757971944e-06,0.00016637892658378722,0.8095238095238095,0.4708682270417293,0.528832,0.36005786
Zfp846,4.517717,0.8359448,6.250997490731583e-06,0.00016696252741148871,0.6071428571428571,0.30130269844678265,0.3039249,0.18146333
Mbtps1,4.516265,0.6134311,6.293989030806075e-06,0.00016794387811098235,0.6785714285714286,0.3302197408918474,0.30618912,0.21039051
Sos1,4.5120783,0.6697824,6.4195546636009935e-06,0.00017093793621758324,0.9404761904761905,0.5923341206785484,0.7931037,0.5657455
Ppip5k2,4.51199,0.6320341,6.422212973245419e-06,0.00017093793621758324,0.8571428571428571,0.48690143869443847,0.5651704,0.39893666
Slc45a1,4.511889,0.7559559,6.425281562328213e-06,0.00017093793621758324,0.5833333333333334,0.2576050390093766,0.23389065,0.14499734
Gripap1,4.5104575,0.5750192,6.4688012576313805e-06,0.00017192550919144925,0.8452380952380952,0.4644621000644192,0.4942593,0.35707086
Avl9,4.5083704,0.58419794,6.532738684652014e-06,0.00017345324946304309,0.7142857142857143,0.3691575406198554,0.35879362,0.2530029
Rpgr,4.504913,0.6592336,6.640013220195444e-06,0.00017612749775582586,0.7976190476190477,0.4404838594230907,0.47461152,0.32541713
Mical2,4.5035896,0.8463453,6.6815236141343265e-06,0.00017705378650077845,1.0,0.6888554863646124,1.4255381,1.014367
Golga3,4.502597,0.6037524,6.712819202168502e-06,0.00017770783444558388,0.6071428571428571,0.27070360031493806,0.2340827,0.16003993
Ppfia1,4.5022593,0.5725572,6.7234958830019555e-06,0.0001778152897404159,0.7857142857142857,0.41693507980817407,0.40898794,0.2924981
Mtor,4.5017323,0.5764903,6.74018394822126e-06,0.00017808135957591472,0.8095238095238095,0.45204351871734305,0.46568534,0.334851
Cabp1,4.5011516,0.63630337,6.758629535572928e-06,0.00017835016666711433,0.7380952380952381,0.37449001503113594,0.38030928,0.26059803
Med6,4.500848,0.78029054,6.768300530483796e-06,0.00017835016666711433,0.5714285714285714,0.25399040870374345,0.23538359,0.14368969
Efcab14,4.5007463,0.37860474,6.771527136087727e-06,0.00017835016666711433,0.7976190476190477,0.3958914895139933,0.36497083,0.2917755
Fchsd2,4.5005774,0.5777928,6.776908082140816e-06,0.00017835016666711433,0.9404761904761905,0.6426526376064705,1.0147442,0.77853626
St6gal1,4.4994025,0.42631203,6.814472928985681e-06,0.00017916329510943762,0.6666666666666666,0.32152315510700735,0.36022544,0.27968118
Cdc23,4.4983354,0.597703,6.848756016688122e-06,0.00017988863555074274,0.6428571428571429,0.2910314222317658,0.24942216,0.17159323
Uqcc1,4.497633,0.52545244,6.87141207018707e-06,0.00017998266009326957,0.7142857142857143,0.34682556724643904,0.31884283,0.23182595
Dcbld1,4.4976263,0.74807066,6.87163026443436e-06,0.00017998266009326957,0.5238095238095238,0.20202562450790923,0.19226664,0.118867785
St8sia5,4.49737,0.68319076,6.879926558416105e-06,0.00017998266009326957,0.7261904761904762,0.36761863860854627,0.38967896,0.25987053
Ccdc66,4.49737,0.74733955,6.879926558416105e-06,0.00017998266009326957,0.6309523809523809,0.3226683845107723,0.32131025,0.20353697
Zup1,4.4971876,0.5921548,6.88582711484485e-06,0.00017998266009326957,0.7976190476190477,0.4437763939589149,0.46885118,0.33417577
Dact3,4.496296,0.94009477,6.914744027684526e-06,0.00018038754565425554,0.4642857142857143,0.16423305418366616,0.17621021,0.095700346
Ube3b,4.496296,0.7166565,6.914744027684526e-06,0.00018038754565425554,0.5595238095238095,0.23899506119819627,0.208512,0.13197362
Terf2,4.49608,0.63238406,6.921771660796268e-06,0.00018039573668825965,0.6666666666666666,0.3203779257032424,0.29606104,0.20071326
Ankrd10,4.4954114,0.636492,6.943556688442092e-06,0.00018068193709566203,0.8690476190476191,0.5255529310715052,0.61900014,0.43911445
Plppr2,4.4953303,0.630707,6.946201749900219e-06,0.00018068193709566203,0.7976190476190477,0.44867940734378353,0.48670805,0.33998197
Gm14827,4.4933248,1.0149862,7.011974967570073e-06,0.00018221640945706758,0.5238095238095238,0.21884618137570683,0.21402967,0.11162792
Atg2b,4.492744,0.6598104,7.031131356016143e-06,0.00018253768071125966,0.6428571428571429,0.3107508410278434,0.28824526,0.19182862
Tmem62,4.4915013,0.6600283,7.072285368670402e-06,0.00018342886858704026,0.5952380952380952,0.26096915038293605,0.23081926,0.15213034
Ttll4,4.491062,0.55097616,7.086878461486479e-06,0.00018363011018335748,0.6785714285714286,0.33319017965786274,0.3072555,0.2195435
Ppp6r2,4.4851804,0.6422721,7.285225849180805e-06,0.0001883310736794088,0.9523809523809523,0.6256889270632023,0.86233884,0.6296358
Eif2s1,4.4850183,0.6064544,7.290765673950747e-06,0.0001883310736794088,0.5595238095238095,0.23505833512275429,0.21192612,0.14413846
Anks1,4.4848766,0.5176771,7.295616325081432e-06,0.0001883310736794088,0.7619047619047619,0.4001860997781118,0.41107178,0.30390394
Tasor2,4.484573,0.610132,7.306020971912362e-06,0.0001883310736794088,0.8928571428571429,0.534070574762007,0.6380362,0.46050876
Nin,4.4843903,0.7740038,7.312270569696233e-06,0.0001883310736794088,0.9880952380952381,0.609154677546346,1.0032495,0.6981403
Katnal1,4.484309,0.50276,7.315049809401404e-06,0.0001883310736794088,0.7619047619047619,0.379142509483931,0.34595007,0.2559682
Has2os,4.484242,3.1772416,7.317366614116218e-06,0.0001883310736794088,0.30952380952380953,0.02580345000357884,0.17454438,0.020862935
Castor2,4.483783,0.72722024,7.333139505475855e-06,0.0001885564196288385,0.6785714285714286,0.3752415718273567,0.39350718,0.25562114
Col26a1,4.482959,1.3881823,7.3615194561634045e-06,0.00018910518908901594,0.42857142857142855,0.13556653067067498,0.22461803,0.0918644
Nup54,4.482155,0.8839217,7.389302707455966e-06,0.0001896375967042424,0.5238095238095238,0.2128337270059409,0.20743032,0.11770536
Prmt5,4.481939,1.1480982,7.39679092391987e-06,0.00018964863752454856,0.4523809523809524,0.15507121895354664,0.18128501,0.08588695
Peli2,4.48098,0.36145496,7.4301075188328746e-06,0.00019018813176094681,0.6071428571428571,0.25542194545844965,0.2590534,0.20715192
Kif16b,4.480926,0.6311215,7.43198877368791e-06,0.00019018813176094681,0.8690476190476191,0.5137069644263117,0.6262441,0.4460355
Prkar2b,4.4807167,0.649857,7.439282939277172e-06,0.00019019365611643921,0.7380952380952381,0.38672965428387374,0.4212526,0.28809518
Lmtk3,4.4791565,0.57831186,7.4938522036407685e-06,0.00019140666227360022,0.7857142857142857,0.4101710686421874,0.40048912,0.2850939
Tmtc3,4.4777994,0.80346406,7.54164577892919e-06,0.00019244446541294145,0.5952380952380952,0.2974017607902083,0.3005913,0.18308547
Hsd17b4,4.477286,0.5900375,7.5597928052892e-06,0.0001927245091822778,0.6904761904761905,0.336267983680481,0.31461248,0.21963365
Pip4p2,4.477016,0.60022515,7.56936063464713e-06,0.00019278551682745817,0.75,0.39385154963853697,0.40342087,0.28352684
Tsen2,4.4765434,0.8747589,7.586132203276307e-06,0.00019302970861935075,0.5595238095238095,0.26279435974518645,0.26641065,0.15398918
Apex2,4.473349,0.6799241,7.700394828162881e-06,0.00019575175878215384,0.8571428571428571,0.5246224321809463,0.6450316,0.44823915
Bcs1l,4.472883,0.92945594,7.717200066104538e-06,0.0001959935404312183,0.5,0.19272063560231908,0.18239278,0.09989605
Mdga1,4.472417,0.76519644,7.734040366142714e-06,0.00019623575508805923,0.5595238095238095,0.24110657791138787,0.2567179,0.15888727
Inpp1,4.4719715,0.6783002,7.750181351879562e-06,0.0001964597857783055,0.5833333333333334,0.25653138644334694,0.22859208,0.14884487
Sphkap,4.471404,0.84329695,7.770771008690234e-06,0.00019679605749623618,0.9880952380952381,0.6608689428101067,1.4394948,1.0274476
Dhx57,4.4711676,0.7059973,7.779365458243066e-06,0.00019682820137758113,0.7976190476190477,0.49864004008302915,0.59176534,0.40200132
Actr3b,4.469675,0.6697579,7.833843490912533e-06,0.00019802010780886145,0.9404761904761905,0.550855343210937,0.7396512,0.52381724
Zkscan3,4.4685273,0.5943931,7.875997664357265e-06,0.00019889855003879674,0.8214285714285714,0.47512704888698015,0.5170019,0.3704503
Trerf1,4.466981,0.7950926,7.933124739675622e-06,0.0002001531096291868,0.9761904761904762,0.6657361677761077,1.1880854,0.83916736
Add2,4.465745,0.6930876,7.979061053350285e-06,0.00020112323687009585,0.9404761904761905,0.6016033211652709,0.8957341,0.6399211
Arhgef18,4.4650226,0.6052462,8.006037680452172e-06,0.0002016140885414713,0.6666666666666666,0.3277861284088469,0.3038939,0.20981072
Gfm2,4.464536,0.58319175,8.02423922759111e-06,0.00020188324723349545,0.8214285714285714,0.46045379715124185,0.48356566,0.3471811
Gm12743,4.4640365,0.8188116,8.042987591593918e-06,0.0002021656469467994,0.5357142857142857,0.2244291747190609,0.22319524,0.13257436
Brd9,4.462855,0.6522652,8.087491692093422e-06,0.000202811282520518,0.9166666666666666,0.5414787774676115,0.6959403,0.49459913
Trappc8,4.46276,0.63605136,8.091062171312297e-06,0.000202811282520518,0.9166666666666666,0.5754061985541479,0.728252,0.524405
Tmem65,4.4627533,0.6942276,8.091317263192977e-06,0.000202811282520518,0.6428571428571429,0.3220599813900222,0.3366091,0.22100905
Ccdc148,4.461585,0.7253292,8.135564059855338e-06,0.00020373029477009592,0.9166666666666666,0.5450218309355093,0.7855512,0.5434677
Erc1,4.4607816,0.76056886,8.166133881993034e-06,0.000204305416582079,0.9880952380952381,0.6976594374060554,1.2578452,0.9107496
Chpf2,4.4593363,0.6542934,8.221384662466206e-06,0.0002054347973935618,0.5952380952380952,0.26240068713764225,0.225481,0.14902817
Tab3,4.4592013,0.69546807,8.226566505227857e-06,0.0002054347973935618,0.6309523809523809,0.309032996922196,0.29023322,0.18891586
Ctnna2,4.458958,0.7474548,8.235901690351986e-06,0.00020547695303598686,1.0,0.8852623291102999,2.953925,2.470603
Klhl8,4.457918,0.77995086,8.275949964228042e-06,0.00020628457842189932,0.6190476190476191,0.304165771956195,0.29473734,0.18201037
Prex2,4.457094,0.564471,8.307808591395043e-06,0.00020670821900153829,0.7142857142857143,0.3880896142008446,0.53650576,0.39212114
Msantd2,4.457081,0.5919046,8.308331839287732e-06,0.00020670821900153829,0.8333333333333334,0.4763080667096128,0.52120537,0.37421364
Cntn6,4.4564257,0.8256912,8.333747207658202e-06,0.00020714873956501008,0.7380952380952381,0.4071648414573044,0.79910105,0.52492833
Zfp81,4.45573,0.7393099,8.36081600201977e-06,0.00020762950644572203,0.6190476190476191,0.3014458521222532,0.28545552,0.18056889
Zfp655,4.45492,0.89636385,8.39245844884621e-06,0.0002082228610530911,0.4880952380952381,0.1847756066136998,0.1829956,0.10245052
Arih2,4.45417,0.5545618,8.421829591117274e-06,0.0002087588202152409,0.7857142857142857,0.4329682914608833,0.4388457,0.31852606
Tcf20,4.4537044,0.7429132,8.440136817538541e-06,0.000208884841153647,1.0,0.7307637248586357,1.3739461,1.0164112
Vcl,4.4534745,0.5807221,8.449171752382173e-06,0.000208884841153647,0.75,0.40555436260825994,0.46049103,0.33005774
Rspry1,4.4534473,0.56614083,8.45023529341326e-06,0.000208884841153647,0.8571428571428571,0.4904087037434686,0.5441815,0.39774403
Nln,4.4526844,0.7024097,8.480333245819425e-06,0.00020943617124555877,0.7380952380952381,0.42126547849116025,0.47843716,0.31994677
Nr6a1,4.451158,0.7061447,8.54083680852509e-06,0.00021073671721310298,0.9523809523809523,0.6245436976594374,0.9870238,0.7088982
Brwd3,4.448646,0.6158383,8.641326124915258e-06,0.00021290384985706647,0.8452380952380952,0.47079665020399397,0.5307992,0.37636286
Phtf2,4.448369,0.6396303,8.652470436992587e-06,0.00021290384985706647,0.8214285714285714,0.4745544341850977,0.5427943,0.38026348
Fbxl3,4.448288,0.5440707,8.655734784329647e-06,0.00021290384985706647,0.7738095238095238,0.41571827356667385,0.4141889,0.30153352
Fbxo41,4.4481735,0.6265848,8.66036129117133e-06,0.00021290384985706647,0.8452380952380952,0.46696728938515497,0.5014819,0.3518994
Atxn7l1,4.445938,0.67052966,8.75091446339971e-06,0.0002149333378716181,0.9285714285714286,0.617242860210436,0.8833051,0.6373432
Tnfrsf21,4.4450603,0.52868545,8.786726033424426e-06,0.00021561582513069804,0.7738095238095238,0.41700665664590936,0.42809278,0.31509414
Pitpnb,4.444162,0.5500687,8.82350893451074e-06,0.00021631382254976234,0.6666666666666666,0.3251377854126405,0.28444284,0.20271048
Arhgef11,4.443973,0.6999125,8.831271430483413e-06,0.00021631382254976234,0.9285714285714286,0.595590866795505,0.8375775,0.59162396
Tubgcp4,4.443433,0.78049046,8.853485965294042e-06,0.0002165176862538522,0.5357142857142857,0.22421444420585498,0.20934178,0.12713243
Btbd3,4.4433784,0.5882124,8.855710353293024e-06,0.0002165176862538522,0.8333333333333334,0.4904087037434686,0.6150786,0.4480534
Spats2l,4.442899,0.5854143,8.87547521238127e-06,0.0002168036535969861,0.7380952380952381,0.38096771884618136,0.44231918,0.3153646
Ptpn1,4.4425616,0.58677715,8.889419414806173e-06,0.00021694704784363478,0.8214285714285714,0.45054040512490157,0.47938237,0.34326118
Fbxw8,4.4416294,0.6685079,8.928014120316703e-06,0.0002176912335870325,0.7261904761904762,0.38483286808388806,0.3818168,0.25659564
Ints6,4.4407043,0.7275431,8.966487502262824e-06,0.0002184311144023591,0.9761904761904762,0.6415789850404409,1.0011835,0.7127869
Gm9801,4.440225,0.69526917,8.986488536353368e-06,0.00021854955534283764,0.8690476190476191,0.5523942452222461,0.7109136,0.49453524
Nfkb1,4.440198,0.5309779,8.987616622770213e-06,0.00021854955534283764,0.8928571428571429,0.49427385298117527,0.56394386,0.42154637
Gtf2a2,4.4378614,0.53800154,9.085709832724431e-06,0.00022073510235561073,0.6309523809523809,0.29135351800157466,0.25486663,0.18226236
Selenoi,4.4376116,0.6296119,9.096259906886463e-06,0.00022079178292505803,0.6785714285714286,0.34038365185026126,0.32311606,0.22036785
Cibar1,4.4363823,0.6399183,9.148325486586955e-06,0.00022185514966118364,0.7261904761904762,0.39213370553288956,0.3925818,0.26892158
Sdha,4.433067,0.56552047,9.29021221269917e-06,0.00022509287840868052,0.8571428571428571,0.5110228330112375,0.5871932,0.4316836
Dlgap2,4.432452,1.0058289,9.316738843101927e-06,0.0002255322276704043,1.0,0.8113950325674611,2.7590086,2.1237369
Golm2,4.4315743,0.6704173,9.354759587979145e-06,0.00022624877599369906,0.9523809523809523,0.6489513993271777,0.9865929,0.72119683
Kcnc2,4.4300413,0.7368394,9.421505328202087e-06,0.00022761747054566973,0.9761904761904762,0.601495955908668,1.4006001,1.041948
Klhl32,4.429886,0.6649221,9.428293439424281e-06,0.00022761747054566973,0.8690476190476191,0.5152458664376208,0.70310086,0.49673215
Gabrg2,4.4274483,0.7581423,9.535451409782473e-06,0.00022999782709232948,1.0,0.6837019540476702,1.2360396,0.8935645
BC005537,4.4263473,0.5704215,9.584216116064713e-06,0.00023096671483287788,0.9047619047619048,0.5477059623505833,0.6510135,0.48109943
Ppfia3,4.4246187,0.675141,9.661284837519522e-06,0.00023261534371339564,0.6428571428571429,0.30412998353732734,0.2785729,0.18330874
Asb3,4.4233828,0.66571367,9.716739395833233e-06,0.0002337410810797126,0.8928571428571429,0.545988118244936,0.678496,0.47750106
Sorbs1,4.4209514,0.79852587,9.826718982570365e-06,0.0002361752585524738,1.0,0.7481926848471835,1.6423528,1.2225794
Gm28376,4.4179935,0.8333503,9.96213121513652e-06,0.00023921578708732645,0.5714285714285714,0.2640111659866867,0.28204313,0.1679413
H2bc6,4.41742,1.1787994,9.988615525705622e-06,0.00023963758854974112,0.4642857142857143,0.1769379428816835,0.21983536,0.10310362
Ell2,4.416515,0.5338958,1.0030503881925192e-05,0.00024042786735711854,0.7261904761904762,0.3725216519934149,0.40175644,0.29379433
Zfp799,4.414705,0.6314271,1.0114784466838214e-05,0.0002422319595578813,0.7619047619047619,0.4128194116383938,0.41327938,0.28545314
Zc3h6,4.413989,0.62988937,1.014830562707808e-05,0.00024270074121778029,0.8333333333333334,0.46539259895497814,0.52154815,0.3663279
Stam,4.4139013,0.5576457,1.015242400925884e-05,0.00024270074121778029,0.7857142857142857,0.443454298189106,0.44774365,0.3247724
Stx18,4.4125304,0.5614482,1.0216941570728675e-05,0.000244025973338204,0.8333333333333334,0.44388375921551787,0.44781756,0.32409754
Gmeb1,4.4122605,0.6313669,1.0229700485979453e-05,0.00024402651238609853,0.7261904761904762,0.3830434471405053,0.38361716,0.2637912
Slc35f3,4.4121456,0.7674614,1.0235127631527095e-05,0.00024402651238609853,0.9404761904761905,0.5883616061842388,1.0500445,0.7378098
Ddx39b,4.411477,0.49956217,1.0266787447782335e-05,0.0002443477225171934,0.7380952380952381,0.3933863001932575,0.37369865,0.27800012
Htt,4.411477,0.6834042,1.0266787447782335e-05,0.0002443477225171934,0.9642857142857143,0.6231479493235988,0.8780521,0.6289492
A230077H06Rik,4.4105315,1.0363047,1.031171859062868e-05,0.0002451998925045953,0.5119047619047619,0.21215374704745543,0.23759353,0.12289384
Leng8,4.40937,0.62658423,1.0367176810188346e-05,0.0002462672950515159,0.8333333333333334,0.47555650991339204,0.52186036,0.36726665
Cep20,4.409208,0.55794764,1.0374937774406996e-05,0.0002462672950515159,0.5833333333333334,0.2538114666094052,0.21937588,0.15411414
Ncapd3,4.408526,0.65983707,1.0407659346007946e-05,0.0002468259546577524,0.7261904761904762,0.3856560017178441,0.3796688,0.2564213
Tmem87a,4.4073305,0.5206306,1.0465240917873811e-05,0.0002479726838300435,0.8452380952380952,0.45580130269844676,0.4671094,0.34714118
Hnrnpa1,4.405933,0.5157819,1.0532968025964758e-05,0.0002493575778481701,0.6190476190476191,0.30180373631092977,0.284601,0.20723282
Bbof1,4.4056153,0.65396774,1.0548403878022536e-05,0.0002495031797556915,0.7261904761904762,0.3787846252952545,0.36320147,0.245543
Snx25,4.4051695,0.61645085,1.057011622380079e-05,0.0002497968539432957,0.7738095238095238,0.44080595519289956,0.5095688,0.36010757
Epb41l1,4.404035,0.65647525,1.0625576751266279e-05,0.00025088686055054914,0.9047619047619048,0.6065421229690072,0.85842866,0.6219028
Prkab2,4.4036837,0.705588,1.0642799343892376e-05,0.0002510728870679439,0.6309523809523809,0.3043089256316656,0.2865599,0.18521762
Abhd2,4.4019012,0.5046194,1.0730649103965736e-05,0.0002529232819504907,0.8095238095238095,0.43178727363825065,0.4370866,0.32670304
Spink10,4.3985176,0.6974496,1.08992713138923e-05,0.00025667258563039975,0.7619047619047619,0.42058549853267485,0.48652408,0.32673347
Slc35b1,4.397086,0.6747907,1.0971383589494634e-05,0.0002581445508316294,0.5119047619047619,0.20062987617207073,0.18569882,0.120293394
Lsamp,4.396343,0.71531314,1.1008979608131824e-05,0.00025868084622488764,1.0,0.972657647985112,4.55885,4.06974
Ankib1,4.3962555,0.6404615,1.1013430892492425e-05,0.00025868084622488764,0.9761904761904762,0.6509197623648987,0.968149,0.71667784
Rusc1,4.395209,0.59761536,1.1066636455297267e-05,0.00025970351227409393,0.5714285714285714,0.25005368262830147,0.2182788,0.14945635
Tmem161b,4.3939795,0.6520719,1.112942333278027e-05,0.00026094904446056355,0.8690476190476191,0.5591940448071004,0.6992488,0.4972273
Tbc1d9,4.3914404,0.49254203,1.1260215620235732e-05,0.0002637855219840751,0.75,0.3839381576121967,0.37596282,0.2809535
Crtac1,4.3908463,0.6244222,1.1291037796078324e-05,0.0002642112381135429,0.8452380952380952,0.46564311788705176,0.595366,0.4238464
Ppip5k1,4.3907113,0.6526626,1.1298054060009706e-05,0.0002642112381135429,0.8214285714285714,0.47140505332474414,0.5234944,0.3629652
Slc3a2,4.3902383,0.42272025,1.1322643774990545e-05,0.000264556033246953,0.7023809523809523,0.34371197480495314,0.3013579,0.23299038
Rras2,4.389948,0.6651629,1.1337774208041679e-05,0.00026467940310172017,0.8809523809523809,0.4999284231622647,0.64559245,0.4523757
Retreg3,4.388955,0.5926467,1.1389645087622951e-05,0.0002656595169309277,0.6666666666666666,0.3333333333333333,0.30588433,0.21291783
Efl1,4.3887324,0.4699428,1.140132066719563e-05,0.00026569440694918704,0.8333333333333334,0.41718559874024763,0.39362586,0.29880786
Sh3glb1,4.388388,0.4957585,1.1419387220387328e-05,0.00026569440694918704,0.8928571428571429,0.5022904588075299,0.5696596,0.4346479
Prepl,4.388361,0.61047596,1.1420805360115781e-05,0.00026569440694918704,0.9166666666666666,0.5592656216448357,0.70263326,0.5113073
Senp5,4.3878007,0.6296773,1.145026972416478e-05,0.00026614943554351876,0.8928571428571429,0.5597666595089829,0.70218474,0.50564694
Epc1,4.386808,0.6149742,1.1502631745273298e-05,0.00026700571613105133,0.9642857142857143,0.6303414215159974,0.8637697,0.63969094
C2cd2,4.3867135,0.88888,1.1507630508081753e-05,0.00026700571613105133,0.5357142857142857,0.23326891417937157,0.23501417,0.13371678
Ankrd45,4.3865376,0.67955726,1.15169194267171e-05,0.00026700571613105133,0.6428571428571429,0.308102498031637,0.29231718,0.1922609
Cenpc1,4.3860245,0.5871454,1.1544112705978895e-05,0.00026740543828418354,0.8095238095238095,0.45812754992484434,0.48759106,0.34945303
Zfp641,4.3855114,0.8177221,1.1571367268105154e-05,0.0002678058901756981,0.5357142857142857,0.22525230835301696,0.21773742,0.12928176
Srrm3,4.384978,0.73594826,1.1599762768003687e-05,0.00026823203577991313,0.9523809523809523,0.5973087109011523,0.89046216,0.6218454
Eml4,4.384134,0.6491161,1.1644828281365186e-05,0.0002690425932246625,0.9404761904761905,0.632667668742395,0.927892,0.6806229
Taco1,4.381959,0.59246,1.1761688054901941e-05,0.000271509070476989,0.8095238095238095,0.42989048743826497,0.43326786,0.30722967
Xpo6,4.381169,0.63527673,1.1804426116694727e-05,0.00027223069035915357,0.8571428571428571,0.5313506549280653,0.6298005,0.44774398
Edem3,4.3810067,0.5976599,1.1813211200549798e-05,0.00027223069035915357,0.8214285714285714,0.4756996635888626,0.5123541,0.36619478
Ppp1r37,4.380514,0.6531167,1.1839970870678614e-05,0.00027261355380902685,0.5833333333333334,0.26114809247727433,0.22922643,0.15171312
Setdb1,4.379893,0.6149269,1.1873777795495062e-05,0.0002731578847302674,0.8333333333333334,0.48768878390952686,0.5441219,0.38672623
Stx12,4.37969,0.42063078,1.188482169833226e-05,0.0002731780658975088,0.7619047619047619,0.3831508123971083,0.34505448,0.2683885
Zyg11b,4.3789945,0.6074347,1.192281375954672e-05,0.0002738170989051456,0.9285714285714286,0.5730083744900151,0.7197411,0.5257598
Thsd7b,4.378657,0.73807526,1.1941298272641323e-05,0.00027400741638417794,0.9285714285714286,0.5535752630448787,1.1679041,0.8450629
Lrrn2,4.3775563,0.5871775,1.2001747893106294e-05,0.0002751595272079916,0.8809523809523809,0.5015389020113091,0.6017917,0.43787706
Katnbl1,4.3755503,0.59359,1.2112643945723064e-05,0.0002774652538973391,0.75,0.3975019683630377,0.39235434,0.2764178
D130040H23Rik,4.3736324,0.6098535,1.2219600106867869e-05,0.0002796768780847867,0.8095238095238095,0.4615990265550068,0.49942243,0.3537922
Eml5,4.370992,0.82038605,1.2368328638647648e-05,0.0002828399919323083,1.0,0.7165915109870445,1.4822912,1.0740153
Ociad2,4.370722,0.608104,1.2383640860811463e-05,0.00028294934517857486,0.6547619047619048,0.33168706606542125,0.33937255,0.23514391
Lats1,4.3703976,0.53161675,1.2402039406513537e-05,0.0002831289709881213,0.7976190476190477,0.42291174575907237,0.41285706,0.30275863
Tdrd3,4.3699183,0.6079099,1.2429301756756963e-05,0.00028334009678308207,0.8452380952380952,0.5060482427886336,0.59291226,0.4259111
Plaa,4.3698645,0.59385794,1.2432377153228648e-05,0.00028334009678308207,0.7857142857142857,0.4301410063703386,0.4365495,0.30944097
Ip6k2,4.366974,0.57559705,1.2597973627099523e-05,0.0002868708062374273,0.6785714285714286,0.3389879035144227,0.30751476,0.21639295
Farsb,4.36511,0.6065476,1.2705874100781571e-05,0.00028908284258086437,0.8571428571428571,0.4921981246868513,0.5427178,0.38751474
Cdkl3,4.364779,0.6839222,1.2725122285779304e-05,0.00028927583402613355,0.6190476190476191,0.29382291890344286,0.28573105,0.18720374
Pxn,4.3644753,1.0189271,1.2742823696106425e-05,0.000289433366622468,0.4642857142857143,0.17604323240999212,0.19015107,0.098352104
Mir99ahg,4.3637867,0.75695026,1.2783033916520614e-05,0.00029010145383184875,1.0,0.8733089972085033,2.5835774,2.1096804
Kcnq5,4.3632193,1.0266455,1.28162390910149e-05,0.00029060957331271766,1.0,0.7805454155035431,2.4414515,1.8162724
Setd4,4.362213,0.7602848,1.2875341304086843e-05,0.0002917035588877011,0.5952380952380952,0.27804022618280727,0.25089294,0.15560105
Add3,4.361754,0.6010975,1.29024004623389e-05,0.0002920703457649926,0.9285714285714286,0.591332044950254,0.81400526,0.60356826
Cops7b,4.3606734,0.8053268,1.2966283261474231e-05,0.00029326938656213183,0.5357142857142857,0.22629017250017894,0.2073879,0.12387695
Cnot7,4.360153,0.59972155,1.2997134311542768e-05,0.0002937199318344442,0.8095238095238095,0.4696872092190967,0.5005635,0.35675913
Cep135,4.35966,0.86396897,1.3026447371087384e-05,0.00029413499232026723,0.5357142857142857,0.2344141435831365,0.23037717,0.13308397
Lrp8,4.3568172,0.6610359,1.3196734059644813e-05,0.00029772984398207904,0.7380952380952381,0.4032996922195977,0.421482,0.28632793
Gcnt2,4.355352,0.7967913,1.3285333883666975e-05,0.0002994772830991037,0.5476190476190477,0.24600959129625652,0.2479835,0.1501462
B020031H02Rik,4.354285,4.393552,1.33502010577872e-05,0.0003005465761420872,0.2857142857142857,0.010486006728222747,0.11980737,0.00603749
Kcnj3,4.3542037,0.89297044,1.3355140004229703e-05,0.0003005465761420872,1.0,0.7830506048242789,2.182334,1.6556268
Hbp1,4.3495374,0.49911612,1.3642499611050438e-05,0.0003067564556894772,0.5476190476190477,0.2279722281869587,0.20016806,0.1456547
Chic2,4.3491526,0.53860146,1.3666465172691493e-05,0.0003070383939717562,0.8452380952380952,0.47158399541908236,0.50104475,0.37003848
Marchf11,4.348599,0.69713247,1.3701012396110073e-05,0.000307557396059714,0.6785714285714286,0.3442845895068356,0.36009866,0.23693883
Ubr3,4.3480854,0.640857,1.3733106142935541e-05,0.000308020502554823,1.0,0.7908166917185598,1.548077,1.2162405
Atpaf1,4.346782,0.6201533,1.381492995364833e-05,0.0003095973042990247,0.7023809523809523,0.36457662300479565,0.3478294,0.23952456
Dnajc6,4.3462214,0.70540553,1.3850261235364363e-05,0.0003101304328285337,0.9761904761904762,0.7046381790852481,1.2865938,0.9582114
Rmdn1,4.344486,0.64160854,1.396020791058268e-05,0.00031233204542660835,0.9047619047619048,0.5361463030563309,0.6497296,0.46154812
