names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Vascular (for_DEGs),mean_expr_Rest (for_DEGs)
Gm42902,-2.418405,-3.225445,0.015588716602365252,0.049966457724627746,0.002457002457002457,0.07234936268829664,0.003458074,0.031885885
Poli,-2.4208214,-0.7098679,0.015485481903660725,0.04966347098216882,0.019656019656019656,0.09107039397450753,0.026392067,0.042813268
D330050G23Rik,-2.4210775,-1.6163505,0.015474574110178375,0.049636123473856146,0.009828009828009828,0.08017091541135574,0.0120721925,0.0365609
Sord,-2.4226854,-0.92336845,0.01540625902074949,0.0494380597182991,0.0171990171990172,0.08839078794901506,0.023244001,0.04363352
Gm38250,-2.4306014,-0.63064927,0.015073784763805656,0.048425704998022234,0.022113022113022112,0.09393105446118193,0.030107617,0.046237655
2900089D17Rik,-2.431262,-0.6849682,0.015046333921446923,0.04834329695913893,0.019656019656019656,0.09139629200463499,0.026479524,0.042234216
Ccdc60,-2.432231,-0.7988039,0.015006135287799385,0.048225673386337695,0.019656019656019656,0.09125144843568946,0.031267133,0.053780954
Zfp354a,-2.4346752,-1.03423,0.014905162519304736,0.04792410157876251,0.0171990171990172,0.08868047508690614,0.02110485,0.04275529
Gm17750,-2.435209,-0.5938407,0.014883186425757278,0.04786489757751024,0.029484029484029485,0.10175260718424102,0.043788705,0.06537274
Tmem218,-2.435777,-0.46247745,0.014859844342816786,0.04779554913711839,0.029484029484029485,0.10218713789107764,0.03713615,0.0508187
Arhgef33,-2.4392612,-0.9606817,0.014717325304341928,0.04735982406319373,0.022113022113022112,0.09393105446118193,0.023141487,0.044556238
Ubr3,-2.4406223,-0.39284855,0.01466198382868255,0.04718738836707391,0.542997542997543,0.7951911935110081,1.0361115,1.2200361
Fdxr,-2.4409494,-0.80751383,0.014648709172396518,0.047150313304060186,0.0171990171990172,0.08893395133256084,0.024524154,0.042535074
D430036J16Rik,-2.4431343,-0.92162,0.014560315882246183,0.046899507043389466,0.0171990171990172,0.08904258400926998,0.02275066,0.04266599
A230072E10Rik,-2.443375,-2.9640214,0.014550606455610342,0.04687385151207887,0.004914004914004914,0.07564455388180764,0.005128069,0.039333105
Fzr1,-2.4435017,-0.3723197,0.014545505071993701,0.046863036125236304,0.02702702702702703,0.09961616454229433,0.042091373,0.054154202
Snhg9,-2.4445724,-0.6500784,0.014502393060512283,0.04672973996114223,0.029484029484029485,0.10207850521436848,0.036808606,0.057172365
Pcdhb17,-2.4449923,-1.2054424,0.014485526892607192,0.04668099155725057,0.014742014742014743,0.08636297798377753,0.018182877,0.04144392
Gm15513,-2.4474456,-5.015117,0.014387279870787419,0.04638663428462418,0.002457002457002457,0.07303736964078796,0.00092352874,0.029440396
Mpi,-2.4478993,-0.4859067,0.014369177962337306,0.04633939172443632,0.019656019656019656,0.091867033603708,0.03425285,0.04764754
Fam161b,-2.4502726,-1.6860965,0.014274808625456095,0.046051639784608626,0.007371007371007371,0.07846900347624565,0.011569903,0.0367623
Mthfd2,-2.4505196,-1.3047519,0.014265022737305295,0.04602559569541226,0.014742014742014743,0.08643539976825029,0.01854358,0.045200583
Gm50232,-2.451575,-0.585056,0.01422325476526227,0.04589634388646538,0.03194103194103194,0.10501158748551565,0.034668826,0.051565982
Zfp82,-2.4522755,-1.2753185,0.014195591190870435,0.04581257930563159,0.009828009828009828,0.08111239860950174,0.015656115,0.03748282
Ocel1,-2.4541118,-0.28516296,0.014123306115419294,0.045606686134036345,0.02457002457002457,0.09755214368482039,0.038996477,0.047320284
C230038L03Rik,-2.4568338,-1.9495308,0.0140167517376553,0.04529526388343932,0.009828009828009828,0.08129345307068366,0.010432525,0.039707508
Snhg4,-2.4574819,-0.3808317,0.013991486474335567,0.04521905720055289,0.0343980343980344,0.10783603707995365,0.041779906,0.0540654
0610040F04Rik,-2.4584045,-0.86150944,0.01395558291745243,0.04510844616768276,0.0171990171990172,0.08929606025492468,0.022945995,0.0413084
AI115009,-2.458488,-3.0854914,0.013952344797485404,0.045103405282535224,0.002457002457002457,0.07350811123986095,0.0038223146,0.031990226
Mrgbp,-2.4596145,-0.5123257,0.013908635257140646,0.044967516467256545,0.036855036855036855,0.11040701042873696,0.038538504,0.05452824
Npy5r,-2.4611204,-2.0845506,0.013850385083483855,0.04478457848293757,0.004914004914004914,0.0762239281575898,0.008748518,0.03659131
Rab9b,-2.4618456,-0.7877025,0.013822411201328799,0.044706808827603146,0.0171990171990172,0.08962195828505215,0.02554301,0.043694783
Dtx2,-2.461889,-0.97768056,0.013820746247889244,0.044706808827603146,0.022113022113022112,0.09447421784472769,0.023951706,0.04663299
Gm17382,-2.463145,-24.926744,0.013772421016246168,0.04457002923118566,0.0,0.07100955967555041,0.0,0.03139513
Cetn4,-2.464404,-2.8934844,0.013724126880719731,0.04442979388975171,0.004914004914004914,0.0762239281575898,0.005190336,0.037938837
Hhipl1,-2.4651601,-2.2392652,0.0136951986524111,0.044341485454908576,0.007371007371007371,0.07893974507531866,0.008134287,0.037838213
