Gene_Set,N_Cells,Mean_Score,Std_Score,Median_Score,Min_Score,Max_Score,N_Genes_in_Set,N_Genes_Found
GOBP_RNA_SPLICING,28026,0.15964432993549302,0.041338092604470564,0.1669012115902242,-0.011853908534823376,0.2958063033016859,469,429
HALLMARK_APOPTOSIS,28026,0.027271210268363304,0.03433981413751744,0.023069633373962325,-0.10409653198283758,0.27962792707466244,161,158
