Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,0.05194902175946997,145,0.04989540288291237,212,0.043609290870390595,464,0.03312015794605961,159
Excitatory,0.02980169375735507,2562,0.02566286863326416,3593,0.0248945868065765,3657,0.01508541458326137,5556
GABA,0.013491710297788504,438,0.011818188787548282,800,0.007955656621128356,577,0.0037779357026122176,1175
Immune,0.056272456235042914,50,0.059035476871134425,32,0.03641262590772961,483,0.01503321665885872,671
Oligo,0.05175258754734586,137,0.03778366544043238,180,0.04045442035969824,1106,0.025824286974855275,1115
Progenitors,0.01966294262002059,39,0.02091360257967723,93,0.012759434731199313,253,0.009004380674168139,92
Unknown,0.05654966460783579,910,0.054026278908927854,769,0.04712009705744057,1632,0.023631312303894318,522
Vascular,0.10275248602697391,102,0.08362162769642009,151,0.06464388333127608,246,0.04160131227070903,70
