Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.13338640443934233,609,0.11883798034681935,371
Excitatory,0.18385086864707695,6219,0.17326863968146458,9149
GABA,0.17675475402042637,1015,0.16687595191086152,1975
Immune,0.16237496535871115,533,0.12706257416461583,703
Oligo,0.15584410748883742,1243,0.12975955667652497,1295
Progenitors,0.17998656541756733,292,0.17210195983151835,185
Unknown,0.10628614818952897,2542,0.09497203271093384,1291
Vascular,0.16106632755652348,348,0.15598369372090234,221
