Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.04559494108207616,609,0.04270601219568976,371
Excitatory,0.02691613496671393,6219,0.019239397794722734,9149
GABA,0.010344613774209288,1015,0.007034747078788852,1975
Immune,0.03827564939059202,533,0.01703616449213443,703
Oligo,0.04169967289767709,1243,0.027486594406364057,1295
Progenitors,0.013681478593062428,292,0.01499117871315379,185
Unknown,0.05049574869821935,2542,0.04173644733044025,1291
Vascular,0.07581364619035993,348,0.07031202552538039,221
