names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB Meis2 Thsd7b Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Wdr75,-2.9289815,-3.3278954,0.0034007467832679497,0.030147827801520886,0.024390243902439025,0.2927572606669057,0.018472109,0.17160633
Rfwd3,-2.929689,-27.398176,0.003393014373107041,0.030089206668444286,0.0,0.2643599856579419,0.0,0.16286483
Pdzd8,-2.92997,-0.8945985,0.003389947038861927,0.03008186160311096,0.12195121951219512,0.4220150591609896,0.17803496,0.30915737
Smyd3,-2.9303966,-0.95948505,0.003385297973363777,0.030050530738118496,0.2926829268292683,0.7286124058802438,0.6740208,1.0546379
Gm44643,-2.931889,-1.4700999,0.0033690719232623454,0.029916378908810052,0.024390243902439025,0.2961634994621728,0.069102764,0.18083121
Pkn1,-2.932073,-27.359312,0.0033670749232126915,0.02990852997908265,0.0,0.26457511652922194,0.0,0.15886211
Lhfp,-2.932073,-27.903206,0.0033670749232126915,0.02990852997908265,0.0,0.26457511652922194,0.0,0.223956
Slc1a2,-2.932296,-0.9009924,0.0033646589442420318,0.029906842815674295,0.36585365853658536,0.7312656866260309,0.81384546,1.2078999
Arhgef3,-2.9329066,-1.0477791,0.0033580493441439188,0.029857970177745566,0.14634146341463414,0.4583363212621011,0.20509318,0.3856775
Ubxn4,-2.9331489,-0.292606,0.0033554297654102053,0.02984455405381404,0.21951219512195122,0.5812477590534242,0.46287572,0.5429006
Galnt2,-2.9344087,-0.6790704,0.0033418379288378654,0.029733505015852132,0.07317073170731707,0.3627106489781284,0.15844792,0.24286439
Amn1,-2.9344282,-0.36981767,0.0033416292158400277,0.029733505015852132,0.0975609756097561,0.3946217282179993,0.2221931,0.2787774
Elmo1,-2.9344766,-0.9208481,0.003341107485279353,0.029733505015852132,0.24390243902439024,0.5732520616708497,0.49584076,0.79535186
Gramd1b,-2.934903,-0.8208751,0.0033365194541087675,0.029715703590289223,0.2926829268292683,0.6817855862316242,0.5579886,0.8414946
Lhfpl4,-2.934961,-2.2552252,0.0033358942582473647,0.029715703590289223,0.04878048780487805,0.32459662961634994,0.04538967,0.20023282
Uba3,-2.935252,-27.367905,0.0033327698789771946,0.029701998888264417,0.0,0.26486195769092863,0.0,0.1597393
Morc2b,-2.935252,-27.186672,0.0033327698789771946,0.029701998888264417,0.0,0.26486195769092863,0.0,0.14215745
Rybp,-2.9355814,-0.94747156,0.0033292321376915137,0.02969016513102256,0.14634146341463414,0.45801362495518105,0.20736583,0.3676845
Stx16,-2.9356687,-0.54242563,0.0033282962494226814,0.02969016513102256,0.17073170731707318,0.49386877016851916,0.2852429,0.39254236
Usp11,-2.9359303,-1.0563949,0.0033254900220805765,0.029676491827733343,0.07317073170731707,0.359806382215848,0.12533104,0.2450559
Mfsd14a,-2.9364827,-1.3265101,0.0033195728396829952,0.029633528970857834,0.04878048780487805,0.32542129795625674,0.08929388,0.21046132
Hectd1,-2.9371903,-0.77333486,0.003312008698921981,0.02958566281251118,0.2682926829268293,0.6188598063822158,0.3961392,0.604758
Erlec1,-2.9377232,-0.60998785,0.0033063200621156292,0.02954466912838276,0.14634146341463414,0.46496952312656864,0.24980696,0.35985005
Zfp354c,-2.938169,-1.7242805,0.0033015691289892753,0.029512030105103736,0.04878048780487805,0.3281462889924704,0.066451035,0.20459162
Dym,-2.9382854,-0.60277647,0.003300330778211237,0.02951077804011179,0.2682926829268293,0.627357475797777,0.48112306,0.6618371
Ybx3,-2.938421,-1.952789,0.0032988865703732382,0.02950768380357154,0.04878048780487805,0.3268913589100036,0.056471016,0.20286164
Eef2k,-2.9386342,-1.181488,0.0032966182639372443,0.029497213703627623,0.07317073170731707,0.3579419146647544,0.11218478,0.23844093
Snx12,-2.9386632,-1.0107632,0.0032963090595220152,0.029497213703627623,0.0975609756097561,0.3871997131588383,0.15031628,0.28279465
Slc39a14,-2.939177,-2.6449459,0.00329085080231022,0.029465231942044524,0.024390243902439025,0.2959483685908928,0.030270752,0.17582509
Srpk1,-2.9396713,-0.72248995,0.003285606291171938,0.029428080347929993,0.0975609756097561,0.39809967730369306,0.17401691,0.27279404
Ece1,-2.9404175,-27.322676,0.003277702531746292,0.029370752908922312,0.0,0.26532807457870206,0.0,0.15517223
Ric3,-2.940747,-1.105182,0.0032742180757147628,0.029355435333485377,0.07317073170731707,0.3625313732520617,0.11726219,0.23716266
Ccpg1,-2.9418712,-0.42862308,0.003262355313084245,0.029258840875358367,0.14634146341463414,0.46357117246324847,0.27602804,0.35617498
Dcun1d5,-2.9432766,-0.5172085,0.003247581927837986,0.02913606891519422,0.12195121951219512,0.42986733596271065,0.2274584,0.31154427
Sgpl1,-2.9434993,-2.7316642,0.00324524417235449,0.029124819943608934,0.024390243902439025,0.2959842237361061,0.030270752,0.1857649
Ap3s2,-2.944023,-2.66673,0.0032397615536343904,0.029085330085585052,0.024390243902439025,0.29634277518823954,0.030232426,0.17806539
Nedd4,-2.9452147,-0.70515245,0.003227304857857452,0.028983182329755927,0.34146341463414637,0.7559698816780208,0.7085626,0.9861787
Fbxo10,-2.945302,-1.9869944,0.0032263951080427344,0.028983182329755927,0.024390243902439025,0.2972750089637863,0.048648592,0.18033256
Sugp1,-2.9455733,-0.8944541,0.003223566269480726,0.028968971792958903,0.0975609756097561,0.39677303693079957,0.15051082,0.26385424
Dgkz,-2.9461355,-0.41177565,0.003217713720766613,0.028926051414184976,0.17073170731707318,0.510505557547508,0.36495158,0.4611731
Rps6kb2,-2.9473178,-1.9287564,0.0032054347788912554,0.028825312084607774,0.024390243902439025,0.297454284689853,0.048648592,0.17378347
Cbx3,-2.9475117,-0.83994305,0.0032034259163431856,0.028816891319766117,0.12195121951219512,0.42707063463607026,0.20170477,0.3364973
Plekha3,-2.9475698,-27.335167,0.003202823481343153,0.028816891319766117,0.0,0.2659734671925421,0.0,0.1564214
Nlgn2,-2.9478219,-0.55388117,0.0032002141225636184,0.028807287595740177,0.0975609756097561,0.3951954105414127,0.19452208,0.27401194
Sdk1,-2.9479382,-1.2599247,0.003199010456678548,0.028806102872303143,0.17073170731707318,0.46486195769092864,0.2880595,0.5874992
Pard3b,-2.948578,-1.8237407,0.0031923976661010493,0.02875619352602588,0.04878048780487805,0.32807457870204376,0.110331446,0.34566686
Yipf5,-2.9493628,-0.2851223,0.0031842989962281012,0.02869286184730016,0.0975609756097561,0.4013983506633202,0.23453845,0.27920973
Atp11a,-2.949954,-0.9638575,0.00317821236335286,0.028647623684431852,0.07317073170731707,0.3628540695589817,0.13390908,0.24645944
Gm28376,-2.949954,-27.456146,0.00317821236335286,0.028647623684431852,0.0,0.26618859806382217,0.0,0.16900796
Vgll4,-2.95102,-1.1367091,0.003167263263182834,0.028568097979765946,0.12195121951219512,0.42011473646468267,0.17451498,0.35012132
Ipmk,-2.95353,-27.308567,0.003141618758836264,0.02834630491938563,0.0,0.2665112943707422,0.0,0.15377297
Ddx39b,-2.9547126,-0.5726337,0.0031296048099156036,0.028247390407266464,0.0975609756097561,0.3957332377196128,0.1954048,0.27835095
Sgsm3,-2.9548483,-0.95619273,0.0031282288423517047,0.02824445866733545,0.04878048780487805,0.33112226604517747,0.112427235,0.20771644
Ldlrad3,-2.955236,-2.1927173,0.0031243005448904388,0.02821847248443902,0.04878048780487805,0.32610254571531017,0.056471016,0.23554245
Tasp1,-2.9554298,-0.541337,0.003122338083124008,0.028210230091977838,0.24390243902439024,0.6326998924345644,0.5076899,0.6742802
Siah1a,-2.955604,-2.0934546,0.003120572828469933,0.028203764514290984,0.04878048780487805,0.327465041233417,0.05203094,0.20533015
Kcnk2,-2.955711,-1.5087049,0.003119494509706948,0.028203505207209184,0.0975609756097561,0.3857296522050914,0.12893084,0.33043844
Carm1,-2.9564862,-2.4303734,0.003111662405280194,0.028142163860612187,0.024390243902439025,0.2978128361419864,0.03529024,0.17699297
Thy1,-2.9565928,-0.32541117,0.0031105868941149065,0.02814190903867594,0.14634146341463414,0.4637863033345285,0.3212543,0.3884648
Sgk3,-2.9566023,-0.8224481,0.0031104891371810167,0.02814190903867594,0.07317073170731707,0.3635711724632485,0.16763727,0.2797108
Cnot3,-2.9570096,-0.9358505,0.003106385874468766,0.028122839773239806,0.12195121951219512,0.42599498027967014,0.17321104,0.30879596
8030462N17Rik,-2.9573777,-0.66108155,0.003102677651953011,0.028098735594195283,0.21951219512195122,0.5768017210469703,0.3623201,0.5250094
Gas5,-2.95793,-0.5660339,0.003097122885542724,0.02805788669404349,0.07317073170731707,0.3656866260308354,0.1881098,0.26727745
Fbn2,-2.958696,-1.7163583,0.003089439166654143,0.02799771683237667,0.04878048780487805,0.3270706346360703,0.09500217,0.2832922
Zcrb1,-2.9587538,-1.4678096,0.0030888563038797266,0.02799771683237667,0.04878048780487805,0.327572606669057,0.08583828,0.22147685
Inka2,-2.9606826,-27.397131,0.003069581409994497,0.02783653475752688,0.0,0.2671566869845823,0.0,0.16275604
Usp7,-2.9637063,-0.4893013,0.0030395821822414904,0.027573792449975976,0.1951219512195122,0.5578702043743277,0.37109724,0.48903686
Pde3b,-2.9642005,-0.79537404,0.0030347039685578612,0.027538836756214026,0.21951219512195122,0.5607386159913947,0.3887452,0.60136235
Sh3gl3,-2.9645107,-1.4364953,0.0030316467756487256,0.02752038812894637,0.07317073170731707,0.3608103262818214,0.11292916,0.28034362
Wdr11,-2.9654024,-2.6915953,0.0030228729875241733,0.027450015942809915,0.024390243902439025,0.29817138759411976,0.030232426,0.18089709
Trhde,-2.966575,-0.9435984,0.0030113688127019096,0.027354793778668125,0.1951219512195122,0.522266045177483,0.4240778,0.7010452
Elp2,-2.9666429,-0.60577095,0.003010704505590477,0.027354793778668125,0.07317073170731707,0.36611688777339546,0.16210435,0.23729016
Ppp2r5a,-2.9667687,-0.72668785,0.0030094711470393157,0.027354793778668125,0.0975609756097561,0.3966296163499462,0.19116905,0.2990775
Gspt1,-2.9669433,-0.6760231,0.0030077641807148936,0.02734978799858179,0.14634146341463414,0.4629257798494084,0.23907624,0.35872754
Pkp2,-2.9683194,-1.7367195,0.002994329049007775,0.027236838709153322,0.04878048780487805,0.330010756543564,0.08903049,0.27027613
Lnx1,-2.9689107,-2.1729128,0.0029885744484708723,0.027193699773251725,0.04878048780487805,0.3285765507350305,0.056170154,0.23153892
Zdhhc20,-2.9692595,-0.32609612,0.0029851830269913044,0.02717204198348792,0.2682926829268293,0.6484403011832198,0.58502334,0.6914781
Mgat5,-2.9701319,-0.8890946,0.002976719829344761,0.02710418902558242,0.2682926829268293,0.6261025457153101,0.44758314,0.71564907
Exoc3,-2.9724674,-0.5753761,0.0029541649519935122,0.026907936359344298,0.14634146341463414,0.46643958408031555,0.25954038,0.3657246
Cul9,-2.9734657,-0.96409273,0.0029445729699618156,0.026829662835833837,0.12195121951219512,0.4343133739691646,0.17160396,0.31130922
Gm20275,-2.9747257,-2.7447047,0.0029325071593116463,0.026728788117606494,0.024390243902439025,0.29910362136966656,0.030232426,0.18708359
Cep78,-2.9753072,-2.3733344,0.002926953556214341,0.026687221600094787,0.024390243902439025,0.2997490139835066,0.03653379,0.17629966
B230307C23Rik,-2.975782,-27.318346,0.002922425235758605,0.026654978304424207,0.0,0.26851918250268914,0.0,0.15474139
Fbxl2,-2.975879,-1.1339982,0.0029215018746773353,0.026654978304424207,0.12195121951219512,0.432341340982431,0.15278712,0.30916566
Mlxip,-2.976722,-1.4365133,0.002913479861039192,0.02659144153061246,0.07317073170731707,0.3634994621728218,0.09732576,0.24425748
Ugp2,-2.9774587,-1.273824,0.002906488582449921,0.026536645671229826,0.07317073170731707,0.3614557188956615,0.12898636,0.28735685
Aqr,-2.9788156,-1.0862405,0.0028936499814931297,0.026437393744549606,0.0975609756097561,0.3928289709573324,0.13688938,0.27115402
Sdf4,-2.9789705,-1.4430948,0.0028921860136441983,0.026433006185925038,0.04878048780487805,0.3315166726425242,0.090803586,0.22988495
Ano6,-2.979581,-0.89181054,0.0028864282097682825,0.026389358964434756,0.1951219512195122,0.532018644675511,0.29253927,0.48891512
Pank1,-2.979591,-0.7170099,0.0028863369004768426,0.026389358964434756,0.0975609756097561,0.3925062746504123,0.17555054,0.27417418
Brms1l,-2.9806085,-1.1115139,0.0028767640850177966,0.02631891418604978,0.0975609756097561,0.394801003944066,0.133402,0.26877078
Epb41l1,-2.9806569,-0.7620718,0.0028763089604214196,0.02631891418604978,0.2682926829268293,0.609537468626748,0.41293526,0.62435126
Pip4p2,-2.98213,-1.2444099,0.0028625045057041436,0.026206301897196027,0.0975609756097561,0.3964861957690929,0.13020518,0.28477877
Sec22b,-2.9821396,-27.356197,0.0028624138875382905,0.026206301897196027,0.0,0.26909286482610256,0.0,0.15854509
Trmt6,-2.9821396,-27.333399,0.0028624138875382905,0.026206301897196027,0.0,0.26909286482610256,0.0,0.15624401
Sh3bgrl,-2.9821687,-1.5656765,0.002862142048754286,0.026206301897196027,0.04878048780487805,0.3316959483685909,0.089357615,0.24427179
Zcwpw2,-2.982285,-2.7572024,0.0028610549292892107,0.026206301897196027,0.024390243902439025,0.2998565794191467,0.03018361,0.188285
Exoc5,-2.9841845,-0.4782334,0.0028433519253491155,0.026075380967280112,0.21951219512195122,0.5964861957690929,0.43746403,0.5678467
Katnbl1,-2.9845238,-1.004401,0.0028402012191801737,0.02605537956960439,0.0975609756097561,0.40014342058085334,0.14786379,0.2773922
Gtpbp2,-2.985745,-2.676844,0.002828885053447933,0.02596043080127936,0.024390243902439025,0.30021513087128004,0.030270752,0.17942391
Adcy5,-2.9871986,-1.3315074,0.0028154671140029966,0.025846122771868985,0.04878048780487805,0.33223377554679095,0.09449397,0.22266859
Tbc1d14,-2.987499,-1.9071206,0.002812701330269147,0.025829557328889946,0.04878048780487805,0.3314449623520975,0.064152196,0.22193825
Adam19,-2.9877026,-27.45759,0.0028108291447507807,0.025821189442548197,0.0,0.2695948368590893,0.0,0.16916373
Ankrd13b,-2.9877026,-27.284737,0.0028108291447507807,0.025821189442548197,0.0,0.2695948368590893,0.0,0.15143515
Gkap1,-2.988071,-1.8986962,0.0028074442729615957,0.02580774122972223,0.04878048780487805,0.32918608820365725,0.06813886,0.23343468
Asah1,-2.9887686,-0.970466,0.0028010410380784052,0.025757690860084444,0.0975609756097561,0.3983865184653998,0.15756492,0.2884798
Akap9,-2.989234,-0.78290313,0.002796779627612728,0.025727308659347484,0.24390243902439024,0.6113660810326281,0.40496463,0.6200422
Zbtb7a,-2.990484,-1.0346388,0.002785356409075982,0.025631002298586177,0.12195121951219512,0.43298673359627105,0.17989413,0.33915442
Icam5,-2.991269,-0.29796606,0.002778205486375128,0.025573957320623394,0.0975609756097561,0.405198996055934,0.26052734,0.31180525
Nrg3os,-2.991647,-1.5874766,0.002774768433476775,0.025551071901138086,0.024390243902439025,0.3016851918250269,0.06670649,0.18839191
Mtmr6,-2.9917343,-1.1238961,0.0027739758191772635,0.025551071901138086,0.0975609756097561,0.397346719254213,0.13864185,0.28072986
Dcx,-2.9918215,-1.1524893,0.002773183411684248,0.025551071901138086,0.17073170731707318,0.4844030118321979,0.23329292,0.46000993
Abce1,-2.9922092,-1.0306023,0.0027696641014620387,0.025530317120509426,0.0975609756097561,0.3956973825743994,0.14393125,0.27478403
Rtf1,-2.9925194,-0.3734674,0.002766851591024409,0.025513144217853764,0.14634146341463414,0.4793832915023306,0.31058773,0.3865155
Thoc2,-2.992587,-0.8083401,0.002766236702221719,0.025513144217853764,0.2926829268292683,0.6899605593402653,0.5264751,0.7945746
Wdr43,-2.9926841,-0.5398158,0.002765358506168634,0.025513144217853764,0.0975609756097561,0.4035496593761205,0.20219703,0.2819994
Mtmr2,-2.992878,-2.1113086,0.002763602878015671,0.02550945013132294,0.07317073170731707,0.3567586948727142,0.06463725,0.25348645
Aggf1,-2.9932656,-27.384178,0.0027600946756859805,0.025485822658310068,0.0,0.270096808892076,0.0,0.16141261
Prmt3,-2.993789,-0.84974295,0.0027553650553788713,0.025450896884850555,0.07317073170731707,0.36694155611330226,0.14196147,0.24286008
Tcp11l1,-2.9974427,-0.660902,0.0027225510256664604,0.02515644637539814,0.14634146341463414,0.46353531731803516,0.239458,0.35611743
Abca2,-2.9980338,-27.635292,0.002717275278993529,0.025116335310132826,0.0,0.27052707063463605,0.0,0.18935843
A330015K06Rik,-2.9980338,-27.57361,0.002717275278993529,0.025116335310132826,0.0,0.27052707063463605,0.0,0.18211219
Deaf1,-3.0000205,-1.7841994,0.0026996136808403568,0.024970264923986366,0.04878048780487805,0.33381140193617787,0.06552267,0.20964164
P3h2,-3.000166,-1.9647263,0.002698325496347893,0.024966944244789215,0.04878048780487805,0.3319827895302976,0.07751054,0.2735241
Cap1,-3.0018814,-0.4518966,0.002683167280641777,0.024835241071596466,0.0975609756097561,0.40487629974901396,0.22524817,0.29681098
Ubr2,-3.0021431,-0.62493765,0.0026808618632654614,0.02482245288281976,0.21951219512195122,0.5722839727500897,0.36162254,0.5139279
AI480526,-3.0024629,-3.1266341,0.002678046589317806,0.024804933421223526,0.024390243902439025,0.30032269630692005,0.02334847,0.18757746
Slitrk1,-3.0026374,-0.94356596,0.002676512124384158,0.024799269235242186,0.07317073170731707,0.36891358910003585,0.13628915,0.24750344
Cep97,-3.003025,-2.8945942,0.002673105078665323,0.024776244727056647,0.024390243902439025,0.30089637863033347,0.030232426,0.20559187
Ubxn7,-3.0031412,-1.0912478,0.00267208373812328,0.024775324376595076,0.12195121951219512,0.42760846181427037,0.16217068,0.31853557
Pi4kb,-3.0033157,-1.1363571,0.0026705523959988896,0.024769673068860947,0.07317073170731707,0.36496952312656866,0.11549676,0.23833494
Ttc39b,-3.003907,-0.9735313,0.0026653688104333177,0.02473013119348869,0.0975609756097561,0.40204374327716025,0.16646685,0.30429104
Arcn1,-3.0040717,-0.6264238,0.002663925843975374,0.02472528063130166,0.07317073170731707,0.3694514162782359,0.16957247,0.2509761
5031439G07Rik,-3.0053508,-0.866836,0.0026527459056809788,0.024630021591447095,0.0975609756097561,0.39888849049838654,0.17048728,0.2919134
Dock3,-3.0063589,-1.3848414,0.0026439676925971035,0.024565495124510433,0.36585365853658536,0.8070276084618143,0.8855054,1.5516444
Tmem132a,-3.0067658,-0.93361235,0.0026404301777592843,0.02454111341279556,0.07317073170731707,0.36805306561491574,0.15762506,0.2822409
Ptprs,-3.0072408,-0.73395294,0.0026363085454801966,0.02451128395053733,0.34146341463414637,0.7349229114377913,0.7152345,1.0070355
Arpp19,-3.0074444,-0.8221216,0.002634543932660344,0.024503355995355986,0.07317073170731707,0.36704912154894226,0.15780106,0.2640626
Ctnnbl1,-3.0076768,-1.532189,0.0026325285544144205,0.02449308942420896,0.07317073170731707,0.36590175690211546,0.088891864,0.23812664
Qser1,-3.0079968,-1.1756252,0.0026297597104663283,0.024475803055154222,0.12195121951219512,0.4294729293653639,0.15249985,0.3163707
Fam91a1,-3.0082197,-2.8067107,0.0026278314847373785,0.024466331252561802,0.024390243902439025,0.3017210469702402,0.030232426,0.19454814
Tshz2,-3.008646,-1.351007,0.002624146305940533,0.024440489164860354,0.0975609756097561,0.39770527070634637,0.26882267,0.5804007
Pde1c,-3.0086849,-1.5776486,0.002623811524062332,0.024440489164860354,0.04878048780487805,0.3354607386159914,0.13058476,0.34809536
Dcaf8,-3.0098479,-0.7228236,0.002613786205498463,0.024360886348159454,0.1951219512195122,0.5406955898171387,0.30337313,0.46054584
Ppp2r2c,-3.010245,-0.6954065,0.002610368923052921,0.024337478474126296,0.1951219512195122,0.5351380423090714,0.31108913,0.46430963
Glud1,-3.0111465,-1.6786128,0.0026026326617252455,0.024273772863782486,0.12195121951219512,0.41613481534600216,0.11621985,0.3325535
Robo1,-3.011912,-1.0827911,0.0025960774714863,0.024221042242651696,0.43902439024390244,0.7938687701685192,1.189677,1.7650882
Rnf130,-3.012542,-0.8097272,0.0025906952843181537,0.02417922274735283,0.2926829268292683,0.667120831839369,0.49980578,0.7592016
Rnf34,-3.0127358,-27.409077,0.0025890412804802274,0.024172181795171544,0.0,0.2718537110075296,0.0,0.16400425
Sil1,-3.0130267,-0.6724889,0.002586562085053802,0.024157428997356848,0.14634146341463414,0.4649336679813553,0.2610642,0.3889655
Snap23,-3.0132108,-2.0902436,0.0025849930508908925,0.024151169428872837,0.04878048780487805,0.3334169953388311,0.05353208,0.21039174
Trim24,-3.0135016,-1.0521355,0.002582517400379501,0.024136432190677286,0.14634146341463414,0.4605593402653281,0.19044608,0.36117697
Bbx,-3.0142672,-0.90184635,0.002576008555055006,0.0240839769917634,0.1951219512195122,0.522481176048763,0.28533366,0.48055598
Exoc1,-3.0144029,-0.6538712,0.002574856654739942,0.024081586603850416,0.0975609756097561,0.4019720329867336,0.18536527,0.2779594
Cnep1r1,-3.0159147,-1.6055549,0.002562053021545247,0.023970182691128404,0.024390243902439025,0.3038723556830405,0.06638035,0.18967742
Fam98a,-3.0161667,-1.5709276,0.0025599247520555,0.023958613057377665,0.024390243902439025,0.3039440659734672,0.065774076,0.18397142
Ubtd2,-3.0163896,-1.8961494,0.0025580433999743283,0.023949347093139443,0.04878048780487805,0.3352814628899247,0.06330616,0.21773328
Scrn1,-3.0174363,-1.0692277,0.00254922612246879,0.023875115340096335,0.04878048780487805,0.3368590892793116,0.11032879,0.21894087
5330438D12Rik,-3.018037,-1.3304571,0.0025441769193055657,0.02383613452640884,0.04878048780487805,0.33506633201864466,0.09492883,0.223486
Mfsd11,-3.0182989,-3.2141802,0.0025419809330634708,0.023823867342663223,0.024390243902439025,0.3016851918250269,0.021798514,0.1860806
Pantr1,-3.019646,-1.0274937,0.002530703081300905,0.02372644514813514,0.07317073170731707,0.36909286482610254,0.16726787,0.31564802
4933434E20Rik,-3.0197914,-1.2469298,0.0025294887867916608,0.02372333811556437,0.024390243902439025,0.30430261742560055,0.08605026,0.19332115
Gga3,-3.0202856,-27.382967,0.0025253641707155073,0.023692924325113714,0.0,0.272534958766583,0.0,0.16128743
Lrp8,-3.0203922,-0.8605043,0.002524475354570364,0.023692858112925493,0.0975609756097561,0.40577267837934744,0.16831332,0.28730202
Ist1,-3.0205765,-1.2431585,0.002522940800622597,0.023686729319611872,0.07317073170731707,0.3652922194334887,0.107432514,0.23781443
Fbxw7,-3.0211868,-0.8121652,0.0025178586458809967,0.023647277810144137,0.2926829268292683,0.6931875224094658,0.57691675,0.86310184
Fam13b,-3.021933,-0.68418765,0.0025116598412717617,0.023597307669570713,0.21951219512195122,0.5805306561491574,0.36633822,0.53703
Atpaf1,-3.0221367,-1.6563011,0.0025099716827546932,0.023589695388464012,0.07317073170731707,0.36701326640372894,0.082769975,0.24058975
Palm,-3.022951,-1.0679914,0.0025032294232219623,0.023534560742468204,0.0975609756097561,0.40182861240588025,0.14160445,0.27681506
Camta2,-3.0241332,-1.1389644,0.002493466597158726,0.023450979161937335,0.07317073170731707,0.3686984582287558,0.12540507,0.25791955
Xpnpep3,-3.0246468,-1.5650463,0.00248923623315639,0.023419389910683545,0.024390243902439025,0.3047328791681606,0.06710453,0.18678436
Arhgef17,-3.026052,-1.6040205,0.0024776961300136294,0.023318982491581864,0.024390243902439025,0.30484044460380066,0.06638035,0.1894939
Hdac9,-3.0268178,-1.1288716,0.002471429383200389,0.02326815260217045,0.34146341463414637,0.8012549300824668,1.036294,1.6049063
Adgra1,-3.027031,-1.9623163,0.0024696867967776287,0.023259896329973672,0.04878048780487805,0.33234134098243096,0.06813886,0.24277675
Kifap3,-3.0272732,-0.89213157,0.0024677079496370946,0.023249408347387354,0.34146341463414637,0.7350663320186447,0.61075866,0.9409293
Dmtf1,-3.0273023,-0.89175147,0.002467470585499528,0.023249408347387354,0.14634146341463414,0.46984582287558263,0.21581003,0.36943048
Cep126,-3.0277383,-1.1472075,0.0024639126294805783,0.023229941176892328,0.07317073170731707,0.37117246324847614,0.12440084,0.2572744
Igsf9b,-3.0284846,-0.9693912,0.002457835458513932,0.02318077878914333,0.0975609756097561,0.40566511294370744,0.17797843,0.3231128
Cops2,-3.0285041,-0.91983795,0.0024576777928325888,0.02318077878914333,0.07317073170731707,0.3714593044101829,0.13860746,0.24785575
Fhl2,-3.0296476,-3.1731734,0.0024483918824140596,0.023107934626085628,0.024390243902439025,0.30304768734313375,0.02334847,0.1931697
2610008E11Rik,-3.0302389,-2.0937629,0.0024436041381363884,0.023070851437710736,0.07317073170731707,0.36052348512011473,0.061310843,0.23893887
Fbxw11,-3.0304713,-0.68064195,0.0024417227852256123,0.023061191999652793,0.21951219512195122,0.5698458228755826,0.35501984,0.5206683
Adam12,-3.030743,-4.071343,0.0024395295489245752,0.023048579106752228,0.024390243902439025,0.2980279670132664,0.018472109,0.27263626
Ipo5,-3.0318282,-1.5797995,0.0024307746209981597,0.022973940930784576,0.07317073170731707,0.36626030835424883,0.088758945,0.2448713
Ythdf2,-3.0321383,-1.6095145,0.002428278499950895,0.022958424804250723,0.024390243902439025,0.30541412692721404,0.06985006,0.19947958
Zmiz1,-3.0322936,-1.3630744,0.00242703131935256,0.022954710155228188,0.0975609756097561,0.39806382215847974,0.14131422,0.32962286
Magi1,-3.032303,-0.9819955,0.002426953390034346,0.022954710155228188,0.2926829268292683,0.7497669415561133,0.7591251,1.1769986
Lrfn2,-3.032371,-0.7469431,0.002426407948927191,0.022954710155228188,0.1951219512195122,0.5571889566152743,0.36198857,0.54928684
Gm3764,-3.0333693,-0.6051932,0.002418395132990541,0.022897208323980213,0.1951219512195122,0.5400143420580853,0.39374876,0.5504387
Styx,-3.035511,-1.2710285,0.002401284257433885,0.022743217482287095,0.07317073170731707,0.36522050914306203,0.1060447,0.23900434
Mat2a,-3.0355885,-0.6125495,0.00240066694274223,0.022743217482287095,0.21951219512195122,0.5778773754033704,0.37438166,0.5272633
Ndfip2,-3.0358114,-0.698465,0.002398892972107904,0.022736597587491844,0.14634146341463414,0.46927214055216926,0.24326412,0.36943758
Dnajc11,-3.035831,-1.2108107,0.0023987387705149276,0.022736597587491844,0.04878048780487805,0.33811401936177843,0.09690756,0.21150632
Pura,-3.0358696,-0.8386617,0.002398430394549148,0.022736597587491844,0.2682926829268293,0.6389386877016852,0.41993704,0.6592293
Ambra1,-3.0378177,-0.9546786,0.002382981151403195,0.022609711701343165,0.3170731707317073,0.7509501613481535,0.6477616,1.0174587
Zswim8,-3.0389807,-1.710994,0.0023738012082676245,0.022530568161833655,0.07317073170731707,0.3668698458228756,0.07951301,0.23976052
Kif21b,-3.0391357,-1.6414533,0.0023725796651209168,0.022526931308056195,0.024390243902439025,0.30605951954105415,0.069102764,0.20147897
Katnip,-3.0393198,-0.7151684,0.002371129830132592,0.022521123554493726,0.12195121951219512,0.435209752599498,0.21260124,0.32851043
Neto2,-3.0394459,-0.6384707,0.002370138305183692,0.022519666287229775,0.12195121951219512,0.4487988526353532,0.30815595,0.4458554
Mcts1,-3.0406573,-0.7054797,0.002360623766670803,0.022437198659513432,0.07317073170731707,0.3727142344926497,0.16909929,0.26269776
Parg,-3.0419753,-0.70015746,0.00235031168132636,0.02234708948239182,0.1951219512195122,0.5634636070276084,0.33769846,0.50238967
Tent4a,-3.0425375,-27.304565,0.0023459264400238185,0.022313289714492035,0.0,0.2745428468985299,0.0,0.15337783
Psmd11,-3.0431771,-0.66317683,0.0023409454522648515,0.0222737975574917,0.14634146341463414,0.47698099677303696,0.25012147,0.37157726
Ecd,-3.0453868,-2.1244695,0.0023238128262878734,0.022118615176179652,0.04878048780487805,0.3363212621011115,0.05353208,0.21493773
Tbc1d1,-3.0460265,-1.2515087,0.0023188748573872765,0.02207943565485334,0.0975609756097561,0.40369307995697384,0.14615707,0.31823683
Fgfr1,-3.0472765,-1.3611141,0.002309251109922419,0.021995596357183764,0.04878048780487805,0.3393689494442452,0.112965256,0.26789865
