names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6b EPd Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Cacna1c,-3.5688481,-1.171839,0.00035855434001289677,0.04502035101003054,0.8095238095238095,0.7842350412038696,1.0483905,1.6438204
Lrrc4c,-3.580598,-1.050225,0.0003428086466134907,0.043245391241805146,0.9523809523809523,0.9152991759226083,1.9706165,2.623776
Zmat4,-3.5907643,-2.6899467,0.0003297097005718023,0.041987202153385444,0.23809523809523808,0.6014331780723755,0.19397567,0.86766803
Il1rap,-3.608782,-2.5808873,0.0003076380472245045,0.039741511196742484,0.38095238095238093,0.6412038695807954,0.22411615,0.91750795
Trpc4,-3.6234696,-3.61375,0.00029067748125014855,0.03866586099599748,0.14285714285714285,0.5430311716230741,0.07996319,0.7026519
Zfp608,-3.6562696,-2.1938353,0.0002559123276286301,0.035043834787553706,0.38095238095238093,0.6601576495879613,0.25060725,0.8342323
Edil3,-3.681922,-2.1446843,0.0002314822779893359,0.03206148870914152,0.6666666666666666,0.7589036187746327,0.55889845,1.4611506
Zeb2,-3.7951176,-1.2957543,0.00014757341264594844,0.02259410951341427,0.8571428571428571,0.8604801146542458,1.3413807,2.071136
Tspan5,-3.807978,-1.897526,0.00014010784259145426,0.021763640592438748,0.5238095238095238,0.7385524901469007,0.450767,1.1384338
Slc24a3,-3.8283644,-2.0736399,0.00012899765996978173,0.02026998317770781,0.6190476190476191,0.7303833751343605,0.43821472,1.1984453
Dock4,-3.8404257,-1.2348245,0.00012282108223042026,0.019412955761949367,0.8571428571428571,0.8603726262988176,1.31849,2.007333
Lsamp,-3.841035,-0.8648842,0.00012251665173232835,0.019412955761949367,0.9523809523809523,0.9729487638839126,3.4875085,4.073124
Dlgap1,-3.868718,-0.67275697,0.00010940909324550464,0.017732397185102364,0.9523809523809523,0.919061268362594,2.5024648,2.9378002
Ncam2,-3.8788435,-1.5569384,0.0001049541969360618,0.01751626876814895,0.8095238095238095,0.859942672877105,1.2240398,2.087432
Slc9a9,-3.913647,-2.3404064,9.091249306845338e-05,0.01565909415864963,0.38095238095238093,0.6872805446076675,0.26826134,0.9393374
Dgkb,-3.92204,-1.9362829,8.780243128370585e-05,0.015220976313504362,0.7619047619047619,0.7795772124686492,0.7308222,1.6333567
Nebl,-3.9593477,-2.2319822,7.515474940878905e-05,0.013401636682653876,0.47619047619047616,0.7477964887137227,0.488355,1.3757063
Nlgn1,-3.9679437,-0.851334,7.249546634341671e-05,0.013268700874964562,0.9047619047619048,0.9545682551056969,2.8388472,3.402521
