names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MEA-BST Sox6 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Csnk1g3,-4.0959234,-4.351711,4.204890103601956e-05,0.018223451142545897,0.0625,0.6329571914741179,0.04390582,0.6504494
Mcu,-4.1049795,-4.9621763,4.0435069620628715e-05,0.01781131673289006,0.0625,0.6216371126634426,0.032394335,0.70622486
Lncpint,-4.1062202,-2.9499385,4.0218629231623464e-05,0.01781131673289006,0.1875,0.7499552212072362,0.2857109,1.2684767
Helz,-4.1075535,-4.7406135,3.998718223613185e-05,0.01781131673289006,0.0625,0.6239297868529464,0.032394335,0.6313881
Nr3c1,-4.113493,-4.902649,3.897169907094871e-05,0.01781131673289006,0.0625,0.6256851155292853,0.032394335,0.68553805
Mtus2,-4.1191063,-5.088119,3.8034434224657765e-05,0.01781131673289006,0.0625,0.6226759806555615,0.032394335,0.75139326
Srgap3,-4.121696,-3.0363173,3.760929909237527e-05,0.01781131673289006,0.125,0.7511373813361992,0.23554401,1.1565515
Klhl29,-4.1242704,-3.6701431,3.719118302378425e-05,0.01781131673289006,0.125,0.6658069138456028,0.11959088,0.962087
Scaf8,-4.1288137,-3.2776823,3.6463930534736674e-05,0.01781131673289006,0.125,0.6955042092065198,0.11959088,0.8028952
Bicral,-4.1358075,-4.406835,3.5370837903319775e-05,0.01781131673289006,0.0625,0.6368977252373276,0.04390582,0.66890436
Atp9b,-4.1450033,-3.1219869,3.398087159455472e-05,0.017558961918186254,0.125,0.7270643023464087,0.17179476,0.9676555
Psmd14,-4.14888,-3.9499094,3.3410567052352536e-05,0.017558961918186254,0.0625,0.6655203295719148,0.069440894,0.747295
Dapk1,-4.15713,-4.2778945,3.222707281723358e-05,0.017318828931981327,0.0625,0.6481103349453698,0.06203113,0.80711883
Abl2,-4.181662,-3.9248023,2.8938573346836953e-05,0.015868968690398142,0.0625,0.6735446892351782,0.07606455,0.7885908
Pde8b,-4.187865,-4.6818147,2.815909082592472e-05,0.015763224385262443,0.0625,0.6390112842557765,0.04390582,0.76640254
Rngtt,-4.1946416,-4.4366913,2.733033537478751e-05,0.015624810883415753,0.0625,0.6444922084900591,0.04390582,0.67905027
Clasp2,-4.217189,-2.8167655,2.4736668689443002e-05,0.014449441036637685,0.1875,0.831775031345155,0.37179804,1.4286366
Lnpep,-4.2270513,-3.9069822,2.3677351719460848e-05,0.014138009793375844,0.0625,0.6844707146695325,0.07606455,0.7818703
Ubn2,-4.2420626,-3.2103586,2.2147513426750987e-05,0.013525083767654524,0.125,0.7869604155471969,0.22370172,1.2000923
Cstf3,-4.2518163,-4.289665,2.1204373819412327e-05,0.013250268012269983,0.0625,0.661078273329751,0.05362324,0.7311067
Dync1i2,-4.254158,-3.2972372,2.0983719688135027e-05,0.013250268012269983,0.125,0.7354827153859932,0.16610023,1.0211031
Ehbp1,-4.268347,-3.0162928,1.9692691286827366e-05,0.012905917436025644,0.125,0.7741357692996597,0.25598305,1.212046
Samd12,-4.28021,-3.4549932,1.8671717949108592e-05,0.012542726532313695,0.125,0.7513523195414652,0.23870552,1.3753655
Ubr5,-4.2843966,-3.1865876,1.832356696226254e-05,0.012542726532313695,0.125,0.7567615977073258,0.18757263,1.0572445
Srpk2,-4.2891264,-2.891879,1.7937724984253127e-05,0.012542726532313695,0.125,0.7648934264732222,0.2379064,1.0964702
Wdr33,-4.3003225,-3.3002067,1.705496846154969e-05,0.012385594663833517,0.125,0.7359842378649472,0.14802065,0.9445003
Pakap,-4.3004932,-4.4091616,1.7041844969995037e-05,0.012385594663833517,0.0625,0.6655561526061258,0.06203113,0.8585317
Mef2a,-4.3093944,-3.35716,1.6370233736635872e-05,0.012385594663833517,0.125,0.7503492745835573,0.16316092,1.035342
9330159F19Rik,-4.3129296,-4.603346,1.61105256686526e-05,0.012385594663833517,0.0625,0.6560272255060003,0.04390582,0.73765665
Ube3c,-4.3152404,-4.005666,1.5942931158236245e-05,0.012385594663833517,0.0625,0.692745835572273,0.07606455,0.8195554
Dock9,-4.3161087,-3.8678331,1.588037335096908e-05,0.012385594663833517,0.0625,0.7144545943041376,0.11955978,1.0487666
Zeb2,-4.323444,-3.3821344,1.536123829846817e-05,0.012385594663833517,0.1875,0.8608633351244851,0.51001006,2.071482
Mbnl1,-4.324901,-3.7905324,1.526001541086082e-05,0.012385594663833517,0.125,0.70736163353036,0.09836198,0.8880137
Tcaf1,-4.326002,-4.3872914,1.5183981728868992e-05,0.012385594663833517,0.0625,0.6673473043166757,0.05362324,0.7667704
Pkp4,-4.328499,-3.3244784,1.5012903269735865e-05,0.012385594663833517,0.125,0.753609170696758,0.19150007,1.1360317
Hdac8,-4.3311195,-4.721277,1.4835301852593239e-05,0.012385594663833517,0.0625,0.6627261329034569,0.04390582,0.7811386
Thoc2,-4.3330736,-4.0769196,1.4704194487588096e-05,0.012385594663833517,0.0625,0.6897367006985492,0.069440894,0.79459673
Abi1,-4.3777804,-4.4041166,1.1989397223151263e-05,0.012385594663833517,0.0625,0.6776643381694429,0.05362324,0.77303493
Fam193a,-4.3798275,-3.4383898,1.187732930127714e-05,0.012385594663833517,0.125,0.724413397814795,0.12799877,0.9083864
Vti1a,-4.380324,-3.499997,1.1850312274023409e-05,0.012385594663833517,0.125,0.7471610245387784,0.15052608,1.0430496
Pum2,-4.3868985,-4.34937,1.1497828373685881e-05,0.012385594663833517,0.0625,0.6819631022747626,0.05362324,0.7527849
Mbtd1,-4.4105005,-4.4140224,1.0313193992914964e-05,0.012385594663833517,0.0625,0.6795987820168369,0.05362324,0.77673876
Ttc14,-4.4106402,-3.3782518,1.0306548614528241e-05,0.012385594663833517,0.125,0.7594125022389396,0.17892313,1.1109679
Large1,-4.429931,-2.728274,9.426325888916556e-06,0.012385594663833517,0.3125,0.846032598961132,0.641299,1.9397427
Ssh2,-4.43373,-2.981349,9.261651411756742e-06,0.012385594663833517,0.1875,0.8145083288554541,0.31842858,1.376547
Kmt2c,-4.4422436,-3.2959442,8.902568464459379e-06,0.012385594663833517,0.125,0.7888232133261688,0.20022455,1.1560035
Relch,-4.4456396,-4.1853595,8.763072661894355e-06,0.012385594663833517,0.0625,0.7019523553644994,0.069440894,0.8365005
Mast4,-4.4740176,-3.5724838,7.676339343382642e-06,0.012385594663833517,0.125,0.7632455668995164,0.19542535,1.2719026
Ppp1r12b,-4.492223,-4.391913,7.048355698613679e-06,0.012385594663833517,0.0625,0.6940712878380799,0.06203113,0.8516578
Ash1l,-4.5054507,-3.3432682,6.623225298657713e-06,0.012385594663833517,0.125,0.783557227297152,0.18757263,1.129442
Ttc7b,-4.544575,-6.12632,5.504620230713007e-06,0.01232576213327154,0.0625,0.676446355006269,0.018272873,0.8277737
Malat1,-4.5548873,-1.1963452,5.241368670309999e-06,0.01232576213327154,1.0,0.9937309690130754,4.1665096,4.9869785
Map2k4,-4.5563912,-3.9281104,5.203991863255685e-06,0.01232576213327154,0.125,0.7188966505463013,0.09836198,0.9452283
Trpm7,-4.5645947,-4.2684827,5.004602824807977e-06,0.01232576213327154,0.0625,0.7174995522120724,0.069440894,0.8695658
Jarid2,-4.5646257,-4.1729493,5.003863060413033e-06,0.01232576213327154,0.0625,0.7310764821780404,0.08205302,0.9331337
Slc17a7,-4.6044946,-4.5248146,4.13468991421314e-06,0.01232576213327154,0.0625,0.7150277628515135,0.069440894,0.97657216
Fmn2,-4.6386414,-3.7353685,3.507074178240065e-06,0.01232576213327154,0.125,0.7554361454415189,0.15937202,1.1942531
Wnk1,-4.651512,-3.9436903,3.2951005376487495e-06,0.01232576213327154,0.0625,0.7626365753179294,0.11295549,1.0438297
Alcam,-4.718689,-5.0294394,2.3736958990740403e-06,0.01232576213327154,0.0625,0.7198638724699982,0.069440894,1.2085177
Pde4dip,-4.826758,-4.5200524,1.3877368435248119e-06,0.01232576213327154,0.0625,0.7524986566362171,0.09254247,1.1708246
Phf21a,-4.8409777,-3.807131,1.2920176276249527e-06,0.01232576213327154,0.125,0.7738850080601827,0.14203219,1.1430331
