names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-LGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Nsmf,-3.4627843,-0.92041653,0.0005346166898380256,0.024896274620360048,0.21212121212121213,0.42619252256123763,0.18052529,0.31805784
Kcnmb2,-3.4723365,-2.9267216,0.0005159493345216828,0.02406867815728753,0.06060606060606061,0.25787852743160006,0.05033928,0.33114958
Fam13a,-3.4779246,-0.8650696,0.0005053121610998643,0.02365459541594661,0.1717171717171717,0.3923864775820083,0.16819388,0.28789952
Pwwp2a,-3.478354,-0.9025701,0.0005045033447619932,0.02365459541594661,0.3838383838383838,0.5587666523420713,0.30301726,0.5078101
Zfp260,-3.4925919,-1.0813326,0.00047835716075496175,0.022549924402606707,0.15151515151515152,0.364489328176479,0.12722409,0.25237566
Susd4,-3.4929402,-0.64727885,0.00047773335689208206,0.022549924402606707,0.43434343434343436,0.6175691161724681,0.48916966,0.6872395
Sec24d,-3.493133,-1.5844905,0.00047738836325827126,0.022549924402606707,0.1111111111111111,0.3178269588884114,0.07600951,0.21256074
Cemip,-3.4989266,-1.6650987,0.0004671350732131479,0.022137424016291506,0.15151515151515152,0.34640452657212434,0.105102934,0.30118957
Dzip1,-3.5034757,-1.2155164,0.00045922881332359543,0.02180119825795938,0.1919191919191919,0.4002291935252829,0.13787423,0.29512897
Fgd4,-3.5041351,-0.6801071,0.00045809277218419024,0.02180119825795938,0.45454545454545453,0.6371580002864919,0.48790526,0.6969697
Arhgap21,-3.5066679,-0.6418742,0.0004537551230438122,0.021656128163742867,0.6060606060606061,0.7120040108866924,0.6908608,0.9373554
Gfod1,-3.5074146,-0.7106667,0.00045248354445846583,0.021633866262631633,0.37373737373737376,0.557871365133935,0.35905394,0.5347086
Ano4,-3.5122063,-0.8890765,0.00044440305029672843,0.021323410645487668,0.5151515151515151,0.6414195673972211,0.6326224,0.96867657
Bin1,-3.5204327,-0.8595137,0.00043084313728345043,0.020856216831919547,0.43434343434343436,0.6230840853745881,0.41580558,0.6603688
Slc44a5,-3.5238242,-0.77963537,0.0004253662726475766,0.02063103203256387,0.4444444444444444,0.6087236785560808,0.5492383,0.8138186
Gm28175,-3.525187,-2.8570416,0.00042318384301008653,0.020562296314070572,0.04040404040404041,0.2447715227044836,0.028677486,0.19126862
Ralgps1,-3.527172,-0.6624294,0.0004200235716348191,0.020445712626499257,0.5656565656565656,0.6913765936112305,0.6047765,0.8394145
Rnf182,-3.529985,-1.5518528,0.0004155834178155669,0.020266291173691983,0.15151515151515152,0.3504870362412262,0.10439314,0.27961504
Npr3,-3.5373216,-2.8139765,0.0004042071289962946,0.019819426197318316,0.04040404040404041,0.24584586735424724,0.02470914,0.16205457
Ppp1r21,-3.5433018,-1.1532859,0.00039515025176526487,0.01941076282437416,0.2222222222222222,0.42998854032373585,0.15859307,0.32371426
Babam2,-3.5440361,-0.7387077,0.0003940513333795892,0.019392233201299562,0.4444444444444444,0.6413837559088956,0.46934286,0.6928722
Prickle2,-3.5465066,-0.5064017,0.00039037505419528274,0.019288320754478016,0.7878787878787878,0.8104856037816932,1.3922347,1.6668367
Vps13a,-3.5661397,-0.6053577,0.0003622784101942609,0.017993384254934918,0.6060606060606061,0.7078498782409397,0.73563117,0.9758437
Gpc4,-3.5686972,-1.3545556,0.0003587607517192987,0.017910289717644457,0.1111111111111111,0.3208351239077496,0.110810906,0.2621024
Cryl1,-3.5742419,-1.8322066,0.0003512442671107211,0.017575295078705915,0.08080808080808081,0.2936542042687294,0.058558706,0.1945325
Parp8,-3.5742853,-0.797711,0.00035118580249556095,0.017575295078705915,0.41414141414141414,0.5915699756481879,0.44261533,0.67694885
Glis3,-3.579077,-1.9973483,0.0003448099736830071,0.017382821750210886,0.1414141414141414,0.3348732273313279,0.14384484,0.4809953
Me1,-3.5803525,-1.5354646,0.00034313085658425034,0.017330688188757156,0.13131313131313133,0.33974358974358976,0.0883696,0.23730426
Fut8,-3.5838249,-0.6507967,0.00033859904790986854,0.01713400455242593,0.6060606060606061,0.7367855608079071,0.74014634,1.0010527
Apba2,-3.5874715,-0.58224285,0.0003339001597895706,0.01692810810102974,0.6464646464646465,0.7180203409253688,0.7801671,1.0186357
Gpd2,-3.5916905,-0.9710121,0.0003285397193588826,0.016687830357605248,0.23232323232323232,0.4529078928520269,0.20616972,0.37074444
Mettl15,-3.5977705,-1.571284,0.00032095680517663365,0.016364533880637848,0.09090909090909091,0.31041398080504223,0.07866698,0.21770057
Abca8b,-3.5996559,-0.9155466,0.00031863857796604427,0.016277221653892792,0.25252525252525254,0.4767941555651053,0.23551361,0.40607738
Tbc1d5,-3.6007013,-0.6956674,0.00031735998811655643,0.016242786439413088,0.6565656565656566,0.7783268872654348,0.86951077,1.1769303
Pkp4,-3.601697,-0.6020542,0.0003161467500129135,0.016211570940547683,0.6363636363636364,0.752041254834551,0.87115425,1.134412
Ptpre,-3.6099298,-0.8511088,0.0003062798847009741,0.015735641495057694,0.3333333333333333,0.5436900157570549,0.33212534,0.53684515
Washc2,-3.622251,-1.2009269,0.00029205049125415945,0.015062181765833522,0.16161616161616163,0.3782767511817791,0.12949231,0.27597883
Smoc2,-3.623676,-27.33877,0.00029044532584743347,0.015008203664462573,0.0,0.21064317433032517,0.0,0.1567838
Brd9,-3.6244042,-0.7858981,0.0002896284130367447,0.014994827472634548,0.35353535353535354,0.5432960893854749,0.31643653,0.49578446
Frmpd3,-3.6255927,-1.8284249,0.00028829944385911824,0.014954837946900593,0.09090909090909091,0.30307262569832405,0.06270714,0.20687996
Ext1,-3.6286793,-0.61634314,0.0002848749307501411,0.014805782184248146,0.7373737373737373,0.7744592465262856,1.1476376,1.4579246
Cilk1,-3.6315603,-1.6332885,0.00028171268480576926,0.014669805892889574,0.13131313131313133,0.3448288210858043,0.09012958,0.25664598
Ntng2,-3.6354747,-1.620343,0.00027746934538380757,0.014476895748471668,0.13131313131313133,0.34139091820656065,0.09274052,0.2614169
Tspan14,-3.6396875,-2.3072453,0.00027296915948754667,0.014269808006673889,0.050505050505050504,0.2669746454662656,0.03987561,0.18344347
Tango2,-3.6526122,-0.8886741,0.0002595860002140295,0.013649854844913841,0.30303030303030304,0.5123549634722819,0.2591523,0.43678528
F730043M19Rik,-3.6527493,-1.5450401,0.00025944759363153217,0.013649854844913841,0.10101010101010101,0.31847156567826956,0.08713599,0.23561008
Phf20l1,-3.6573293,-0.51796925,0.00025485694511608134,0.013480326998561233,0.7272727272727273,0.774172754619682,0.96913326,1.2066185
Ppp1r16b,-3.6658173,-0.9902502,0.00024655000661785747,0.013066664058820178,0.21212121212121213,0.439371150265005,0.21993321,0.39788398
Sulf2,-3.6680698,-1.7052577,0.00024438841316452625,0.012977700912511502,0.1111111111111111,0.31976077925798596,0.08548671,0.25543544
Ell2,-3.6687233,-1.0342822,0.00024376476559626568,0.012977700912511502,0.1414141414141414,0.37444492193095547,0.15469432,0.29464373
Pygb,-3.668798,-1.262634,0.00024369358672670697,0.012977700912511502,0.1414141414141414,0.3741942415126773,0.123959266,0.27508244
Vgll4,-3.6778274,-1.1310266,0.0002352291442324002,0.012590850807817914,0.1919191919191919,0.4193883397794012,0.17499627,0.3498446
Faah,-3.6788042,-0.8404511,0.00023433000821402756,0.012567759123175488,0.24242424242424243,0.49011602922217445,0.24219568,0.39924967
E2f3,-3.6863961,-1.3189483,0.0002274521975906263,0.012272370580843631,0.20202020202020202,0.41931671680275034,0.13946241,0.3172657
Tox3,-3.6869748,-1.9762313,0.00022693575395633776,0.012269142271241037,0.1111111111111111,0.3202979515828678,0.082246825,0.29064697
4933406I18Rik,-3.6910198,-0.9342993,0.00022335681399634238,0.012124439579963071,0.3939393939393939,0.589851024208566,0.39051467,0.6486466
Crtac1,-3.6977777,-1.0999314,0.0002174951951828514,0.011830153632719064,0.25252525252525254,0.4675906030654634,0.22087334,0.42512769
4930578G10Rik,-3.700522,-0.9582901,0.00021515641339112167,0.011726679163933953,0.40404040404040403,0.5661796304254405,0.364141,0.6170851
Eml1,-3.718674,-1.0777575,0.00020027127041036648,0.010959855470318833,0.26262626262626265,0.48370577281191807,0.22434272,0.42582586
Rftn1,-3.7226443,-2.4735553,0.00019714721893558657,0.010810909740406553,0.08080808080808081,0.2928663515255694,0.043504894,0.22071159
Chd7,-3.729875,-2.0849006,0.00019157464791318726,0.010526811430321761,0.1111111111111111,0.324881822088526,0.09069431,0.33843753
9130024F11Rik,-3.730236,-4.034289,0.00019130041520909092,0.010526811430321761,0.020202020202020204,0.23606933104139807,0.01132589,0.17111492
Grin2a,-3.7400496,-0.44746223,0.00018398399013702335,0.010193092402024364,0.8383838383838383,0.8344793009597479,1.9646307,2.236678
Ttll5,-3.7414372,-0.90801007,0.00018297087639148073,0.010157907951733653,0.40404040404040403,0.593861910901017,0.36318946,0.5997783
Adamts20,-3.7441442,-1.6763347,0.0001810096987878809,0.010069835624079421,0.10101010101010101,0.32523993697178055,0.072885804,0.21644376
Slc24a2,-3.7487614,-0.6104425,0.00017770996240605734,0.009906777364835603,0.7777777777777778,0.8144964904741441,1.4827049,1.8242685
Klf13,-3.7490664,-1.1817975,0.00017749405841432578,0.009906777364835603,0.25252525252525254,0.47786850021486893,0.2040391,0.41441646
Neurod2,-3.7506034,-1.1342188,0.00017640947635218574,0.009875255478298399,0.1414141414141414,0.3693238791004154,0.13332234,0.2723495
Iqgap2,-3.7555134,-1.1208732,0.00017298656310862578,0.009703860022398278,0.42424242424242425,0.5509597478871222,0.43356004,0.7794856
Tmcc1,-3.7579713,-0.55024266,0.00017129649497815388,0.0096493434382872,0.7575757575757576,0.8103423578283914,1.0756872,1.3426334
Slc24a3,-3.7609148,-0.73422116,0.00016929312577424578,0.009556525818390723,0.6161616161616161,0.7290144678412834,0.8705102,1.196695
Dlc1,-3.7641382,-1.1033783,0.0001671244549099434,0.009453966533537219,0.36363636363636365,0.5480232058444349,0.39386898,0.7115415
Efr3a,-3.7657063,-0.78881526,0.00016607890094245956,0.009453966533537219,0.43434343434343436,0.6245523563959318,0.49598113,0.74637556
Gabra5,-3.7670443,-0.842955,0.0001651917287509038,0.00942399522619275,0.3434343434343434,0.5474144105429022,0.37859726,0.6018725
Serpini1,-3.7819915,-0.9607923,0.0001555786562086326,0.008951602767293272,0.31313131313131315,0.5282194528004583,0.33374572,0.57162017
Stard9,-3.7823524,-1.6470841,0.00015535317831961575,0.008951602767293272,0.08080808080808081,0.30429021630138947,0.07907546,0.22930035
Nrg3os,-3.7834103,-2.0930457,0.00015469406548944227,0.00893898825742218,0.08080808080808081,0.30121042830540035,0.04741721,0.18828548
Gm28376,-3.7834353,-1.8932551,0.00015467858869319884,0.00893898825742218,0.04040404040404041,0.2657570548632001,0.04829274,0.1687267
Nell1,-3.7895648,-1.2725211,0.0001509114803484582,0.008758080943764734,0.3333333333333333,0.5042615671107291,0.39846188,0.7805294
Micu1,-3.7937527,-0.8517696,0.00014838745901338534,0.008630240311016588,0.2828282828282828,0.5202693023922074,0.27093825,0.44572118
Rapgefl1,-3.8025706,-1.1423632,0.00014320250382371144,0.008383118252163676,0.2727272727272727,0.4911903738719381,0.20285015,0.4030794
Nrcam,-3.8048356,-0.5411752,0.0001418984019939917,0.008324912798206456,0.7878787878787878,0.823306116602206,1.4864671,1.7882078
Adam10,-3.808644,-0.903747,0.00013973097069105246,0.008233708733483726,0.41414141414141414,0.6085446211144535,0.3720917,0.611583
Adcy9,-3.8106291,-0.7112531,0.0001386136156664211,0.00818581945704777,0.5959595959595959,0.696139521558516,0.70159763,0.9802094
Chst8,-3.8113198,-2.0917313,0.00013822679589384332,0.008180955959620198,0.04040404040404041,0.26264145537888556,0.043603405,0.17393218
Nfasc,-3.8156633,-0.6629999,0.00013581756648470205,0.008091835945551983,0.6363636363636364,0.7217805471995417,0.7151098,0.9759556
Il1rapl2,-3.82646,-1.2967281,0.00012999926250761666,0.007762400407954799,0.31313131313131315,0.5034737143675692,0.40698594,0.80377775
Ube2ql1,-3.8393476,-2.3208346,0.00012336171705957117,0.007432128559171923,0.06060606060606061,0.287637874230053,0.03785934,0.17628573
Kcnk9,-3.8411086,-1.3241582,0.00012247991778179774,0.007395585147858213,0.13131313131313133,0.3712218879816645,0.112276375,0.26045063
Pdss2,-3.8504553,-0.8962628,0.00011789844783078926,0.007199843848212061,0.42424242424242425,0.6209712075633863,0.39315507,0.6399918
Cttnbp2,-3.8581655,-0.5025245,0.00011424132660373591,0.00700836631470864,0.7878787878787878,0.8148546053573986,1.5105348,1.7917114
Cdh8,-3.8626833,-0.9115485,0.00011214840667948967,0.006895715531986012,0.5050505050505051,0.6902664374731414,0.83942246,1.2452116
Npas3,-3.868097,-1.183814,0.00010968800152397208,0.006759900460892499,0.3939393939393939,0.5844793009597479,0.58705556,1.0347577
Rap1a,-3.8720236,-0.9194241,0.0001079354593474262,0.006667185730265155,0.32323232323232326,0.5528935682566968,0.31356195,0.52860916
Fhl2,-3.8785825,-1.748355,0.00010506686561378142,0.006519969235663526,0.0707070707070707,0.30257126486176766,0.061428234,0.19297723
Ttc28,-3.8860998,-1.131529,0.00010186765444082757,0.006336073784317215,0.23232323232323232,0.4660148975791434,0.24591629,0.47673655
Cntnap4,-3.8874812,-2.1570022,0.00010128981282902089,0.006314750048064481,0.1414141414141414,0.351812061309268,0.11739932,0.44183594
Trpc6,-3.8905056,-2.3094018,0.00010003559085836834,0.006251061224103157,0.1111111111111111,0.3267798309697751,0.088153325,0.3762384
Ccdc93,-3.8986325,-1.8059824,9.673742855248985e-05,0.006073211928050005,0.08080808080808081,0.31596476149548774,0.06164045,0.20074895
Gm32014,-3.9146876,-3.4474528,9.052135975247268e-05,0.00572307985070339,0.030303030303030304,0.2570190517117891,0.015119054,0.15374005
Raver2,-3.919946,-1.5529478,8.856887187924598e-05,0.005626112499752576,0.2222222222222222,0.4216086520555794,0.1588221,0.4088308
Btbd9,-3.921962,-0.70233303,8.783083221027588e-05,0.005592451330545291,0.6565656565656566,0.7580217733849018,0.906084,1.2235957
Specc1,-3.9340034,-0.88388395,8.354265313663769e-05,0.005332045343898942,0.494949494949495,0.6822446640882395,0.5534353,0.8603989
Parm1,-3.9351606,-1.3878524,8.314104720262878e-05,0.005319047472225322,0.1717171717171717,0.40012175906030656,0.15810008,0.3703423
Rph3a,-3.9377246,-1.0521026,8.22579558574921e-05,0.005275110438880221,0.1919191919191919,0.42125053717232486,0.20269845,0.3824926
Atf7,-3.9403567,-0.9652719,8.136051493939852e-05,0.005230040756989565,0.43434343434343436,0.6148474430597336,0.37009415,0.6283074
Prox1,-3.940699,-2.693304,8.124450861742278e-05,0.005230040756989565,0.09090909090909091,0.3089457097836986,0.06413901,0.35658258
Hivep1,-3.9436362,-2.0027316,8.025537152649239e-05,0.005183802482973198,0.10101010101010101,0.3283197249677697,0.0700832,0.25537077
Slc22a23,-3.9475815,-0.99921465,7.894464707076662e-05,0.0051237745574673884,0.36363636363636365,0.5754189944134078,0.3425986,0.59705573
Msrb3,-3.9578679,-3.0385835,7.562176803109677e-05,0.00493193424028051,0.020202020202020204,0.25275748460106,0.02112021,0.16159722
Gnaq,-3.962093,-0.55060136,7.42955313017023e-05,0.004869075429455466,0.7575757575757576,0.825347371436757,1.1407416,1.4154829
Pcdh15,-3.9638605,-0.9952316,7.374736703208231e-05,0.0048449676091737205,0.6161616161616161,0.7423363414983527,1.1081353,1.6181972
Ubash3b,-3.9727592,-1.3099124,7.104487787948844e-05,0.004690358399562296,0.2222222222222222,0.44123334765792865,0.22245823,0.48100132
Tmem200a,-3.97518,-1.1082728,7.032609615364243e-05,0.004654340403074808,0.1919191919191919,0.43006016330038677,0.2104614,0.4087986
Scn8a,-3.9758954,-0.5445696,7.011492389741722e-05,0.004651822234873088,0.7171717171717171,0.7573413551067182,1.0220717,1.2794737
Mitf,-3.977955,-1.2065371,6.951045819316958e-05,0.004623496592413993,0.26262626262626265,0.4833476579286635,0.22928868,0.46671194
Zdhhc23,-3.9786956,-1.4816922,6.929435013829091e-05,0.004623496592413993,0.0707070707070707,0.3088024638303968,0.07561176,0.19832098
Plxna4,-3.9826348,-0.67945606,6.815544401613736e-05,0.0045669246401835685,0.7171717171717171,0.7452370720527145,1.048006,1.3777558
Cadps,-3.98434,-0.4017806,6.766797059766162e-05,0.004555730577090812,0.8484848484848485,0.8279974215728406,1.7652584,2.001243
Aff2,-3.985939,-0.9696344,6.721374191434223e-05,0.004537771972960743,0.3838383838383838,0.6021701761925226,0.4353131,0.72666466
Trim2,-3.987638,-0.64012897,6.673439546020141e-05,0.0045167587053289975,0.7070707070707071,0.7938332617103567,1.0114102,1.3154684
Tcf12,-3.994452,-0.75525415,6.484405917054758e-05,0.004399898661395488,0.6767676767676768,0.811416702478155,0.99864984,1.3594736
Cdk5rap2,-3.994595,-2.3103225,6.480490227483208e-05,0.004399898661395488,0.06060606060606061,0.29605357398653487,0.043020654,0.19724023
Myo6,-3.9961507,-0.84562606,6.438072504739691e-05,0.004390634725948109,0.26262626262626265,0.5306904454949147,0.33422232,0.5383416
Pak1,-4.0033445,-0.87536687,6.245327277572931e-05,0.004270024019042867,0.41414141414141414,0.6115885976221171,0.42116943,0.6733509
Fbxo34,-4.0034504,-1.0052382,6.242533974828324e-05,0.004270024019042867,0.36363636363636365,0.5714081077209568,0.31804776,0.5605339
Pcsk5,-4.0062943,-1.4138126,6.167885176576503e-05,0.004238646411626871,0.26262626262626265,0.4626128061882252,0.25370616,0.57067513
Adcy2,-4.0074453,-0.8278479,6.137907267097062e-05,0.004228860724792258,0.5757575757575758,0.6986463257412978,0.79196906,1.1454269
Epha5,-4.016761,-0.5387633,5.9003535511446396e-05,0.004075642671446182,0.8181818181818182,0.8528505944707062,1.6945143,2.0090082
Mtmr1,-4.016798,-1.1673431,5.899419190835665e-05,0.004075642671446182,0.26262626262626265,0.4887551926658072,0.19208702,0.38909498
Fam13c,-4.022399,-0.9637339,5.760840977487968e-05,0.004010201996505225,0.4444444444444444,0.6332187365706918,0.44247913,0.73500246
Vav3,-4.0224113,-1.5343305,5.76053648761998e-05,0.004010201996505225,0.16161616161616163,0.39790144678412837,0.14714071,0.3778544
