names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CNU-LGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Arhgap10,4.4336977,1.6331942,9.263040151979773e-06,0.0008241651949791274,0.48484848484848486,0.322518263859046,0.6142862,0.24175404
Plcl2,4.4120674,0.6957333,1.0238828433059592e-05,0.0009049911841983922,0.7474747474747475,0.6492264718521702,1.1375923,0.83656096
Grb10,4.4085574,1.2371507,1.0406134913368725e-05,0.0009167634266302218,0.5252525252525253,0.3548202263286062,0.5421965,0.26646197
Dnm3,4.3972445,0.7057052,1.096338443506808e-05,0.0009564485057476602,0.7878787878787878,0.7265076636585016,1.476101,1.1216387
Oprm1,4.386261,2.1257555,1.1531567179228476e-05,0.000993119263159837,0.3939393939393939,0.17658644893281764,0.42984703,0.11604685
Chn2,4.3830624,1.2651756,1.1702247568368467e-05,0.0010045986970033888,0.5050505050505051,0.29132645752757486,0.6028011,0.29577544
Pbx3,4.377319,2.1492918,1.2014811888424732e-05,0.0010281464822992756,0.5050505050505051,0.33648474430597336,1.0515561,0.35048896
Cyld,4.3700943,0.98434544,1.2419296418304848e-05,0.0010593856976503216,0.6363636363636364,0.5354533734422002,0.7930201,0.4772469
Kcnab1,4.3645062,0.8054797,1.2741031973416206e-05,0.001083390914954726,0.7373737373737373,0.6749391204698467,1.5094734,1.1041056
Arhgap26,4.337947,0.7391981,1.438198604079592e-05,0.0012152325940760576,0.7575757575757576,0.669997135080934,1.2410057,0.90550524
Plcxd3,4.329191,1.4860822,1.4965782552947881e-05,0.0012566580537428423,0.5454545454545454,0.39138375590889557,0.93433887,0.4393667
Hmgcll1,4.3251777,0.8028936,1.5240897982754832e-05,0.001274865598211861,0.7070707070707071,0.5615241369431313,0.878727,0.5916498
Cntn3,4.3110766,0.8698128,1.62461544698479e-05,0.0013421241206507117,0.7777777777777778,0.6621544191376594,1.5334393,1.0948238
Rgs17,4.2874484,1.0027744,1.8073711192416056e-05,0.0014716382416370287,0.6464646464646465,0.5396791290646039,0.8916061,0.54124194
Clstn1,4.2781453,0.68957376,1.8845692738524818e-05,0.0015298603138494315,0.797979797979798,0.6646254118321158,1.0071615,0.7311721
Ppp1r1b,4.258195,3.6928198,2.0608421150547487e-05,0.0016629077366823153,0.2727272727272727,0.028541756195387482,0.20021875,0.016996585
Ldb2,4.25293,0.9251132,2.109911667762987e-05,0.0016974049854129182,0.7171717171717171,0.5546841426729695,1.2539803,0.8410707
Klhl7,4.249769,0.7334833,2.1399089690958053e-05,0.0017112902976072705,0.696969696969697,0.6169961323592609,0.90583885,0.63474745
Lin7a,4.232345,0.99403816,2.3126706115781218e-05,0.001833081396256759,0.6363636363636364,0.5018621973929237,0.84095824,0.5080359
Plekha5,4.2032847,0.5755537,2.6306957191331752e-05,0.0020488925789306786,0.797979797979798,0.7603853316143819,1.5665472,1.2650466
Cntn5,4.19596,0.8450882,2.717179219584091e-05,0.002101753803652984,0.8282828282828283,0.765828677839851,2.3246453,1.8138949
Tomm70a,4.1893826,1.0152197,2.7971434416846e-05,0.002150588925956579,0.5959595959595959,0.4844936255550781,0.6733202,0.3888799
Diaph2,4.160453,0.583571,3.176174409848503e-05,0.002404050884299416,0.7878787878787878,0.7710571551353674,1.579735,1.2730116
Pard3,4.147677,0.81585586,3.358655533134071e-05,0.002502922025514061,0.6666666666666666,0.6089743589743589,1.0311475,0.70555395
Nyap2,4.1425247,0.8209281,3.435034452420304e-05,0.002542682527177233,0.7575757575757576,0.6020269302392207,1.1845171,0.8261439
Mrtfb,4.1155176,0.639131,3.863117087668067e-05,0.0028054582742065124,0.7878787878787878,0.7043403523850451,1.2709556,0.97324115
Dnmt3a,4.1027484,0.6962048,4.082714995494065e-05,0.002948993331422729,0.7878787878787878,0.6760850880962613,1.0625782,0.7742011
Trank1,4.092194,0.7891407,4.27310455472042e-05,0.00307823912561227,0.6767676767676768,0.6179988540323735,1.0435885,0.7248565
Rbfox3,4.08375,0.6677343,4.431473438160134e-05,0.003175298434223008,0.8383838383838383,0.7184142672969489,1.4934881,1.154801
Pcdh10,4.079898,0.909825,4.505548452849081e-05,0.0032197895459589046,0.6363636363636364,0.5,0.80753297,0.50757146
Rhbdl3,4.0791016,1.6254431,4.5210118912565425e-05,0.0032222702789937215,0.42424242424242425,0.23904168457241082,0.4213109,0.15684998
Syt6,4.0525794,3.1004903,5.065597909594439e-05,0.003566666952660152,0.2828282828282828,0.05275032230339493,0.29419732,0.039104644
Myo1b,4.017091,1.495829,5.892104881315403e-05,0.004075642671446182,0.43434343434343436,0.24187079215012175,0.43772385,0.17791644
Abat,3.983811,1.2417384,6.781884000135188e-05,0.004555730577090812,0.5050505050505051,0.3408537458816788,0.5294177,0.25861433
Gm45159,3.9779365,0.974544,6.951591452680512e-05,0.004623496592413993,0.5757575757575758,0.4811273456524853,0.68046606,0.4028444
Sgcd,3.968036,0.8328635,7.246738842081507e-05,0.004772545899184561,0.8181818181818182,0.7041254834550924,1.8467374,1.3856567
Slc6a1,3.958683,0.94495744,7.536416573288677e-05,0.00492709278161233,0.5252525252525253,0.3121329322446641,0.5307399,0.3102088
Lrrtm3,3.9492242,0.8422512,7.840484666134619e-05,0.005101061089080804,0.7373737373737373,0.6258415699756482,1.384982,0.98222536
Cdh4,3.944582,1.540191,7.993926664131051e-05,0.005175826734101237,0.47474747474747475,0.31872224609654776,0.6582489,0.2778246
Prkcb,3.9192612,0.5355106,8.882077033433624e-05,0.005628806836989657,0.8181818181818182,0.7969488611946712,1.8021289,1.5024589
Cacng3,3.9058075,0.9025632,9.391124115718637e-05,0.005923462558435676,0.6262626262626263,0.4931958172181636,0.75382787,0.47116798
Plce1,3.9036543,1.6207246,9.475104727335534e-05,0.005962437096569223,0.36363636363636365,0.15452657212433749,0.32846355,0.11905992
Ndrg4,3.8911715,0.88116634,9.976143175123285e-05,0.006248460771924538,0.6767676767676768,0.574487895716946,0.8672219,0.55927175
Itgav,3.8778918,1.049962,0.0001053655418307785,0.0065234380391544205,0.48484848484848486,0.29727116458960035,0.45788893,0.24723782
Spag6l,3.8555954,1.2925079,0.00011544831035525668,0.007066278130400335,0.4444444444444444,0.26754762927947284,0.34697092,0.1564298
Ppp3ca,3.8475742,0.3642776,0.00011929319192037805,0.007268499017915098,0.9393939393939394,0.939765076636585,2.815609,2.580155
Gpr155,3.8467715,0.93347424,0.0001196845548026559,0.00727584612567277,0.5555555555555556,0.42375734135510673,0.5463373,0.3225261
Tbl1x,3.844475,0.7512358,0.00012081072963722576,0.007327729808921572,0.6666666666666666,0.5492766079358258,0.78745365,0.5374302
Bcr,3.8436165,1.0070343,0.00012123446185643677,0.007336869347032558,0.5656565656565656,0.45305113880532877,0.60399014,0.345492
Slco5a1,3.83562,2.6741984,0.0001252479183823141,0.007528884937209798,0.30303030303030304,0.10152556940266437,0.2833286,0.05004265
Neto1,3.8323157,0.7684538,0.0001269426928856863,0.007613728030889265,0.7070707070707071,0.6905171178914196,1.4962975,1.1099463
Syne1,3.8265781,0.44060293,0.0001299368661920598,0.007762400407954799,0.8383838383838383,0.8174688440051568,1.8417231,1.5914035
Brinp3,3.814699,0.88558453,0.00013634912526711,0.008105533176830187,0.7373737373737373,0.6297092107147974,1.539381,1.092579
Xpr1,3.8129501,0.68504477,0.0001373177906426164,0.008145097206549896,0.696969696969697,0.6332187365706918,0.95849407,0.69315326
Cdh13,3.8074927,0.9461174,0.00014038284757516022,0.008254019943861171,0.6767676767676768,0.5426872940839421,1.227395,0.811847
Neto2,3.7988057,0.98968935,0.00014539503728376756,0.008492966634380074,0.5757575757575758,0.4468557513250251,0.7466009,0.44397283
Gm49906,3.7950222,2.191955,0.0001476302613207853,0.008604826728176791,0.32323232323232326,0.11721100128921358,0.3556415,0.08935789
Dzank1,3.7771688,0.8743012,0.0001586212153323032,0.009107162512775612,0.6161616161616161,0.5045122475290073,0.6888514,0.4323291
Kazn,3.7752957,0.74521524,0.00015981793391778938,0.009156306789703625,0.6565656565656566,0.5731270591605787,0.9709063,0.68238246
Fam110b,3.7673802,0.87454635,0.00016496960570615613,0.00942399522619275,0.6464646464646465,0.5366351525569403,0.77210027,0.491669
Sorcs3,3.765053,0.90192485,0.00016651379835996898,0.009453966533537219,0.696969696969697,0.5830468414267297,1.330407,0.91194844
Foxp1,3.7644992,0.5724974,0.0001668832643884322,0.009453966533537219,0.7171717171717171,0.7941555651052857,1.7440561,1.4289417
Slc35f1,3.7570503,0.85526365,0.00017192790810071745,0.009664650398883427,0.7272727272727273,0.653702907892852,1.4610759,1.0402718
Gpr83,3.733696,2.9762068,0.00018869021836483304,0.010432317217002189,0.2727272727272727,0.06582151554218593,0.25013208,0.03547826
Zdbf2,3.732632,1.5004404,0.00018948940867957208,0.010454990577454007,0.42424242424242425,0.27342071336484747,0.44189888,0.17931288
Jph4,3.688904,0.78571886,0.00022522221307402098,0.012201050131651098,0.6666666666666666,0.5683999427016186,0.79871005,0.53604084
Nptn,3.6839569,0.4008231,0.00022964118350267228,0.012365648498430469,0.8686868686868687,0.8397794012319152,1.8620285,1.6327534
2610316D01Rik,3.682787,1.2325093,0.00023069800396789596,0.01239771073323473,0.45454545454545453,0.29623263142816214,0.45961776,0.22179115
Clvs1,3.6683373,0.6490473,0.00024413283388814713,0.012977700912511502,0.6565656565656566,0.6124838848302535,0.9422185,0.6923633
Plppr4,3.644622,0.5481295,0.0002677849049823765,0.01405347733764933,0.8080808080808081,0.769374015184071,1.522184,1.2383465
Iqcj,3.6419525,1.0672482,0.00027057793031090273,0.01417237619386736,0.5050505050505051,0.3782409396934537,0.64342016,0.35832223
Cntnap2,3.612139,0.5504798,0.00030368180676809513,0.015632050091683364,0.9191919191919192,0.9141598624838848,3.1440809,2.782343
Lrp1b,3.596974,0.3846278,0.00032194085753277623,0.01638361901876079,0.9090909090909091,0.9387981664517977,3.334944,3.0791724
