names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_nIPC (for_DEGs),mean_expr_Rest (for_DEGs)
Depdc1a,6.962126,9.896625,3.3517619973444475e-12,9.896906029521463e-10,0.5079365079365079,0.0012516539713192433,0.46787733,0.000625701
Cep55,6.9383435,8.523295,3.96724172106357e-12,1.158693315706284e-09,0.5079365079365079,0.0038980080821085007,0.4980807,0.0017530236
Kifc1,6.9233694,5.8613324,4.410254203688938e-12,1.274231510248621e-09,0.5238095238095238,0.028895325966455672,0.54541016,0.012399232
Suz12,6.911911,1.5955535,4.781678071631375e-12,1.3668477636673942e-09,0.8253968253968254,0.4812073096591925,0.8941464,0.39084235
Usp24,6.873334,1.603132,6.271844798658054e-12,1.7739417867362306e-09,0.9047619047619048,0.641490541072131,1.366659,0.67390615
Stil,6.834609,6.5236254,8.222896318138856e-12,2.3015544173790733e-09,0.5079365079365079,0.013732432142473983,0.5152341,0.007299395
Ccdc88a,6.826183,1.0910696,8.720381604489079e-12,2.415635605284758e-09,1.0,0.8158995815899581,1.9914421,1.3786548
Bub1b,6.8094625,6.2873955,9.796390818866027e-12,2.686010421458471e-09,0.5079365079365079,0.0190251403640525,0.532916,0.008971455
Gsap,6.766949,2.695088,1.3152606571902234e-11,3.5698034200708387e-09,0.6190476190476191,0.14501305296284375,0.6278596,0.12654357
Phip,6.7294793,1.3198662,1.7027127137459334e-11,4.575189061835323e-09,0.9841269841269841,0.7447698744769874,1.7366388,1.0556948
Fchsd2,6.7058454,1.4896141,2.002438942838621e-11,5.327280633076609e-09,0.8888888888888888,0.6429925258377142,1.4594822,0.7777116
Pou2f1,6.7002096,1.5226712,2.081209370380169e-11,5.4825584100112884e-09,0.8571428571428571,0.634981940421271,1.321,0.670964
Gpc6,6.69791,1.9269128,2.1142138193891527e-11,5.515429643396751e-09,0.8888888888888888,0.5504058935021278,1.9326936,0.93757266
Syne2,6.6595125,2.841052,2.7473758176501357e-11,7.098268098101841e-09,0.6190476190476191,0.17040374780960554,0.6298868,0.11551285
Rbl1,6.6478124,4.585347,2.974814527617932e-11,7.612692034008935e-09,0.5238095238095238,0.052533705253370526,0.51301724,0.027539967
Map3k1,6.644983,2.7853973,3.03252714412012e-11,7.687170222878076e-09,0.6031746031746031,0.14583556842971068,0.5979854,0.1121806
Igf1r,6.5768476,1.350058,4.805270695308205e-11,1.2067067624573033e-08,0.8888888888888888,0.6852626685262668,1.5042104,0.86424184
Zcchc24,6.5536575,3.110067,5.614457398070652e-11,1.3968562063533185e-08,0.5714285714285714,0.10524621821692952,0.6299302,0.09678902
Gm4876,6.537694,2.557605,6.247467228630669e-11,1.54008664617712e-08,0.6507936507936508,0.22855201516289383,0.8606006,0.2084638
Gas2l3,6.4818826,4.727999,9.058526959830366e-11,2.2103353627167734e-08,0.5079365079365079,0.055251582448235165,0.49572656,0.02392493
Ncapg,6.480682,7.603084,9.130897851193222e-11,2.2103353627167734e-08,0.47619047619047616,0.005757608268068519,0.44506145,0.0028791244
Ncapg2,6.4633303,3.7607572,1.0242325164688969e-10,2.4370046487448298e-08,0.5396825396825397,0.0917283553266817,0.4848981,0.04500706
Vcan,6.463237,2.7751808,1.0248661157728537e-10,2.4370046487448298e-08,0.6190476190476191,0.19386331938633194,0.88791543,0.18971205
Sgo2a,6.456666,7.077689,1.0703485955750876e-10,2.5228304178160176e-08,0.47619047619047616,0.008153631584593929,0.47048542,0.004437601
Ppp6r3,6.4462285,1.3054179,1.1466774027170838e-10,2.6792366792180904e-08,0.873015873015873,0.6307978400028609,1.1569155,0.63237804
Cenpi,6.425712,4.7134643,1.312533997329243e-10,3.0403265955376514e-08,0.49206349206349204,0.0282873797518149,0.39509866,0.018299846
Cenpk,6.419383,5.15924,1.3682786591730216e-10,3.142363040340093e-08,0.49206349206349204,0.03282909559060187,0.44591504,0.015602531
Xpo1,6.391103,1.4458605,1.646933712357607e-10,3.750263461953297e-08,0.8412698412698413,0.5534813861173694,1.027341,0.50585
Brip1,6.3725357,6.2600174,1.8592826021597502e-10,4.1982288672296215e-08,0.47619047619047616,0.016271501627150162,0.47538796,0.007910194
Epn2,6.3504605,1.6321747,2.146714020785636e-10,4.80685047820917e-08,0.873015873015873,0.6448163644816365,1.4710872,0.73332715
Luzp2,6.3476386,1.7997545,2.1864483332883146e-10,4.8553608855749604e-08,0.873015873015873,0.5574151557415156,1.8570833,0.93705434
Syncrip,6.34258,1.4841684,2.259490868928543e-10,4.976436036730324e-08,0.7936507936507936,0.5432535850945893,0.99502355,0.47585306
Mettl15,6.331862,2.1770163,2.422203502326469e-10,5.291431553456279e-08,0.6825396825396826,0.30876515395343845,0.7373495,0.21601413
Ift80,6.3194838,1.9051598,2.624388946790967e-10,5.6868815322801035e-08,0.7142857142857143,0.370489575510496,0.71867675,0.24748091
Nckap5,6.316545,1.7368475,2.674758179812105e-10,5.749660183324101e-08,0.8253968253968254,0.572256195687158,1.4797647,0.70193946
Ctnna2,6.282512,0.96464634,3.3314476608397654e-10,7.104444337044802e-08,0.9841269841269841,0.885384257769195,3.0972006,2.470643
Nuf2,6.258403,7.24604,3.8894028815973e-10,8.228996490434602e-08,0.4603174603174603,0.005829131352143905,0.39112288,0.0031481094
Cdc25c,6.2395234,7.1545115,4.389057364609417e-10,9.213591514613675e-08,0.4603174603174603,0.008511247004970855,0.4342995,0.0038102532
Gm29260,6.2342544,4.9862895,4.539355173203456e-10,9.455230504184253e-08,0.49206349206349204,0.05185423595465437,0.97782534,0.051005136
Qser1,6.2150555,1.7627004,5.130655832596502e-10,1.0604670940143693e-07,0.746031746031746,0.4271358580982012,0.8127557,0.3145062
Mir9-3hg,6.211789,1.7056103,5.238463868859478e-10,1.0744849172233144e-07,0.7777777777777778,0.47798877087580016,0.9642227,0.40381086
Xylt1,6.20546,1.6849351,5.453719555764238e-10,1.1101624580559475e-07,0.8888888888888888,0.6398097485963595,1.7861285,0.933976
Cit,6.163001,1.6125318,7.137902808538087e-10,1.4420710410933715e-07,0.7777777777777778,0.43317955870257124,0.9946261,0.44285923
Bard1,6.1604834,5.991577,7.252325771267647e-10,1.454253682641505e-07,0.4603174603174603,0.014554947609340915,0.42612883,0.008315787
Tnpo1,6.1537952,1.2793312,7.565031873149772e-10,1.4982557839314967e-07,0.9047619047619048,0.6662017666201767,1.299351,0.74133396
Mybl1,6.1534133,4.719111,7.583281973006458e-10,1.4982557839314967e-07,0.47619047619047616,0.03404498801988342,0.41197512,0.019170515
Rnf180,6.1333647,1.6151401,8.603949898673649e-10,1.6875046261121236e-07,0.746031746031746,0.4720165933555055,0.9550253,0.41994706
Slc1a3,6.1120615,1.6844187,9.835230360164934e-10,1.9150191288234187e-07,0.7301587301587301,0.31362872367056466,0.94001484,0.39566228
Kif18b,6.0893316,9.572172,1.1338310836524392e-09,2.19180152645619e-07,0.4444444444444444,0.0013231770553946286,0.42773134,0.00070096075
Hnrnpa2b1,6.056663,1.2643856,1.3897419802490173e-09,2.6673119292350784e-07,0.8571428571428571,0.6720666595143583,1.2885643,0.7389778
Kif14,6.0476213,7.777891,1.4700020867652644e-09,2.80134440222572e-07,0.4444444444444444,0.005864892894181597,0.430077,0.002445504
Rad54b,6.027105,5.2659273,1.669226733535571e-09,3.158600164091605e-07,0.4603174603174603,0.02642777956585488,0.4069404,0.012967856
Kifc5b,6.014789,4.538783,1.801211951721543e-09,3.384515044948102e-07,0.47619047619047616,0.05324893609412438,0.47758803,0.025996374
Cdh20,5.9732656,1.6276649,2.3255087247907016e-09,4.3393346829948714e-07,0.8253968253968254,0.4777384400815363,1.3876199,0.6793273
Cep295,5.9310174,1.70341,3.010635804221515e-09,5.579019590305662e-07,0.7142857142857143,0.4151915030576118,0.74963933,0.2947204
Trim59,5.9215307,2.8145282,3.1895842817473104e-09,5.870145866476043e-07,0.5238095238095238,0.10263562564817795,0.50264144,0.08877501
Incenp,5.903275,3.5857036,3.5635503757137496e-09,6.513782217376085e-07,0.49206349206349204,0.08425419304080392,0.41243002,0.041639365
Smarcc1,5.897328,1.2442029,3.6943566137566503e-09,6.707254203489269e-07,0.8253968253968254,0.5747952651718342,0.9776638,0.5306345
Map4k4,5.8896575,1.2723273,3.869967183530327e-09,6.978927397413416e-07,0.873015873015873,0.6338018095340271,1.2040634,0.6760573
Mms22l,5.877482,3.4948328,4.165541869950722e-09,7.461874003038394e-07,0.5079365079365079,0.108679326252548,0.5293785,0.060064927
Mir99ahg,5.8689623,1.2492076,4.3853164473836625e-09,7.803539929880729e-07,1.0,0.873404141186568,2.9023256,2.1093187
Cdc27,5.8573713,1.3470064,4.702515491376774e-09,8.312933635085126e-07,0.7936507936507936,0.5372456460322569,0.91892856,0.4651525
Sfmbt1,5.8383985,1.3211159,5.27050293760506e-09,9.256105485846271e-07,0.7936507936507936,0.524550298608876,0.9023802,0.4615401
Epb41,5.826223,1.8861647,5.669594658148718e-09,9.892338211977665e-07,0.6825396825396826,0.35725780495654974,0.83363855,0.30168584
Gm42047,5.818007,7.1757097,5.955344825797703e-09,1.0323878417366727e-06,0.42857142857142855,0.005721846726030827,0.48358336,0.0042920755
Arhgap31,5.81379,2.4538245,6.107407789815074e-09,1.0519618417457117e-06,0.5873015873015873,0.20212423559703893,0.8049641,0.20352443
Polh,5.8047476,3.0252876,6.446296838261382e-09,1.103261121299894e-06,0.5238095238095238,0.1360011443693452,0.46184084,0.06961854
Gpc5,5.7991276,1.8883334,6.666077374632169e-09,1.1336550573187745e-06,0.8253968253968254,0.6125594535636376,2.244105,1.1871237
Mastl,5.7949886,5.2121143,6.832583468371421e-09,1.1546636339316986e-06,0.4444444444444444,0.030969495404641847,0.45162076,0.015282732
Pard3,5.786118,1.2734536,7.2031632099197285e-09,1.2096812215658942e-06,0.9047619047619048,0.608446876229303,1.2461829,0.7054131
Wdpcp,5.7812696,1.5829605,7.413898556824894e-09,1.2349539969544761e-06,0.7619047619047619,0.48199406358402175,0.93575305,0.4167969
Marcks,5.7805524,1.4049327,7.445573037090627e-09,1.2349539969544761e-06,0.7777777777777778,0.47130136251475163,0.9435627,0.4653404
Rad21,5.7565365,2.1187403,8.58572952385782e-09,1.4066984896710952e-06,0.6349206349206349,0.2818724743410936,0.6339013,0.1854479
Nova1,5.749482,1.4449499,8.95172911781707e-09,1.4577755236105738e-06,0.7777777777777778,0.4993741730143404,0.95463306,0.46175048
Alms1,5.740892,1.8220891,9.417913662010074e-09,1.5244538560133174e-06,0.6825396825396826,0.3733504988735114,0.73053056,0.2657099
Wipf1,5.7197366,2.0670907,1.0668927048960673e-08,1.7166111964405585e-06,0.6190476190476191,0.2242606301183707,0.75768864,0.23938
Nipbl,5.711443,0.873476,1.1202228114650963e-08,1.7916896990516156e-06,0.9206349206349206,0.7954082180023603,1.609408,1.1579013
Kif22,5.6924934,4.762729,1.2519735187092865e-08,1.9905638134744693e-06,0.4444444444444444,0.03958802703572578,0.41896176,0.018987538
Zwilch,5.6800528,4.177686,1.3465311317627371e-08,2.128311265321456e-06,0.4603174603174603,0.062189321603547544,0.42439187,0.028793883
Cbfb,5.6776752,2.1677582,1.365374725999139e-08,2.1454747887483545e-06,0.6031746031746031,0.2354182312341308,0.611735,0.17206484
Nemp1,5.6606827,3.0190246,1.5077209729645646e-08,2.354025397178647e-06,0.5079365079365079,0.12419983549690662,0.42127627,0.0626276
Rev3l,5.659786,1.0960779,1.5156173937919833e-08,2.354025397178647e-06,0.9365079365079365,0.7411579587311805,1.5729363,1.0250756
Pde3b,5.6568475,1.4611684,1.5417866340647442e-08,2.3809084400758434e-06,0.7619047619047619,0.5582376712083825,1.1803508,0.5983997
Sgo1,5.6520224,9.09488,1.58570887837848e-08,2.4347427178302723e-06,0.4126984126984127,0.0013231770553946286,0.33820945,0.00073570316
Atf7ip,5.650292,1.1884596,1.6017554510692004e-08,2.4454073278539442e-06,0.8571428571428571,0.602403175624933,1.0316448,0.58348817
Pds5b,5.636331,1.0807778,1.7371102744070163e-08,2.6341454271878275e-06,0.8888888888888888,0.672567321102886,1.2373986,0.76858294
Spc25,5.635552,7.9898057,1.74498655020258e-08,2.6341454271878275e-06,0.4126984126984127,0.0028609233630154133,0.34191293,0.0016023404
Mphosph9,5.6339226,1.2447076,1.7615601087402417e-08,2.6443083866955474e-06,0.7777777777777778,0.5215463290777098,0.84431285,0.44450924
Gen1,5.6309686,4.473093,1.7920053221045256e-08,2.675065722497145e-06,0.4444444444444444,0.044451596752851985,0.38153204,0.020700114
Cspg4,5.6292768,3.2607348,1.8096663996092993e-08,2.6865047600829765e-06,0.47619047619047616,0.07152308407538534,0.55158985,0.0739845
Knstrn,5.621989,5.4644003,1.8877160312918295e-08,2.7705101352425136e-06,0.42857142857142855,0.025855594893251798,0.38623688,0.0106209535
Klf12,5.621973,1.1691804,1.8878864350467826e-08,2.7705101352425136e-06,0.9206349206349206,0.7149447484175517,1.679856,1.0787152
Nxph1,5.620274,2.0225801,1.9065502583673854e-08,2.7705101352425136e-06,0.746031746031746,0.4213067267460573,1.6799443,0.7296547
Ncam1,5.620188,0.82179976,1.907496743654131e-08,2.7705101352425136e-06,0.9523809523809523,0.8542717161964024,2.23696,1.7461178
Dyrk1a,5.59876,1.0768996,2.158905179104326e-08,3.118805492609314e-06,0.8888888888888888,0.6778600293244644,1.2180461,0.75542146
Sox11,5.578423,2.053374,2.427087937277112e-08,3.4874787633495186e-06,0.6349206349206349,0.32210420913349785,0.71745664,0.22536258
Rgs20,5.576747,2.0166876,2.4505765717728344e-08,3.5024996001880885e-06,0.6349206349206349,0.2967850373708114,0.9021009,0.30894127
Pitpnc1,5.5637455,1.2982103,2.640453013942913e-08,3.753913888076512e-06,0.8571428571428571,0.505703965955012,1.1230836,0.61165684
Wnk1,5.5594583,0.9679126,2.7061358412755378e-08,3.8270457923723e-06,0.9047619047619048,0.760183099095233,1.5216402,1.0403186
Zgrf1,5.5524817,3.2402124,2.8164229039343893e-08,3.962161436058484e-06,0.49206349206349204,0.11812037335049887,0.45155895,0.05864824
2610316D01Rik,5.551008,1.8923548,2.840264127491147e-08,3.9748904742545374e-06,0.6349206349206349,0.29599828344598217,0.65290856,0.22163811
Agap1,5.5497065,1.0348967,2.8614930474927568e-08,3.98385068321919e-06,0.9047619047619048,0.7060043629081286,1.4057549,0.917297
Abhd17b,5.544344,1.3740503,2.9505862459752767e-08,4.0867140427502926e-06,0.7936507936507936,0.511640381933269,0.9378553,0.46983725
Pcdh15,5.5295568,1.5258859,3.210407160551621e-08,4.423776430975491e-06,0.873015873015873,0.7415513356935951,2.5327652,1.6142617
Lncppara,5.5236406,1.5017309,3.3204644599950476e-08,4.552085716329945e-06,0.746031746031746,0.46590136966706003,0.8080312,0.36402586
Brinp3,5.511496,1.6575418,3.5579631151541106e-08,4.852917203258424e-06,0.8253968253968254,0.6295819475735793,1.9806744,1.0920433
Slc35f1,5.509547,1.3304063,3.597575568412136e-08,4.882164420365358e-06,0.873015873015873,0.6534348961127204,1.7230377,1.0402168
H2az2,5.5051823,2.5877845,3.68786581188748e-08,4.97954544549832e-06,0.5238095238095238,0.15230840753853306,0.50073534,0.1026564
