names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_nIPC (for_DEGs),mean_expr_Rest (for_DEGs)
Mapk10,-3.4100008,-0.3974914,0.000649627098646055,0.023813751897161665,0.8412698412698413,0.8107499195365304,1.5562559,1.7796446
Tenm4,-3.4244056,-0.8974203,0.0006161456949740934,0.022679225786238204,0.6190476190476191,0.7472374208775883,1.1161485,1.5736748
Vsnl1,-3.4246395,-0.9849867,0.0006156156549022147,0.022679225786238204,0.47619047619047616,0.6692057361513428,0.547721,0.89343905
Rasgrf1,-3.4421546,-0.7040184,0.0005771002288851219,0.021597051741146553,0.6825396825396826,0.748775167185209,0.93779224,1.2618841
Kcnq3,-3.4463952,-0.46088046,0.0005681191485667437,0.021290601843777412,0.8412698412698413,0.8115724350033974,1.4829491,1.7383285
Hecw1,-3.4536364,-0.87453735,0.000553082273800143,0.02081417464567205,0.5555555555555556,0.7133712405678932,0.7928828,1.1687578
Ksr2,-3.4565363,-0.8624086,0.0005471656605525259,0.020620394528816793,0.5238095238095238,0.6593713120909773,0.55077684,0.84824854
Mical2,-3.4598258,-0.92069036,0.0005405252090160185,0.020398753323399462,0.5396825396825397,0.690126238243393,0.6582682,1.0164044
Atp1b1,-3.4658668,-0.7862272,0.0005285252250604576,0.02003028603296826,0.8095238095238095,0.8598147552122447,1.1043408,1.4993657
Rian,-3.4713466,-0.64690393,0.0005178552662660989,0.01976529972240068,0.746031746031746,0.7606122375996853,1.2354184,1.572834
Syne1,-3.488433,-0.61089534,0.00048586070341974163,0.018811350289464637,0.7619047619047619,0.8176161356077674,1.2713289,1.5929396
Camk2a,-3.4903271,-0.52626663,0.0004824296952730103,0.018728393453823135,0.8412698412698413,0.7860744555305225,1.2248536,1.495542
Gpi1,-3.490366,-1.3152058,0.000482359336250254,0.018728393453823135,0.3492063492063492,0.5516575474734471,0.24192317,0.5194236
Kcnj6,-3.512714,-1.051828,0.0004435546159788002,0.01747553157089496,0.5079365079365079,0.6312269785073132,0.48385957,0.8286295
Dok6,-3.5210469,-0.33353698,0.00042984681064121675,0.017035374339129047,0.9047619047619048,0.8118227657976612,1.5688295,1.7560749
Map1b,-3.5920348,-0.56164813,0.0003281059570100479,0.013418884421400283,0.8571428571428571,0.8565962164288524,1.367623,1.6712232
Rtn1,-3.6183035,-0.6826045,0.0002965403631796381,0.012353549703312984,0.8412698412698413,0.9049458212638128,1.4716771,1.8543097
Elmod1,-3.6225207,-0.94120294,0.00029174613090513163,0.01221062077479889,0.5079365079365079,0.6866216071236991,0.5852094,0.9271199
Plppr4,-3.6234014,-0.7755364,0.00029075395799203275,0.01218807933111688,0.6984126984126984,0.7696241461931839,0.8898266,1.2401029
Kcnj3,-3.6360214,-0.6446859,0.0002768813046835129,0.01169779977491508,0.7619047619047619,0.7837499552980725,1.3130871,1.6579809
Kcnma1,-3.688294,-0.5150276,0.0002257627125884355,0.00984779884294036,0.873015873015873,0.8564889318027393,1.9074118,2.2188058
Grm7,-3.7530384,-0.6083949,0.00017470410274172227,0.00784999873021752,0.9206349206349206,0.8920359045882058,2.3006182,2.6872365
Stxbp5l,-3.774825,-0.6607712,0.00016011996942567438,0.007279904532094535,0.7777777777777778,0.7940850409469656,1.35129,1.7093278
9530059O14Rik,-3.774911,-1.1904192,0.00016006490444738403,0.007279904532094535,0.4444444444444444,0.6125594535636376,0.43878984,0.8140785
Snhg14,-3.7754877,-0.6110735,0.00015969493023493278,0.007279904532094535,0.8095238095238095,0.8156492507956943,1.6417065,1.9960653
Nrcam,-3.7865486,-0.4591995,0.00015275422202921756,0.007016249480213805,0.8095238095238095,0.8231949361656474,1.530306,1.787771
Rims1,-3.7985682,-0.3690282,0.0001455343035877695,0.006742252995523046,0.9206349206349206,0.8431498766226799,1.9501442,2.173302
Pakap,-3.8050303,-1.0595309,0.00014178682979667124,0.006590769998893388,0.4603174603174603,0.6640918356399528,0.5013342,0.8572596
Slc24a2,-3.9021547,-0.88542145,9.53402000996848e-05,0.004649348778000963,0.746031746031746,0.8144333583664127,1.3383996,1.823958
Ppp3ca,-3.9691129,-0.351614,7.21407263117998e-05,0.003691846886938406,1.0,0.9396345170403748,2.3584707,2.5815187
Dlg2,-4.016755,-0.27342266,5.900496311171047e-05,0.003133326796070475,1.0,0.955083503200658,3.5341482,3.7186213
Grm5,-4.057951,-0.63831985,4.9505108338573424e-05,0.002696403504905497,0.873015873015873,0.9186067303222115,2.4581304,2.869498
Cnksr2,-4.098235,-0.7582728,4.1631212383280615e-05,0.0023208105326530085,0.8412698412698413,0.8603869398848478,1.7644249,2.2174194
Atp2b1,-4.1418633,-0.61673325,3.4449576698511e-05,0.0019736889677803636,0.8888888888888888,0.898186889818689,1.6599419,2.0189896
Lrfn5,-4.170182,-0.5982321,3.0435637918292015e-05,0.0017511897020653243,0.873015873015873,0.857454493437757,1.9181576,2.28168
Snhg11,-4.192787,-0.8629241,2.7554782158073912e-05,0.0016201247190097286,0.8412698412698413,0.8273790365840575,1.6850544,2.196017
Kalrn,-4.213724,-0.5901,2.5119383315529997e-05,0.0015201752920907454,0.9047619047619048,0.8455458999392054,1.9187958,2.2772832
Atp1a3,-4.2356124,-1.2175684,2.2792964624566284e-05,0.0013982807293655161,0.5079365079365079,0.7060758859922039,0.4662627,0.8677044
Erc2,-4.3350987,-0.5731403,1.4569478465626957e-05,0.0009433298466780635,0.9047619047619048,0.8464399384901476,1.9514625,2.301036
Pclo,-4.3366265,-0.7186466,1.4468622120176387e-05,0.0009426384583538199,0.7936507936507936,0.8317061831706183,1.3334683,1.7224405
Nptn,-4.3443747,-0.549927,1.3967303281022575e-05,0.0009153693638075038,0.8412698412698413,0.8397882916711369,1.3395506,1.6340506
Cntnap2,-4.351897,-0.8619862,1.3496490041507331e-05,0.000891033630013027,0.9365079365079365,0.9140650144834245,2.236424,2.784656
Gabbr2,-4.4223237,-1.0176489,9.764511665935587e-06,0.0006642339961106056,0.5555555555555556,0.7259950649071988,0.71190166,1.1318145
Frmpd4,-4.470278,-0.9080138,7.811811445853524e-06,0.0005538347587073462,0.8412698412698413,0.8325286986374852,1.6030436,2.133695
Grin2a,-4.495011,-0.9427486,6.956639680685401e-06,0.0004971407133511083,0.8095238095238095,0.8344598219075207,1.6772174,2.2367349
Ank2,-4.5516095,-0.42136127,5.3237058135832e-06,0.0003940715570550429,0.9682539682539683,0.933090154847477,2.4393919,2.7091072
Meg3,-4.5532465,-0.9064131,5.282431435982622e-06,0.0003920964991294283,0.9523809523809523,0.9131352143904445,2.653581,3.2484565
Kcnip4,-4.6518674,-0.9127029,3.289424306372005e-06,0.00025768755426301975,0.9841269841269841,0.9524729106319064,3.087849,3.698881
Gabrb1,-4.70375,-0.8386265,2.5542560896130906e-06,0.00020735003361904453,0.8095238095238095,0.8446518613882631,1.5897535,2.0768263
Nkain2,-4.819029,-0.9465767,1.4425860323270116e-06,0.00012585158015787921,0.9523809523809523,0.9295855237277831,2.6013117,3.2210908
Epha6,-4.9738436,-0.95219713,6.563835719032931e-07,6.413464209833267e-05,0.8888888888888888,0.8853484962271573,1.9673747,2.5574415
Gria1,-4.9948583,-1.0675008,5.887895783640714e-07,5.881329357116207e-05,0.8095238095238095,0.8488717233487107,1.6249738,2.2562544
Frmd4a,-5.089114,-0.84710056,3.5973988053588985e-07,3.8510799163344064e-05,0.8412698412698413,0.855129993205307,1.6816044,2.1825175
Nrg3,-5.0970573,-0.5140619,3.4497407304717487e-07,3.707781337111036e-05,0.9841269841269841,0.9476093409147802,3.2663565,3.6111832
Snap25,-5.468975,-0.91508037,4.5264568557689057e-08,5.90416969487915e-06,0.7619047619047619,0.8527697314308192,1.3485272,1.8527639
Dlgap2,-5.4705806,-1.1080412,4.4856337840523684e-08,5.879462428170104e-06,0.7619047619047619,0.8120730965919251,1.4880656,2.127078
Grin2b,-5.487472,-0.95768034,4.077260640319742e-08,5.3703918335976205e-06,0.873015873015873,0.8849908808067803,1.8916327,2.4794617
Syt1,-5.759257,-0.8586979,8.448509812203e-09,1.3927083352999668e-06,0.9365079365079365,0.9506848335300219,2.5775452,3.1380868
