names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_ENT CTX (for_DEGs),mean_expr_Rest (for_DEGs)
Adgrv1,-2.7717597,-1.3531747,0.005575418296158229,0.0178007948690318,0.04911493393168786,0.07566104518009577,0.027430478,0.06863733
Adamts4,-2.7721603,-1.6580003,0.005568561509356012,0.01778312904164441,0.040638244826726504,0.0671247137205913,0.020401742,0.06301688
Tunar,-2.7746828,-0.9696622,0.005525556355189676,0.017658384784008874,0.0393916728995263,0.06670830730793255,0.01776235,0.03449442
Jag1,-2.7755325,-1.6874264,0.005511139164294622,0.01761440577430671,0.02144103714784343,0.04863626899854258,0.010504281,0.033445098
Vis1,-2.7779613,-2.1507933,0.005470113792446915,0.017489523750957713,0.03191224133632511,0.05858838226108682,0.015883507,0.068683736
Ppp3r1,-2.7781363,-0.40816078,0.005467168644707076,0.017482187490572308,0.6788830715532286,0.5859671038934,0.5177309,0.64184743
Asap3,-2.7792695,-1.7871147,0.0054481307749600924,0.017425458150598462,0.031662926950885066,0.05850510097855507,0.013286693,0.045127828
Gm56862,-2.7841208,-0.96456975,0.0053673056597365165,0.017191501141628346,0.0431313886811269,0.07062252758692483,0.019999277,0.038663916
Frmd7,-2.789227,-2.4870305,0.005283401390749609,0.016930828308818365,0.007728745948641236,0.035186341869664794,0.003413634,0.018988881
Sema5b,-2.7898922,-0.44573873,0.0052725593285634096,0.016898099851920183,0.168785838942907,0.19433687278784093,0.12092778,0.16133432
Hnrnpa2b1,-2.803532,-0.26018593,0.005054622849231912,0.01622672831049719,0.7756170531039641,0.6552571309598167,0.661917,0.7532927
Smim3,-2.806687,-1.8743465,0.0050053849587959895,0.016078265850908338,0.016205435053602592,0.04380595461170102,0.0072779423,0.026428528
Sall3,-2.8124228,-2.2058375,0.004916984509173942,0.015807534549115078,0.02567938170032411,0.052800333125130126,0.011568416,0.052288722
Rpl13a,-2.8138764,-0.72974,0.004894805239320829,0.015747535534069764,0.42034405385190726,0.41207578596710387,0.25243667,0.389475
Enpp6,-2.8185906,-1.7606966,0.004823500650017972,0.015534875040870541,0.04612316130640738,0.07262127836768686,0.023951732,0.07894334
Meis1,-2.8216782,-1.1507224,0.004777309468366337,0.01539164333513231,0.11194215906257791,0.13512388090776598,0.05989174,0.1284262
Timp3,-2.8232584,-0.93689984,0.004753824997594021,0.015319654315825298,0.14385440039890302,0.16672912762856548,0.07273411,0.13490818
Prlr,-2.8282475,-0.5310692,0.004680358429796897,0.015099199304675544,0.05709299426576914,0.08561315844264002,0.038126547,0.05463643
Tnc,-2.8311307,-2.2226353,0.0046383753243278,0.014972746872259489,0.02193966591872351,0.04938580054132834,0.0126093,0.057538368
Pdgfd,-2.8391962,-2.383119,0.004522735140604527,0.014622294937798538,0.01894789329344303,0.0465542369352488,0.010988802,0.056040663
Rab8b,-2.8487468,-0.4726215,0.004389180160309287,0.014207786274646987,0.381451009723261,0.3837185092650427,0.2349957,0.313049
Pxdc1,-2.8570051,-1.9649372,0.004276590820166853,0.013861519341119824,0.016953378209922713,0.04497189256714553,0.00706461,0.0273015
Micall1,-2.8735404,-0.81879616,0.004058990349001546,0.013175292423009365,0.14235851408626277,0.16772850301894648,0.06819469,0.117327295
Ramp2,-2.877716,-1.7436006,0.004005655667313782,0.013011601520880238,0.02692595362752431,0.05509056839475328,0.013008802,0.04291308
F3,-2.8798432,-1.632158,0.003978728759158879,0.012933515818848183,0.04612316130640738,0.07353737247553613,0.022877404,0.069275975
Rhob,-2.881979,-0.834621,0.003951860538790043,0.012849285173921641,0.2181500872600349,0.2372267332916927,0.11108933,0.19023922
Slc26a10,-2.882625,-0.9294389,0.003943763641110732,0.012826062580082955,0.040887559212166545,0.0693316677076827,0.018704308,0.035326805
Cebpd,-2.8874795,-1.2749279,0.0038834179161103457,0.012634391500894175,0.03315881326352531,0.06150322714969811,0.015982844,0.03824626
Acsl3,-2.892784,-0.67395365,0.0038184366501519576,0.012432011727806022,0.46896035901271504,0.44767853424942744,0.29377717,0.43490568
Ranbp3l,-2.8962996,-2.0217965,0.0037759158244181656,0.012298043418438317,0.028920468711044627,0.056964397251717674,0.016325677,0.0647019
Gli2,-2.9052074,-2.4258635,0.0036700990150238338,0.011967907831758546,0.02069309399152331,0.04884447220487195,0.009229374,0.04862223
Pde3a,-2.9136596,-1.0684799,0.0035721924410571115,0.011670201046766379,0.1049613562702568,0.12987716010826567,0.06325311,0.12834145
Mboat1,-2.9157383,-1.5572965,0.003548479556230671,0.011599470276875684,0.04487658937920718,0.07274620029148449,0.021979019,0.06335098
Arl4c,-2.92338,-1.0723305,0.0034625375254592706,0.01133370487380809,0.0730491149339317,0.10077035186341869,0.033982918,0.07016797
Gm2762,-2.926263,-0.29024053,0.0034306074728461195,0.011236033982858998,0.13836948391922213,0.16872787840932751,0.07313484,0.08872851
Lrrk1,-2.926671,-1.9993511,0.0034261111100008165,0.011222675304854558,0.03315881326352531,0.061336664584634604,0.01610863,0.06290627
Yes1,-2.9276755,-0.58057815,0.003415061533263289,0.011190573585217632,0.23809523809523808,0.2579221320008328,0.1316067,0.19090903
Col27a1,-2.93189,-1.9759837,0.003369059298210018,0.011045220027196581,0.03590127150336574,0.06400166562565064,0.015961163,0.06137208
Popdc3,-2.9399817,-0.6751617,0.0032823151200467595,0.010768718837076486,0.03914235851408626,0.06874869872996044,0.020895623,0.033160694
Cyp2j6,-2.9463172,-1.1391925,0.0032158234380083046,0.01056476045718097,0.09224632261281476,0.11913387466166979,0.041405898,0.08903064
Itgam,-2.9493248,-2.007151,0.0031846909015931664,0.010467637484931243,0.03764647220144603,0.06579221320008329,0.019781252,0.07724788
Cspg4,-2.9644487,-1.7361928,0.0030322573339081416,0.00999224363037917,0.048616305160807775,0.07641057672288153,0.025738707,0.083295435
Kcnh8,-2.9688995,-1.4217578,0.0029886841568235807,0.009855908602583409,0.054599850411368736,0.0825733916302311,0.030613814,0.07999932
Rps14,-2.9717445,-0.73638815,0.002961129224767535,0.009769835740361452,0.48217402144103716,0.45937955444513845,0.3168471,0.48308736
Myh14,-2.981989,-1.586974,0.002863824219889367,0.00945924484184724,0.04213413113936674,0.07087237143452009,0.018613935,0.054908026
Ostf1,-2.986684,-1.1706182,0.0028202100669415557,0.009319769339407159,0.0800299177262528,0.1080574640849469,0.036733095,0.08086696
Pcp4l1,-2.9923754,-1.9733907,0.0027681559281355376,0.009155631436361632,0.02119172276240339,0.0504684572142411,0.009813249,0.03799433
Cox8a,-2.9924145,-0.80262,0.0027678022426470836,0.009155588607648299,0.48641236599351784,0.45788049135956693,0.34329703,0.5390795
Rps3a1,-2.9924967,-0.83059835,0.002767056770627847,0.009154249621616628,0.35926202941909746,0.3595669373308349,0.2191177,0.36163402
Bhlhe22,-3.0005968,-0.92430544,0.0026945108467334626,0.008926335402752823,0.12091747693841935,0.14786591713512387,0.058075674,0.107488096
Rpl18,-3.012259,-1.0054277,0.0025931130443069684,0.00859926586908029,0.23834455248067812,0.252508848636269,0.13312276,0.2514229
Snx8,-3.0183277,-1.3220098,0.002541738851869958,0.008430628681612859,0.0393916728995263,0.06887362065375807,0.017816272,0.043961722
Ly86,-3.0231357,-1.8114419,0.0025017002662558315,0.008308081343998788,0.054350536025928695,0.08236518842390173,0.032330543,0.109152414
Egfl6,-3.0291917,-1.533432,0.0024520892592965393,0.008149367767136427,0.016953378209922713,0.046845721424109935,0.009008667,0.025858307
Sall2,-3.0300393,-1.2884791,0.002445218581144703,0.008127538752518329,0.04288207429568686,0.07237143452009161,0.019120371,0.04607675
Ermn,-3.0338616,-1.5687636,0.0024144505273385733,0.00802725633130258,0.06930939915233109,0.09693941286695815,0.034277983,0.098440446
Pbxip1,-3.0447829,-2.114438,0.00232848407076195,0.007751036543777701,0.036150585888805785,0.06512596293982928,0.015509879,0.06549244
Tmem47,-3.0473223,-0.7713005,0.0023089003256644945,0.0076887038977078905,0.1613064073797058,0.187965854674162,0.088281654,0.14628923
Rpl28,-3.061975,-0.90497404,0.002198818038069449,0.007343057504713658,0.2956868611318873,0.3047678534249427,0.17668265,0.3088573
Mfge8,-3.0788288,-1.7459823,0.0020781602805215096,0.006956542511226232,0.05036150585888806,0.07915885904642932,0.026679263,0.08681307
Cnp,-3.08732,-1.1835346,0.002019699949785592,0.006765063282315988,0.17302418349538767,0.1943785134291068,0.0951079,0.20426846
Nxn,-3.0899587,-1.2124875,0.002001843765740033,0.006708598401775342,0.08601346297681377,0.1141786383510306,0.045899607,0.10331915
Fmnl3,-3.0996642,-1.6715395,0.0019374013041844633,0.006500745884545021,0.0468711044627275,0.07645221736414741,0.021685814,0.06750503
Fam210b,-3.101119,-1.4563358,0.0019279081195575844,0.006470508515177653,0.02218898030416355,0.052841973766396,0.01080046,0.029362896
Tns1,-3.1024272,-1.8840978,0.0019194076284343316,0.006443588577714954,0.03415607080528547,0.06408494690818238,0.015276165,0.05526495
Grik4,-3.1150181,-0.2675764,0.0018393367577491885,0.0061894776056005876,0.618299675891299,0.5590672496356444,0.68473035,0.78097916
Olfml1,-3.118464,-1.8437746,0.0018179631892564403,0.006120620335211196,0.0393916728995263,0.06908182386008745,0.01892697,0.06633531
Nkx2-2os,-3.1190712,-1.9535577,0.0018142208883676985,0.006108786374741862,0.032660184492645225,0.06262752446387675,0.015781753,0.059788592
Ntn1,-3.1327648,-1.7323701,0.0017316819077968012,0.005840378167754494,0.035153328347045626,0.0654174474286904,0.01690669,0.05510729
Robo3,-3.1401448,-0.53689027,0.0016886430815439362,0.00570238024394691,0.05235602094240838,0.08403081407453675,0.027880384,0.04020016
Vsir,-3.141763,-2.0143576,0.0016793391274264114,0.005672387473783491,0.04163550236848666,0.07149698105350823,0.020769617,0.08138358
Rpl23,-3.1447284,-0.9356119,0.0016624112458300932,0.005616621422790721,0.3236100723011718,0.3271288777847179,0.18994291,0.33654374
Gm43154,-3.146065,-0.59847933,0.0016548322148865614,0.00559242128210312,0.06457242582897033,0.09589839683531126,0.037351884,0.056025583
Rpl38,-3.1497936,-0.7561458,0.0016338587379882271,0.0055241248640063925,0.5013712291199203,0.4752862794087029,0.34283715,0.5251359
Gm17750,-3.1511903,-0.94032174,0.0016260650247207223,0.0055007386647671925,0.07454500124657193,0.10505933791380387,0.036951847,0.06974562
Pnpla7,-3.1565359,-0.9992503,0.001596552157823155,0.005402261236709252,0.14510097232610322,0.17201748906933167,0.07314867,0.14124082
Chgb,-3.1593337,-0.71167064,0.0015813033898705385,0.00535268607783086,0.5853901770132136,0.5347491151363731,0.4204177,0.61834687
Gm5089,-3.1660676,-1.768239,0.001545148777580789,0.005238222010294701,0.037147843430565944,0.06770768269831355,0.01852207,0.06173564
AI593442,-3.1751397,-0.5729261,0.0014976439707885495,0.005082323780351878,0.3026676639242084,0.31834270247761814,0.16478443,0.23623833
Ppp4r4,-3.182642,-0.33393034,0.001459378881965758,0.004955580760573729,0.5165794066317626,0.47066416822819074,0.34828827,0.4220936
6720407P12Rik,-3.1826675,-0.55734855,0.0014592513825020376,0.004955580760573729,0.09897781101969584,0.13129294191130544,0.051912658,0.07548808
Cmtm5,-3.182701,-1.7535195,0.0014590813991861647,0.004955580760573729,0.05135876340064822,0.08111596918592547,0.024676332,0.08087812
Lrrc10b,-3.1842222,-1.8776604,0.001451435152484485,0.004930475669691291,0.015956120668162554,0.047345409119300436,0.0071101696,0.025883563
Laptm5,-3.1846292,-1.8289584,0.0014493960648064058,0.00492417148329095,0.05509847918224882,0.08490526754112013,0.02879896,0.09876305
Jun,-3.1854494,-0.9786528,0.0014452942153998947,0.0049108567991647915,0.14684617302418349,0.17289194253591506,0.07357612,0.14016025
Bcat1,-3.1926124,-0.45830503,0.001409921107933822,0.004793696086319347,0.19346796310147096,0.22423485321673953,0.098302044,0.13271229
Gm10790,-3.1943452,-1.9251541,0.0014014836259523137,0.0047662150397846685,0.0468711044627275,0.07691026441807204,0.027808698,0.10173806
Tuba1a,-3.2039602,-0.88633746,0.0013555117590567556,0.004618055149721697,0.4258289703315881,0.4095357068498855,0.2573977,0.43349478
Rgmb,-3.209852,-0.54487854,0.001328033521844607,0.004528459483751851,0.22089254549987533,0.24888611284613782,0.11136696,0.15859674
Dbi,-3.210536,-1.1355169,0.0013248762487802486,0.004518840416949134,0.20967339815507355,0.2281907141369977,0.11888182,0.24477857
2310014F06Rik,-3.2144523,-1.1412293,0.001306936316416875,0.004459916030241482,0.02518075292944403,0.05713095981678118,0.012490675,0.027346002
Plod1,-3.225328,-1.8018562,0.0012582841262624885,0.0043015387369813056,0.0393916728995263,0.0703310430980637,0.016771846,0.05729796
Ltbp3,-3.2285948,-1.1586894,0.0012440000185210498,0.0042543312329974044,0.04363001745200698,0.07532792004996877,0.021186398,0.046696726
Mafb,-3.2298093,-1.715364,0.0012387284329481811,0.004236842285300106,0.03216155572176515,0.06366854049552363,0.015644744,0.050482173
Stac,-3.2322664,-0.42793784,0.0012281247553325191,0.004201109124861208,0.13612565445026178,0.16747865917135124,0.09121703,0.12087702
Rap1a,-3.2387316,-0.46187884,0.0012006249904497153,0.004109655222087115,0.6090750436300174,0.542494274411826,0.42295974,0.54530275
Ndst4,-3.2398322,-0.36327577,0.0011960008505503853,0.004094870394277377,0.368735976065819,0.3760149906308557,0.3743181,0.4599528
Btg1,-3.2422884,-0.78974164,0.0011857399677161016,0.0040628453114679485,0.13587634006482174,0.1653549864667916,0.06938196,0.11707534
Gad1os,-3.2429209,-3.0125625,0.0011831108816671599,0.00405487109571385,0.006232859636000997,0.03814282739954195,0.0025256635,0.020202344
B230110G15Rik,-3.24964,-2.1325574,0.0011555118455918003,0.003964832497899588,0.012715033657442034,0.044680408078284405,0.0065501286,0.028408827
Laptm4a,-3.2544458,-0.716938,0.0011361379847780865,0.0039003484925242346,0.30142109199700823,0.3184676244014158,0.16346353,0.25610626
A330049N07Rik,-3.2548823,-1.7572049,0.0011343936112553513,0.0038953554420998455,0.0431313886811269,0.07416198209452425,0.022938348,0.07551325
Arhgap45,-3.2589314,-2.068438,0.001118327338450809,0.003842641379050286,0.03789578658688606,0.0689985425775557,0.02105736,0.08549661
Litaf,-3.2593393,-1.2580268,0.0011167203017317317,0.0038376102452400093,0.11144353029169783,0.13928794503435352,0.055352986,0.1276185
Rph3al,-3.2759717,-0.64377284,0.0010529909176818463,0.003625094933774659,0.06332585390177013,0.09589839683531126,0.031735376,0.04915084
Insc,-3.2780864,-1.6161308,0.0010451340448353586,0.003598968574231204,0.04712041884816754,0.0783260462211118,0.024844801,0.07428724
Fcrls,-3.2880366,-1.8435298,0.0010088873577884304,0.003477716908758836,0.05135876340064822,0.08232354778263586,0.028794052,0.09970081
Mageb18,-3.2981205,-2.2709045,0.0009733431400650235,0.0033590714325131238,0.015457491897282473,0.04776181553195919,0.00713097,0.033955812
Bank1,-3.308172,-1.8939266,0.0009390711931002078,0.0032457991971446597,0.04038893044128646,0.07216323131376223,0.023295566,0.08396714
St8sia6,-3.3188474,-1.1168771,0.0009038980376531205,0.0031274453092633723,0.0456245325355273,0.07811784301478243,0.02110667,0.045223817
Tspan15,-3.3212962,-1.469961,0.0008960038445700459,0.0031009303585261636,0.04911493393168786,0.08099104726212783,0.023141632,0.062836915
Ifi203,-3.3269548,-2.2538278,0.0008780057245007922,0.0030417758918690413,0.009723261032161555,0.04255673537372476,0.0049863784,0.023561971
Actg1,-3.329895,-0.8037742,0.0008687874825376579,0.0030125589954557836,0.4198454250810272,0.4119508640433063,0.26054028,0.4184235
Cyth4,-3.341597,-1.9646719,0.0008329785986077374,0.0028939921055844203,0.033657442034405384,0.06600041640641266,0.017026814,0.06487796
Fchsd2,-3.350798,-0.38041076,0.0008057910978150591,0.0028020715411272994,0.737471952131638,0.6278575890068707,0.6623644,0.7987652
Rab34,-3.355629,-0.59092784,0.0007918471218455815,0.002755722337001784,0.08825729244577413,0.1220070789090152,0.043814976,0.065283865
Sec11c,-3.3559768,-0.8113289,0.0007908517763455059,0.0027529715287477317,0.2575417601595612,0.27928378097022694,0.13230133,0.22172241
Tjp2,-3.3571575,-0.8536257,0.000787482286063636,0.002741952705264987,0.1869857890800299,0.21261711430356028,0.10304357,0.17909601
Dcbld1,-3.3631094,-0.41741073,0.0007706984188258214,0.002684904254356258,0.17452006980802792,0.20774515927545284,0.093739934,0.12332139
Capn3,-3.3703935,-1.6483263,0.0007506090876537543,0.002617454878373402,0.04736973323360758,0.07965854674161982,0.02130118,0.06530915
Myo6,-3.3748167,-0.499363,0.0007386485658607804,0.0025769263781717953,0.5691847419596111,0.523089735581928,0.42324415,0.5566562
Gulp1,-3.3875194,-1.5934114,0.0007052774722818713,0.002464344041640297,0.04736973323360758,0.07957526545908807,0.028733589,0.084308766
Ctsc,-3.3932085,-1.9880452,0.0006907900997299079,0.0024149791802943825,0.028920468711044627,0.061961274203622733,0.01331344,0.05180219
Slc25a18,-3.415793,-1.8051883,0.0006359660918767323,0.00222824473708799,0.03540264273248567,0.06837393295856756,0.016290078,0.055809237
Vav2,-3.4200928,-1.1015158,0.0006259979162536947,0.002194750001270456,0.06681625529793069,0.10002082032063293,0.033034015,0.06958967
Tpcn2,-3.4226205,-1.2531594,0.0006202057803736112,0.0021750103522107716,0.032909498878085267,0.06679158859046429,0.014866146,0.035077598
Bche,-3.4280283,-1.3647774,0.0006079818116672574,0.002134370431081684,0.051109449015208176,0.08436393920466376,0.024614077,0.062201604
Lhfpl2,-3.4385962,-0.9839895,0.0005847384591395106,0.0020554581890474427,0.13911742707554225,0.16935248802831562,0.07388107,0.14120856
Orai2,-3.4584746,-0.5836028,0.0005432436167755864,0.0019138528887845821,0.24532535527299926,0.27062252758692484,0.1250688,0.18203108
Cacna2d2,-3.4623928,-0.8330885,0.0005353950793870089,0.0018871921531062484,0.1219147344801795,0.15302935665209244,0.065577134,0.11399025
Cotl1,-3.466114,-0.8431374,0.0005280393297255962,0.00186224134266003,0.11343804537521815,0.14665833853841348,0.054381378,0.0955455
Clcn5,-3.47139,-0.61958057,0.0005177713136845657,0.0018272281584849333,0.24607329842931938,0.27108057464084945,0.13929938,0.20672701
Ndufa13,-3.479233,-0.9861216,0.0005028512311800914,0.0017755075665977734,0.274993767140364,0.28819487820112427,0.16659814,0.306814
Efnb3,-3.4809027,-0.77119595,0.0004997268933714821,0.0017658681779184277,0.1630516080777861,0.1940453882989798,0.08213221,0.13635708
4930420G21Rik,-3.4823723,-1.5700089,0.0004969923009238573,0.0017566670778510975,0.055597107953128895,0.08827815948365605,0.03692491,0.10587383
Ptgs1,-3.4879887,-2.0359292,0.00048666849063791387,0.001721988720495226,0.0344053851907255,0.06816572975223818,0.015444365,0.061872687
Gm9968,-3.4951382,-3.1042154,0.00047381658334446,0.001677840220672857,0.005983545250560957,0.04039142202789923,0.0025016097,0.021310281
Ehd3,-3.4984164,-0.57073224,0.00046802962969158724,0.0016580034475692747,0.2081775118424333,0.23818446804080784,0.105464205,0.15289462
Arhgef25,-3.5099268,-0.43873164,0.00044823004233860656,0.0015893298017469462,0.41411119421590625,0.4071205496564647,0.2456309,0.32018614
Selplg,-3.5239513,-1.8234459,0.00042516238155128523,0.001509927728295405,0.056843679880329095,0.08977722256922757,0.03137439,0.10688147
Rapgef3,-3.5286222,-1.4247296,0.00041772892934438283,0.0014843131885061579,0.061331338818249814,0.094649177597335,0.02884809,0.07564039
Gm38505,-3.5287066,-2.9658616,0.00041759584351712826,0.0014840365448095803,0.009723261032161555,0.0443472829481574,0.0039214874,0.030236643
Stxbp3,-3.5293875,-0.75602996,0.0004165226254230569,0.0014806142274265829,0.23161306407379706,0.2567561940453883,0.12380351,0.20096146
Npas1,-3.5316067,-2.2012074,0.00041304337479126864,0.0014684407886532665,0.019197207678883072,0.053674786591713514,0.008711958,0.039449707
Gldc,-3.5358865,-2.027899,0.0004064093381852835,0.00144542937353257,0.031662926950885066,0.06579221320008329,0.015881287,0.06324013
Gm32880,-3.5389867,-1.6184305,0.00040166605570439933,0.0014291269752088468,0.01795063575168287,0.052800333125130126,0.008068397,0.024569158
Chn2,-3.5462856,-0.7220025,0.0003907023804743203,0.0013910392160255713,0.2762403390675642,0.2946908182386009,0.20103605,0.31282765
Dusp16,-3.5495346,-0.90115166,0.00038591274381332037,0.0013743506197831567,0.16355023684866618,0.19312929419113053,0.08853812,0.1594714
Spsb1,-3.5520403,-1.1979452,0.000382256265980657,0.001361733404513149,0.0730491149339317,0.10680824484697064,0.03692362,0.08276891
Rps16,-3.5527866,-0.8729329,0.0003811734422699716,0.001358372731272432,0.43031662926950887,0.41636477201748906,0.26947945,0.44878924
Gm11906,-3.5570045,-0.47510323,0.00037510794915646123,0.0013385326153830164,0.27025679381700324,0.291984176556319,0.1518398,0.20532708
Csrp1,-3.5603576,-1.4887186,0.0003703500803326158,0.0013229542936718055,0.08426826227873348,0.116052467207995,0.041951112,0.11353919
Mob3b,-3.5624924,-1.1767112,0.00036735071108489454,0.0013124203705426295,0.11667913238593867,0.14707474495107226,0.062248703,0.13557225
Phactr4,-3.5667806,-1.019946,0.00036139382469965227,0.0012913101156488906,0.10545998504113688,0.13845513220903602,0.052983865,0.10466672
Ngf,-3.5780537,-1.6494695,0.00034616230598401526,0.0012380382219872874,0.028920468711044627,0.06379346241932125,0.013396845,0.04144047
Dach1,-3.578607,-0.36250874,0.00034543023464265825,0.0012357489555116798,0.19022687609075042,0.22398500936914428,0.17338535,0.21785516
Tnfrsf25,-3.5786567,-0.6512216,0.0003453647675058318,0.0012356792680268576,0.05983545250560957,0.09581511555277951,0.02765111,0.04309007
Lynx1,-3.5838768,-0.5322367,0.0003385317049099196,0.0012117153204914799,0.20892545499875342,0.24226525088486361,0.11213426,0.15837613
Tril,-3.5888557,-2.271747,0.00033213265923906564,0.0011897619722375274,0.025430067314884067,0.06017072662919009,0.012237644,0.057758905
Adap2,-3.5948887,-2.0969687,0.00032453042298933595,0.001162839374012996,0.040638244826726504,0.07486987299604414,0.022230519,0.09182165
Mast3,-3.6014023,-0.48075745,0.00031650546587170235,0.0011348414555608008,0.4694589877835951,0.44493025192587965,0.2947504,0.39093015
Cox6c,-3.607277,-0.8443691,0.00030942724468181184,0.0011100547482777415,0.4425330341560708,0.431438684155736,0.29099542,0.4740188
Ndrg1,-3.6256626,-1.1255094,0.00028822152511239385,0.0010356395265806396,0.09324358015457491,0.12692067457838851,0.047178213,0.10020691
Igf1,-3.6265702,-1.3350662,0.00028721078421554193,0.0010321457498825213,0.05734230865120917,0.09177597334998959,0.031920925,0.07865539
Gm13629,-3.6272428,-0.7424712,0.0002864639694193344,0.0010295996332661203,0.14983794564946398,0.1808036643764314,0.085197866,0.1387072
Canx,-3.6305423,-0.46077293,0.0002828264130732635,0.0010170698232439227,0.7279980054849164,0.6401832188215698,0.5736266,0.7257066
Phldb2,-3.6574128,-1.717019,0.0002547740276831827,0.0009182800970955224,0.051857392171528294,0.08652925255048928,0.026362812,0.08417751
Mro,-3.6601303,-1.1838658,0.00025208704921817984,0.000909083211983961,0.05858888057840937,0.093982927337081,0.02633099,0.05884843
Vcan,-3.6626823,-1.0167634,0.0002495879263556056,0.0009007961828307755,0.17078035402642733,0.19883406204455548,0.10677884,0.20539515
Eya2,-3.663334,-2.1658602,0.00024895371747607497,0.0008986279404328498,0.01720269259536275,0.05325838017905476,0.00896897,0.039631996
Ndufa4,-3.6636574,-0.89066607,0.00024863922772718535,0.0008978545960260007,0.41411119421590625,0.4067874245263377,0.2771141,0.46500534
Rfx4,-3.6734843,-1.7780364,0.00023926536706504677,0.0008654005132639395,0.05285464971328846,0.08736206537580679,0.026496397,0.08808995
Ankrd44,-3.6780784,-0.77460766,0.00023499779952403582,0.0008505375637406845,0.3475442533034156,0.3524880283156361,0.22566201,0.3598221
Plxnb3,-3.681535,-2.0036051,0.0002318340423296875,0.0008395391802424127,0.039640987284966345,0.07478659171351239,0.017573778,0.06868034
Lamb1,-3.6902318,-0.46600464,0.00022404989743019413,0.0008120071141016074,0.2144103714784343,0.24751197168436395,0.113947056,0.15418832
Lbh,-3.6925814,-1.4591361,0.00022198925301741316,0.0008047559671583772,0.047619047619047616,0.08332292317301686,0.021824222,0.058895003
Gm16638,-3.7005646,-0.5298951,0.00021512037327670443,0.0007810139751310699,0.10221889803041635,0.14012075785967104,0.05201122,0.074255735
Igsf3,-3.7161407,-0.69226444,0.00020228894495938864,0.0007361191699700397,0.12764896534530043,0.16239850093691444,0.06367806,0.10096603
Tbc1d16,-3.7272685,-0.8860698,0.00019356630224789367,0.0007051418846801658,0.13213662428322115,0.16639600249843847,0.062088404,0.11188568
Prdm16,-3.7306533,-1.9825735,0.00019098390520352573,0.0006959231804744693,0.03764647220144603,0.07337080991047262,0.019887421,0.076387964
B4galt1,-3.741623,-0.8343107,0.00018283578140846317,0.0006670464964623769,0.1431064572425829,0.17680616281490735,0.0727931,0.12630771
Epas1,-3.752839,-2.1441574,0.0001748431267655335,0.0006389276235808357,0.0381451009723261,0.07395377888819488,0.017997133,0.077214345
Fam107a,-3.7671165,-1.9126273,0.00016514393359530832,0.0006047175655091217,0.028172525554724506,0.06500104101603164,0.0127918925,0.04733206
Entpd1,-3.767649,-1.43434,0.00016479226954087042,0.0006035121006628307,0.11094490152081775,0.14303560274828234,0.060342208,0.1553792
Hspa5,-3.7697592,-0.79513615,0.0001634050688251334,0.0005988399071646664,0.4370481176763899,0.43152196543826776,0.2657094,0.42404515
Kcnc2,-3.776724,-0.42040962,0.00015890458932724862,0.0005827441401969661,0.6965843929194715,0.5869248386425151,0.8874906,1.0690012
Tiparp,-3.7824755,-0.65154016,0.0001552763383003648,0.0005699050963161867,0.13487908252306158,0.1711430356027483,0.07728469,0.118864276
Tmem63a,-3.790288,-1.8320669,0.00015047276592421388,0.0005528032841651117,0.05609573672400898,0.09152612950239433,0.0262406,0.09044873
Pdgfra,-3.7964337,-1.670755,0.0001467926324958642,0.0005397999226993118,0.056594365494889054,0.09219237976264834,0.0370243,0.11340699
Orai1,-3.7989984,-1.3550501,0.00014528202907789327,0.000534610808178991,0.058090251807529296,0.09494066208619613,0.027049946,0.06778922
Map3k20,-3.8029883,-0.90432364,0.0001429610633516133,0.0005261421411118819,0.09723261032161555,0.13354153653966272,0.04678099,0.08584632
Rpl18a,-3.806719,-0.9647923,0.00014082257312716145,0.00051848486433637,0.3029169783096485,0.315719342077868,0.17877407,0.32357693
Cabp7,-3.807649,-1.5434681,0.00014029432200720704,0.0005166107211639925,0.030665669409124907,0.06820737039350407,0.0141058955,0.040574893
Mitf,-3.8113763,-0.48121026,0.00013819520880766094,0.0005091601893132936,0.5041136873597607,0.47890901519883405,0.367391,0.48226288
Moxd1,-3.81974,-0.5373185,0.00013359243627385299,0.0004926748233157328,0.057840937422089254,0.09614824068290652,0.05030817,0.07220773
4930509J09Rik,-3.8289511,-0.40698445,0.00012869053126248023,0.00047485781035743526,0.20269259536275244,0.23818446804080784,0.10937492,0.14258383
Npy,-3.8624597,-1.4664291,0.00011225112400624794,0.00041614068736863717,0.09149837945649464,0.12654590880699562,0.050666217,0.13419615
Ehd1,-3.8712301,-0.96333545,0.00010828747073915721,0.0004018346000222558,0.10521067065569684,0.14149489902144494,0.04581354,0.08746645
Fau,-3.87387,-0.8516415,0.00010712065819041098,0.00039772448329091376,0.4190974819247071,0.4134082864876119,0.27569875,0.4528933
Tubb2b,-3.8799407,-1.3908865,0.00010448194278821266,0.00038808816736511946,0.06407379705809026,0.1014366021236727,0.030625688,0.07840001
Sntb1,-3.8813932,-1.262053,0.00010385971548645667,0.00038583699029025374,0.060334081276489655,0.09743910056214866,0.038847767,0.09075865
Hhip,-3.883741,-1.6982367,0.00010286151499015857,0.0003823864011878197,0.056843679880329095,0.0932750364355611,0.02913335,0.091602914
