names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Vip Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Vip,19.216763,6.258462,2.679821574271984e-82,3.2730366227585555e-79,0.6507936507936508,0.04533603707995365,1.3307835,0.035719544
Zfp536,18.992228,2.5218804,1.9775784973057723e-80,2.3103275748959174e-77,0.8761904761904762,0.4729504634994206,1.8773469,0.67494833
Grid2,18.878557,1.8090402,1.7119891083643127e-79,1.9167144725728782e-76,0.9365079365079365,0.8114498841251448,2.886533,1.763326
Abtb3,18.741224,3.5480278,2.2831095754920463e-78,2.453886171738851e-75,0.707936507936508,0.1505286790266512,0.97889096,0.1328241
Sdk1,18.630932,2.7031157,1.8035961043808963e-77,1.8639472047967186e-74,0.8253968253968254,0.46031286210892236,1.798471,0.57324165
Tcf4,18.445833,0.9399526,5.632503661896759e-76,5.605384199820959e-73,0.9682539682539683,0.933553012746234,3.395923,2.77471
Slc2a13,18.268717,1.8858322,1.4686310639488333e-74,1.4093613102966125e-71,0.8920634920634921,0.6607401506373117,1.9145707,0.94199324
Igf1,18.209532,4.5610075,4.336457481516635e-74,4.017952156150068e-71,0.6444444444444445,0.08067786790266512,0.92327636,0.062306866
Grik1,18.161287,2.7816744,1.0454516712655487e-73,9.3637621356351e-71,0.8507936507936508,0.4954374275782155,2.14581,0.74088556
Rbms3,18.094831,2.4211984,3.500170613981393e-73,3.0338575612154846e-70,0.8444444444444444,0.5077129200463499,1.7874037,0.6568137
Gad2,17.810068,2.915689,5.9038613303439136e-71,4.957398560823155e-68,0.7333333333333333,0.21773609501738123,1.0626482,0.22394432
Cntn6,17.446335,2.4535236,3.6703778776381647e-68,2.9885773809738632e-65,0.8031746031746032,0.40425840092699883,1.5441488,0.5143586
A230057D06Rik,17.320278,1.357021,3.307510802427599e-67,2.613906331212635e-64,0.926984126984127,0.787369640787949,2.3632312,1.5597323
Cntnap2,17.15608,1.8518349,5.660769559881163e-66,4.2251355020557453e-63,0.9809523809523809,0.9135646002317497,4.007098,2.7698653
Sntg1,17.078764,1.3859686,2.135991175909097e-65,1.5511914296399308e-62,0.9396825396825397,0.8131155851680185,2.7631483,1.899408
Zmat4,16.899519,1.9361581,4.535964385279094e-64,3.1251631546781854e-61,0.8793650793650793,0.597986674391657,1.8217977,0.8562728
Kcnip1,16.709898,3.0801983,1.1102621862996832e-62,7.458186236468122e-60,0.6888888888888889,0.22664397450753188,1.1385347,0.22388713
Meg3,16.49031,1.3924345,4.307256409105302e-61,2.8228287734794996e-58,0.9682539682539683,0.9132749130938587,4.180094,3.2394817
Robo1,16.261705,1.5254613,1.8453071735893594e-59,1.1805572322463355e-56,0.9428571428571428,0.7916425260718424,2.6911356,1.753671
Limch1,16.010406,1.5375378,1.0810073320761078e-57,6.454814891752226e-55,0.8984126984126984,0.7299029548088065,1.8946595,1.080573
Slc35f1,15.992427,1.7298163,1.4429846185916394e-57,8.42891232642551e-55,0.8888888888888888,0.6525564889918888,1.9459164,1.0328145
Pde4d,15.891757,1.42488,7.227292457592427e-57,4.0457780903230943e-54,0.946031746031746,0.8238340092699884,2.762039,1.8755195
Prox1,15.646717,2.2443697,3.498054733244669e-55,1.9182189935160052e-52,0.746031746031746,0.3039904403244496,1.0891589,0.34793136
Usp29,15.418153,1.7626526,1.235886903117487e-53,6.511427664071936e-51,0.8063492063492064,0.5566700463499421,1.3726604,0.62495184
5330434G04Rik,15.293596,1.4695174,8.435961611807928e-53,4.359120932870751e-50,0.8571428571428571,0.6438658748551565,1.5485092,0.8491635
Sobp,15.231347,1.332229,2.1903304118677888e-52,1.1104561918280657e-49,0.8825396825396825,0.7384849362688297,1.8776567,1.1629936
Snhg11,14.955519,1.3033528,1.4336004234311616e-50,7.003789705017329e-48,0.9555555555555556,0.8271292004634995,3.022455,2.188062
Cit,14.937335,2.0006368,1.8835864066657575e-50,9.037851204840875e-48,0.7492063492063492,0.4313441483198146,1.159789,0.43636346
Egfr,14.706761,3.6692598,5.8333305997598364e-49,2.7024412623370136e-46,0.5619047619047619,0.11381083429895712,0.987578,0.12436171
Magi3,14.479494,1.7120109,1.632955851897463e-47,6.964686308013466e-45,0.7936507936507936,0.5510935689455388,1.3653704,0.6367987
Adra1b,14.467206,4.457364,1.9524336281469782e-47,8.071060244355278e-45,0.5174603174603175,0.07119061413673233,0.6534113,0.041116133
Pde5a,14.429956,3.839415,3.3529260048362603e-47,1.3446734589544824e-44,0.5396825396825397,0.1015715527230591,0.7957465,0.08153851
Gad1,14.288411,2.324682,2.58438835145352e-46,1.0064132609211028e-43,0.6507936507936508,0.2611529548088065,0.8608228,0.2409842
Aff2,14.274739,1.714444,3.1446296500889347e-46,1.2070885528269954e-43,0.7904761904761904,0.600811123986095,1.4928342,0.71841973
Ablim1,14.165524,1.4264439,1.4974611091361193e-45,5.588441667012156e-43,0.8158730158730159,0.6114571263035922,1.347836,0.7227044
Cntnap5c,14.054953,1.93901,7.18302319228169e-45,2.6082139618460678e-42,0.7968253968253968,0.5050333140208575,1.6586112,0.7461699
Ptprz1,13.920913,1.8021141,4.728293862065185e-44,1.6499903386193702e-41,0.8222222222222222,0.5643105446118193,1.6988506,0.82466763
Ctnna2,13.899615,0.9081645,6.368263215406519e-44,2.1937850333073483e-41,0.9555555555555556,0.8857908458864426,3.0570438,2.467944
Dlx1as,13.850851,3.2032335,1.257134339586726e-43,4.2223999630869153e-41,0.5428571428571428,0.12811413673232908,0.6374461,0.09240648
Lrrc4c,13.76704,1.0922704,4.023602178067995e-43,1.3347430928973706e-40,0.9714285714285714,0.9146871378910776,3.3326838,2.6151938
A330076H08Rik,13.7601185,1.3255646,4.428003042541502e-43,1.4509809969889045e-40,0.8317460317460318,0.6559241019698725,1.4405719,0.82680196
Ogt,13.694825,1.0448637,1.090218543444898e-42,3.487401459805287e-40,0.8888888888888888,0.7728128621089224,1.6635977,1.12286
Vwc2,13.634779,3.2419772,2.4874438549911292e-42,7.771815858559493e-40,0.5492063492063493,0.15679316338354576,0.8749295,0.1378825
Kcnb2,13.591862,1.245309,4.47551443093962e-42,1.382265204130432e-39,0.9174603174603174,0.7701332560834299,2.430836,1.6814923
Dlx1,13.557904,4.4811635,7.113968712261345e-42,2.14777909324115e-39,0.4793650793650794,0.0535196987253766,0.52792156,0.03066183
Mir99ahg,13.509562,0.9928081,1.3733649784108623e-41,4.055199667021964e-39,0.9301587301587302,0.874529258400927,2.7330728,2.1072972
Ubash3b,13.377728,1.8161317,8.160334354779984e-41,2.357722409816539e-38,0.7206349206349206,0.43815179606025495,1.1405591,0.47278702
Gpc6,13.363157,1.8845587,9.926343583514372e-41,2.8075879167266437e-38,0.8063492063492064,0.5491743916570104,1.8968487,0.9298756
Ccser1,13.361758,1.0542849,1.0114629794090436e-40,2.831042735075104e-38,0.9523809523809523,0.8615295480880649,2.928403,2.2536187
Zbtb16,13.334864,1.5473772,1.4511928306469716e-40,4.0199537484004254e-38,0.7841269841269841,0.5774913093858632,1.3338444,0.67113894
Vstm2a,13.327604,1.8175026,1.5995174537574937e-40,4.385615712496312e-38,0.6984126984126984,0.45466396292004635,1.0352015,0.41550028
Slc44a5,13.198245,1.6052204,8.980312178434906e-40,2.3891186953915436e-37,0.7714285714285715,0.6077274044032445,1.561914,0.80579156
Thsd7a,13.187844,1.9703474,1.0309152186583078e-39,2.7157541103283067e-37,0.7682539682539683,0.5769119351100811,1.8175305,0.83981216
Klf12,12.975511,1.1879289,1.6847090129321656e-38,4.2705784129704986e-36,0.8888888888888888,0.7150202780996524,1.6855617,1.074768
Sorcs1,12.934319,2.1143107,2.881682455178549e-38,7.23652407202314e-36,0.707936507936508,0.4622320393974508,1.6017486,0.6497076
Csmd3,12.861583,0.8399272,7.404456341870487e-38,1.842201313945e-35,0.9587301587301588,0.8998406720741599,3.103541,2.556193
Fgf12,12.809284,0.9891824,1.454706521347106e-37,3.586051764091444e-35,0.9555555555555556,0.854106315179606,2.798284,2.1709073
Gabrg3,12.734314,1.4339509,3.811812604317966e-37,9.14494684625212e-35,0.8571428571428571,0.6515787949015064,1.9644642,1.184552
Ttc28,12.695322,1.6194503,6.277146311989425e-37,1.4795343982732969e-34,0.7206349206349206,0.4633545770567787,1.0452398,0.4701123
Rian,12.635482,1.0649984,1.345667694034349e-36,3.1170768050605993e-34,0.9047619047619048,0.7601752607184241,2.1896641,1.5668219
Gm56750,12.5563345,2.649883,3.669426259475409e-36,8.355718948483412e-34,0.5396825396825397,0.17388470451911936,0.716349,0.15427619
Bmper,12.496231,2.8124664,7.827497714782291e-36,1.767435828539497e-33,0.5365079365079365,0.19785631517960603,0.7325391,0.14305286
Egfem1,12.427301,1.3658353,1.858010272346875e-35,4.160394668163378e-33,0.9428571428571428,0.7714730590961761,2.7088964,1.8620648
Gm28175,12.391883,2.4655707,2.891738584028344e-35,6.317155752263546e-33,0.5682539682539682,0.24109212050984935,0.75193346,0.18479383
Grik2,12.364145,0.8621276,4.0853548074805423e-35,8.852700296532434e-33,0.9619047619047619,0.9163890498261877,3.2302692,2.6645062
Elfn1,12.351256,3.1201577,4.79565767715654e-35,1.0308745742815698e-32,0.4888888888888889,0.11370220162224798,0.5483467,0.08066042
Rgs12,12.083995,3.0090861,1.283294508550305e-33,2.6730328251741625e-31,0.49523809523809526,0.14133111239860952,0.61476487,0.1002854
Pcdh7,12.081599,1.2743951,1.3212542270969027e-33,2.7309308524687523e-31,0.9174603174603174,0.7840744495944381,2.4412806,1.6743963
Apba1,11.752067,1.0269473,6.891275735051298e-32,1.3515954671593313e-29,0.8253968253968254,0.7282010428736964,1.5364672,1.0261562
Kcnq5,11.745517,1.2493182,7.446593558787948e-32,1.449927311048059e-29,0.9365079365079365,0.7805257821552724,2.5779722,1.8114711
Rev3l,11.652047,1.0003346,2.2401278388751738e-31,4.2994453593268514e-29,0.8476190476190476,0.7422146581691773,1.5178348,1.022722
Grm8,11.646457,1.7528931,2.392000792061162e-31,4.5583731406158456e-29,0.7365079365079366,0.5129272885283893,1.6952021,0.84142333
Rab3c,11.565295,1.2006992,6.177845816513429e-31,1.1527688686785822e-28,0.819047619047619,0.6443004055619931,1.4267651,0.8658666
Cntn5,11.482873,1.382073,1.6084614452426778e-30,2.9806454505979828e-28,0.926984126984127,0.7649188876013905,2.6584253,1.8070999
Glra2,11.479233,2.4007456,1.677634337797336e-30,3.087536620316056e-28,0.526984126984127,0.2244351100811124,0.67013174,0.16614908
Maf,11.4631605,1.9452984,2.0200663569785707e-30,3.692461429388721e-28,0.5682539682539682,0.22486964078794902,0.75180507,0.25544402
Grb10,11.395334,1.7590487,4.411355177783895e-30,8.008994163990085e-28,0.6,0.35341830822711473,0.7017659,0.26279333
Galnt14,11.257682,1.676496,2.122693051797226e-29,3.7772690266087054e-27,0.6412698412698413,0.39904403244495945,0.90564704,0.37910858
Pam,11.243243,1.1394776,2.5002349944013934e-29,4.395133261001619e-27,0.8539682539682539,0.7291425260718424,1.8271255,1.2142221
Kazn,11.242291,1.2822071,2.5273564298969414e-29,4.4097446280084944e-27,0.7492063492063492,0.5727476825028969,1.2125252,0.6786204
Magi1,11.230735,0.9681446,2.8807333303979785e-29,4.993890618567334e-27,0.8761904761904762,0.747646292004635,1.6773162,1.1706715
Gria4,11.220351,1.1037248,3.239804014037848e-29,5.580354734435703e-27,0.9365079365079365,0.7905924101969872,2.3453043,1.6847036
Slc6a1,11.171472,1.6329257,5.624146680689461e-29,9.504454170448164e-27,0.6190476190476191,0.3100376593279258,0.747334,0.3062643
Shisa6,11.155182,1.2774142,6.755486351393294e-29,1.1274529084592409e-26,0.8507936507936508,0.6151868482039398,1.6930377,1.0402706
Car10,11.154335,1.3160453,6.8201112146702e-29,1.1312122736925202e-26,0.8380952380952381,0.6365150637311703,1.9076974,1.1952536
Slc24a3,11.073609,1.032948,1.6847574240773924e-28,2.727074215961418e-26,0.8634920634920635,0.7287804171494786,1.7389321,1.1917019
Sema5b,11.072231,2.507954,1.7108594941242702e-28,2.7527421920430627e-26,0.4984126984126984,0.1876810544611819,0.6530375,0.1501263
C130071C03Rik,11.062969,0.87354565,1.8971090541940243e-28,3.0342452551305616e-26,0.8888888888888888,0.7757821552723059,1.8360692,1.3551593
Pcdh10,11.02326,1.3845475,2.9517058531790224e-28,4.665431545583549e-26,0.6984126984126984,0.4992395712630359,0.9966006,0.50355136
Plpp4,10.984338,2.8754995,4.545578841000084e-28,7.14267271682294e-26,0.46984126984126984,0.15418597914252608,0.6415353,0.115609534
Npas1,10.969506,4.2026434,5.356391393741844e-28,8.367804462200195e-26,0.39365079365079364,0.04490150637311703,0.44825295,0.030253971
Trhde,10.967117,1.4387699,5.499802521088754e-28,8.542178828997388e-26,0.7333333333333333,0.5193728273464658,1.3120307,0.6936646
Dner,10.939795,1.2690611,7.436863842152603e-28,1.1484398358542554e-25,0.7428571428571429,0.5425115874855156,1.1218752,0.62012273
Ankrd55,10.938779,2.9777923,7.52062471988467e-28,1.154738206990292e-25,0.44761904761904764,0.12637601390498263,0.48102766,0.0754922
Cpeb2,10.929094,1.1772296,8.367912935585936e-28,1.2775330714726938e-25,0.7333333333333333,0.5945828505214369,1.0719883,0.6149394
Sema6a,10.782226,1.5587038,4.176551178576491e-27,6.200217136372946e-25,0.6349206349206349,0.38604432213209733,0.8878467,0.39567503
Svil,10.749815,2.2589703,5.938072731035808e-27,8.718907884313233e-25,0.4984126984126984,0.18543597914252608,0.61590314,0.16369934
Ripor2,10.721765,1.1464857,8.045378554530718e-27,1.1685368743796779e-24,0.7396825396825397,0.5861457126303592,1.0882814,0.63632447
Slc35f4,10.644932,1.2241372,1.841184098212238e-26,2.6598181031700452e-24,0.7587301587301587,0.5912514484356894,1.3383557,0.7902798
Rims2,10.632549,0.876421,2.1028377885473658e-26,3.0054920945887084e-24,0.9333333333333333,0.8080460602549246,2.2540617,1.7306739
Tcf12,10.429928,0.8483237,1.8102589447893013e-25,2.520293152667799e-23,0.8952380952380953,0.8117757821552724,1.8217144,1.3554438
Kcnc1,10.415219,1.5620216,2.1131048928281762e-25,2.9117501779637487e-23,0.6031746031746031,0.3951332560834299,0.73256963,0.31182235
Ptpn4,10.362119,0.9081494,3.6870224152399603e-25,5.0546067498723335e-23,0.819047619047619,0.706510718424102,1.2920761,0.8783621
Fnbp1l,10.352112,1.1775408,4.093556841362026e-25,5.555246077141295e-23,0.7238095238095238,0.5232111819235226,1.037226,0.59069514
Lrrtm3,10.291443,1.1343998,7.701358578773854e-25,1.029529875679868e-22,0.8571428571428571,0.6245654692931634,1.5354383,0.9781912
Ap1s2,10.272592,2.3377662,9.365450916196853e-25,1.2335767946971052e-22,0.46984126984126984,0.1799319235225956,0.5256174,0.12820914
Cdh10,10.168647,1.0119228,2.7368390220604296e-24,3.552602150858152e-22,0.8761904761904762,0.7542728852838934,2.011792,1.4378679
Vsnl1,10.128741,1.0352166,4.119187971215017e-24,5.27059908507369e-22,0.7841269841269841,0.6686703360370799,1.3688444,0.8879197
Gm39185,10.098315,4.645451,5.6199360928976075e-24,7.12300390642258e-22,0.3682539682539683,0.05384559675550406,0.5018436,0.025708433
Dlc1,10.08931,1.1971271,6.160135042266786e-24,7.771024816230448e-22,0.7523809523809524,0.546024044032445,1.2087358,0.7053749
Dpysl5,10.083933,2.1495597,6.506802278201923e-24,8.169989589499329e-22,0.49206349206349204,0.2348638470451912,0.5231709,0.14403129
Gm5087,10.082022,2.7526336,6.634661832264791e-24,8.291784345718834e-22,0.4444444444444444,0.15853128621089224,0.583895,0.111243024
Wnt5b,10.012326,3.743129,1.3455104903562638e-23,1.6508615011814069e-21,0.38095238095238093,0.07343568945538818,0.44897345,0.04145043
Frmd4a,9.982294,0.7064137,1.822049149066762e-23,2.1954466652656455e-21,0.9365079365079365,0.8554823290845887,2.6240072,2.179149
A530058N18Rik,9.930132,3.052488,3.078480282248292e-23,3.6763895637338495e-21,0.4031746031746032,0.10522885283893395,0.43426093,0.06349017
Cracd,9.917823,1.1113987,3.482687146240995e-23,4.1224583092288784e-21,0.7238095238095238,0.5553302433371958,1.009674,0.5919608
Cntn4,9.86135,1.3796567,6.122079592291739e-23,7.152186028038218e-21,0.7714285714285715,0.650130359212051,1.988468,1.2304655
C130073E24Rik,9.8109865,1.8533206,1.0097618438448981e-22,1.1595000317996757e-20,0.5746031746031746,0.34107039397450756,1.0221995,0.4004054
Shtn1,9.788762,0.93282706,1.2582677396411249e-22,1.438708687836469e-20,0.7777777777777778,0.65625,1.1806414,0.7802453
Pdzrn4,9.763874,1.1595072,1.6088903364280723e-22,1.8240879046338524e-20,0.7492063492063492,0.538781865585168,1.244672,0.74504584
Prr16,9.685739,1.5425897,3.466944017050349e-22,3.8336125818165795e-20,0.6761904761904762,0.5219438006952491,1.412251,0.7255723
Cbln2,9.637582,4.3912497,5.54793610328093e-22,6.084614003884024e-20,0.34285714285714286,0.0357401506373117,0.37937355,0.02174799
2610316D01Rik,9.613365,1.827067,7.021590819417312e-22,7.638467421770978e-20,0.5206349206349207,0.2950463499420626,0.62397677,0.21846507
Macrod2,9.601348,0.6781854,7.890563498863375e-22,8.549171016712052e-20,0.9587301587301588,0.8872030706836617,2.9794204,2.539377
Peg3,9.5696535,0.8881252,1.0726431773276936e-21,1.143727070428378e-19,0.7714285714285715,0.6343424101969872,1.1007675,0.7343516
Pbx3,9.544684,2.0408158,1.365220564504771e-21,1.4442313609544566e-19,0.5523809523809524,0.335276651216686,0.99322605,0.34580597
Sox1ot,9.51713,3.117093,1.780280776474127e-21,1.8759272338768544e-19,0.37777777777777777,0.08056923522595597,0.433597,0.060681425
Chrm3,9.509368,1.1311704,1.9182456646866394e-21,2.0134086332082033e-19,0.8634920634920635,0.6583864426419467,1.8936446,1.2743895
Brinp3,9.491933,1.2667502,2.267901205920289e-21,2.3619575737627196e-19,0.780952380952381,0.6294539397450754,1.7466574,1.0878874
Fbln2,9.386006,3.7370842,6.231848807424076e-21,6.36691169032262e-19,0.35555555555555557,0.06525202780996524,0.39194456,0.035353836
Dscam,9.373733,0.84276336,7.001177065249632e-21,7.098929348802174e-19,0.8825396825396825,0.7553592120509849,2.0106187,1.52744
Mtss1,9.355099,1.2121475,8.352136888765495e-21,8.405315288431792e-19,0.6317460317460317,0.4510066628041715,0.7683482,0.40482897
Frmpd4,9.325475,0.9556029,1.1048811550195801e-20,1.1036489455530154e-18,0.9428571428571428,0.8323435689455388,2.7312586,2.128271
Dnm3,9.31629,0.8403564,1.2048006213361145e-20,1.1989997294556073e-18,0.8571428571428571,0.7264991309385863,1.5460131,1.1192025
Snrpn,9.300857,0.84785104,1.3931819445487247e-20,1.3813578911448055e-18,0.819047619047619,0.7001376013904983,1.294019,0.90459526
Snhg14,9.293176,0.77679145,1.4975191210882003e-20,1.4685525103518227e-18,0.9333333333333333,0.8156865585168018,2.4727547,1.9927548
Kcnd3,9.275298,0.957962,1.7712359234734706e-20,1.7306585186811692e-18,0.7841269841269841,0.6299971031286211,1.249093,0.8243335
Frmd5,9.164793,0.89119774,4.9642126620210134e-20,4.772725541126306e-18,0.8666666666666667,0.738702201622248,1.8536398,1.3615748
Arnt2,9.164593,1.039354,4.973439343190791e-20,4.772725541126306e-18,0.6984126984126984,0.575210023174971,0.9775449,0.5914776
Mast2,9.140994,0.8822003,6.18807499090831e-20,5.87539134295782e-18,0.7492063492063492,0.6444090382387022,1.0928059,0.73027766
Cacna2d3,9.099599,0.934963,9.066639009505469e-20,8.488522306111916e-18,0.9079365079365079,0.7445321552723059,2.0613337,1.5230736
Osbpl9,9.0909195,0.97788286,9.820500172169624e-20,9.138067290882344e-18,0.6984126984126984,0.59204808806489,0.9446146,0.5867044
Fgf13,9.047493,1.0750245,1.4628864670289652e-19,1.3507821089026907e-17,0.726984126984127,0.6382531865585168,1.3605287,0.8652916
Enah,8.975457,0.7651666,2.821784002398993e-19,2.552906940890941e-17,0.8317460317460318,0.7428302433371958,1.4496439,1.0712647
Amy1,8.877085,1.1146878,6.863524729467002e-19,6.046652769861584e-17,0.6412698412698413,0.5156793163383546,0.80496424,0.45174995
Frmpd3,8.856045,1.7694445,8.2903658819843575e-19,7.279808210749009e-17,0.49523809523809526,0.3009487253765933,0.5686518,0.20265573
Olfm3,8.77428,1.2767731,1.7200209275664732e-18,1.4908697523777784e-16,0.6126984126984127,0.39712485515643103,0.8822937,0.46032435
Ftx,8.742644,0.7533282,2.2771609893343108e-18,1.9548663189588796e-16,0.7936507936507936,0.6919539397450754,1.2561059,0.9122996
Tmem196,8.741833,2.0965576,2.2935847040510867e-18,1.962694936237347e-16,0.4507936507936508,0.22454374275782155,0.5638996,0.16306952
Nrg3,8.662316,0.90522456,4.62273909108548e-18,3.8456036958968067e-16,0.9841269841269841,0.947385573580533,4.219516,3.6048222
Ano4,8.615787,0.9899156,6.946290656416458e-18,5.725362881530988e-16,0.7619047619047619,0.6409690034762456,1.4397424,0.9635923
Nell1,8.599117,1.19033,8.033143921226856e-18,6.580810279370903e-16,0.6952380952380952,0.5022450753186558,1.298685,0.77361166
Tmem130,8.447793,1.5183649,2.968605556542596e-17,2.3669564185252095e-15,0.5238095238095238,0.35624275782155274,0.5883586,0.24656679
Ncam1,8.441574,0.58276004,3.1309303240166457e-17,2.488996976518558e-15,0.9333333333333333,0.8547581112398609,2.0888684,1.744741
Olfm2,8.406795,1.683531,4.2136843304406846e-17,3.310575963711731e-15,0.4857142857142857,0.2975811123986095,0.55731916,0.20883341
Zeb2,8.395818,0.73542184,4.6266393374497655e-17,3.624425626742717e-15,0.9365079365079365,0.8596103707995365,2.523233,2.065425
Asic4,8.385058,4.2850733,5.070062852737213e-17,3.9487706913927224e-15,0.2984126984126984,0.02933082271147161,0.29164597,0.017220419
Plcb4,8.383164,1.291927,5.152345109841164e-17,4.001257604087633e-15,0.5492063492063493,0.32890353418308227,0.63845116,0.3111015
Cdh4,8.363456,1.5737424,6.090745708073682e-17,4.675952490741139e-15,0.5142857142857142,0.31782300115874856,0.6644441,0.27529934
Lingo2,8.359053,0.98555565,6.322379231181644e-17,4.8399524199957485e-15,0.9682539682539683,0.8820973348783314,3.2676108,2.6211276
Trpc4,8.31966,0.99991834,8.821606878800623e-17,6.695948498117875e-15,0.7174603174603175,0.5407372537659328,1.1045002,0.6975951
Zfp608,8.290334,0.7996679,1.1293095851340439e-16,8.429041264597711e-15,0.7873015873015873,0.6584950753186558,1.1788716,0.82985765
Ppm1h,8.279392,0.77741194,1.2380571379319042e-16,9.189667208903388e-15,0.765079365079365,0.6744640787949016,1.1712966,0.83237934
9630014M24Rik,8.259483,1.3992898,1.4630477438003748e-16,1.0800025515361558e-14,0.5238095238095238,0.3330315758980301,0.6114329,0.27734524
Pak3,8.170026,0.6965746,3.0832351979397596e-16,2.2270572518451975e-14,0.8539682539682539,0.7421422363847046,1.5119001,1.157333
Reps2,8.106159,0.7961761,5.224488579534467e-16,3.7236606931589155e-14,0.7841269841269841,0.6857618771726536,1.2552717,0.8939437
Cacna1b,8.081837,0.7586634,6.379830533026067e-16,4.535080593185461e-14,0.7841269841269841,0.6515063731170336,1.1785715,0.84573203
Garnl3,8.079289,0.94123024,6.514516108755877e-16,4.6186028454424914e-14,0.6952380952380952,0.5190469293163383,0.9621204,0.61098206
Myt1l,7.9981003,0.73980355,1.2635342987907408e-15,8.727806326094398e-14,0.9396825396825397,0.8020712630359212,2.17753,1.7379111
Ntrk2,7.986958,0.66288674,1.3830905101315716e-15,9.529138976214187e-14,0.8603174603174604,0.7802723059096176,1.726362,1.3656236
Spock3,7.9281445,0.94281477,2.2244429431994283e-15,1.5093631788830465e-13,0.7396825396825397,0.5699956546929317,1.2516369,0.8322556
Adam12,7.926634,1.5451256,2.2516632397703474e-15,1.523984666313079e-13,0.49206349206349204,0.2954084588644264,0.6403662,0.2680644
Cplane1,7.9033055,0.67648244,2.7160243097000734e-15,1.8199394813376803e-13,0.7904761904761904,0.7029982618771726,1.2002524,0.8969845
Bach2,7.868277,0.7874753,3.595591829981025e-15,2.385519814113337e-13,0.726984126984127,0.6160921205098494,1.0652729,0.74275887
Ehbp1,7.8588915,0.60358953,3.875475452633037e-15,2.558575562954538e-13,0.8634920634920635,0.7727404403244496,1.5186151,1.2079962
Hcrtr2,7.847236,2.6652477,4.253051989528852e-15,2.787305047771713e-13,0.346031746031746,0.1122175550405562,0.40556875,0.07589292
Gab2,7.835005,0.82076126,4.688243466219551e-15,3.057599561585421e-13,0.7206349206349206,0.5977694090382387,1.054261,0.72202593
Etl4,7.762365,0.93166405,8.336031490627766e-15,5.384354955605001e-13,0.8634920634920635,0.7109284472769409,2.0760705,1.5380902
Nrxn2,7.7264924,0.7307095,1.1055029038343349e-14,7.072586434768708e-13,0.7301587301587301,0.6649768250289687,1.0290312,0.7341468
