names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Nestin_Control (for_DEGs),mean_expr_Nestin_Mutant (for_DEGs)
Adgrb3,5.115493,0.33015245,3.1292261141323955e-07,0.0004871683522018451,1.0,3.5458152,3.7687416
Naaladl2,4.482184,0.595864,7.388297273494706e-06,0.005578881725078104,0.991304347826087,1.7854347,2.140033
Cacnb4,4.3841405,0.5812506,1.1644463970121804e-05,0.007251395862993851,1.0,2.065509,2.425459
Adcy2,3.8594744,0.63975215,0.00011363111761052751,0.03423962159999798,1.0,1.9255046,2.3153107
Syt1,3.851525,0.30772278,0.00011738454090819074,0.03426528114448155,1.0,3.3920622,3.5988762
Gm28307,3.8144274,1.5160139,0.00013649904877766612,0.036429646132347976,0.591304347826087,0.20284788,0.49662963
Nyap2,3.7216835,0.96548736,0.00019789902676864898,0.045087190464535375,0.782608695652174,0.52096426,0.84800303
Dpp10,3.6792862,0.8925694,0.0002338876875630717,0.050432789042624306,0.991304347826087,1.9567003,2.50796
Hecw2,3.6103907,0.36928627,0.00030573617011819256,0.05711763130148074,0.9826086956521739,1.6100863,1.8198678
Tenm4,3.5944917,0.40988412,0.0003250255190205182,0.057284214588125666,0.991304347826087,1.8188417,2.062006
Meg3,3.5229464,0.24435689,0.0004267777688253489,0.06600942045949834,1.0,4.2958517,4.463101
Ank3,3.4275525,0.3080618,0.0006090484683623034,0.08047133254578266,1.0,2.5725148,2.7712584
Xpo6,3.405029,0.77460164,0.0006615703095819801,0.08047133254578266,0.7652173913043478,0.47079003,0.7073378
Tenm2,3.4037042,0.5045671,0.0006647873329721305,0.08047133254578266,1.0,3.4606442,3.8010702
Zbtb16,3.3772058,0.6006186,0.0007322624201254177,0.08047133254578266,0.8869565217391304,0.974713,1.2535118
Foxp1,3.345408,0.42626858,0.0008216165382149609,0.08721272822120398,1.0,1.8886013,2.1445992
Camk2d,3.3083103,0.5928744,0.0009386076079487802,0.09634652380054458,0.9304347826086956,1.1461617,1.4438187
Ftx,3.2990358,0.45225236,0.0009701751454299756,0.09744522616625163,0.8869565217391304,0.9084287,1.1070685
Ralgapb,3.1917179,0.551524,0.0014142942156265476,0.11291386553989387,0.8521739130434782,0.6751356,0.88099897
Lsamp,3.1917179,0.41008273,0.0014142942156265476,0.11291386553989387,1.0,3.9548173,4.2343135
Frmd4a,3.1678693,0.25583062,0.0015356049668190262,0.12156005080556376,1.0,2.6512878,2.8170834
Rapgef4,3.1625698,0.38916218,0.001563832814222671,0.12275430519036949,1.0,1.7614082,1.9896882
Ube2o,3.1519704,0.9159235,0.0016217270520126853,0.12440163195968733,0.6695652173913044,0.31681067,0.5325571
Strbp,3.1479957,0.3187925,0.0016439412817135482,0.12440163195968733,1.0,2.3012176,2.5021355
Satb2,3.1201725,2.159003,0.0018074517431996816,0.1308791219630095,0.4260869565217391,0.122326516,0.45814458
