names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MGE-derived (for_DEGs),mean_expr_Rest (for_DEGs)
Ndrg2,4.1346064,-0.29840374,3.5556391635594746e-05,0.00012776146606692043,0.28544776119402987,0.16238632229901784,0.12365737,0.15003416
Pnma8b,4.1334066,-0.43127027,3.574253806545755e-05,0.00012841315654751228,0.45149253731343286,0.29188795925791194,0.19100797,0.24982508
Mrps33,4.132458,-0.2673853,3.589043708958063e-05,0.00012892727868944273,0.3619402985074627,0.22750090942160786,0.14139919,0.16789472
Cct7,4.113812,-0.39578044,3.891782480810435e-05,0.0001393367025441391,0.3824626865671642,0.2393961440523827,0.13853708,0.17856087
Cox5a,4.051546,-0.3927928,5.088033358246184e-05,0.00018033960735532904,0.4962686567164179,0.333539468897781,0.23627666,0.3000522
Tpi1,4.028652,-0.37550747,5.609751408062098e-05,0.0001979175687166867,0.457089552238806,0.3008366678792288,0.1937474,0.24478588
Ndufb5,4.006446,-0.3590912,6.163922063525114e-05,0.00021670101510783702,0.4141791044776119,0.26991633321207714,0.17107294,0.21455278
Atp5mpl,3.9861073,-0.4789075,6.716610837123682e-05,0.00023539237406223207,0.38992537313432835,0.24929065114587123,0.15740171,0.21315466
Wscd1,3.9845145,-0.26695743,6.761821982445707e-05,0.000236869416615896,0.376865671641791,0.24176064023281194,0.15766166,0.18687966
Tubb4a,3.9756956,-0.4350186,7.01738383975671e-05,0.0002454531421169784,0.5205223880597015,0.3483448526736995,0.24617682,0.3201672
Ptov1,3.9632409,-0.31993636,7.39391501534539e-05,0.00025828717688810535,0.31343283582089554,0.18948708621316843,0.112135164,0.1381306
Selenos,3.9517777,-0.41547585,7.75727653996376e-05,0.0002705933021275168,0.3843283582089552,0.24430702073481267,0.14023684,0.1829789
Pgk1,3.9421313,-0.37499216,8.076071424094417e-05,0.000281275488224779,0.4141791044776119,0.2710440160058203,0.16712984,0.21180299
Rpl11,3.9089742,-0.43841398,9.268888051434272e-05,0.00032086449618917663,0.5466417910447762,0.37071662422699164,0.27067,0.35152024
Uqcrh,3.8965921,-0.41978288,9.755573078127287e-05,0.00033680103894292713,0.5167910447761194,0.3498726809749,0.24280639,0.31308392
Tmco1,3.888657,-0.37170494,0.00010080037602801691,0.0003476008860206384,0.3787313432835821,0.24259730811204075,0.14398338,0.18263571
Serpine2,3.8770218,-0.39246026,0.00010574292896315262,0.00036408412368527814,0.39738805970149255,0.2569661695161877,0.18593284,0.23761788
Ap1s1,3.8721082,-0.2688544,0.0001078980216160036,0.0003712189296827166,0.4123134328358209,0.26991633321207714,0.15540704,0.1844658
Rpl36,3.8692863,-0.41140038,0.00010915441840190236,0.0003752532270290579,0.4608208955223881,0.3073845034558021,0.2182864,0.28098845
Eif3k,3.8649845,-0.3798408,0.00011109620005554575,0.0003816845538284764,0.29850746268656714,0.17784648963259367,0.102022834,0.13081782
Ndufa7,3.8641114,-0.3943736,0.00011149435504262658,0.0003829055879339693,0.332089552238806,0.2082939250636595,0.13179567,0.16987951
Taldo1,3.8430963,-0.32456085,0.00012149176028139267,0.00041580481451547837,0.3376865671641791,0.21440523826846125,0.13109465,0.16162103
5830416I19Rik,3.837393,-0.41966093,0.00012434732419420555,0.0004252669698562234,0.28544776119402987,0.16718806838850492,0.11090686,0.14573519
Srp14,3.8282886,-0.33067086,0.00012903745148495018,0.0004404517684706061,0.31156716417910446,0.19108766824299744,0.11709464,0.14516114
Tmem50a,3.8259678,-0.30274844,0.00013025928203447013,0.0004445093863685817,0.43656716417910446,0.2943979628955984,0.18433729,0.22289148
Rpl5,3.8212538,-0.40604338,0.00013277490328069866,0.0004528064032430985,0.4832089552238806,0.3252455438341215,0.21284063,0.27329266
Tceal9,3.7954197,-0.25378737,0.00014739392315959508,0.0005010722058828846,0.2667910447761194,0.1542742815569298,0.09336142,0.110359885
Ap2m1,3.7777765,-0.2833329,0.0001582348423885639,0.0005358538410603067,0.4048507462686567,0.2727173517642779,0.17294767,0.20683151
Rack1,3.775728,-0.31261694,0.0001595410132090538,0.0005399076857591028,0.35634328358208955,0.23244816296835213,0.15396875,0.18791397
Prdx2,3.7512846,-0.386162,0.00017593087302896702,0.000592685877418298,0.34701492537313433,0.22215351036740633,0.13117355,0.16820936
Tspan14,3.750042,-0.25943065,0.00017680491129703279,0.0005955557185096241,0.39925373134328357,0.2635867588213896,0.15547866,0.1834516
Atp5g2,3.7457511,-0.42733166,0.00017985478289825953,0.000605449513464825,0.39738805970149255,0.2598399417970171,0.15408902,0.20214674
Ctnna1,3.733326,-0.27916542,0.00018896776413687341,0.0006346954777947236,0.30970149253731344,0.19210622044379774,0.12466942,0.14938521
Rpl13a,3.731733,-0.42415407,0.00019016694258861626,0.0006384837869993902,0.5970149253731343,0.40967624590760277,0.28910914,0.37143686
Pfdn2,3.7301564,-0.25001326,0.00019136098750247328,0.0006423322591119871,0.31716417910447764,0.20087304474354312,0.11980666,0.14094573
Cct6a,3.7266822,-0.4626953,0.0001940168810070515,0.0006508406482720942,0.4123134328358209,0.2701709712622772,0.15451214,0.20723067
Ap2s1,3.7260165,-0.39097118,0.00019452974570605242,0.0006523167686411617,0.3656716417910448,0.23954165150963988,0.1463649,0.18787387
Arf1,3.7179523,-0.3768083,0.0002008442947257111,0.0006725680706978885,0.5410447761194029,0.36424154237904693,0.23118173,0.29096365
Aamp,3.7136478,-0.35938933,0.00020429305544858014,0.0006838612682077176,0.26865671641791045,0.1579119679883594,0.09218591,0.116792396
Uqcrq,3.703953,-0.5937252,0.00021226567415906224,0.0007094885762724222,0.458955223880597,0.3026191342306293,0.19588467,0.28258735
Nme2,3.6987646,-0.29125565,0.00021665148706908656,0.0007234280424439364,0.27611940298507465,0.16576937068024736,0.109454595,0.13238277
H2aj,3.6760192,-0.39880857,0.0002369017764114915,0.0007880107368379273,0.39552238805970147,0.26198617679156055,0.15915415,0.2049404
Cx3cr1,3.6518507,-0.48906097,0.0002603573260717346,0.0008627206007581094,0.28544776119402987,0.17413604947253547,0.13216187,0.1809115
Cyc1,3.6443362,-0.2588996,0.00026808280367067195,0.0008872256355007951,0.28171641791044777,0.17260822117133504,0.111909784,0.13250776
Tgfbr1,3.6435788,-0.45083836,0.0002688732555123033,0.0008895059713872654,0.44029850746268656,0.2987631866133139,0.27093944,0.35441914
Pdcd5,3.6430748,-0.33460435,0.0002694004958741275,0.0008910378291651658,0.28171641791044777,0.171007639141506,0.09925429,0.12361935
Npm1,3.6243184,-0.42561272,0.00028972448814311354,0.0009561406283966422,0.4925373134328358,0.3327028010185522,0.20447212,0.2659953
Skp1,3.6242132,-0.3886839,0.00028984233348428647,0.0009564120718068005,0.5186567164179104,0.35649327028010186,0.23094535,0.29275748
Plekhg1,3.6036186,-0.31499022,0.0003138172964461098,0.0010323758230063817,0.40671641791044777,0.2739177882866497,0.25750193,0.31141558
Nme1,3.5973468,-0.49198708,0.00032147968929225587,0.001056655565906167,0.39925373134328357,0.2663150236449618,0.16059007,0.2191327
Pdap1,3.5933578,-0.408569,0.0003264437979417524,0.0010720538805542516,0.34328358208955223,0.22360858493997818,0.13900642,0.18061398
Eef2,3.5902016,-0.4199452,0.00033042221929376053,0.001084721445622889,0.4533582089552239,0.3075663877773736,0.18539043,0.24099194
Tcp1,3.580795,-0.29634982,0.00034255012368313053,0.001123574441328823,0.458955223880597,0.31542379046926156,0.19019239,0.22892785
Atp6v1e1,3.574685,-0.34549242,0.0003506498206283315,0.0011495803660667725,0.6343283582089553,0.43783193888686794,0.3149584,0.38551557
Atp5j2,3.5551927,-0.5187279,0.00037770204680872383,0.0012360070634210704,0.48507462686567165,0.32957439068752276,0.2100625,0.288856
Il31ra,3.5545459,-0.29885215,0.0003786323904560984,0.0012389006735941748,0.2593283582089552,0.15292833757730084,0.08479415,0.10333338
Psmd2,3.5484788,-0.28679785,0.0003874630985316266,0.0012665612478764971,0.31529850746268656,0.2036013095671153,0.12034459,0.14497532
Enpp2,3.5449212,-0.2917485,0.00039273062250127556,0.0012826877144292298,0.585820895522388,0.4157148053837759,0.4403371,0.51714015
Atp5b,3.5408,-0.35966933,0.0003989157929027129,0.0013019394334138098,0.6604477611940298,0.46522371771553295,0.36396512,0.44681594
Lamp1,3.5390291,-0.43331262,0.00040160136932661353,0.0013100678394811346,0.5186567164179104,0.3541287740996726,0.22833055,0.29740512
Degs1,3.520173,-0.28262544,0.00043126521577600076,0.0014039370423917059,0.31716417910447764,0.20585667515460168,0.12846217,0.15421629
Selenok,3.5068855,-0.43047726,0.0004533843144131956,0.0014727316886221672,0.3582089552238806,0.2355401964350673,0.14611037,0.19229008
Gde1,3.5004034,-0.38812494,0.000464554750855223,0.0015073766641081803,0.5205223880597015,0.35292833757730085,0.21632792,0.27464324
Ctsd,3.4963443,-0.66669345,0.00047167981206936495,0.0015302190933184617,0.43843283582089554,0.29414332484539835,0.19093785,0.28816018
Ndufb1,3.487043,-0.45449883,0.000488393123496534,0.001581670872405914,0.416044776119403,0.2810112768279374,0.17530367,0.23314334
Psmc5,3.480822,-0.4642507,0.0004998772921754368,0.0016169137884620183,0.3246268656716418,0.20807566387777374,0.11310618,0.15289994
Higd2a,3.4791539,-0.34132433,0.0005029998613705855,0.0016264758246092074,0.27238805970149255,0.16602400873044743,0.09819272,0.12284978
Cct2,3.4791458,-0.389628,0.0005030150391701717,0.0016264758246092074,0.32276119402985076,0.20814841760640232,0.11653769,0.15007606
Npdc1,3.4786255,-0.3158598,0.0005039923754293739,0.0016290478921914204,0.4906716417910448,0.3368861404146963,0.20875265,0.25383374
Ypel3,3.4600444,-0.45791748,0.0005400865271313052,0.0017396457664850362,0.4832089552238806,0.32848308475809385,0.20288949,0.2692356
Omg,3.4568207,-0.3625818,0.0005465882849895034,0.0017597444545492402,0.2873134328358209,0.17915605674790833,0.10185473,0.12914841
Zmiz1,3.4531283,-0.2602651,0.0005541255209329167,0.0017827290166986915,0.5690298507462687,0.3932339032375409,0.28222317,0.32969138
Caly,3.4522712,-0.35852537,0.0005558888293639333,0.001787973766460245,0.5167910447761194,0.3616951618770462,0.23929746,0.29760355
Gabarapl2,3.4109876,-0.48105052,0.0006472802105099589,0.002069294379107983,0.3414179104477612,0.2235358312113496,0.13004209,0.17717327
Sparcl1,3.4086103,-0.32766294,0.0006529465168712466,0.0020866642374322546,0.8190298507462687,0.5857766460531102,0.6050434,0.7145663
Chd7,3.3986163,-0.43397433,0.0006772764540712232,0.002160562545517484,0.47388059701492535,0.3211713350309203,0.26138106,0.33901095
Arpc3,3.393854,-0.30247515,0.0006891646944753256,0.002196661368986002,0.39552238805970147,0.2686067660967625,0.15134357,0.1835792
Cacybp,3.387776,-0.4710902,0.0007046178967171879,0.002244585997011362,0.27238805970149255,0.16609676245907604,0.08809157,0.12013466
Hsph1,3.3865497,-0.41037467,0.0007077747313135712,0.0022538406056406327,0.542910447761194,0.3731902510003638,0.2339552,0.30033952
Cox17,3.3843827,-0.44812164,0.0007133851117240777,0.0022703610034378735,0.2891791044776119,0.18195707530010913,0.10593374,0.14189373
Gpr37,3.3827357,-0.27820325,0.0007176763240808601,0.0022829362883926498,0.2873134328358209,0.18370316478719534,0.117610775,0.14093558
Gtf2h5,3.3738656,-0.29213533,0.0007412052504947648,0.0023547156633712853,0.39365671641791045,0.26995271007639143,0.15344505,0.18487468
Dnaja1,3.3634162,-0.2675817,0.0007698422892608207,0.002441362246245515,0.707089552238806,0.5007639141506002,0.39890835,0.46379244
Notch2,3.3368003,-0.30870286,0.0008474881687933085,0.002674968529951392,0.2873134328358209,0.18173881411422335,0.12113066,0.14798588
Uchl1,3.3169227,-0.32381088,0.0009101480199739955,0.0028639978096617,0.7164179104477612,0.5001455074572572,0.3931283,0.47175005
Rrp1,3.3113651,-0.43980262,0.0009284201592305055,0.0029194440817464818,0.40671641791044777,0.2807202619134231,0.16667223,0.21994555
Eid1,3.2964897,-0.3375639,0.0009790116222214934,0.0030724179267801366,0.6026119402985075,0.4190251000363769,0.29195306,0.35656694
Pgp,3.2916706,-0.32480857,0.0009959416328074366,0.003124089618671004,0.28171641791044777,0.17988359403419427,0.10295768,0.12736072
Ppp1r11,3.2875254,-0.2938921,0.0010107208997752856,0.0031671219331734024,0.24813432835820895,0.1505274645325573,0.08751485,0.106270686
Acss1,3.2849648,-0.25908136,0.0010199509909722556,0.003194926920893507,0.332089552238806,0.22360858493997818,0.15648066,0.1845772
Dad1,3.2782266,-0.49617,0.0010446147971902426,0.0032687550483873084,0.332089552238806,0.22026191342306292,0.12773705,0.1757848
Atp5d,3.2712243,-0.45750752,0.001070829257548304,0.0033461079370069695,0.3451492537313433,0.2317933794106948,0.13827527,0.1853414
Gm11867,3.264303,-0.35339686,0.001097337882121824,0.0034241631509247953,0.4906716417910448,0.34503455802109856,0.24360488,0.30188376
Pgam1,3.260853,-0.46465418,0.0011107763387871396,0.003463683442405761,0.4123134328358209,0.2860676609676246,0.18231331,0.24371766
Tuba1b,3.258112,-0.634197,0.0011215619219389177,0.0034928568431268794,0.31716417910447764,0.205529283375773,0.11898668,0.17907661
Hspe1,3.2323802,-0.46735165,0.0012276364739185878,0.0038152431244728724,0.2798507462686567,0.17817388141142235,0.10701182,0.1451023
Cox7a2,3.2296524,-0.5960767,0.0012394077384016565,0.003850489759608338,0.4458955223880597,0.30658421244088757,0.20087864,0.28990182
Grina,3.21668,-0.2685404,0.0012968309652500508,0.004023305396174675,0.6529850746268657,0.46595125500181883,0.357945,0.41768396
Ndn,3.2055082,-0.37327647,0.0013482419185396693,0.004177497734220585,0.30783582089552236,0.20407420880320115,0.1333603,0.1695642
Rpl4,3.1954036,-0.44494212,0.0013963539506803672,0.004321090712286245,0.33955223880597013,0.2288468534012368,0.13525286,0.17994049
Pnpla7,3.19028,-0.33796477,0.0014213503977174246,0.004394394797683488,0.26119402985074625,0.1663514005092761,0.10583215,0.13199611
Zfp706,3.1880484,-0.45025563,0.0014323662890865449,0.004426924567259657,0.42350746268656714,0.29596216806111314,0.17245656,0.22885631
Ctsa,3.1837978,-0.32071772,0.0014535650207144614,0.004489859996160199,0.2574626865671642,0.16220443797744635,0.09013412,0.11136462
Tuba4a,3.178181,-0.5853798,0.0014820226835403608,0.004571455574185455,0.39925373134328357,0.27344488905056386,0.16358756,0.23639144
Btf3,3.1608799,-0.4128479,0.00157293328758166,0.004835780027153227,0.31529850746268656,0.21160421971626045,0.12562658,0.16399422
Tma7,3.154352,-0.48020625,0.0016085495839712387,0.004942450236856168,0.40298507462686567,0.2793743179337941,0.16472532,0.22297604
Rab5if,3.1148367,-0.33555934,0.001840468381269129,0.0056145987062558465,0.2574626865671642,0.16275009094216078,0.09068735,0.11313624
Tceal5,3.1131144,-0.47299206,0.0018512429826643012,0.005646826988783037,0.30970149253731344,0.2045107311749727,0.10706718,0.14570525
Qdpr,3.1119797,-0.48347145,0.0018583733780546026,0.005667933333521813,0.27052238805970147,0.17329938159330666,0.10491362,0.14379801
Shisa4,3.1011581,-0.27247214,0.0019276534644518488,0.005873233766846715,0.40671641791044777,0.2870498363041106,0.17862329,0.2120621
Ndufa6,3.0999022,-0.52891093,0.0019358462213132878,0.005896858402299971,0.31156716417910446,0.20625682066205894,0.11651262,0.16406801
Txn1,3.0999022,-0.3388063,0.0019358462213132878,0.005896858402299971,0.22388059701492538,0.13437613677700982,0.080184825,0.100376576
Sub1,3.0992768,-0.3862454,0.0019399369283988202,0.005908649429389742,0.5373134328358209,0.3829756275009094,0.25455028,0.32126468
Ubqln2,3.0956974,-0.38785505,0.0019635058352411106,0.005976370841971981,0.2798507462686567,0.1831211349581666,0.10823531,0.1393865
Gm48099,3.089935,-0.34244537,0.0020020031897084742,0.006087340240745354,0.23507462686567165,0.14339759912695527,0.07898199,0.099123344
Tceal3,3.089865,-0.3176956,0.0020024755862097132,0.006088087689687146,0.375,0.2636231356857039,0.15569142,0.19059178
Ywhab,3.0739818,-0.25890505,0.002112224145918663,0.006407978186839163,0.7798507462686567,0.5463441251364133,0.46906367,0.5400796
Ugt8a,3.0738955,-0.27113858,0.002112834872757415,0.006409107364076738,0.36007462686567165,0.25361949799927247,0.27620474,0.32489944
Nectin3,3.0690305,-0.29060593,0.002147547016517856,0.006510728684851043,0.6007462686567164,0.4102946526009458,0.36420968,0.4301083
Sumo2,3.0635402,-0.36560917,0.0021873482866953467,0.006628402894271339,0.5895522388059702,0.41258639505274647,0.27764148,0.3452286
Atxn7l3b,3.05995,-0.37929973,0.0022137388739161446,0.006704594628283003,0.5876865671641791,0.4184066933430338,0.29972205,0.37471443
Bag1,3.0574596,-0.29190034,0.00223221693579586,0.0067559888561426855,0.22014925373134328,0.13099308839578028,0.07380784,0.08963731
Swap70,3.0515733,-0.26681447,0.002276455539036688,0.006882128750440572,0.14365671641791045,0.06194979992724627,0.04523963,0.054185085
Eif4g2,3.0337386,-0.29898578,0.002415436523154072,0.0072809938722402864,0.6660447761194029,0.47268097489996364,0.34661192,0.41188776
Zmat2,3.0286257,-0.5196867,0.0024566890807244937,0.007398703833116694,0.458955223880597,0.3216078574026919,0.1957951,0.2700769
Foxo1,3.0260463,-0.2612965,0.0024777439503934785,0.0074612775912891146,0.4832089552238806,0.3372499090578392,0.2628921,0.30777058
Abhd17a,3.0187986,-0.29134575,0.0025377911769653666,0.007639530464380395,0.24067164179104478,0.15209166969807203,0.08957138,0.108562894
Cdh23,3.0142086,-0.33986512,0.0025765056821323695,0.0077508629286718285,0.27798507462686567,0.1831938886867952,0.12710562,0.15831997
Park7,3.0031471,-0.47830975,0.0026720313211589914,0.008019376923884967,0.31156716417910446,0.21044016005820299,0.11823574,0.16113932
Pomp,2.9976866,-0.5194304,0.002720372582265707,0.008158081616682985,0.27425373134328357,0.17930156420516552,0.100577615,0.1412099
Rhob,2.996611,-0.46658373,0.0027299865663198844,0.008184172602590125,0.33955223880597013,0.23244816296835213,0.13326214,0.1798016
Cxxc5,2.9865687,-0.35218507,0.0028212752249946182,0.008447477746334454,0.35447761194029853,0.24528919607129865,0.13489108,0.1691867
Ppp2r5a,2.9854016,-0.27860638,0.0028320627717270505,0.008476944043255637,0.5615671641791045,0.391887959257912,0.2527994,0.2992859
Guk1,2.985202,-0.31028563,0.0028339101348115845,0.0084805841766775,0.2332089552238806,0.1457984721716988,0.08573578,0.10525915
Clic4,2.9653432,-0.28677866,0.003023452843433027,0.009021674392342634,0.21082089552238806,0.12484539832666425,0.10501138,0.12669688
Rps6,2.9646156,-0.6193645,0.0030306133314215245,0.009041349366230845,0.3414179104477612,0.2326664241542379,0.13550384,0.20124403
Ston2,2.9559288,-0.35206965,0.003117290823106644,0.009285179516336938,0.333955223880597,0.22862859221535103,0.14355609,0.17985067
Cbfb,2.9393852,-0.26273102,0.0032886409126533993,0.009765253765388091,0.3358208955223881,0.23430338304838122,0.14668024,0.17356743
Eif5a,2.9251513,-0.52890694,0.003442886155047573,0.010207475558438518,0.28544776119402987,0.18937795562022552,0.108086154,0.15245554
Hsbp1,2.9148204,-0.5926993,0.0035589319838060227,0.010528294881082003,0.3208955223880597,0.21709712622771918,0.12242511,0.17931882
Rabac1,2.9113948,-0.5913695,0.0035981906638300368,0.01063974723639409,0.39365671641791045,0.2728628592215351,0.1614061,0.23421264
Nedd8,2.901506,-0.5082628,0.003713738630316467,0.010962117653147694,0.39925373134328357,0.2813386686067661,0.160889,0.22176313
Ctsl,2.8946679,-0.5564508,0.0037955982526396035,0.011186928545342981,0.2798507462686567,0.18537650054565297,0.10610553,0.15239766
Pnma8a,2.8946571,-0.36583954,0.00379572860245225,0.011186928545342981,0.3582089552238806,0.25100036376864315,0.13830139,0.1749045
Prdx1,2.8837872,-0.49943167,0.003929242740027638,0.011556343303912283,0.30783582089552236,0.20956711531465988,0.119528316,0.16507776
Pik3r1,2.8828006,-0.2728572,0.003941567983730498,0.01159005599943516,0.707089552238806,0.5012731902510004,0.43087006,0.5012177
Hint1,2.8729818,-0.59387505,0.0040661757345811875,0.01194469683920373,0.4197761194029851,0.2960349217897417,0.18038377,0.26109663
Skap2,2.8687394,-0.40891173,0.004121111700656,0.012099461472533513,0.47761194029850745,0.33699527100763915,0.21765031,0.279773
Itpr2,2.8683944,-0.7475665,0.004125608652899902,0.01211001797065986,0.3358208955223881,0.22386322299017825,0.16209269,0.25885442
Atp6v1g1,2.857724,-0.39081138,0.004266915644598284,0.012507038657178565,0.23134328358208955,0.14627137140778465,0.088030025,0.11391021
Ndufa8,2.8567238,-0.5073342,0.004280380000877223,0.012542400286103705,0.251865671641791,0.16336849763550382,0.09562995,0.13334335
Litaf,2.8551958,-0.32671314,0.004301032049569606,0.01260154085398924,0.21641791044776118,0.1337213532193525,0.09495064,0.117711365
Pld1,2.8529668,-0.72129923,0.0043313161898679035,0.012684737441062733,0.23134328358208955,0.14219716260458348,0.09113894,0.14610496
Grcc10,2.8508077,-0.44082764,0.004360832400315723,0.012767004423238557,0.3694029850746269,0.263877773735904,0.16378385,0.2163681
Fam32a,2.8494763,-0.260747,0.004379126688460836,0.01281916702461517,0.20335820895522388,0.12269916333212078,0.07220918,0.08591512
Gjc3,2.8462636,-0.43687558,0.004423556781755029,0.012942178868222739,0.27798507462686567,0.18435794834485267,0.17214152,0.22656266
Mrps12,2.8432934,-0.38568032,0.004464995267353845,0.013053467830899557,0.23880597014925373,0.152455438341215,0.08180457,0.105592504
Prmt1,2.8420913,-0.26226553,0.004481865948388945,0.013101364015797538,0.1828358208955224,0.1037831938886868,0.05898187,0.07033569
Nefm,2.8380134,-0.5647632,0.004539528836097996,0.013256943791539305,0.30970149253731344,0.21102218988723173,0.117995776,0.16995127
Prex1,2.8299923,-0.49778277,0.00465491403800537,0.013573254498231612,0.39738805970149255,0.27642779192433614,0.15492219,0.21237496
Clmn,2.8253348,-0.3333273,0.004723124201619997,0.013764679750274329,0.5223880597014925,0.37340851218624954,0.2700561,0.3297508
Ddost,2.821095,-0.2862158,0.004786001270216478,0.013938852604673398,0.19776119402985073,0.1168788650418334,0.06719619,0.08135634
Rpl15,2.818707,-0.45173967,0.0048217496586378,0.014035360559809088,0.5559701492537313,0.39909057839214257,0.26288316,0.34446046
Cnih2,2.81861,-0.6094072,0.004823207283843667,0.014038082724965265,0.3843283582089552,0.2686067660967625,0.15629913,0.22960256
Eif3c,2.8058965,-0.5821899,0.00501768124683879,0.01458199168316659,0.503731343283582,0.3558748635867588,0.2110531,0.3014299
Ndufc2,2.793261,-0.59288204,0.0052179567466120865,0.015137820965392654,0.3917910447761194,0.27613677700982175,0.16448578,0.23874646
Eif3i,2.7842345,-0.25685096,0.005365421711662982,0.015540463662001111,0.208955223880597,0.1288468534012368,0.07121425,0.084520206
Rnf7,2.7783346,-0.4153357,0.00546383202044114,0.01580845982440545,0.21641791044776118,0.13423062931975263,0.072878405,0.09605574
Fdx2,2.7732675,-0.26624697,0.005549648078749855,0.016048110619458524,0.22761194029850745,0.14645325572935614,0.07778023,0.09283312
Polr2g,2.7705534,-0.25116014,0.005596112965127745,0.01617899240079433,0.2294776119402985,0.147908330301928,0.07930639,0.09370106
Vma21,2.766249,-0.26151296,0.005670521629843951,0.01638177789419492,0.23880597014925373,0.15562022553655874,0.081707224,0.097179145
Ncdn,2.7642303,-0.4107299,0.005705726085902883,0.016476395478582536,0.6268656716417911,0.4521280465623863,0.34801075,0.44040957
Prkcq,2.761349,-0.29693937,0.0057563126293820694,0.016620687766118226,0.20708955223880596,0.12662786467806475,0.10403524,0.12636481
Cdk5r2,2.7583547,-0.30069044,0.005809314912677338,0.01676651897998282,0.2126865671641791,0.13233903237540923,0.07339033,0.08965525
D8Ertd738e,2.7491152,-0.41559172,0.0059756385493602,0.017224351836656146,0.21455223880597016,0.1336122226264096,0.0703472,0.09277205
Ndufs5,2.7336092,-0.60457397,0.006264433308449947,0.018021983190369385,0.44029850746268656,0.31276827937431795,0.19051312,0.27696025
