names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L5 IT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Thsd7a,-3.3132694,-1.4432284,0.0009221213735524477,0.044324510388826954,0.47619047619047616,0.5793024257212573,0.40161937,0.85185355
Tmcc3,-3.3265188,-1.9118166,0.0008793807643689863,0.04304000207394292,0.3333333333333333,0.48708195780106217,0.17627063,0.54541546
Ppp3ca,-3.3968413,-0.27397928,0.0006816847495468075,0.03508978777839601,0.9682539682539683,0.9403617051815703,2.408662,2.5828865
Tmsb4x,-3.4039354,-1.058904,0.0006642246069593764,0.034388661250478694,0.6349206349206349,0.7217956078656523,0.6615512,1.083079
Bcl11b,-3.4756422,-1.1924485,0.0005096315130419618,0.028037179075959935,0.36507936507936506,0.5501650638725419,0.33133203,0.6406716
Nrp1,-3.56282,-1.2161145,0.0003668922211947497,0.021200847276350375,0.5714285714285714,0.6231520022965409,0.49317348,0.90868527
Maml2,-3.5735745,-1.8381495,0.0003521409926680256,0.020504464108947386,0.3968253968253968,0.5423065882015214,0.30960268,0.8318169
Mir99ahg,-3.582397,-0.5419677,0.0003404557675660456,0.0200176071652071,0.9206349206349206,0.8750538251758289,1.7929574,2.1150827
Dock10,-3.683669,-1.8708727,0.00022990072247212981,0.014743275448272383,0.49206349206349204,0.5927228362279316,0.40819907,1.0451374
Pip5k1b,-3.800967,-1.4255204,0.00014413245418799705,0.009865446422838467,0.49206349206349204,0.593691689392852,0.3745596,0.79770494
Nfia,-3.8835301,-1.1394563,0.00010295076214524382,0.007456299134346904,0.6984126984126984,0.7398091000430601,0.8101073,1.3216594
Gm20754,-4.176623,-1.1565131,2.9586908096363277e-05,0.002667785974997588,0.746031746031746,0.7451557341753983,1.0220232,1.6024692
Frmd4b,-4.2292767,-1.8621743,2.3444387909716475e-05,0.0022026248361331525,0.38095238095238093,0.5692550595665279,0.2611199,0.7346677
Dock4,-4.6147246,-0.6912444,3.936165147141791e-06,0.0004679856526712386,0.9047619047619048,0.8602698435481556,1.6078985,2.0077174
Zfp608,-4.8806534,-1.516234,1.0573482700236555e-06,0.00015496561083349323,0.49206349206349204,0.6603272570690397,0.3757071,0.83482903
Nr3c2,-4.8963513,-1.3635451,9.763250717386918e-07,0.00014574363709788139,0.7777777777777778,0.7750107650351657,0.95003694,1.6254209
Dscaml1,-5.206643,-1.3531047,1.9228733785476208e-07,3.690543405826755e-05,0.6825396825396826,0.738553179273719,0.67435604,1.2411251
Lsamp,-5.370072,-0.5315895,7.870518624476535e-08,1.691846683517476e-05,1.0,0.9728721113822305,3.7125745,4.073498
Zbtb20,-5.96813,-1.7114745,2.399877492437352e-09,7.498221886254844e-07,0.7936507936507936,0.8687024544280177,1.3303915,2.3137853
Tcf4,-6.087462,-0.47648558,1.1471466879106196e-09,4.050876214388201e-07,0.9841269841269841,0.9338309171809961,2.476064,2.7824047
