names,rank_metric
Naaladl2,300.0
Tenm2,183.63929868178843
Tenm4,180.40232403692573
Gm28307,170.32072081016898
Meg3,168.14902889721947
Hecw2,167.31948191958915
Mir99ahg,147.2601280430066
A830082K12Rik,144.54303163698552
Ext1,140.48308352208056
Hivep2,131.5418597901116
Fgf12,130.99380325898463
A230006K03Rik,130.69491411820437
Rasgef1b,124.05921876607047
Gm11867,120.71894097596794
Runx1t1,114.40188960605762
Phactr1,111.08949022900794
Arpp21,108.51334291333453
Mlip,108.115143199084
Nyap2,105.95387494387707
Satb2,105.48229944728098
Dpp10,105.3879271304667
Snhg11,102.74294790581759
Syt1,101.71199085719793
Ppp2r2b,101.22503479567212
Ralyl,95.59001849468335
Anks1b,95.04556702334126
Mtus2,92.24983083544463
Kcnq5,90.70433791666089
Asic2,90.3642036557355
Thrb,89.41171150482847
Pcdh7,88.47714933014839
Sv2b,87.14461730839258
Hcn1,85.26223884756737
Adcy8,83.51681557878848
Pdzrn3,82.1377058578229
Kcnma1,81.21141158158967
Gm57223,79.94633997564911
Vrk2,78.00328383557195
Slc8a1,77.74163188485237
Foxp1,76.17239539804783
Tmem178b,73.89803800775967
C130071C03Rik,72.64566095803761
Pam,71.46158548453128
Npas2,70.95766059079058
Oxr1,69.36142231462853
Ptprn2,69.20911160115448
Asap1,67.60878411365286
Tenm3,67.59673193541728
Etv5,67.58154983672503
Rims2,66.07285213720705
Ntm,65.23352407041791
2210408I21Rik,65.12284794798626
Cntn3,64.93585345994029
Gm40418,64.931372991422
Dmd,64.88969636152308
Homer1,64.35188763340388
Camk4,64.29482230024782
Adgrb3,64.12709076528682
Cntnap2,63.070873216188836
Ldb2,62.93698540548961
Pcnx2,62.73111189580159
Khdrbs2,62.18732531858354
Nr4a3,61.62496438757092
Efcab6,61.46999213186628
Msra,60.74514120980578
Slit2,58.783461750369625
Agbl4,58.758729817720535
Cacnb4,58.7139048125742
Car10,58.32198963697838
Pcdh15,58.02460611832358
Kcnh7,58.01369593420845
Hivep3,57.41384826419679
Celf2,57.34496432045958
Dcx,56.353285597494924
Gria4,56.20135373959311
Nrxn1,55.35749796637205
Flrt2,54.82861753906763
5730522E02Rik,53.988987248270355
Grm7,52.781072610706886
Galnt9,52.74385607186172
Etl4,52.067034503132426
Catspere2,51.99713900723215
Marchf1,51.848647894835395
Unc5d,51.602894274623885
Opcml,51.592345827650554
Zfp385b,50.160217359752856
Gm4258,49.73922401362362
Bach2,49.616559072569416
Hs6st3,49.5780026309021
Chrm3,49.1667459382414
Samd5,48.98098194437834
Entrep2,48.90919185926778
Elavl2,48.834001913116516
Prr16,48.63525533800298
Pde1a,48.46166850327277
Mgat4c,48.45600807467246
Sox5,47.78415511969136
Pcsk1,47.67704539983894
Hdac9,47.58243668940477
Osbpl1a,46.81059695670183
Grip1,46.44902722825585
Cfap54,46.43800890143354
Adam23,46.32878451483168
1700022A22Rik,46.01997539201913
Cadps,45.84207984757966
Bcl11a,45.269696993388166
Ttr,45.26718010063659
ENSMUSG00000121513,45.232989116468985
Nwd2,45.2248410782461
Plcl2,45.20010557951579
Chst8,45.13882790944242
Cit,44.884026633438914
Lrrc4c,44.51110057147255
Apba1,44.13206217369735
Cdh20,43.93404582296006
Cdh10,43.83038126085934
Efna5,43.81450466817995
Nr2f1,43.08185155945762
1700016P03Rik,42.661543475826434
Shc3,42.54089633848136
Pde4d,42.31994752487477
Khdrbs3,42.00255599475595
Silc1,41.765797454904714
Gm30667,41.57403841878653
Cacna2d3,41.55233286031958
Ptprr,41.41552126464108
Dusp5,41.15870398577323
Ptprd,41.10810612873018
Nrxn3,40.94029444675497
Dlgap4,40.701264916087055
Ffar1,40.082050778084245
Mir100hg,40.04845580138901
Rian,39.718340700357295
Prickle2,39.597345183864995
Sec61a1,39.57171104233607
Nlgn1,39.30307452908637
Vwc2l,39.245861735783755
Nrg1,39.23642845309466
Cdh23,39.10894005145109
A230057D06Rik,38.696728820931945
Myo16,38.525853952266836
Tmem44,38.525853952266836
9130024F11Rik,38.4558090434357
Lmtk2,37.47482982369813
Htr7,37.14754589563029
Mpped1,36.88131061901368
Kcnn2,36.68003477643279
Fmn1,36.409164070353505
Scai,36.35062774430177
Sgcz,36.136883157267214
Cpne8,36.10821612893159
5031425E22Rik,35.626726513684204
Meis2,35.55991656016323
Rims4,34.65505969633539
Tshz2,34.608445049662166
Vsnl1,34.580080476415255
BC002189,34.55120823294683
Elavl4,34.054527288062765
Epb41l3,33.78453800566418
R3hdm2,33.28007732676529
