names,scores,logfoldchanges,pvals,pvals_adj,rank_metric
Spock1,12.424485,0.463811,4.184148434602976e-35,1.4498104956561352e-33,32.83868876057148
Nectin3,12.408068,0.57304627,4.71840121546874e-35,1.63253922756262e-33,32.7871363744576
Prkcb,12.382448,0.31188363,6.779705021609262e-35,2.3321002767646046e-33,32.63225277950941
Csmd1,12.31435,0.11752491,1.5716609626186034e-34,5.328786295319752e-33,32.27337169627708
Aopep,12.289374,0.26400146,2.088320796360979e-34,7.020198858903257e-33,32.153650585576585
Fhod3,12.259149,0.56192315,2.8872957685135917e-34,9.637622236620967e-33,32.01603010062936
Sel1l3,12.254478,0.43800524,3.0517909306865036e-34,1.0158042779975638e-32,31.99318996249893
Gm2824,12.247262,0.5102513,3.3174050962384333e-34,1.1026644523536344e-32,31.957556625965722
Elapor2,12.213614,0.4391145,5.060400016663399e-34,1.6773028962794958e-32,31.77538850310387
Gm38413,12.065557,0.6579248,2.8795451888431833e-33,9.271743733219425e-32,31.032838580580563
A830009L08Rik,12.013791,2.260208,6.084268647012133e-33,1.9327557288615993e-31,30.71382303076763
Cux2,12.012175,0.67803234,5.555428315983845e-33,1.767133958683786e-31,30.752730527283262
Rbfox1,11.982052,0.18607493,8.335313759768001e-33,2.6266782348691012e-31,30.580593124541494
Dlc1,11.948526,0.4994584,1.2390282141713586e-32,3.883820094911175e-31,30.410740895550056
Mast1,11.936597,0.46402463,1.354716096267714e-32,4.235232646535234e-31,30.373122728348296
Arhgap26,11.851256,0.3001477,3.8772551139805686e-32,1.1994656147380933e-30,29.921012197503195
Phactr3,11.827566,0.30280843,5.022003530547676e-32,1.5435160461550815e-30,29.811488851299874
Lonrf1,11.825271,0.5354565,5.01651981290133e-32,1.5435160461550815e-30,29.811488851299874
Ptpn5,11.772611,0.42191467,9.418768530925981e-32,2.850442149013993e-30,29.545087768769285
Kif5a,11.762393,0.36374092,1.0630461797927095e-31,3.2007698334572854e-30,29.494745554738525
2700054A10Rik,11.747814,0.5191052,1.2405433118365379e-31,3.721001016213372e-30,29.429340211371695
Clstn3,11.724901,0.4111506,1.6306323580575145e-31,4.8602701997215535e-30,29.313339586090347
Shb,11.712809,0.64192003,1.8501227198974434e-31,5.5006286795342836e-30,29.259587671151337
Six2,11.696188,1.6558796,2.2674506481361524e-31,6.707685879848773e-30,29.173427283549938
Tmem200a,11.664212,0.45281363,3.3997462717755304e-31,9.994831710290646e-30,29.000224513992833
Ak4,11.642678,0.68368304,4.141386532551704e-31,1.212995713853572e-29,28.9161407337196
5830416I19Rik,11.630552,0.739028,4.795911560545658e-31,1.3995073118603396e-29,28.854024828178666
Gm29260,11.599328,1.9215842,7.085289685800987e-31,2.0523924810791452e-29,28.687739585047552
Kif1a,11.592352,0.30388847,7.6532952816996765e-31,2.2115126512418137e-29,28.655310571849977
Pak5,11.569345,0.27153978,1.0051825041416648e-30,2.8799817364426926e-29,28.540610266333584
Sh3rf1,11.54699,0.38611677,1.3245453944665637e-30,3.776709795836831e-29,28.422886385283363
Gm26871,11.510755,0.21739867,2.0234507902744553e-30,5.714437518214232e-29,28.243026511508056
Klf5,11.481441,0.91972834,2.6312374618079182e-30,7.386816817455064e-29,28.131542670730585
Grm3,11.470546,0.45759696,3.1211358273223092e-30,8.751753612489309e-29,28.05790491750088
Rnf144b,11.449874,0.7921011,3.770046724967842e-30,1.050906075301401e-28,27.978436097293457
Unc5c,11.446327,0.31476766,4.218623291679447e-30,1.1731837699281526e-28,27.930633953771437
Ctnnd2,11.394322,0.15535481,8.084073822002106e-30,2.226271354292895e-28,27.652421901775934
Dok5,11.357579,0.46223947,1.0904157986349617e-29,2.976445246885237e-28,27.526302102090664
Met,11.33206,1.0460541,1.4283143941134785e-29,3.8898145513336686e-28,27.410071103366402
Dlg2,11.307563,0.10393617,2.0432878912656584e-29,5.526451569679209e-28,27.257553631506486
Schip1,11.306592,0.2754461,2.0304919557575573e-29,5.4981261584620535e-28,27.25978529917874
Esrrg,11.305569,0.38088343,2.0017918524168068e-29,5.432844722396347e-28,27.264972707476886
Gm34544,11.295772,1.1024196,2.1490554730757544e-29,5.792659091777996e-28,27.23712202974645
Cds1,11.295253,0.46496364,2.2031361861631966e-29,5.93167474194974e-28,27.22682267113813
Ksr2,11.277106,0.21683796,2.757552555001698e-29,7.415936223485249e-28,27.12983401374861
Arg2,11.270524,1.2965509,2.8611368656646814e-29,7.685773559911504e-28,27.1143124149705
Hdac4,11.240492,0.3149869,4.1342495856911346e-29,1.105549725366852e-27,26.956421718967885
Igsf9b,11.231375,0.4381936,4.554808267773679e-29,1.2125319737360168e-27,26.916306800491444
Xkr4,11.21502,0.15902531,5.589577747215317e-29,1.4846570927676509e-27,26.82837384258625
Gm5820,11.205043,0.74100953,5.952021015739318e-29,1.5756211337638332e-27,26.80254820264364
Gm28175,11.198592,0.6606434,6.432819432572571e-29,1.7009955831425976e-27,26.769296814088364
Tbc1d30,11.188591,0.45786932,7.184378631904353e-29,1.8954905763951884e-27,26.72227837036693
Gm5468-1,11.18306,0.60812247,7.645684461535814e-29,2.0104752051856284e-27,26.696701278600592
Ccdc30,11.176652,0.2963311,8.409624194430697e-29,2.2040106997275403e-27,26.65678630146211
Gm38875,11.160837,1.3390288,9.856298719655918e-29,2.5774493425345523e-27,26.588809861630832
Dync1i1,11.097644,0.2136462,2.094659459827045e-28,5.40591175313706e-27,26.267131048063565
Necab1,11.0806265,0.48387286,2.430795730361839e-28,6.266580801170292e-27,26.20296935617408
Tox,11.054793,0.5721,3.218429729869009e-28,8.270071442679691e-27,26.082490738690797
Ankrd33b,11.047928,0.369622,3.4805021330064728e-28,8.924113053058634e-27,26.049434936594327
Pcsk2,11.017463,0.23887587,5.003778166761572e-28,1.2760712725708983e-26,25.894125068232555
Gap43,11.011865,0.3845064,5.2328782851951275e-28,1.3316268548110526e-26,25.875617455045372
Efr3b,11.00562,0.41262853,5.523134151697505e-28,1.4039795148665214e-26,25.85263922884819
Frmd6,10.9973,0.41587782,5.999268923307024e-28,1.518488752288599e-26,25.81858842062888
Stx1a,10.989586,0.49570465,6.483728436751172e-28,1.6393580895742868e-26,25.78532617190847
Hivep1,10.953298,0.52594495,9.702854047048748e-28,2.4402523260090932e-26,25.612565264592572
Man2a1,10.947073,0.4022692,1.0501733620229095e-27,2.638365476181972e-26,25.578665044538308
Arhgap15,10.931462,0.45522627,1.2241644289975298e-27,3.062481540872679e-26,25.513926520332323
Apba2,10.784756,0.20607558,6.099433273249382e-27,1.4850739490197518e-25,24.82825192018407
Lin7a,10.756724,0.3512074,8.337002324278315e-27,2.0174181697992905e-25,24.69520407203358
Hmgcll1,10.73855,0.33230385,1.0184499079954532e-26,2.449454829534593e-25,24.610930564970563
Gpc6,10.731601,0.52918965,1.0777645625878712e-26,2.58685356371243e-25,24.587228155076126
Trhde,10.648789,0.42519987,2.608259897434106e-26,6.160387099069417e-25,24.210391997298597
Npr3,10.647179,0.5496811,2.59148702576889e-26,6.12688630887578e-25,24.212760178405762
9630014M24Rik,10.632679,0.5006543,3.053680720009335e-26,7.190886360173226e-25,24.143217574484016
Gm28905,10.627329,0.5525971,3.2158191888989047e-26,7.565166692294382e-25,24.121181498209722
Nell1,10.507602,0.46856147,1.170316682696528e-25,2.7074012329126135e-24,23.567447377651277
ENSMUSG00000095041,10.41819,0.3580494,2.917669678819292e-25,6.601297382307587e-24,23.18037070224522
Pex5l,10.402794,0.33936945,3.525111475937873e-25,7.937705822030989e-24,23.100305000444735
Gm35835,10.396838,0.7125183,3.5413804485475494e-25,7.966759476742044e-24,23.098718294357028
Xlr5a,10.3617525,0.8112934,5.084018719692704e-25,1.1383007286683778e-23,22.943742986141817
Raph1,10.3596735,0.28652695,5.391359114059123e-25,1.204978963209076e-23,22.91902053503265
Zmiz1os1,10.357273,0.47669604,5.392008459555529e-25,1.204978963209076e-23,22.91902053503265
Arid5b,10.341156,0.31635237,6.507840231509007e-25,1.4502311385959714e-23,22.83856277416718
Htr2c,10.33415,0.57058805,6.889517259651833e-25,1.5318149895198553e-23,22.814793685018458
Il27,10.332486,0.73911273,6.893361632040252e-25,1.5318149895198553e-23,22.814793685018458
Lekr1,10.287832,0.36386046,1.1145760391013288e-24,2.453726189895074e-23,22.610173901613987
Lin28b,10.286745,0.5377606,1.1184938467156473e-24,2.4600627673208652e-23,22.60905381193998
Cntn6,10.274646,0.5302218,1.2849785587396707e-24,2.8157687565863935e-23,22.55040301425371
Usp43,10.267442,1.0835894,1.3411773793545163e-24,2.9361983219060115e-23,22.532214613878384
Syt16,10.264654,0.22292902,1.4229242055403851e-24,3.1122850506764097e-23,22.50692063331908
Mtss1,10.247391,0.4191309,1.676983433150788e-24,3.6578331731747967e-23,22.43677610575457
Il34,10.227131,0.58667487,2.0364925600712213e-24,4.4175648878685173e-23,22.354817062593973
Man1a,10.189795,0.41550756,3.124592362632253e-24,6.716312702457302e-23,22.172869091898164
Fat3,10.177423,0.25726303,3.427874852563964e-24,7.34819621927344e-23,22.1338192552228
Itgbl1,10.160084,0.64481366,4.0319816392647365e-24,8.604227004043214e-23,22.065288140206608
Gm3294,10.146338,0.6105793,4.6278735337841096e-24,9.849750867899193e-23,22.006574754077512
Tmem232,10.125891,0.9893704,5.6694592766619976e-24,1.202270817576011e-22,21.919997694287332
Cdh6,10.115303,0.5342197,6.433189877572037e-24,1.3557245916528923e-22,21.867828526157375
Rheb,10.087988,0.37169814,8.431049674202768e-24,1.768876077922719e-22,21.752302591374896
Spred2,10.052924,0.23791862,1.2148239219381733e-23,2.5330416684219214e-22,21.596357666025927
Gm31508,10.0365925,0.6056492,1.3962884259983583e-23,2.9037400606043187e-22,21.53704226376324
Gm56721,10.012091,1.2435544,1.78476105677087e-23,3.688921848868071e-22,21.43310054536004
Shank1,10.006082,0.2568415,1.9339758106689907e-23,3.983417888189063e-22,21.399744130694707
2900026A02Rik,9.986416,0.38312325,2.3350830190533694e-23,4.788741310998011e-22,21.319778623020152
Gm44643,9.983699,0.44933483,2.3949968601821864e-23,4.898876032244738e-22,21.309903550376948
Col26a1,9.955383,0.90582466,3.130289868439627e-23,6.369857267970097e-22,21.195870298971943
Gm49678,9.928874,0.38335198,4.326768724802268e-23,8.744432847239151e-22,21.05826835305803
Cxadr,9.922247,0.40703058,4.395042000654338e-23,8.874834811218905e-22,21.051839721793293
Pknox2,9.821443,0.29241946,1.1991240926844679e-22,2.3653198658763194e-21,20.626110120637925
Hunk,9.791636,0.42838305,1.6014446872730962e-22,3.1322140470252144e-21,20.50414856709125
Ppargc1a,9.784375,0.34127048,1.7300190108515216e-22,3.3781047781198108e-21,20.471326884115648
Synj2,9.78062,0.42977068,1.7813176834546092e-22,3.472542363808631e-21,20.459352447316455
Gm33228,9.772579,0.37713298,1.9414829613508656e-22,3.772342837711789e-21,20.423388844630257
Rgs6,9.754905,0.41027865,2.3158752119594405e-22,4.485065692817686e-21,20.34823119145617
Galntl6,9.7454605,0.41569856,2.626495221684771e-22,5.08247227443923e-21,20.293924981817497
Trps1,9.736208,0.4155553,2.793102318277275e-22,5.400454204603757e-21,20.267569712351545
Map3k9,9.70556,0.59704924,3.66421382044015e-22,7.044458511335223e-21,20.152152384325692
Jakmip1,9.680773,0.3355368,4.694380216278588e-22,8.959451790197505e-21,20.047718563080725
Plagl1,9.673724,0.9000463,4.963300681804633e-22,9.44545290693298e-21,20.02477721293897
Bmper,9.671697,0.6505493,5.093367112876919e-22,9.674127294811008e-21,20.014388202344474
Exph5,9.635531,0.8564757,7.17715867475986e-22,1.3523458375546724e-20,19.868912231371347
Rab3c,9.604482,0.28616717,9.969139446625663e-22,1.865056554496782e-20,19.72930799445396
Kif21b,9.584244,0.45501527,1.186319625387966e-21,2.2124066394351146e-20,19.655135046882627
Pparg,9.581656,0.52250004,1.2206089898343351e-21,2.274561602631447e-20,19.64310229654754
Ptprt,9.544809,0.41319972,1.7782362473928765e-21,3.292937326353663e-20,19.482416535026868
Kit,9.533478,0.52253145,1.924747915034189e-21,3.558678449781181e-20,19.44871125161249
ENSMUSG00000120124,9.512037,1.0122669,2.343763807906953e-21,4.3031430781944104e-20,19.366214213518358
