names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MY Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Slc25a28,-2.62517,-5.202183,0.008660572881560318,0.04996985040316206,0.018867924528301886,0.22370396853771898,0.0035320562,0.12244675
Bbs4,-2.6257308,-0.7063656,0.00864631674855168,0.0498983099298934,0.07547169811320754,0.29320700750804435,0.11086261,0.1750467
Ilkap,-2.6260707,-1.0223092,0.008637686879857682,0.04985921513679396,0.07547169811320754,0.290060779406507,0.0919917,0.17874381
Pcnt,-2.6265635,-5.3189616,0.008625187245730461,0.049808463634811416,0.018867924528301886,0.22381122631390776,0.0035320562,0.1321168
Snhg11,-2.627524,-0.8706608,0.0086008809382969,0.049678777044720054,0.5849056603773585,0.827922774401144,1.6806267,2.1959498
Sirt1,-2.6281018,-3.0011127,0.0085862836617286,0.04960512620740647,0.03773584905660377,0.24533428673578833,0.018822152,0.14160407
Hmces,-2.6284587,-1.5170994,0.008577278764826288,0.04956375922814674,0.03773584905660377,0.2470146585627458,0.050687443,0.13873062
Selenoi,-2.628875,-0.29402223,0.008566783723296913,0.04951376180791311,0.11320754716981132,0.34186628530568464,0.18356124,0.22076988
Atn1,-2.6302686,-26.86387,0.008531740927383836,0.04933244646412818,0.0,0.20879513764747945,0.0,0.1152308
Ern1,-2.6314583,-1.3188365,0.008501927808719334,0.04917064145938194,0.05660377358490566,0.26868072935287807,0.06949633,0.16512057
Ypel4,-2.632767,-4.3272634,0.008469241001633212,0.048992143318382,0.018867924528301886,0.22631390775831248,0.0065060197,0.12312729
Ephb1,-2.6339738,-0.53414863,0.008439200853240094,0.04883939843346141,0.16981132075471697,0.4252770825884877,0.34140176,0.463265
Ptch1,-2.6345515,-0.81743664,0.008424849201526917,0.04876684576583978,0.09433962264150944,0.31272792277440115,0.13553067,0.22775945
Gm29514,-2.634696,-0.76606655,0.008421264700997773,0.04875660041280116,0.09433962264150944,0.3265999284948159,0.15323737,0.2481299
Gga3,-2.636217,-1.195466,0.008383604730997783,0.04854902136248069,0.05660377358490566,0.2718984626385413,0.07352685,0.16104296
Nsf,-2.6362681,-0.7824717,0.0083823449991316,0.04854902136248069,0.39622641509433965,0.7898105112620665,0.98008,1.3515348
Dhtkd1,-2.6365232,-1.2293171,0.008376048879169568,0.04852618227323982,0.03773584905660377,0.254022166607079,0.066809855,0.15013455
Sc5d,-2.6372879,-1.4904659,0.008357185892524615,0.04842734201685063,0.018867924528301886,0.23257061136932428,0.0523839,0.14072812
Col19a1,-2.6380951,-1.5662879,0.008337316195696913,0.04832262428351511,0.05660377358490566,0.2730425455845549,0.105775654,0.2854889
Hap1,-2.6384351,-2.26389,0.008328962658524067,0.04828462279062388,0.03773584905660377,0.24744368966750088,0.03400796,0.1537028
Hsf1,-2.6387665,-5.18104,0.008320825169825723,0.04824785764204083,0.018867924528301886,0.22481229889166965,0.0035320562,0.120768815
Kcnip4,-2.6388175,-0.5359902,0.008319573879988112,0.04824785764204083,0.8867924528301887,0.9527350732928137,3.3380172,3.6984632
Abcb10,-2.6388772,-1.6925478,0.00831811425461249,0.04824785764204083,0.018867924528301886,0.23264211655345013,0.047078174,0.14479996
Edc3,-2.6389024,-2.126779,0.008317488771016271,0.04824785764204083,0.05660377358490566,0.270611369324276,0.038583003,0.15854166
Hspbp1,-2.6393955,-1.5228392,0.008305404355951907,0.048200046445880725,0.018867924528301886,0.23267786914551306,0.047155388,0.12993081
Polr2b,-2.6401603,-0.504569,0.008286683774246158,0.04810179153467148,0.03773584905660377,0.25684662138005004,0.11177135,0.15509738
Nek4,-2.6402707,-1.596468,0.008283982813026716,0.04809650349741311,0.03773584905660377,0.2528780836610654,0.049123,0.14172362
Epn1,-2.6405256,-0.71354616,0.008277752831562318,0.048070719382770584,0.09433962264150944,0.3165534501251341,0.13881299,0.21848121
Smg9,-2.640925,-4.3145704,0.008268000955421016,0.048024467287540576,0.018867924528301886,0.22713621737575973,0.0065060197,0.12211202
Ifnar2,-2.6415284,-27.149897,0.00825328889056122,0.047949377835541616,0.0,0.20968895244905256,0.0,0.13881662
Tmod1,-2.643245,-0.57261634,0.008211560072834474,0.04772758363769464,0.07547169811320754,0.30529138362531283,0.15760176,0.22623335
Psmc2,-2.643636,-0.6831947,0.008202083904748782,0.04768282010398091,0.03773584905660377,0.25716839470861635,0.10582364,0.16486709
Bcl2,-2.6438653,-1.5117354,0.008196526365127023,0.047660823075300396,0.07547169811320754,0.2938863067572399,0.090829894,0.23990688
Nim1k,-2.6446557,-0.9218469,0.008177409514895527,0.047559955338797144,0.07547169811320754,0.29320700750804435,0.10801292,0.1956453
Ccp110,-2.6454968,-1.6108167,0.008157103177588292,0.04746239982282317,0.03773584905660377,0.2554165176975331,0.07278498,0.20749664
Slc44a2,-2.6456413,-0.70773727,0.00815362077476839,0.04745241286940148,0.07547169811320754,0.3020378977475867,0.11893555,0.1875365
Wdr75,-2.6457772,-0.8749462,0.008150344434788535,0.047443621092454064,0.07547169811320754,0.29206292456203076,0.097080395,0.17140222
Ngef,-2.6461089,-0.48862612,0.008142363292241578,0.04740743264626895,0.07547169811320754,0.29696102967465143,0.14762175,0.20146921
Orai2,-2.64746,-1.5933158,0.008109897136036229,0.047228638067900626,0.05660377358490566,0.2674293886306757,0.061123196,0.1741109
Zfp706,-2.647647,-0.61571217,0.008105414101487485,0.047212763257526276,0.07547169811320754,0.2988201644619235,0.15442817,0.22783758
Brsk2,-2.6478508,-0.77525914,0.008100526048496927,0.047194521882721684,0.07547169811320754,0.29234894529853417,0.1053645,0.17409974
Hjurp,-2.6502557,-5.3226037,0.008043086450623621,0.0468802023705546,0.018867924528301886,0.22570611369324275,0.0035320562,0.13242942
Pip4k2c,-2.6503408,-2.2215586,0.008041063470002078,0.046878580047506155,0.018867924528301886,0.2333214158026457,0.030475905,0.1348164
Unc5c,-2.6511905,-1.0845369,0.008020858705668883,0.0467709360723357,0.4528301886792453,0.8070075080443332,1.169296,1.7417479
Glb1,-2.6527202,-1.0739923,0.007984604653155425,0.04656963903414071,0.05660377358490566,0.2775473721844834,0.08568274,0.17255464
Golim4,-2.6527627,-3.139629,0.007983599694150289,0.04656963903414071,0.03773584905660377,0.24865927779764033,0.021536585,0.17551522
Coq3,-2.652924,-3.7659059,0.007979781882833206,0.04656172403729169,0.018867924528301886,0.23021094029317127,0.0102018565,0.13058205
Sulf2,-2.6534085,-0.58718103,0.007968338256332605,0.04650504972798807,0.09433962264150944,0.319449410082231,0.17674662,0.254983
Sms,-2.6536634,-0.3063475,0.007962321199900469,0.04648002838177832,0.1320754716981132,0.3749731855559528,0.22331837,0.26957923
Zkscan1,-2.6538503,-1.1464534,0.007957911278225852,0.046464379844834564,0.07547169811320754,0.2915623882731498,0.08373091,0.17675242
Agl,-2.6547256,-0.9513696,0.007937293905695142,0.046364149401310534,0.07547169811320754,0.29424383267786913,0.10829805,0.19981535
Edc4,-2.6554904,-26.893257,0.007919317902606055,0.04626920461905299,0.0,0.21079728280300322,0.0,0.117467925
Hmgn1,-2.6554904,-1.4666994,0.007919317902606055,0.04626920461905299,0.03773584905660377,0.2532713621737576,0.060005,0.15779339
Nup35,-2.655516,-0.6336075,0.007918719330972065,0.04626920461905299,0.05660377358490566,0.2809796210225241,0.11438325,0.17227627
Ablim3,-2.6567225,-1.1429596,0.007890433250551896,0.046140574851431866,0.07547169811320754,0.29978548444762243,0.10270897,0.21420228
Cntrl,-2.6570456,-1.4713941,0.00788287910217621,0.04610643480093052,0.03773584905660377,0.2545942080800858,0.060182117,0.15871388
Patj,-2.657088,-0.47567374,0.0078818856177066,0.04610643480093052,0.09433962264150944,0.3187701108330354,0.15551808,0.21024561
Nr4a2,-2.657173,-2.0095997,0.007879898985225621,0.04610643480093052,0.018867924528301886,0.2340722202359671,0.047448292,0.17870283
Rab4a,-2.6584647,-1.0210382,0.007849757344940322,0.04594270961850282,0.018867924528301886,0.2343224883804076,0.06718314,0.13192618
Rnf2,-2.6594844,-1.4773977,0.007826034314342055,0.045813843578730064,0.05660377358490566,0.27347157668931,0.06337442,0.16735609
Pak6,-2.6599603,-0.38194293,0.007814985563522846,0.045759133164493114,0.03773584905660377,0.25863425098319626,0.11526319,0.14772819
Orc5,-2.6601133,-1.0148863,0.007811437148383199,0.04574832523475513,0.05660377358490566,0.27944225956381835,0.086780995,0.16821931
Lypla1,-2.661133,-0.8874296,0.007787817913692303,0.04561994055829784,0.05660377358490566,0.27340007150518414,0.09719215,0.172962
Btf3l4,-2.661184,-1.3858523,0.00778663863341398,0.04561994055829784,0.018867924528301886,0.23453700393278512,0.05436158,0.13627194
Trappc13,-2.6619148,-0.9123094,0.0077697531894189,0.04554390667532414,0.05660377358490566,0.27254200929567396,0.08978162,0.16279192
Noc2l,-2.6624417,-0.5861261,0.007757600322836478,0.04549251869808297,0.03773584905660377,0.25877726135144796,0.103314474,0.15133984
Pik3c2b,-2.6627986,-1.9932526,0.0077493774159638675,0.04545421767451411,0.05660377358490566,0.2731498033607437,0.050920654,0.18895134
Syap1,-2.6642349,-1.596931,0.007716368891231488,0.04528037390421273,0.03773584905660377,0.2520200214515552,0.051887147,0.14936918
Csf2ra,-2.6648722,-5.2196198,0.0077017605466663495,0.045214399363977455,0.018867924528301886,0.22685019663925635,0.0035320562,0.12384713
Plekha7,-2.6659343,-0.68766797,0.0076774683773581705,0.04508163795883174,0.07547169811320754,0.2983553807651055,0.13545343,0.20996769
Mier3,-2.6662064,-2.2405066,0.007671260632566016,0.04505503239279756,0.05660377358490566,0.270611369324276,0.03560904,0.15812045
Fam174a,-2.6662657,-0.7681409,0.007669903288231724,0.04505503239279756,0.05660377358490566,0.2788344654987487,0.11347457,0.1861864
Itgav,-2.6663337,-0.7035362,0.007668352301149048,0.04505503239279756,0.07547169811320754,0.2983553807651055,0.15952386,0.24814965
Zcwpw2,-2.6664782,-0.76742446,0.0076650573869349765,0.04504813910475565,0.07547169811320754,0.2992849481587415,0.114848524,0.18827641
Zc3h4,-2.6672175,-5.3446836,0.007648215034647258,0.0449589888385412,0.018867924528301886,0.22699320700750805,0.0035320562,0.1343405
Antxr1,-2.6673026,-1.9106227,0.007646281259166292,0.044957456768883644,0.018867924528301886,0.2349660350375402,0.046585195,0.1649132
Zfp101,-2.667651,-26.92062,0.0076383573608718594,0.04492069649521271,0.0,0.21176260278870218,0.0,0.11958803
Nr4a3,-2.6682544,-4.1726713,0.007624652896476687,0.044849917541227795,0.018867924528301886,0.22988916696460493,0.009074426,0.1522023
Hnrnpul2,-2.6686282,-0.7418518,0.007616171054933446,0.04480983495644005,0.07547169811320754,0.2989631748301752,0.12542579,0.20169434
Cenpp,-2.669002,-27.21375,0.0076076976725189685,0.044769784594959415,0.0,0.21186986056489096,0.0,0.14466494
Atp6v0a2,-2.669172,-0.79570156,0.0076038489295021175,0.04475693772962145,0.09433962264150944,0.31826957454415444,0.12405399,0.20642476
Jarid2,-2.669682,-0.36243555,0.007592313171175817,0.04470862478840548,0.33962264150943394,0.7299964247407937,0.78732044,0.9319646
Cdkl3,-2.6699793,-1.001954,0.007585591226556797,0.04467883302445882,0.07547169811320754,0.295244905255631,0.098114364,0.18768851
Glp2r,-2.6700728,-0.86455595,0.007583479717594953,0.044676189434724047,0.07547169811320754,0.301894887379335,0.12005848,0.2088529
U2af1,-2.6700897,-0.7160091,0.007583095863491931,0.044676189434724047,0.09433962264150944,0.31698248122988915,0.13328113,0.21041656
Rnpep,-2.6710415,-0.43267664,0.007561627814594677,0.044566997012098916,0.09433962264150944,0.3204862352520558,0.15769717,0.20746173
Rab2b,-2.671747,-1.8910985,0.007545753627487924,0.04448319437705145,0.03773584905660377,0.25509474436896673,0.043009143,0.1510104
Pdk1,-2.6726732,-0.65480113,0.007524952190848307,0.04437030181437218,0.09433962264150944,0.3244547729710404,0.13979675,0.21206085
Crem,-2.674203,-2.6439447,0.007490713739580515,0.04417811198036182,0.03773584905660377,0.249767608151591,0.027155625,0.15876174
Gm7072,-2.6763017,-1.1019903,0.007443958362405006,0.04391200026296872,0.03773584905660377,0.2596710761530211,0.07172843,0.14809386
Dgkb,-2.6766841,-0.9970935,0.007435468418496566,0.04387154949604803,0.4339622641509434,0.7792992491955667,1.1192169,1.6324866
Tubgcp3,-2.676922,-1.7103093,0.0074301901708029175,0.043850035117389496,0.05660377358490566,0.27475867000357523,0.05208357,0.16122572
Klhdc1,-2.677551,-1.4680071,0.007416256689986343,0.04378703960886245,0.03773584905660377,0.2549159814086521,0.055659622,0.14698976
