names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MY Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pisd,-2.6778824,-0.64055985,0.0074089228036198895,0.04375335290841021,0.05660377358490566,0.2772255988559171,0.10668377,0.16170129
Cep95,-2.6786897,-1.3106211,0.007391085424320331,0.043657609441962474,0.05660377358490566,0.2726135144797998,0.06949633,0.16425624
Rbm24,-2.6792421,-2.6450555,0.007378903107119385,0.04359523449610771,0.03773584905660377,0.2535216303181981,0.025491953,0.14971827
Gm14399,-2.681205,-2.0800385,0.007335754646151498,0.0433498410692964,0.018867924528301886,0.23603861279942795,0.030475905,0.12296213
Nr2c1,-2.6819358,-3.9696276,0.00731974863199837,0.04326477029076027,0.018867924528301886,0.23192706471219163,0.009074426,0.13349295
Pgam5,-2.6834145,-26.893072,0.007287460169963828,0.04308340038876305,0.0,0.21301394351090455,0.0,0.117453866
Zfp563,-2.6843152,-26.86979,0.007267852886684719,0.042976938174563904,0.0,0.21308544869503038,0.0,0.11567791
Dgcr2,-2.6846213,-0.46036142,0.007261204586182661,0.04294707621191461,0.1320754716981132,0.37196996782266717,0.18882523,0.25149798
Tmem39a,-2.6857429,-2.997986,0.007236874150756447,0.042812595427306414,0.03773584905660377,0.2520557740436182,0.019276282,0.14452341
Gga2,-2.6858025,-1.2559041,0.007235585945594667,0.042812595427306414,0.03773584905660377,0.25666785841973544,0.06221683,0.1426305
Ctxnd1,-2.6860318,-2.4338763,0.0072306190817525715,0.04279443496182635,0.03773584905660377,0.2510547014658563,0.047539026,0.23355132
Fhl2,-2.6865587,-0.34329876,0.007219225269394889,0.04273641396533172,0.07547169811320754,0.3021809081158384,0.15478231,0.192584
Cdh7,-2.6871536,-4.3036146,0.0072063806562448806,0.0426697770456809,0.018867924528301886,0.23117626027887023,0.0102018565,0.18439804
Sh3bp4,-2.687468,-27.10243,0.0071995996502406245,0.0426390219532655,0.0,0.21333571683947086,0.0,0.13461286
Nsun6,-2.6877825,-2.6691873,0.007192824371762439,0.04260828722867212,0.03773584905660377,0.25420092956739365,0.024364522,0.14572598
Nptn,-2.6879354,-1.2314583,0.007189530360037539,0.04259816555109343,0.39622641509433965,0.8407222023596711,1.0145457,1.6347363
Abraxas2,-2.6883688,-26.930134,0.007180204678535056,0.04255229371685861,0.0,0.21340722202359672,0.0,0.12033309
Gm11149,-2.6888871,-1.7670274,0.0071690646929353195,0.042495647098868744,0.03773584905660377,0.25176975330711476,0.048982553,0.15774173
Rasgrf1,-2.6888957,-0.8424851,0.007168882199541488,0.042495647098868744,0.3584905660377358,0.7494458348230246,0.8805979,1.2620118
Ttc26,-2.6891506,-0.8508925,0.0071634093363697245,0.042480867108420764,0.03773584905660377,0.26088666428316054,0.08550634,0.14928705
Jkamp,-2.6905613,-0.47488973,0.0071331938958394,0.04234841360609913,0.05660377358490566,0.2856989631748302,0.14164892,0.19185151
Cbfb,-2.6912327,-2.2535255,0.007118854480357964,0.0422726231794958,0.018867924528301886,0.2366821594565606,0.038921144,0.17332594
Tmem19,-2.6922014,-0.4496149,0.007098207774214973,0.042159337509539416,0.05660377358490566,0.2856989631748302,0.128427,0.17155541
Helq,-2.6922693,-0.43350998,0.00709676090334469,0.042159337509539416,0.05660377358490566,0.2850196639256346,0.121973395,0.16143337
Rragc,-2.6922863,-4.4925423,0.007096399227002985,0.042159337509539416,0.018867924528301886,0.23103324991061852,0.0065060197,0.13709119
Afg3l1,-2.6925497,-0.74011976,0.007090795359511627,0.042143258418508606,0.05660377358490566,0.2760815159099035,0.10243941,0.16566446
Abhd17c,-2.693867,-3.8119426,0.007062835575640791,0.04198636989324515,0.018867924528301886,0.23353593135502324,0.0102018565,0.1345436
Lcmt1,-2.6939263,-0.6584659,0.007061575215234751,0.04198636989324515,0.05660377358490566,0.27858419735430817,0.111189835,0.17027535
Pou3f3,-2.6945298,-5.600667,0.007048802967415156,0.04192149971988607,0.018867924528301886,0.2291026099392206,0.0035320562,0.15845366
Gclc,-2.6964927,-0.29326126,0.007007391600196773,0.04168443929539236,0.11320754716981132,0.3461208437611727,0.18943416,0.22759625
Gtf2h1,-2.6965437,-0.68133414,0.007006318897575353,0.04168443929539236,0.09433962264150944,0.33153378619949947,0.1378015,0.21263403
Adam15,-2.6984644,-1.6397088,0.006966021004858534,0.04146588046091024,0.03773584905660377,0.2525205577404362,0.052053213,0.15400344
Fstl1,-2.6987107,-1.4201263,0.006960865135348113,0.04144437096982136,0.05660377358490566,0.2714694315337862,0.067886904,0.17225432
4933434E20Rik,-2.699229,-0.5413337,0.006950031216596622,0.041389037852382814,0.07547169811320754,0.3033964962459778,0.13634849,0.19276218
Tdg,-2.7002573,-5.3264613,0.0069285857925706455,0.04127047223373381,0.018867924528301886,0.22963889882016447,0.0035320562,0.1327614
Erp29,-2.7011836,-0.35830814,0.006909318099640042,0.041164828677899765,0.1320754716981132,0.36907400786557026,0.22249886,0.27721393
Prag1,-2.701974,-4.3212485,0.006892916761279526,0.0410762194223954,0.018867924528301886,0.23267786914551306,0.009074426,0.16740148
Lhfpl4,-2.7023478,-0.3972045,0.0068851691840560985,0.04103915172484192,0.09433962264150944,0.3238469789059707,0.15533961,0.19993216
Stip1,-2.7024584,-0.79410106,0.006882881624845029,0.04103461931652672,0.05660377358490566,0.2826957454415445,0.1107508,0.18488482
Pdhb,-2.7046082,-1.3252535,0.006838497946519028,0.0407790589931128,0.05660377358490566,0.2772255988559171,0.07352685,0.1749477
Diras2,-2.7050078,-0.4711575,0.0068302811388482,0.040739101931376503,0.07547169811320754,0.3060064354665713,0.15118442,0.20395784
Skp1,-2.7056534,-0.2811918,0.006817013155660658,0.04066899278254926,0.11320754716981132,0.3601001072577762,0.24585421,0.2916932
Hibch,-2.7075145,-4.519355,0.0067789098404250885,0.040450656764872785,0.018867924528301886,0.23207007508044333,0.0065060197,0.13949166
Rbm3,-2.7079818,-0.74477315,0.0067693706351445,0.04040270745587132,0.05660377358490566,0.27733285663210583,0.10453706,0.16945408
Gm14296,-2.7083304,-3.6295166,0.006762267441706192,0.04036927930651975,0.018867924528301886,0.23532356095816948,0.011334728,0.13197605
Rnmt,-2.7084832,-0.4469292,0.006759151083137338,0.04035964213420006,0.07547169811320754,0.30196639256346086,0.14181474,0.1887109
Clns1a,-2.709554,-0.5252277,0.006737372690415941,0.04023854282984581,0.09433962264150944,0.3215945656060064,0.14709216,0.20542783
Slc27a1,-2.710217,-0.8871849,0.006723922455949235,0.04016714014925655,0.03773584905660377,0.262567036110118,0.09915798,0.17630339
Sap30bp,-2.7102423,-1.2901266,0.006723405621578541,0.04016714014925655,0.03773584905660377,0.2578834465498749,0.06308,0.14775726
Zdhhc1,-2.7104208,-1.1323848,0.006719788780715125,0.04016030350040379,0.05660377358490566,0.2800143010368252,0.07723509,0.16214052
Pigb,-2.7105823,-2.821764,0.006716517907988016,0.04014968546999733,0.03773584905660377,0.254022166607079,0.021796115,0.14478919
Cacna1h,-2.7107608,-2.2394328,0.006712904397938735,0.040137014057101426,0.018867924528301886,0.23839828387558099,0.030475905,0.13638762
Gm27032,-2.7115257,-3.395749,0.00669743771167223,0.04005345010296747,0.03773584905660377,0.24962459778333929,0.013733913,0.13588178
Efcab6,-2.7116616,-3.5980077,0.006694691434687275,0.04004593919190719,0.03773584905660377,0.24869503038970325,0.013733913,0.15482259
Mlh3,-2.7123075,-1.72792,0.006681660438424495,0.039976890665879804,0.03773584905660377,0.25362888809438683,0.048120275,0.15125716
Gfra1,-2.7130892,-1.8527502,0.006665916585425199,0.03989157653683187,0.05660377358490566,0.27733285663210583,0.07282538,0.2412596
Zfp846,-2.7131572,-0.557784,0.006664549132124101,0.03989157653683187,0.07547169811320754,0.30268144440471934,0.12713373,0.18195353
Eif4e2,-2.713191,-3.5064285,0.006663865500051867,0.03989157653683187,0.03773584905660377,0.2500536288880944,0.013733913,0.1459618
Ctdp1,-2.713395,-3.7588344,0.006659765031398402,0.039881409938416545,0.018867924528301886,0.23528780836610655,0.0102018565,0.1299831
Rilpl1,-2.7135227,-0.9155059,0.006657203390558625,0.03987495655468352,0.07547169811320754,0.2988559170539864,0.109862074,0.19806142
Fbxo7,-2.7153325,-1.9782262,0.006620923570120457,0.03967533816439266,0.018867924528301886,0.23879156238827315,0.044006974,0.1631919
Scarb1,-2.7156386,-3.7485926,0.006614809362307096,0.03964754128155067,0.018867924528301886,0.23532356095816948,0.0102018565,0.12912083
Stradb,-2.7163353,-4.4217854,0.006600901504072129,0.039573008347705954,0.018867924528301886,0.2328923846978906,0.0065060197,0.13094075
Oscp1,-2.7170663,-0.59536564,0.006586343468799076,0.03949454340696969,0.05660377358490566,0.27811941365749016,0.1095526,0.16120414
Dbndd2,-2.7176101,-1.82363,0.006575528327263131,0.03943849244499115,0.03773584905660377,0.2539864140150161,0.05237944,0.1742471
Tmx2,-2.717882,-0.42834947,0.006570126747691372,0.039415905274800996,0.09433962264150944,0.32688594923131925,0.17160407,0.22468182
Ppfibp1,-2.7189782,-1.2589481,0.00654839207436265,0.039302053839205806,0.05660377358490566,0.2807651054701466,0.10204843,0.22882314
Npc1,-2.7207289,-1.4539629,0.006513818049409489,0.03911202033243195,0.03773584905660377,0.26102967465141225,0.06702083,0.1738712
Zfp618,-2.7208903,-3.3048162,0.006510637468030501,0.03910166043048269,0.018867924528301886,0.23750446907400788,0.015176079,0.14073105
Col4a1,-2.7209582,-0.4912964,0.006509298693831712,0.03910166043048269,0.07547169811320754,0.3030389703253486,0.13679472,0.18736404
Rpap2,-2.721502,-1.7290022,0.006498597411330914,0.03904680510788498,0.018867924528301886,0.23936360386127994,0.044182286,0.13954227
Gle1,-2.7223263,-1.2930901,0.006482408446658503,0.038958245350416906,0.03773584905660377,0.2628888094386843,0.06566576,0.15385029
Tyro3,-2.72242,-1.7973164,0.006480574876857492,0.03895593891301137,0.018867924528301886,0.23936360386127994,0.044006974,0.14528768
St6gal1,-2.7230232,-1.0774218,0.006468751237014083,0.038893565839912374,0.09433962264150944,0.3230246692885234,0.14258958,0.28021282
Prkag1,-2.72338,-1.1894112,0.006461766109811254,0.038860263064151385,0.03773584905660377,0.2629245620307472,0.07201372,0.15725376
Pinx1,-2.7236605,-2.7132695,0.006456282556654393,0.03883597768016645,0.018867924528301886,0.23897032534858778,0.021658788,0.13417163
Fbxl19,-2.7248333,-0.9232224,0.006433396664549812,0.038706979036375606,0.05660377358490566,0.27840543439399357,0.08801353,0.1608166
Lmf1,-2.725751,-26.960278,0.006415536906761312,0.038608169470252286,0.0,0.21637468716481945,0.0,0.12272441
Fam210a,-2.7265837,-3.830499,0.0063993694490306376,0.03851950203751192,0.018867924528301886,0.23618162316767966,0.0102018565,0.1361718
Trim3,-2.7281559,-0.82292825,0.006368949139732838,0.0383449839535338,0.07547169811320754,0.30135859849839114,0.10695888,0.18207061
Pmepa1,-2.7282069,-1.7784843,0.006367964717413385,0.0383449839535338,0.03773584905660377,0.2548444762245263,0.05698891,0.18331096
Clpp,-2.7292862,-0.55166817,0.006347159875179002,0.038239503552928204,0.07547169811320754,0.2987129066857347,0.1329609,0.18933164
C87436,-2.729422,-4.518244,0.006344543136096693,0.038232310847032554,0.018867924528301886,0.23378619949946372,0.0065060197,0.13939156
Gm16183,-2.729847,-5.2447805,0.006336372082901428,0.03819163702726814,0.018867924528301886,0.23181980693600285,0.0035320562,0.12589455
Rhbdl3,-2.7305949,-1.7794074,0.006322014029243548,0.03812219860093674,0.018867924528301886,0.24011440829460137,0.04865511,0.15799105
Ythdf2,-2.7308667,-0.83973783,0.006316800183264623,0.03809930884945464,0.07547169811320754,0.30457633178405435,0.11605153,0.19904119
Sdhb,-2.7335522,-0.40192544,0.006265520883144116,0.037815486552129914,0.09433962264150944,0.33063997139792634,0.17774513,0.2287395
Lrrc40,-2.7339344,-1.298335,0.0062582490129506185,0.037780083347109215,0.03773584905660377,0.2604576331784054,0.06307242,0.14852339
Tmem201,-2.7352092,-26.937204,0.0062340642854761,0.03764254097769501,0.0,0.21712549159814087,0.0,0.12088998
Plekhg1,-2.7354982,-2.0881789,0.006228594125068641,0.03761796451800278,0.05660377358490566,0.2769038255273507,0.082263686,0.3108502
Slc45a4,-2.7355747,-3.2327187,0.006227146864952469,0.03761767901557393,0.018867924528301886,0.2390060779406507,0.015290095,0.13526255
Gm37529,-2.7362459,-1.1974937,0.006214456123831439,0.03754945717277957,0.05660377358490566,0.2784769395781194,0.07461345,0.16353329
Gprasp1,-2.73628,-0.37158433,0.006213814174464712,0.03754945717277957,0.33962264150943394,0.7523417947801215,0.8564956,1.0126642
Lactb2,-2.739628,-1.6830165,0.006150873974856767,0.037190365370027303,0.03773584905660377,0.25795495173400074,0.04990693,0.15213433
Idh3a,-2.7403164,-0.76225436,0.006138005860587394,0.03712091322844548,0.05660377358490566,0.2851984268859492,0.11191364,0.18302989
Tafazzin,-2.7404523,-0.6612565,0.006135466880208749,0.03711391154237034,0.09433962264150944,0.32220235967107613,0.13049686,0.19921695
Cacna2d1,-2.7406564,-1.2378879,0.00613166018305413,0.03709923645995597,0.4528301886792453,0.8269217018233822,1.2245152,1.8970743
Apaf1,-2.7413702,-2.9897172,0.006118353487791323,0.03703540396867602,0.03773584905660377,0.25684662138005004,0.021536585,0.15949999
Gm30382,-2.7418885,-0.83886516,0.006108706599651838,0.036985341670266986,0.09433962264150944,0.3362173757597426,0.19924174,0.33243144
Rint1,-2.7436645,-5.343079,0.006075757937294253,0.036794143740161496,0.018867924528301886,0.23296388988201644,0.0035320562,0.13420089
Dennd11,-2.7471573,-1.6749768,0.006011430696379312,0.03642921578974112,0.03773584905660377,0.2583839828387558,0.05195652,0.15725186
Pde6d,-2.7472508,-1.762012,0.006009717505488142,0.036427049260651115,0.03773584905660377,0.256417590275295,0.049931627,0.16012093
Tom1,-2.7473698,-27.078024,0.006007537716921356,0.036422052900197836,0.0,0.21809081158383983,0.0,0.13249744
6030458C11Rik,-2.7477267,-3.0290475,0.00600100262457716,0.036390643313560886,0.03773584905660377,0.2548444762245263,0.018822152,0.14418244
Nudt21,-2.7493412,-1.7255771,0.005971519067783837,0.03622002649014711,0.03773584905660377,0.25656060064354663,0.050610226,0.15844037
Nipal3,-2.7493412,-1.8017564,0.005971519067783837,0.03622002649014711,0.018867924528301886,0.24154451197711835,0.04538113,0.15002547
Steep1,-2.7512023,-1.2807763,0.005937697366787748,0.03603114910695275,0.05660377358490566,0.28183768323203434,0.07441983,0.17203173
Zfp426,-2.7521286,-1.5200626,0.00592092816164611,0.03593750614489066,0.05660377358490566,0.27844118698605647,0.061296094,0.16661471
Fbxl7,-2.7523494,-0.66654253,0.005916934477820029,0.03592138034772349,0.1320754716981132,0.38097962102252414,0.2591629,0.3849794
4930509J09Rik,-2.7526383,-5.387278,0.005911715631395312,0.03590153467170759,0.018867924528301886,0.23353593135502324,0.0035320562,0.1381003
Ank1,-2.7533011,-1.4702872,0.005899758656161172,0.03584950590028284,0.05660377358490566,0.28187343582409724,0.073628046,0.19202806
Rreb1,-2.753539,-0.70468473,0.005895471728210622,0.035831559678131515,0.1320754716981132,0.37397211297819094,0.23652343,0.3610875
