names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX (for_DEGs),mean_expr_Rest (for_DEGs)
Nhsl1,17.162672,-0.26827642,5.053471837483037e-66,1.8664850621741472e-65,0.40560356114166013,0.1854009170900979,0.1668744,0.19780149
Eef2,17.159323,-0.3718686,5.353417173592617e-66,1.976182435148147e-65,0.5420267085624509,0.2738050976990127,0.19589068,0.2468761
Atp6v0e2,17.122013,-0.29353064,1.0169626176754732e-65,3.7473649940948937e-65,0.5545954438334643,0.28520675837567644,0.21135558,0.25344396
Igsf8,17.106653,-0.31584638,1.323917595325368e-65,4.873772542319857e-65,0.572663000785546,0.29499731482628994,0.2163702,0.2628892
Selenof,17.020058,-0.29460868,5.831294856160046e-65,2.139362271777996e-64,0.49044252422100026,0.24269839302681043,0.16957097,0.20429718
0610040J01Rik,16.947603,-0.3276453,2.0046170980916887e-64,7.330438408508938e-64,0.36789735532862006,0.15842524889494775,0.13552399,0.1673272
Arf5,16.929651,-0.31107375,2.7199076845582303e-64,9.933929520739385e-64,0.5420267085624509,0.2775643408931301,0.20219052,0.24529822
Psma4,16.880005,-0.270976,6.314032352874133e-64,2.2988895572049855e-63,0.4236711180937418,0.19845499235758252,0.13440892,0.16006358
Caly,16.879328,-0.33794713,6.386835683827207e-64,2.325081626127043e-63,0.6171772715370516,0.324823398190606,0.24783815,0.3041634
Stub1,16.846369,-0.29555643,1.1155630553970683e-63,4.0550837795615835e-63,0.46006808064938465,0.2242739703391581,0.15431671,0.18631126
Dek,16.815805,-0.2878359,1.8693365313602783e-63,6.785878491981988e-63,0.5113904163393559,0.25769405543850954,0.1838893,0.22030774
Selenos,16.776989,-0.36634946,3.596147958037968e-63,1.3029732420776725e-62,0.44776119402985076,0.21530962118395505,0.14839518,0.18748881
Ppp2r1a,16.73545,-0.33132327,7.23066233545854e-63,2.6145592377038215e-62,0.4752553024351925,0.23464287189655886,0.16000651,0.19746862
Peli2,16.676886,-0.25252602,1.9302134683491414e-62,6.960788604823706e-62,0.4595443833464258,0.22443921179824017,0.18044962,0.21154469
Rab31,16.664066,-0.40780988,2.39194777752699e-62,8.616655956850814e-62,0.5388845247446976,0.27595323666707977,0.22780338,0.2922313
Il6st,16.632627,-0.2710887,4.044601544928474e-62,1.45428132627095e-61,0.4294317884262896,0.20543644400380057,0.14605045,0.17375322
Scoc,16.628286,-0.3659022,4.348498195579068e-62,1.563132394852302e-61,0.47577899973815135,0.23522121700334614,0.15999134,0.20178793
Chn2,16.605947,-0.27239254,6.311573431039554e-62,2.267878819096454e-61,0.5043205027494109,0.25856157309869043,0.25706905,0.3031009
Fkbp3,16.601976,-0.3051219,6.7434228106106865e-62,2.4217558262644903e-61,0.6224142445666405,0.32940884868013387,0.24308327,0.29265848
Ik,16.526108,-0.2733382,2.3802241513488934e-61,8.5286868844839e-61,0.39512961508248234,0.18110463915396374,0.12289503,0.14673196
Sod1,16.51038,-0.40058756,3.089304469843858e-61,1.1062048388153579e-60,0.48337261063105524,0.24121121989507166,0.16601455,0.21380992
Zfp706,16.50162,-0.3984361,3.571785625750831e-61,1.2782882227480664e-60,0.5184603299293009,0.26368405833023506,0.18301164,0.23484008
Tns3,16.454535,-0.27212283,7.781848197209729e-61,2.7798226676286285e-60,0.47761194029850745,0.24278101375635147,0.23252326,0.27468923
Gabarapl1,16.436937,-0.31837583,1.0404724426928005e-60,3.7133078144714504e-60,0.6082744173867505,0.3242037427190482,0.24340852,0.29538274
Prxl2a,16.399406,-0.29553133,1.9311546887211617e-60,6.880154665332487e-60,0.5147944488085886,0.2637666790597761,0.18883549,0.22720945
Stmn4,16.39919,-0.35555848,1.9380418265924675e-60,6.903776200522286e-60,0.5881120712228332,0.30867104556533237,0.22990455,0.2857202
Sub1,16.371317,-0.37625968,3.0650562671262457e-60,1.0896806284424744e-59,0.6457187745483111,0.3449415458338497,0.2625205,0.32905516
Tagln3,16.339182,-0.36470982,5.194528691864945e-60,1.8447923070368896e-59,0.4168630531552763,0.19692650886107324,0.13320416,0.16844632
Mrps33,16.310827,-0.365035,8.26656922912437e-60,2.9299922858009737e-59,0.42105263157894735,0.19994216548932128,0.13627402,0.17229639
Nap1l5,16.244074,-0.29949072,2.4603196346720623e-59,8.689378099847308e-59,0.596229379418696,0.31718098070805967,0.24638946,0.29554406
Eps8,16.216526,-0.26509073,3.85381810008191e-59,1.3598436290111742e-58,0.4587588373919874,0.22832238608666913,0.20610452,0.24298579
Klhl9,16.194508,-0.25542647,5.51372905963493e-59,1.9440217797190734e-58,0.37758575543335954,0.17152063452720287,0.11855095,0.13997287
Ndufb2,16.13767,-0.40398854,1.386753393776028e-58,4.872131758729324e-58,0.4613773239067819,0.22972693848886686,0.15964344,0.20622459
Degs1,16.100746,-0.32206464,2.5204687664222432e-58,8.847158165090225e-58,0.3875360041895784,0.17965877638699548,0.1281267,0.15776193
Mdh2,16.097103,-0.40670106,2.673331070411015e-58,9.381272804224105e-58,0.46766169154228854,0.23348618168298427,0.15711954,0.20338136
Nsg1,16.093485,-0.39503312,2.8342932885928797e-58,9.943525351154285e-58,0.5763288819062582,0.3043334572644276,0.22225066,0.28312904
Smc1a,15.965723,-0.42611203,2.2146090163449625e-57,7.732139328117092e-57,0.49148991882691806,0.24860577518899493,0.16742478,0.21903984
Shb,15.896843,-0.32861894,6.66398717981982e-57,2.319747836789203e-56,0.4257659073055774,0.20853472136158963,0.15281637,0.18842639
Pgk1,15.884509,-0.46663886,8.113069134013301e-57,2.8227135521291905e-56,0.4789211835559047,0.24141777171892428,0.16276991,0.21854952
Kctd12,15.851946,-0.2729555,1.3629406473663762e-56,4.735223066296164e-56,0.38832155014401676,0.18271574338001403,0.128375,0.15315811
Elovl7,15.838042,-0.30819035,1.7003184983539139e-56,5.901260404387712e-56,0.3673736580256612,0.16891808154666005,0.14624369,0.17813142
Epb41l2,15.837865,-0.49817023,1.7051254294962502e-56,5.916415326777408e-56,0.560356114166012,0.3017309042838848,0.30375656,0.40634775
H3f3a,15.79479,-0.37251803,3.379156721951392e-56,1.1697750723889965e-55,0.6310552500654621,0.3419671995703722,0.2646845,0.3309525
Gm11867,15.763851,-0.29527348,5.5166581793764125e-56,1.9067739295066146e-55,0.5729248494370254,0.3123063576651382,0.25736463,0.3076166
Emc10,15.758109,-0.37538257,6.041359104544501e-56,2.0875941247313624e-55,0.5519769573186698,0.29152724418556614,0.20450515,0.25801224
Serpine2,15.717892,-0.42668685,1.14057110372123e-55,3.9341650265711745e-55,0.45430741031683686,0.22894204155822695,0.18729553,0.24441259
Tgfbr1,15.70839,-0.47890994,1.3250177462633613e-55,4.568030131138891e-55,0.5072008379156847,0.26901309538563223,0.2747637,0.36513755
Tle5,15.70172,-0.4244056,1.4719505935008538e-55,5.071981591096171e-55,0.5475255302435192,0.28917255339364645,0.20354216,0.2646257
Psmc5,15.681857,-0.3789812,2.012826967852475e-55,6.928601156315142e-55,0.38648860958366066,0.18250919155616144,0.12268674,0.15678535
Psma7,15.681539,-0.4178707,2.022946398657194e-55,6.96165083656747e-55,0.4828489133280964,0.24765563679927294,0.16909502,0.22004019
Ccdc85b,15.664639,-0.36520055,2.6392284377195857e-55,9.072031229567003e-55,0.40403246923278346,0.1940760936919073,0.1312716,0.1660953
Sec61a1,15.632343,-0.3425637,4.3838183628858644e-55,1.5055368022845497e-54,0.6467661691542289,0.35324492915272443,0.27061883,0.33222365
Cct5,15.60364,-0.41584408,6.875955860827005e-55,2.3590006892290813e-54,0.42786069651741293,0.21080679142396827,0.13920394,0.18170159
Appl2,15.562961,-0.36800805,1.2994703490648287e-54,4.448562655035284e-54,0.43021733438072796,0.2120874127318544,0.15033194,0.19008777
Phka1,15.545672,-0.32660875,1.7022587225167782e-54,5.822262203923858e-54,0.44069128043990574,0.22200190027677943,0.1726669,0.21216615
Ctsa,15.539912,-0.2622168,1.8623711061445388e-54,6.366655422659511e-54,0.3257397224404294,0.13851365307555666,0.09542947,0.11340853
Atp6v1d,15.521087,-0.30617082,2.4978621189298084e-54,8.529362706270677e-54,0.6988740507986384,0.3872433593588631,0.31016538,0.3713051
Rpl15,15.490082,-0.36664236,4.047776980131755e-54,1.3799006274567402e-53,0.6561927206074889,0.36200272648407483,0.28333858,0.3522979
Acsl3,15.466709,-0.30500656,5.820788113380131e-54,1.980807707782727e-53,0.7300340403246923,0.40665923080100796,0.35586995,0.42398998
Pfdn2,15.43217,-0.315706,9.946843096200056e-54,3.3784815319794654e-53,0.3760146635244829,0.17581691246333706,0.117441215,0.14418578
Set,15.427974,-0.41581437,1.0615104167680337e-53,3.6031815182613777e-53,0.5634982979837654,0.30152435246003223,0.2160376,0.27892295
Septin4,15.388803,-0.5210598,1.9459987336613278e-53,6.596314617570314e-53,0.45718774548311075,0.2343536993431652,0.18818308,0.26015028
Anp32b,15.367677,-0.27364567,2.6966646650093738e-53,9.131616830346802e-53,0.3534956794972506,0.1605320774982443,0.10736589,0.12840542
Slc48a1,15.351995,-0.3245431,3.434553599065749e-53,1.1624443280878787e-52,0.3809897879025923,0.18060891477671748,0.11920438,0.14715827
Cct6a,15.348477,-0.45463318,3.6259859058064734e-53,1.2269265997861722e-52,0.470280178057083,0.24174825463708843,0.16013144,0.21349408
Npm1,15.323539,-0.43225864,5.323822601294275e-53,1.7993850729154364e-52,0.5616653574234093,0.3001198000578345,0.2095735,0.2735343
Ndufab1,15.288111,-0.4903105,9.177449883273395e-53,3.0971876207429806e-52,0.45352186436239855,0.22906597265253853,0.14839388,0.2027097
Tmem47,15.285582,-0.29897076,9.540720774679746e-53,3.2181667990917e-52,0.3487824037706206,0.1581773867063246,0.11640455,0.1413924
Rrp1,15.253084,-0.51112175,1.5703643151549696e-52,5.289005909778645e-52,0.4859910971458497,0.2511257074399967,0.16484687,0.22745906
Nedd8,15.242348,-0.47931066,1.8509812331014326e-52,6.230222439363084e-52,0.48572924849437027,0.25170405254678396,0.16918175,0.22871053
Rpn1,15.210242,-0.42300233,3.024233068522303e-52,1.0163995315971767e-51,0.42131448023042684,0.20903044573883586,0.13440114,0.17635706
Kctd13,15.132374,-0.29768965,9.905724578880162e-52,3.3175472944598026e-51,0.34642576590730556,0.15764035196430784,0.10764437,0.13076302
Gpr37,15.090537,-0.36583674,1.8691427297417355e-51,6.25297125848611e-51,0.3495679497250589,0.15982980129714544,0.11403188,0.14466359
Cct2,15.053504,-0.37578687,3.2742079944696795e-51,1.093981208796323e-50,0.3809897879025923,0.1834180195811129,0.12069758,0.15396816
Sema3c,15.02775,-0.42420226,4.831358337821805e-51,1.6118524774928222e-50,0.525006546216287,0.2829346883132978,0.2326809,0.30123797
Map1lc3b,15.000775,-0.3657469,7.256668420108432e-51,2.4158924600212314e-50,0.3770620581304006,0.18077415623579957,0.11881302,0.15062623
Maged1,14.978646,-0.3123332,1.0125802903102491e-50,3.3677475430915203e-50,0.6687614558785022,0.37344569752550916,0.29441187,0.35423097
Mrps21,14.978184,-0.26282623,1.0196535223697e-50,3.390433132789734e-50,0.33097669547001835,0.14714751931259554,0.10007598,0.11892682
Fkbp2,14.972796,-0.4883915,1.1057271631507668e-50,3.675725457609935e-50,0.39120188531029065,0.18953195356715,0.12371045,0.16952555
Hspd1,14.971029,-0.49899787,1.1355002683559888e-50,3.7737652703432803e-50,0.45718774548311075,0.23464287189655886,0.1508762,0.20713478
Pnpla7,14.970566,-0.39951694,1.1434466284868626e-50,3.7997045396292354e-50,0.32600157109190886,0.14326434502416657,0.10456007,0.13574523
Tceal5,14.961467,-0.3833934,1.3110455853515959e-50,4.35556316498484e-50,0.3752291175700445,0.17990663857561862,0.11652085,0.14945394
Mbp,14.960145,-0.2659745,1.3373383441333252e-50,4.441814747449004e-50,0.8439382037182509,0.5243111496674515,0.69691217,0.7936782
Cct7,14.956846,-0.4544705,1.4052987907843995e-50,4.666960636309086e-50,0.42445666404818017,0.21336803403974058,0.13762374,0.18413337
Tln1,14.953221,-0.2912705,1.4839459471983693e-50,4.926927913162014e-50,0.3215501440167583,0.14020737803114802,0.09387756,0.11372546
Atp5g2,14.903081,-0.47054434,3.1472610711120736e-50,1.0415926220074075e-49,0.4519507724535219,0.2325773536580328,0.15474726,0.20856054
Taldo1,14.794798,-0.4611128,1.582581419482982e-49,5.216384045817926e-49,0.3885833987954962,0.18965588466146155,0.123930775,0.16689108
Prdx2,14.792049,-0.47186568,1.648577296269622e-49,5.431249626135942e-49,0.39879549620319454,0.1970504399553848,0.12819944,0.17370127
Ypel3,14.762054,-0.46924064,2.573211771582763e-49,8.465009831345353e-49,0.5498821681068342,0.29698021233527494,0.20781372,0.27745712
Tmco1,14.758709,-0.45215246,2.7040720193993654e-49,8.892230468885196e-49,0.42602775595705683,0.21667286322138224,0.14105266,0.18834025
Tma7,14.752026,-0.51613617,2.9856624819241242e-49,9.815826610706132e-49,0.4791830322073841,0.2505886726979799,0.16664077,0.23057447
Ap2s1,14.735419,-0.5248618,3.818199881049257e-49,1.2546781313904063e-48,0.422623723487824,0.2134506547692816,0.13918722,0.19463584
Cuedc2,14.729031,-0.32908243,4.196809426122516e-49,1.3784089437231748e-48,0.34066509557475777,0.15627710992688065,0.10168634,0.12615721
Psmd2,14.724683,-0.40113747,4.475658219436925e-49,1.4694640317237312e-48,0.3728724797067295,0.17936960383360184,0.114950664,0.14916672
6330403K07Rik,14.722362,-0.3381006,4.6319738738302014e-49,1.5206003419647834e-48,0.3938203718250851,0.19601768083612178,0.13887072,0.17253934
Tmbim6,14.68413,-0.49183726,8.147312144602169e-49,2.6697350893348814e-48,0.5839224927991621,0.3161069112240261,0.21679798,0.29299843
Myo1e,14.667066,-0.3182152,1.0477995452138204e-48,3.430531714377404e-48,0.3335951819848128,0.15247655636799273,0.12169551,0.1495805
Ncdn,14.63348,-0.34780717,1.717718519848327e-48,5.619432339160738e-48,0.7276774024613774,0.41252530259842196,0.36889133,0.44964617
H2aj,14.632464,-0.4644048,1.7435610627206322e-48,5.702919751102056e-48,0.4511652264990835,0.2350972859090346,0.15753394,0.21140559
Pink1,14.623608,-0.29746693,1.985931280226449e-48,6.494094377471667e-48,0.3359518198481278,0.15355062585202628,0.099094905,0.12046816
Vgf,14.593757,-0.36031836,3.077712237255766e-48,1.0048375190165545e-47,0.34145064152919613,0.1593753872846697,0.11130494,0.14075126
Naca,14.5742035,-0.50147456,4.0987673265226224e-48,1.3370629848690404e-47,0.4927991620843153,0.2619903333746437,0.17306094,0.23702526
Sncb,14.560964,-0.416928,4.975147602494252e-48,1.6213731483204433e-47,0.6577638125163655,0.36791010864625934,0.282974,0.36232513
Pja1,14.548961,-0.2664545,5.929726238474709e-48,1.931059799149381e-47,0.32338308457711445,0.14545379435700417,0.09483553,0.11302226
P2ry12,14.497906,-0.67170554,1.2490275701421385e-47,4.059188535282929e-47,0.4160775072008379,0.21307886148634692,0.15985633,0.24382967
Pmm1,14.481957,-0.32774848,1.575448832706962e-47,5.114450904293352e-47,0.3377847604084839,0.15602924773825752,0.10110052,0.12533002
Higd1a,14.480739,-0.3437545,1.603643991739658e-47,5.205353232428679e-47,0.3524482848913328,0.1672243565910687,0.106228895,0.13298345
Sox8,14.4748955,-0.27691588,1.745900503623242e-47,5.66437412851443e-47,0.3053155276250327,0.13173875325319123,0.09553261,0.11462838
Atp5pb,14.470717,-0.31368226,1.8552648742182672e-47,6.01628857956129e-47,0.7355328620057606,0.4166150287107035,0.34055427,0.4083077
Pdia3,14.413923,-0.343251,4.229840853540303e-47,1.3683580993815067e-46,0.6991358994501178,0.3901350848927996,0.30481544,0.3730121
Cdc37,14.398025,-0.30784684,5.324347066861895e-47,1.7213958090070885e-46,0.3383084577114428,0.15772297269384888,0.10145159,0.12413974
Abcd2,14.341043,-0.26887572,1.2121925267638147e-46,3.905000982393442e-46,0.33987954962031947,0.1597058702028339,0.11388756,0.13570032
Map1a,14.315449,-0.46260116,1.7522940689637427e-46,5.638144130410223e-46,0.6792354019376801,0.37600694014128144,0.2841775,0.37357044
Dynll2,14.31116,-0.54869497,1.8637928071418245e-46,5.996182079490041e-46,0.527363184079602,0.2860742760358574,0.191683,0.26931083
Notch2,14.2922,-0.35860375,2.4475390810479996e-46,7.865730786719262e-46,0.33987954962031947,0.1591275250960466,0.12028275,0.15176202
Cd164,14.285735,-0.2694421,2.6856072827568796e-46,8.62875375913875e-46,0.3021733438072794,0.13124302887594497,0.08489012,0.10146397
Ndufs2,14.268743,-0.4341481,3.4270351149606553e-46,1.0999096218226565e-45,0.3752291175700445,0.18577271037303258,0.119043775,0.15769301
Tpi1,14.259625,-0.52519107,3.90547244300212e-46,1.2525667765990327e-45,0.5045823514008902,0.27215268310819185,0.1826928,0.2534521
Ldhb,14.252333,-0.5464116,4.335531623721776e-46,1.3898321967239813e-45,0.4946321026446714,0.26409716197794025,0.17515454,0.24652766
Ghitm,14.245274,-0.48259023,4.796633490035397e-46,1.5370965042009675e-45,0.44357161560617964,0.23228818110463914,0.14846858,0.20182882
Zfhx3,14.221593,-0.6541552,6.7303682428673935e-46,2.153685776894687e-45,0.4336213668499607,0.22869417936960384,0.21870555,0.3254927
Psmc3,14.195544,-0.48816574,9.76261264114987e-46,3.120644797379217e-45,0.389630793401414,0.19556326682364605,0.124086,0.17000447
Endod1,14.170784,-0.37999222,1.3894016588789185e-45,4.435981769733429e-45,0.33673736580256614,0.15759904159953733,0.10196588,0.13075858
Dnajb2,14.161742,-0.41749382,1.5802699486823118e-45,5.0423766204837574e-45,0.3448546739984289,0.16391952740942703,0.107623205,0.14129336
Eif3c,14.1385,-0.575374,2.1992246034683806e-45,7.0106970097515e-45,0.5886357685257921,0.3224273970339158,0.21993272,0.31228602
Vamp2,14.122273,-0.3724069,2.7691226395590054e-45,8.819050056293763e-45,0.6692851531814611,0.38009666625356303,0.30015758,0.37374908
H2az2,14.113195,-0.26021597,3.149740799954218e-45,1.0027670058622019e-44,0.2992930086410055,0.13008633866237038,0.089116596,0.10582854
Pdcd5,14.084861,-0.4242051,4.705866531137713e-45,1.4964098661736133e-44,0.32416863053155276,0.14929565828066263,0.09642958,0.12736931
Rin2,14.009614,-0.4686297,1.3614212216275292e-44,4.3194460060375146e-44,0.3629222309505106,0.17866732763250298,0.1308688,0.1768733
Lima1,13.998169,-0.32437447,1.5993928933409435e-44,5.070279264283996e-44,0.35611416601204504,0.1739166356838931,0.12633188,0.1558142
Cox7b,13.996425,-0.38176724,1.6391246435728651e-44,5.195008159094467e-44,0.6973029588897617,0.3953401908538852,0.31381544,0.39225212
Gm16168,13.987611,-0.4427983,1.855416204620766e-44,5.879131299311319e-44,0.3576852579209217,0.17817160325525674,0.18519527,0.24415477
Fads2,13.941543,-0.31306177,3.5420299487320246e-44,1.1207529995575777e-43,0.31238544121497774,0.14231420663444458,0.100238,0.12308895
Grina,13.928301,-0.2719638,4.263808712901407e-44,1.3480237688629345e-43,0.7439120188531029,0.4262403437022349,0.36357996,0.42489663
Lhfpl2,13.924183,-0.44717598,4.516799638601831e-44,1.4276721125659477e-43,0.31238544121497774,0.1417771718924278,0.10173489,0.13628027
St3gal4,13.919005,-0.4127038,4.856127364665498e-44,1.5347464395267222e-43,0.33699921445404557,0.15962324947329284,0.11572308,0.15127417
Tspyl4,13.892726,-0.5812291,7.011549910876297e-44,2.212570124547811e-43,0.49515579994763026,0.26760854298343456,0.17342089,0.24944733
Ptov1,13.841162,-0.45209333,1.4386209019307016e-43,4.530677875630328e-43,0.3461639172558261,0.16751352914446235,0.10618853,0.14259426
Gatm,13.794599,-0.6018603,2.746773146423731e-43,8.630237891067079e-43,0.3909400366588112,0.19907464782914033,0.1550146,0.22671781
Mrps12,13.790313,-0.3024769,2.9149329548667378e-43,9.153236940197411e-43,0.2964126734747316,0.1316561325236502,0.08827953,0.10779708
Snrnp27,13.751675,-0.36344898,4.9764251975377984e-43,1.5595584914607026e-42,0.3244304791830322,0.15251786673276324,0.096194744,0.122130916
Pgp,13.708375,-0.43487474,9.046147015472453e-43,2.829685335340452e-42,0.3322859387274156,0.15809476597678357,0.09877737,0.13132972
Abca1,13.698569,-0.6282197,1.0354510626111057e-42,3.237441244165744e-42,0.4370253993191935,0.23109018052629404,0.16579899,0.24587296
Zmat2,13.69491,-0.57504195,1.088947167215081e-42,3.4035140610758667e-42,0.5302435192458759,0.2917337960094188,0.1963572,0.28006244
Rpl5,13.686309,-0.5383413,1.2258046337438074e-42,3.8299268033367563e-42,0.5341712490180676,0.2957822117569298,0.20314549,0.2830204
Sumo3,13.668707,-0.25546795,1.5614577000575493e-42,4.874679725868055e-42,0.29379418695993714,0.13004502829759987,0.08348273,0.09887943
Jund,13.646988,-0.49860457,2.1039665005171624e-42,6.56298814359138e-42,0.3770620581304006,0.19085388523980668,0.12041948,0.16619387
Lyn,13.634259,-0.7597171,2.5052074203784793e-42,7.810968134784142e-42,0.3647551715108667,0.1822613293675383,0.13607512,0.22058666
Bcan,13.629102,-0.5374515,2.688680427574825e-42,8.379128170834557e-42,0.3479968578161822,0.17131408270335027,0.13408476,0.18918288
Ndufb5,13.616081,-0.57081294,3.213554699652249e-42,1.0011387220829672e-41,0.4545692589683163,0.24397901433469657,0.15539841,0.22292243
Pfdn5,13.609812,-0.57026863,3.501434671070993e-42,1.0906973059549916e-41,0.4142445666404818,0.2160118973850539,0.13746043,0.197862
Nek7,13.605166,-0.5219125,3.731165898091486e-42,1.1619891942711895e-41,0.4755171510866719,0.25757012434419796,0.19920877,0.27498877
Dusp16,13.589277,-0.45618248,4.6363833517977646e-42,1.4428957686217968e-41,0.3401413982717989,0.16503490725823108,0.115086176,0.1547206
Lamp1,13.579888,-0.520671,5.270663065917217e-42,1.6395313334243532e-41,0.5763288819062582,0.32271656958730943,0.22388537,0.30747458
Nudc,13.551594,-0.42236075,7.752799941687666e-42,2.409133045370043e-41,0.31840796019900497,0.14892386499772792,0.09159045,0.12092359
Eif3k,13.550922,-0.48008925,7.824047727734212e-42,2.430991702638972e-41,0.32888190625818275,0.15669021357458587,0.098773874,0.13523565
Atpif1,13.5143,-0.39722753,1.2877330056352228e-41,3.9955410925425444e-41,0.686829012830584,0.39215929276655515,0.30772814,0.38835075
Arhgdia,13.497802,-0.41624084,1.61111489166799e-41,4.994883712832455e-41,0.30662477088242995,0.14066179204362375,0.08975428,0.11805991
Ctnna1,13.495179,-0.45062178,1.6694771566903008e-41,5.175225103861143e-41,0.34642576590730556,0.17036394431362828,0.115140736,0.15424053
Abhd17a,13.415276,-0.38223943,4.921020733085019e-41,1.5210839422293164e-40,0.2935323383084577,0.13173875325319123,0.08670687,0.11159037
Tjp2,13.41182,-0.5084679,5.155770835258742e-41,1.592912065578963e-40,0.3658025661167845,0.1842029165117528,0.12603918,0.17486463
Reep5,13.41001,-0.34107283,5.283149737209159e-41,1.6320790232100494e-40,0.7064676616915423,0.40620481678853226,0.3248878,0.3962587
Skp1,13.405986,-0.544817,5.577709406682367e-41,1.7226787558339679e-40,0.5828750981932443,0.3243689841781303,0.2174121,0.3032755
Bmp2k,13.377265,-0.6785207,8.211319526189285e-41,2.5331590777118955e-40,0.44016758313694687,0.2351385962738051,0.16531317,0.25286478
Rab5if,13.321685,-0.35670346,1.7315505241665332e-40,5.33013662325063e-40,0.3061010735794711,0.14223158590490353,0.091729164,0.11601663
Plpp3,13.318513,-0.6665032,1.8067076779456456e-40,5.560214787126274e-40,0.4344069128043991,0.23679101086462592,0.21481581,0.32233828
Pkm,13.315353,-0.38496616,1.884782234508696e-40,5.799163934644299e-40,0.7305577376276512,0.418473995125377,0.33526596,0.41879493
Tm2d3,13.2765875,-0.25782654,3.164934364538095e-40,9.72461822471568e-40,0.28724797067295105,0.12868178626017268,0.0833957,0.09893112
Atp5d,13.209837,-0.59797937,7.699059134343515e-40,2.3588793493706988e-39,0.39696255564283844,0.20824554880819598,0.13145547,0.19280052
Uchl1,13.188884,-0.3245985,1.0167972036374428e-39,3.112833640393994e-39,0.7897355328620057,0.4592473251538811,0.40108442,0.48115763
Tubb4a,13.18282,-0.6138375,1.101931285978573e-39,3.3730797054276894e-39,0.5637601466352449,0.31817242946255214,0.22956301,0.33282274
Gng3,13.163865,-0.5144883,1.4165068995407952e-39,4.333053323162701e-39,0.4176485991097146,0.22415003924484653,0.14683709,0.2037053
Arhgap31,13.120215,-0.5668691,2.5221717057742688e-39,7.70209725356911e-39,0.3534956794972506,0.1792456727392903,0.14912269,0.21367225
Btg1,13.100978,-0.3266207,3.2504211633938305e-39,9.916977025138212e-39,0.3003404032469233,0.13917461891188498,0.0913086,0.1132379
Pgrmc1,13.092937,-0.4087691,3.613558246986407e-39,1.1022398694122461e-38,0.6664048180151873,0.3805923906308093,0.29013687,0.369401
