names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA1-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Prkcb,50.52653,1.3492485,0.0,0.0,0.9372595442438592,0.7790404040404041,2.186095,1.4111973
Sh3rf1,49.314045,1.6786146,0.0,0.0,0.8472920982539213,0.5163734115347018,1.2103684,0.5513367
Kcnn2,49.108448,1.6116307,0.0,0.0,0.8807339449541285,0.6109074617139133,1.5917042,0.8242404
Gria2,48.86645,0.90158427,0.0,0.0,0.9769162474104764,0.9138563049853372,3.1784506,2.5890353
Hivep2,48.38198,1.09556,0.0,0.0,0.9304527966854099,0.8119501466275659,2.4044778,1.7428447
Shisa6,47.63406,1.7406923,0.0,0.0,0.8899082568807339,0.5804007820136853,1.8271863,0.9403489
Rasgrp1,47.429127,1.6422156,0.0,0.0,0.8452204794317846,0.45320136852394916,1.0224296,0.4512213
Nell1,47.021572,1.9172686,0.0,0.0,0.8345664397750814,0.45898501140436626,1.5357165,0.67546254
Kcnd2,46.71737,1.1183232,0.0,0.0,0.9559041136430897,0.906891495601173,3.5144002,2.7734957
Mical2,46.648888,1.3010435,0.0,0.0,0.8863569103284995,0.6647930922124471,1.5788051,0.9408352
Nr3c2,46.446335,1.5278952,0.0,0.0,0.9189109203906481,0.7552134245682632,2.4185166,1.5145385
Slit3,46.440655,1.5237353,0.0,0.0,0.9124001183782184,0.7012056044314109,2.44492,1.5394552
Adcy9,46.195915,1.2894845,0.0,0.0,0.8854690736904409,0.6716357119582926,1.5272702,0.90625733
Grm5,45.93496,0.89848584,0.0,0.0,0.9618230245634803,0.9132860866731835,3.392926,2.7987795
Tmem200a,45.780663,1.7754239,0.0,0.0,0.7774489493933117,0.38269794721407624,0.87891906,0.3445648
Lrrc7,45.407524,0.9520206,0.0,0.0,0.9328203610535661,0.85386119257087,3.0093322,2.3945096
Tafa1,45.108498,1.6409247,0.0,0.0,0.9230541580349215,0.7732974910394266,2.8316336,1.8118571
Ralyl,45.081326,1.1239791,0.0,0.0,0.9334122521456052,0.8453486477680026,2.8807733,2.165751
Cpne7,44.932095,1.8886862,0.0,0.0,0.7567327611719443,0.3709677419354839,0.9836485,0.3730257
Ppp3ca,44.655106,0.86161035,0.0,0.0,0.9757324652263983,0.9355653307266211,3.074909,2.514731
Itga8,44.622635,1.5723203,0.0,0.0,0.8576501923646049,0.5007738677093516,1.2816216,0.628678
Runx1t1,44.61732,1.5066352,0.0,0.0,0.8822136726842261,0.5721326164874552,1.5456218,0.8324456
Opcml,44.21646,1.0003682,0.0,0.0,0.9582716780112459,0.9215542521994134,3.7018929,3.0328743
5730522E02Rik,44.0995,1.3307438,0.0,0.0,0.8996744598993786,0.7283724340175953,2.275426,1.4977306
Tspan13,44.055542,1.3548967,0.0,0.0,0.8700799052974253,0.577020202020202,1.1473931,0.6100703
Adgrb3,43.972706,0.7649505,0.0,0.0,0.9564960047351287,0.9332844574780058,3.6753194,3.1626592
Raver2,43.840534,1.667544,0.0,0.0,0.7673868008286475,0.37455197132616486,0.8443638,0.3489414
Sorcs3,43.49076,1.6184226,0.0,0.0,0.8715596330275229,0.5452101661779081,1.5918362,0.8216953
Cntnap5c,43.48516,1.7588162,0.0,0.0,0.8262799644865345,0.4645650048875855,1.4318688,0.66350436
Rbfox1,43.336678,0.9735117,0.0,0.0,0.963302752293578,0.9375610948191594,3.9989352,3.3416677
Mpped1,43.24947,1.5425967,0.0,0.0,0.799348919798757,0.4057510589768654,0.84972817,0.3781889
Anks1b,43.218086,0.77035165,0.0,0.0,0.9461379106244451,0.8976458129683936,3.2213287,2.715133
Arhgap12,43.138905,1.5849224,0.0,0.0,0.8111867416395383,0.49702671880091237,1.0746924,0.49655387
Asap2,43.01619,1.5803285,0.0,0.0,0.771530038472921,0.4057103290974259,0.7858711,0.3360342
Galnt9,43.000244,1.7283885,0.0,0.0,0.7250665877478544,0.3399315738025415,0.6861464,0.26049945
Adgrl3,42.934063,0.8754472,0.0,0.0,0.9343000887836638,0.8764255457803845,2.8871274,2.3257658
ENSMUSG00000121513,42.91086,1.1874093,0.0,0.0,0.9103284995560816,0.7772482893450635,2.2304916,1.536094
Tbc1d1,42.869385,1.7188162,0.0,0.0,0.7295057709381474,0.3583414793092212,0.6949205,0.2661078
Pde1a,42.839973,1.4190933,0.0,0.0,0.9289730689553122,0.7403877484522646,2.3669114,1.5290914
Prkcg,42.418514,1.38444,0.0,0.0,0.8330867120449837,0.5072906484196806,1.0035973,0.507974
Slc24a3,42.300964,1.2299671,0.0,0.0,0.8967150044391832,0.7073965461062235,1.765072,1.1198119
Nell2,42.053318,1.1976093,0.0,0.0,0.931044687777449,0.7450309547083741,2.121841,1.4358089
Dock9,42.033474,1.1360255,0.0,0.0,0.8839893459603433,0.6906972955360052,1.5393991,0.980639
Pkp2,41.958553,1.7904686,0.0,0.0,0.6860017756732761,0.2805474095796676,0.62011015,0.22182791
Ppp4r4,41.941536,1.4734973,0.0,0.0,0.7744894939331163,0.43772401433691754,0.79048955,0.360288
Gm30439,41.767025,1.4948862,0.0,0.0,0.8174015981059485,0.4747067448680352,1.0788023,0.523982
Dlgap1,41.390724,0.8361141,0.0,0.0,0.9615270790174608,0.9132453567937439,3.4247084,2.870412
Gm20754,41.23607,1.3982342,0.0,0.0,0.9147676827463747,0.7218149234278266,2.3223453,1.5019089
Khdrbs3,41.032433,1.3637234,0.0,0.0,0.8958271678011246,0.644387422613229,1.7660488,1.0590814
Cdh11,41.008015,1.1719153,0.0,0.0,0.8967150044391832,0.7049527533398501,1.7420565,1.1281823
Celf2,40.99512,0.81783664,0.0,0.0,0.9766203018644569,0.965257412838058,4.196849,3.6413689
Itpr1,40.87847,1.2412483,0.0,0.0,0.880437999408109,0.6416177908113392,1.458124,0.87339705
Dnah9,40.669273,1.589613,0.0,0.0,0.7413435927789287,0.36970511567285763,0.7883147,0.3354779
Homer1,40.324787,1.2060562,0.0,0.0,0.8872447469665582,0.661493971977843,1.4777715,0.9027771
Prkag2,40.26681,1.1978657,0.0,0.0,0.8748150340337378,0.635019550342131,1.3870081,0.83681846
Zfp462,40.19892,1.3233265,0.0,0.0,0.83545427641314,0.5283887259693711,1.1197238,0.6014715
Ror1,40.07401,1.7621413,0.0,0.0,0.6815625924829831,0.28641251221896386,0.7270531,0.27394605
Thsd4,39.860737,1.6159092,0.0,0.0,0.7052382361645457,0.33569566634082765,0.73226076,0.30179843
Galnt17,39.78123,1.2952006,0.0,0.0,0.8961231133471441,0.6943629846855653,1.9540579,1.2436378
2310002F09Rik,39.713345,2.4068398,0.0,0.0,0.552530334418467,0.1520853698273053,0.45831466,0.10403109
Ccdc88c,39.68504,1.6991202,0.0,0.0,0.6641018052678307,0.2907706093189964,0.5304705,0.19515553
Dgkg,39.395638,1.2468573,0.0,0.0,0.880437999408109,0.6278918214402085,1.5089035,0.9098534
Wasf1,39.275734,1.0984871,0.0,0.0,0.9047055341817105,0.692733789507983,1.5310124,0.99024576
R3hdm1,39.08495,0.883062,0.0,0.0,0.9147676827463747,0.8304007820136853,2.307215,1.7758118
Gm49678,38.978466,1.5044972,0.0,0.0,0.844924533885765,0.5164141414141414,1.5380293,0.8278349
Zfp385b,38.909313,1.3136363,0.0,0.0,0.8902042024267535,0.6359563375692407,1.742302,1.0630039
Nos1ap,38.88777,1.1285212,0.0,0.0,0.8872447469665582,0.6744053437601825,1.4912088,0.94566816
Dkk3,38.729496,1.5269234,0.0,0.0,0.6922166321396863,0.31850765721733465,0.61516005,0.25847077
Mllt3,38.694565,1.0405282,0.0,0.0,0.8875406925125777,0.7117546432062561,1.6080403,1.078818
Camk2a,38.673313,1.0506041,0.0,0.0,0.9387392719739568,0.7668214402085369,2.0202425,1.4248825
Dock4,38.524746,0.8964011,0.0,0.0,0.9180230837525896,0.8524356467904854,2.4924874,1.9399745
Npr3,38.46055,1.998263,0.0,0.0,0.5809411068363421,0.19978005865102638,0.42793888,0.12547225
Bcl11a,38.44619,1.184624,0.0,0.0,0.8955312222551051,0.6504154447702835,1.5980796,1.0060983
Zeb2,38.422165,0.9910966,0.0,0.0,0.9274933412252145,0.8512544802867383,2.6130033,1.9959346
Large1,38.26809,0.77225345,0.0,0.0,0.912696063924238,0.8365102639296188,2.352224,1.8821287
Zfp804a,38.10545,1.3114616,0.0,0.0,0.8671204498372299,0.6326979472140762,1.674661,1.0106649
Stum,38.082005,1.4669882,0.0,0.0,0.698135543060077,0.3494216357119583,0.6019875,0.2613657
Ksr1,37.96405,1.2640246,0.0,0.0,0.7812962414915655,0.4685565330726621,0.8072722,0.4167705
Fibcd1,37.895493,3.11308,0.0,0.0,0.47144125480911514,0.08178559791463018,0.342391,0.046111587
Cacng8,37.88085,1.2434309,0.0,0.0,0.789878662326132,0.4845633756924079,0.8199663,0.4295632
Gabra5,37.473236,1.2399551,2.513869314704137e-307,5.873710303139144e-305,0.8262799644865345,0.5098973607038123,1.0013353,0.54756314
Wipf3,37.469337,1.2828467,2.9092946802781863e-307,6.739030005092661e-305,0.8058597218111867,0.4910394265232975,0.9928044,0.5295557
Sipa1l1,37.32724,0.9750384,5.934948419339359e-305,1.3630090942534064e-302,0.9038176975436519,0.7332600195503421,1.741998,1.2224416
Dgkz,37.29075,1.2651538,2.3177658816545175e-304,5.277827901699737e-302,0.7789286771234093,0.4729960899315738,0.803117,0.41395077
Sipa1l3,37.25099,1.2297776,1.0211026914645977e-303,2.305632715937289e-301,0.7984610831606984,0.4986559139784946,0.8873656,0.47572657
Foxp1,37.23039,0.94889075,2.2004997728787133e-303,4.927285741437586e-301,0.9020420242675348,0.7809547083740632,1.8960772,1.3691217
Bcl11b,36.997322,1.237045,1.2644332361811462e-299,2.807877773238628e-297,0.8393015685113939,0.5098973607038123,1.0529366,0.58314025
Satb2,36.98336,1.3790056,2.1202828472232976e-299,4.669836074171313e-297,0.7608759988162178,0.37381883349625283,0.88995135,0.4393766
Pde10a,36.95133,1.1156526,6.934751452169104e-299,1.5027158993530956e-296,0.8967150044391832,0.724625285109156,1.983848,1.3593856
Trpc5,36.83899,1.2568368,4.3893242647341624e-297,9.435291439472557e-295,0.8378218407812963,0.5247637666992506,1.1759729,0.66160154
Chrm3,36.830627,1.4203426,5.973695244965613e-297,1.273914216128778e-294,0.8558745190884878,0.6338383838383839,1.9605132,1.1879109
Gpc5,36.73042,1.4139998,2.3884408773591203e-295,5.053339084617289e-293,0.8600177567327612,0.580237862495927,1.8476636,1.1005471
Sorl1,36.723534,1.1065284,3.076314492496927e-295,6.457857063546283e-293,0.8686001775673277,0.5984848484848485,1.1343514,0.68284774
Gabrb3,36.531677,0.8891529,3.484622981075986e-292,7.258280581512538e-290,0.9277892867712341,0.807999348321929,2.4507174,1.9052975
Nalf1,36.514297,0.80924815,6.577750766720615e-292,1.3595704853983302e-289,0.9473216928085232,0.8936950146627566,3.3215125,2.7873747
Gpr161,36.50258,2.2809792,1.0092904550546994e-291,2.070201108955708e-289,0.506954720331459,0.1359563375692408,0.32319826,0.07557555
Aff3,36.32408,1.0448271,6.743967936190689e-289,1.3728062003442715e-286,0.8777744894939331,0.672979797979798,1.5152411,1.0009772
Brd9,36.20637,1.1626148,4.832839404067199e-287,9.7637890817508e-285,0.7966854098845813,0.509367872271098,0.82303756,0.4514702
Gm44257,36.18111,1.6136975,1.2066206266493457e-286,2.419544495378203e-284,0.6365788694880142,0.2992831541218638,0.5296823,0.20555583
Sv2b,35.905437,1.2468013,2.5124409740579695e-282,5.000688072069455e-280,0.8978987866232613,0.5838628217660475,1.498366,0.9018027
Ar,35.873573,1.6023253,7.89181062546651e-282,1.559212878722685e-279,0.630364013021604,0.29244053437601825,0.5316822,0.20793472
Dab1,35.74837,0.9594401,7.013153895743832e-280,1.375499599844064e-277,0.9363717076058006,0.8697051156728576,3.1506042,2.5252178
Gm10649,35.670937,1.3400782,1.1161051173469331e-278,2.1731698915298618e-276,0.726546315477952,0.403673835125448,0.7565626,0.3692979
Lsamp,35.61454,0.7255272,8.344550813686478e-278,1.613079714847163e-275,0.9783959751405741,0.9721814923427826,4.508434,4.012715
Itpka,35.46826,1.3425796,1.517212605143446e-275,2.911964478586028e-273,0.6999112163361941,0.3673835125448029,0.5927686,0.27687174
Epha4,35.39272,1.1346743,2.2099838957224899e-274,4.211508317593142e-272,0.9171352471145309,0.671146953405018,1.6515884,1.0715107
Rasgrf1,35.37075,0.9866188,4.810417937802879e-274,9.102530280898828e-272,0.912696063924238,0.7275985663082437,1.7216606,1.1994559
4921539H07Rik,35.354633,2.875576,8.50986130060783e-274,1.5990207912400868e-271,0.4912696063924238,0.1487047898338221,0.5969227,0.10549303
Vcl,35.016068,1.2730106,1.281377178757237e-268,2.391014221750483e-266,0.6960639242379402,0.36795373085695665,0.6017335,0.29378617
Susd6,35.005642,1.0764933,1.8462738477416054e-268,3.421336433711513e-266,0.8091151228174016,0.5375529488432714,0.91775656,0.5382509
Hunk,34.92786,1.517757,2.80824004634426e-267,5.16831575652536e-265,0.6454572358686002,0.3194444444444444,0.5860235,0.24551152
Matn2,34.81528,1.5619088,1.4282574772239665e-265,2.61069921176925e-263,0.6143829535365493,0.2760671228413164,0.4960366,0.19681187
Lrrn2,34.737625,1.1447695,2.1313114168188853e-264,3.8694822817515843e-262,0.7623557265463154,0.46847507331378296,0.7337979,0.398634
Osbpl6,34.695557,1.0088223,9.193169566474876e-264,1.6578554781958384e-261,0.8668245042912104,0.6486640599543826,1.3266644,0.865329
Ankrd33b,34.639374,1.2655411,6.45658337451851e-263,1.1565893018220822e-260,0.7238828055637763,0.4036331052460085,0.6863441,0.3438061
Slc9a2,34.632675,2.2851298,8.144445030065553e-263,1.449279721575241e-260,0.479727730097662,0.12512218963831867,0.31243876,0.07254933
Kalrn,34.570076,0.9129411,7.118203401855559e-262,1.2583297724201242e-259,0.9331163065995857,0.8351661779081134,2.7901423,2.2101352
4930419G24Rik,34.172714,1.8383332,6.150215146354465e-256,1.0730927336528862e-253,0.5406925125776857,0.2004317367220593,0.38163704,0.122169316
Mdga1,34.145527,1.8633662,1.5579639214027545e-255,2.7008058431027105e-253,0.5395087303936076,0.20181655262300424,0.39892718,0.12639557
Nin,34.04651,1.0255222,4.571441779423363e-254,7.874015423917036e-252,0.8369340041432376,0.5810524600847181,1.0549531,0.65206945
Mapk10,34.010006,0.815347,1.5847447835655053e-253,2.7122351805353583e-251,0.9180230837525896,0.797613229064842,2.2081068,1.7231473
Tcf4,33.89521,0.58990324,7.837601429397768e-252,1.3328882937210002e-249,0.9615270790174608,0.93014825676116,3.1217868,2.7349133
Mmd,33.867527,1.1456878,2.003916482677022e-251,3.38649282324098e-249,0.7339449541284404,0.4207803844900619,0.6435639,0.3423454
Pantr1,33.865574,1.3511986,2.140943616631242e-251,3.5954471861800917e-249,0.6569991121633619,0.32897523623330077,0.59547687,0.27688855
Wscd2,33.830055,1.1795818,7.131918178603818e-251,1.1829298855499048e-248,0.7324652263983427,0.43426197458455523,0.6753025,0.35477614
Etv1,33.752968,1.2307471,9.670901269818268e-250,1.594215442454091e-247,0.7484462858833975,0.426930596285435,0.8600296,0.45797473
Kcnq2,33.747753,0.9958651,1.1533671931151098e-249,1.8896936877440855e-247,0.8357502219591595,0.58272238514174,0.99519426,0.61792415
Neurod6,33.73236,1.4221276,1.939597965944993e-249,3.1586058996934524e-247,0.6161586268126664,0.28242098403388727,0.5106914,0.22209564
Adam12,33.684284,1.4211303,9.82086291759553e-249,1.5896782325047703e-246,0.6016572950577094,0.25578364288041705,0.5376218,0.2357428
9530059O14Rik,33.667965,1.0588949,1.7022542939177783e-248,2.738896579495252e-246,0.8505474992601362,0.5810931899641577,1.2150997,0.75982314
Arhgap39,33.627968,0.9336266,6.547071826154257e-248,1.0471417855283625e-245,0.8597218111867416,0.6577875529488433,1.2189442,0.8100065
Tenm2,33.625664,0.87529325,7.074170603630271e-248,1.1247512669795584e-245,0.9668540988458124,0.9365021179537308,3.891042,3.301229
Pigk,33.559925,1.0644062,6.450744866705845e-247,1.0195971445199181e-244,0.7952056821544836,0.5328690127077224,0.8655763,0.50569683
Zdhhc2,33.509525,1.2175157,3.501825871770147e-246,5.5025766768692316e-244,0.7312814442142646,0.4442407950472467,0.7350895,0.3831245
Eml6,33.483673,0.8351077,8.331301763942773e-246,1.3015237116112926e-243,0.890500147972773,0.7583903551645487,1.8150954,1.3563768
Chrna7,33.405216,1.1815662,1.1515432877602188e-244,1.778274031156154e-242,0.7410476472329092,0.43841642228739003,0.78237396,0.4207891
Lmo7,33.33748,1.0861099,1.1063621996057578e-243,1.6890881990571997e-241,0.822136726842261,0.530791788856305,1.0234735,0.6096412
Kcnab1,33.32324,1.1081862,1.779190242193336e-243,2.700951514561296e-241,0.8517312814442143,0.6524519387422614,1.5976824,1.0397104
Phactr1,33.17252,0.8213291,2.681856003662816e-241,4.04839723698988e-239,0.9440662918023084,0.8824942978168785,2.8566616,2.330492
Shank1,33.105835,1.0153736,2.4495353209703684e-240,3.677039892428704e-238,0.8185853802900266,0.5544558488106875,0.90880615,0.5497556
Gabra2,33.077038,0.9859299,6.357676444236462e-240,9.490598114257429e-238,0.9230541580349215,0.748615184099055,1.9123609,1.3642563
Ripor2,33.02564,1.0489681,3.4813550382983494e-239,5.16817734138545e-237,0.8227286179343001,0.5555555555555556,0.98535734,0.5940864
Crym,32.954536,1.4261274,3.642574972939356e-238,5.377801622136292e-236,0.6055045871559633,0.28637178233952426,0.4817148,0.20725083
Hs6st2,32.75639,1.1739,2.4624035542840674e-235,3.615561940088136e-233,0.7306895531222255,0.40668784620397525,0.7546253,0.40508375
Dgkb,32.746456,1.0580016,3.4104339392265954e-235,4.98034564929449e-233,0.9186149748446286,0.7604268491365266,2.175443,1.5579808
Dok6,32.69366,0.82162446,1.9218192622372372e-234,2.791312625746733e-232,0.9118082272861794,0.7995682632779407,2.1855767,1.6988156
Gria3,32.687943,0.95535517,2.3172811448059907e-234,3.34759915919016e-232,0.9348919798757028,0.7869420006516781,2.3124406,1.7391477
Cpe,32.650833,0.8128674,7.798139461499601e-234,1.1205134081844613e-231,0.9641905889316366,0.8293010752688172,1.925068,1.4663261
Ociad2,32.61286,1.3437068,2.6954604020536466e-233,3.852501117190504e-231,0.6108316069843149,0.29516943629846853,0.45602152,0.20510279
Spon1,32.611553,1.1259756,2.8127716447884016e-233,3.998898100289119e-231,0.7783367860313702,0.45531932225480615,0.8938057,0.5079125
Ext1,32.564987,0.93376374,1.2848433090631564e-232,1.817038932343527e-230,0.8958271678011246,0.7594086021505376,1.9180831,1.3963388
Zbtb16,32.50494,1.0558331,9.080318396930404e-232,1.2774248969922512e-229,0.8262799644865345,0.5459025741283806,1.0372878,0.62925017
Traip,32.294735,1.6630996,8.29312842706344e-229,1.1606060460166388e-226,0.5463154779520568,0.23277126099706744,0.37812066,0.13549533
Klhl3,32.25044,1.0006918,3.468534340833599e-228,4.828990556383358e-226,0.7913583900562297,0.533642880417074,0.8585592,0.51852804
Lmo3,32.1793,1.2139765,3.4387444033412083e-227,4.762838253493725e-225,0.7511097957975732,0.4672124470511567,0.90317494,0.490158
Ldb2,32.11674,1.196601,2.5743264089521744e-226,3.5472897747971755e-224,0.8262799644865345,0.5192652329749103,1.3101273,0.7797443
Camkv,32.076607,1.0017432,9.34589071789529e-226,1.281245324437992e-223,0.8061556673572062,0.5233789507983057,0.8279296,0.49683446
Thsd7b,32.074017,1.1727774,1.015691599077537e-225,1.385362094782407e-223,0.8150340337377923,0.520039100684262,1.303805,0.7839997
Slc26a4,32.051685,1.5651399,2.0796857804877666e-225,2.8222806526114287e-223,0.5584492453388576,0.23761811665037472,0.41164005,0.15880743
Sphkap,31.88701,1.0367267,4.0422945073225285e-223,5.430822670587817e-221,0.8857650192364604,0.6323721081785598,1.4713353,0.9690168
Nlgn1,31.847296,0.61809117,1.434788762755411e-222,1.9180484604595964e-220,0.96833382657591,0.9526311502117953,3.7679133,3.3517592
Kctd1,31.844103,1.0726821,1.588502648937994e-222,2.1130230780675195e-220,0.7611719443622373,0.47539915281850764,0.7661418,0.43660042
Pip5k1b,31.79811,1.040299,6.874455791446422e-222,9.099341237249525e-220,0.8446285883397455,0.5588954056695992,1.1843777,0.74340487
Fbn1,31.597702,1.4034002,3.970469189971192e-219,5.204219860220777e-217,0.5895235276709085,0.27663734115347016,0.44505486,0.19220452
Cracdl,31.587906,1.008285,5.412416660098559e-219,7.059788138681955e-217,0.8390056229653744,0.5598729227761485,1.0690136,0.6682277
Mal2,31.581263,1.2317638,6.677264575221599e-219,8.667541021072675e-217,0.6424977804084049,0.34710003258390354,0.5152479,0.25232124
Homer2,31.494856,1.2177639,1.0216083539565666e-217,1.3197411764813915e-215,0.6605504587155964,0.36872759856630827,0.5557743,0.27731127
Cacna2d3,31.425156,1.0409217,9.173898374968954e-217,1.1794385135665827e-214,0.9064812074578278,0.7243401759530792,2.0513093,1.4572799
Tenm4,31.403328,1.0531474,1.8224403565631887e-216,2.3318558276596607e-214,0.9091447173720035,0.7263359400456174,2.1093552,1.5019546
Rab3c,31.367447,0.99197906,5.6263303509904954e-216,7.164905048867992e-214,0.8822136726842261,0.6137992831541219,1.2590772,0.8189459
Reps2,31.21365,0.8852155,6.955716012420063e-214,8.77465207763977e-212,0.8686001775673277,0.661860540892799,1.2456353,0.8501757
Magi2,31.203474,0.50042075,9.558698213392707e-214,1.2001972943638413e-211,0.9446581828943474,0.920495275333985,3.2541592,2.9231708
Gm11906,31.143425,1.5497466,6.226228102711314e-213,7.781337168365256e-211,0.5548978987866232,0.2531362007168459,0.4260171,0.16672054
Fbn2,31.12014,1.2813156,1.2863551892594434e-212,1.600202034046354e-210,0.606984314886061,0.28808243727598565,0.52452695,0.24977757
Kit,31.067871,1.5203483,6.545270790633392e-212,8.104674015867247e-210,0.5332938739271974,0.21688660801564028,0.42156953,0.16787574
Cds1,30.56333,1.1950657,3.7612232312261303e-205,4.614797635755531e-203,0.6312518496596626,0.33642880417073967,0.49470183,0.24649568
Ptk2b,30.457506,0.95254433,9.52873023340722e-204,1.1638044607802362e-201,0.8540988458123705,0.5694037145650049,1.0933362,0.7057097
Actr3b,30.439993,0.9567082,1.6250805016521423e-203,1.975833171013261e-201,0.7830719147676828,0.5219126751384816,0.79797345,0.48803875
Parp8,30.430006,0.92259693,2.203015959278905e-203,2.6664431903524402e-201,0.8197691624741048,0.5608504398826979,0.98589814,0.63467675
Khdrbs2,30.354551,1.0077145,2.187986114798126e-202,2.6363760943778317e-200,0.8733353063036401,0.6915526230042359,1.7506803,1.2138932
Gm30382,30.236639,1.3662776,7.818484514990106e-201,9.337007951901518e-199,0.5992897306895532,0.3003014011078527,0.62794673,0.29186544
Sh3bp5,30.168545,1.0397882,6.127563595712962e-200,7.285293531717136e-198,0.6999112163361941,0.41902899967416096,0.5840219,0.3262995
Ntrk3,30.138302,0.891502,1.526706996515741e-199,1.807163744333831e-197,0.9112163361941403,0.7600602802215706,2.09899,1.5807285
Snd1,30.086927,0.8332928,7.184137597558859e-199,8.466569177473971e-197,0.8316069843148861,0.6421472792440535,1.0561513,0.71905863
Cap2,29.81522,0.9289998,2.4805273167799747e-195,2.8979030000816485e-193,0.8393015685113939,0.605612577386771,1.140061,0.7500611
Syt17,29.782429,1.1364502,6.5977457281298845e-195,7.674520680296537e-193,0.679786919206866,0.4055881394591072,0.6672823,0.35882702
Trim2,29.74531,0.7194409,1.994097507566704e-194,2.3095431046688503e-192,0.9008582420834567,0.7805474095796676,1.6520998,1.2702346
Sel1l3,29.681732,1.0461807,1.3216225279128985e-193,1.5241200568677934e-191,0.7079017460787215,0.4131638970348648,0.6465422,0.36474574
3110039M20Rik,29.644611,0.9739174,3.9797102426774434e-193,4.569863855587303e-191,0.7413435927789287,0.48277126099706746,0.69714195,0.4142234
Rnf150,29.63385,0.8854631,5.476864765229044e-193,6.2622704783704e-191,0.8691920686593667,0.6463017269468883,1.28864,0.884798
Sez6,29.484589,1.0483541,4.537785912234277e-191,5.144738711465612e-189,0.6596626220775378,0.36485826001955035,0.51054394,0.2792349
