names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA1-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Id2,-3.111927,-0.8885101,0.0018587042309624413,0.006644941815588185,0.12163361941402782,0.1500081459758879,0.065140985,0.11743423
Dlx1,-3.1132379,-1.5841104,0.0018504684339735993,0.006618140133218503,0.029890500147972773,0.06223525578364288,0.013323886,0.0394278
Runx1,-3.1217213,-1.9070805,0.0017979701558698343,0.006444965059794884,0.052086416099437705,0.08329260345389378,0.030321704,0.109269515
Gm17276,-3.1275868,-0.52193266,0.001762477608693912,0.006321112299199869,0.187333530630364,0.21256924079504724,0.08333813,0.117597245
Ankrd24,-3.1324646,-0.6494567,0.00173345311590185,0.0062236618418336056,0.17046463450725066,0.19485174323884003,0.07390993,0.11361909
Ets1,-3.1450636,-1.9036189,0.0016605068769038013,0.005974533982646645,0.03817697543651968,0.07046269143043336,0.017774682,0.0649434
Cpq,-3.1481552,-1.4430782,0.0016430448052152118,0.005918206019918689,0.09055933708197692,0.11929781687846204,0.04536681,0.11884324
Ap1s2,-3.1521795,-0.8202477,0.0016205657849267079,0.005840209581676588,0.16129032258064516,0.18621700879765396,0.08151845,0.13973382
Hhip,-3.1706417,-1.5617621,0.0015210258854013528,0.0054977085742176955,0.06066883693400414,0.0920495275333985,0.031323414,0.08978094
C030029H02Rik,-3.1830633,-1.6267476,0.001457257453389762,0.005279291866331792,0.0648120745782776,0.0959188660801564,0.03549081,0.10577285
Nhsl1,-3.194785,-1.1080571,0.001399349982382637,0.005081153246840738,0.20065108020124298,0.21814923427826655,0.10128626,0.20682561
Itpr2,-3.20938,-1.1125746,0.0013302162344983885,0.004847153542306985,0.2136726842261024,0.22833170413815576,0.1361536,0.27413324
Elf1,-3.2323558,-1.1734179,0.0012277409060451512,0.004494468412184362,0.16424977804084048,0.18670576735092864,0.07998079,0.17210571
Trp53i11,-3.234371,-1.2700175,0.0012191104147058953,0.0044640906027728815,0.04912696063924238,0.08202997719126752,0.02238112,0.05314623
Tex9,-3.235494,-1.004535,0.001214324887478429,0.004448385784123434,0.10565255992897307,0.1356712284131639,0.038907215,0.07658857
Gm10863,-3.238045,-1.5175073,0.0012035188222979227,0.004409401521017887,0.07161882213672684,0.10280221570544151,0.039295595,0.108622424
Limk1,-3.2391589,-0.9312746,0.0011988281279456834,0.004394013340321991,0.11926605504587157,0.1483382209188661,0.042264692,0.07911105
Itgb5,-3.241802,-1.781188,0.0011877654134794492,0.004355842317482299,0.07931340633323468,0.10944118605408928,0.04032701,0.13229102
Kcng3,-3.2443984,-0.7776477,0.0011769898579656556,0.004318093594147619,0.10979579757324652,0.14007005539263603,0.043935865,0.07417927
Trabd2b,-3.2509239,-0.62892604,0.0011503068226602186,0.004224814697222536,0.14353358981947323,0.1728576083414793,0.08192667,0.124009825
Nln,-3.2516496,-0.3629621,0.0011473732381769787,0.004214616392319264,0.4338561704646345,0.4220837406321277,0.26469123,0.32909772
Fyb,-3.259603,-1.8576943,0.0011156823598361845,0.004105503287975661,0.055933708197691626,0.08838383838383838,0.0327549,0.11393433
Cbfb,-3.2627902,-0.7779537,0.0011032120117427109,0.004062953228553542,0.22018348623853212,0.23920658194851743,0.11019584,0.18211903
Sytl2,-3.2670717,-0.8288121,0.0010866615882494338,0.004005843994548263,0.31163065995856765,0.3173264907135875,0.18603557,0.30981728
Dock8,-3.2723966,-1.7193118,0.0010663984494669538,0.003933304919310507,0.07013909440662917,0.1018654284783317,0.0442228,0.1387914
Jam2,-3.2875113,-1.5577717,0.0010107708997125274,0.0037353065706609285,0.06037289138798461,0.09294558488106876,0.026923375,0.07727463
ENSMUSG00000120124,-3.3175373,-1.4572328,0.0009081480596248217,0.0033727627314608095,0.05356614382953537,0.0872434017595308,0.031124447,0.08324289
Adra1b,-3.3176715,-1.4316812,0.0009077116811712685,0.0033716080830898513,0.046463450725066587,0.08031932225480612,0.019569103,0.051937252
Shisal1,-3.3377688,-0.67077965,0.0008445400332186248,0.0031504637918345754,0.19857946137910623,0.22140762463343108,0.09161178,0.14213197
Gulp1,-3.347852,-1.7167718,0.000814404665751538,0.0030431168639610384,0.044983722994968924,0.07905669599217986,0.025982875,0.08298447
Nek6,-3.3506694,-1.0078549,0.0008061650906669354,0.0030144247128055324,0.11275525303344185,0.14324698598892147,0.043979593,0.086556554
Nxn,-3.3554778,-1.4310845,0.0007922803641323102,0.002964569472808129,0.08227286179343,0.11428804170739655,0.039391592,0.102862485
Gabrg1,-3.3591244,-1.049808,0.0007818985339641347,0.002928169143918648,0.11275525303344185,0.14320625610948193,0.05266112,0.10610952
4930581F22Rik,-3.3618348,-1.4256097,0.0007742645731481318,0.002902411981095187,0.07812962414915656,0.11029651352231998,0.030069381,0.07881254
B230208B08Rik,-3.3794482,-0.6698967,0.0007263152002671678,0.0027310508579875175,0.13495116898490678,0.16540404040404041,0.053018764,0.08307829
C1ql2,-3.388033,-1.0921018,0.0007039581455221338,0.0026511562959746415,0.044983722994968924,0.079871293580971,0.029665204,0.062213
Smoc1,-3.3905225,-1.5335294,0.0006975953768128285,0.0026298477765907043,0.06333234684817994,0.09693711306614533,0.028621687,0.08070871
Usp43,-3.3933966,-1.4696587,0.0006903161795511643,0.0026055663590142893,0.03728913879846108,0.07241772564353209,0.013548028,0.037081324
Fam184a,-3.3964016,-0.45188668,0.0006827811225606075,0.0025792673644318186,0.41669132879550164,0.40591397849462363,0.23855586,0.31372437
Litaf,-3.3975155,-1.4422197,0.0006800074064573504,0.0025701725306093784,0.109499852027227,0.1392554578038449,0.048616603,0.12696224
Nudt4,-3.4026606,-0.6729677,0.0006673310166191405,0.002524452261939505,0.2000591891092039,0.22519550342130987,0.10241367,0.15865791
Sh3gl3,-3.409938,-0.5496362,0.0006497761189899089,0.002461856220707678,0.35839005622965375,0.36066308243727596,0.20700458,0.2901575
Mettl25,-3.420711,-0.5722269,0.000624576649801812,0.0023697224767261636,0.31281444214264575,0.3228657543173672,0.15771747,0.2263392
Alms1,-3.4219978,-0.45150986,0.0006216280084369799,0.002359201212810967,0.3734832790766499,0.3753258390355165,0.208499,0.2753699
Vwa5b2,-3.426787,-0.49281234,0.0006107680951365275,0.002320607850158158,0.218999704054454,0.24409416748126425,0.10201359,0.14074372
Lair1,-3.4342442,-1.7431154,0.0005942086498312496,0.002262489219351803,0.07043503995264871,0.1039426523297491,0.034508977,0.11112796
Arhgap10,-3.434687,-0.48925275,0.000593239055770475,0.0022597580703930626,0.31547795205682155,0.3250651678071033,0.18533766,0.25140533
Gnb4,-3.4485853,-0.89257246,0.0005635316179960103,0.0021493391874453935,0.1716484166913288,0.19774356467904855,0.08262533,0.1483406
Cfh,-3.4500086,-1.6874572,0.0005605686419645178,0.0021386453797510425,0.07191476768274638,0.10512381883349625,0.04572877,0.14037617
Snx8,-3.4547977,-1.8794805,0.000550705878586803,0.0021046034643190724,0.03344184670020716,0.06907787552948844,0.012166454,0.044054147
Zfp516,-3.460662,-0.84015805,0.0005388489116409123,0.002060462538180064,0.1760875998816218,0.2022238514173998,0.0737972,0.12849192
Rasgrp3,-3.4646797,-1.83375,0.0005308634819989841,0.002031662407251489,0.07428233205090264,0.1071603128054741,0.03812841,0.12974489
Dnah7b,-3.478858,-1.5288988,0.0005035554263858861,0.0019318295698156423,0.07280260432080497,0.1063049853372434,0.026363932,0.074261986
Lamp5,-3.480939,-0.70351505,0.0004996592358386747,0.001918251702669694,0.13850251553714116,0.17025089605734767,0.07255985,0.11560629
4930467D21Rik,-3.5039628,-1.113451,0.0004583895109463761,0.001768402894347326,0.08168097070139095,0.11579504724666015,0.044941116,0.09481368
Spsb1,-3.5039797,-1.676905,0.000458360133784771,0.001768402894347326,0.07280260432080497,0.1063049853372434,0.026782248,0.08322923
Scd2,-3.5208979,-0.48491773,0.0004300880496144648,0.0016654367910564445,0.575318141461971,0.5400782013685239,0.47102335,0.61084515
Sec14l5,-3.5310564,-1.5510107,0.00041390347456124536,0.0016062371983623141,0.08789582716780113,0.12076409253828609,0.046294764,0.13001291
Pde8a,-3.5319064,-1.3688709,0.00041257543406999716,0.001601546072444499,0.14027818881325835,0.16756272401433692,0.081415,0.19808507
Emid1,-3.5361845,-1.9095933,0.00040595100784011857,0.001577426403566737,0.03995264871263687,0.07608341479309222,0.01500768,0.055254463
L3mbtl3,-3.539919,-0.50815326,0.0004002500772072089,0.0015557239367217856,0.32169280852323173,0.33410720104268493,0.1835808,0.25199956
1700047M11Rik,-3.5448434,-1.6455071,0.0003928465245233823,0.00152849494844241,0.08256880733944955,0.11559139784946236,0.04243224,0.12716939
Phldb2,-3.5479336,-1.8645097,0.0003882660442441679,0.001512205915182025,0.05031074282332051,0.08602150537634409,0.02350826,0.08307018
Lcp1,-3.5510228,-1.6527063,0.00038373716991656697,0.0014954340472310593,0.06599585676235573,0.10092864125122189,0.029432924,0.089766905
Gm45341,-3.5555456,-1.1755267,0.0003771954836649205,0.0014714347627869358,0.10742823320509026,0.13958129683936135,0.053246308,0.1164755
Bcl2,-3.556622,-0.73071116,0.00037565407535882823,0.0014658473721887474,0.28292394199467297,0.29573965461062235,0.15878282,0.25119826
Abca9,-3.5566971,-1.5999111,0.0003755467552705572,0.001465641439959313,0.07842556969517608,0.11306614532420985,0.04149144,0.12081518
Plk5,-3.556803,-1.6598976,0.0003753955801542923,0.0014652642705906208,0.03817697543651968,0.07461713913326816,0.014218626,0.044257037
Gramd3,-3.5663822,-1.4736849,0.00036194342052027907,0.0014148122940616668,0.09263095590411365,0.1252851091560769,0.049615156,0.13214332
Grm4,-3.5674608,-0.9603691,0.0003604572392404704,0.001409412982885832,0.09351879254217224,0.12825839035516454,0.03648285,0.06980538
Timp3,-3.5677567,-1.0831604,0.000360050635035775,0.0014084379914705597,0.13731873335306305,0.16735907461713914,0.06557486,0.13417071
Mal,-3.56842,-0.80901986,0.00035914046187566015,0.0014054914376054456,0.25806451612903225,0.27757412838058,0.21356523,0.34863308
Zcchc24,-3.5797162,-1.511472,0.00034396750324234914,0.0013486658123627495,0.07635395087303937,0.11066308243727599,0.03859293,0.106321484
Deptor,-3.5947797,-0.7284068,0.0003246660634337284,0.0012752195767379451,0.15507546611423498,0.18625773867709353,0.07714527,0.12475796
Matn4,-3.6129324,-1.3901324,0.00030275352008586647,0.0011922888882760123,0.0849363717076058,0.11925708699902249,0.037982613,0.09664392
Pld5,-3.6299303,-1.2820499,0.0002834977082186444,0.001121057162595287,0.0831606984314886,0.11815738025415445,0.04547917,0.10719547
Atp10a,-3.6331232,-0.9004083,0.0002800113883203662,0.0011080863040012134,0.13406333234684817,0.16540404040404041,0.07173505,0.12999244
Csf1r,-3.640876,-1.5770268,0.000271711836187691,0.0010771462139810056,0.09795797573246523,0.13139459107201043,0.06085326,0.17159462
D7Ertd443e,-3.6462512,-1.309394,0.00026609388380209907,0.0010569020927956249,0.1488606096478248,0.17680840664711633,0.09425917,0.21911465
Micall1,-3.6513042,-1.1053708,0.0002609119517691049,0.0010383151872091008,0.13731873335306305,0.16829586184424894,0.05653747,0.11791391
Amotl1,-3.6547348,-1.8218151,0.0002574480180026583,0.001025441482913049,0.03610535661438295,0.07380254154447703,0.01430893,0.04969392
Prdm8,-3.6570082,-0.7385757,0.0002551763233753608,0.0010168452927622638,0.1396862977212193,0.17192082111436952,0.06313816,0.103228405
Dusp10,-3.673032,-1.6395717,0.00023968949084413166,0.0009572616853421252,0.05534181710565256,0.09229390681003584,0.02391445,0.0727012
Sparc,-3.673981,-1.3268383,0.0002388005916999428,0.0009539952273234408,0.1177863273157739,0.15021179537308568,0.07846699,0.18628436
Snx9,-3.6747649,-0.7488321,0.0002380685714140204,0.0009513537349635228,0.22699023379698136,0.2490632127728902,0.10308077,0.16759934
Ptgfrn,-3.6770973,-1.5683018,0.00023590300381107936,0.0009428400583673512,0.041136430896715,0.07885304659498207,0.014519381,0.042457856
Rapgef3,-3.679398,-1.8165402,0.00023378513261407285,0.0009352878798068982,0.05800532701982835,0.09449332029977191,0.022014583,0.07548121
Il1r1,-3.679918,-1.4730837,0.00023330894278847356,0.0009336332031815998,0.05859721811186742,0.09498207885304659,0.02246982,0.061175648
9530036O11Rik,-3.6873286,-1.2196543,0.00022662061954788505,0.000907990886701117,0.07724178751109796,0.11343271423916586,0.027409585,0.062709354
Fndc3a,-3.6874993,-0.2810208,0.00022646872308524767,0.0009075636971365556,0.6182302456348032,0.5711550993809058,0.48256007,0.56166846
Slc27a2,-3.6940532,-1.1358355,0.00022070767032515324,0.0008854008811043397,0.05800532701982835,0.0952671880091235,0.020476373,0.044456773
Glul,-3.7017891,-0.8784678,0.0002140845175884181,0.0008594727308532488,0.25540100621485645,0.2737862495927012,0.15570255,0.26982492
Dner,-3.7140856,-0.37069523,0.00020393983708329804,0.0008205845196807755,0.6078721515241196,0.5360866731834474,0.52625555,0.6394789
Pkig,-3.7280557,-0.36513004,0.00019296280480533666,0.0007791000097850333,0.534181710565256,0.49588628217660474,0.36276317,0.44675782
Qrfpr,-3.7361386,-1.324594,0.0001868676549307293,0.0007563087645712751,0.05504587155963303,0.09302704463994786,0.025641568,0.063024454
Prox1os,-3.7449841,-1.5846007,0.0001804052453605108,0.0007309241469898862,0.045871559633027525,0.08390355164548713,0.019275108,0.056731485
Gm15902,-3.7569458,-2.0570943,0.00017199966289515816,0.0006990819757968386,0.026635099141757917,0.06565656565656566,0.008962525,0.03678019
Phactr4,-3.7609806,-1.3212596,0.00016924856126539236,0.0006887337333334988,0.10358094110683634,0.13827794069729554,0.043292455,0.10486169
Ninj2,-3.7619216,-1.5084238,0.00016861292739874428,0.0006863550006369124,0.09440662918023084,0.12931736722059303,0.052259114,0.14204645
Wwp1,-3.7627544,-0.4010146,0.0001680521848406447,0.0006841760919194126,0.5004439183190293,0.47633594004561747,0.32524753,0.41047987
Htr7,-3.7663841,-0.84472865,0.00016562892925043031,0.0006752312743072466,0.14856466410180527,0.1803111762789182,0.06968303,0.12187142
Ehd4,-3.7676926,-1.7399197,0.0001647634322254022,0.0006718047684213289,0.045871559633027525,0.0845959595959596,0.019782392,0.06460199
Fli1,-3.7692993,-1.9213248,0.0001637065717967103,0.0006676981761046761,0.06451612903225806,0.10145812968393614,0.037568275,0.13540858
Hepacam,-3.7976718,-1.4496436,0.000146061568744246,0.000598912612873171,0.09470257472625036,0.12972466601498858,0.048818648,0.12808709
Dusp15,-3.8070395,-1.3696532,0.0001406403514264613,0.0005773882723955713,0.06717963894643386,0.10504235907461713,0.025965309,0.06576452
Cdc14a,-3.816301,-1.427515,0.00013546711784534636,0.0005572568059559794,0.09795797573246523,0.13294232649071358,0.04414044,0.114568666
Ccdc50,-3.8271139,-0.36767566,0.00012965453988628546,0.0005340820920963498,0.5945546019532406,0.5545373085695666,0.43572122,0.53332514
Mog,-3.8283086,-1.243527,0.00012902692027608808,0.0005317413110151053,0.146197099733649,0.17684913652655587,0.103042394,0.22872275
Ankrd55,-3.8359046,-1.0849496,0.00012510294202399238,0.0005164412432300929,0.09825392127848476,0.1343678722710981,0.041176967,0.085417874
Frem1,-3.8367078,-1.7038281,0.00012469461545773302,0.0005148347137906094,0.04439183190292986,0.08382209188660801,0.022955835,0.07292221
Exph5,-3.843916,-1.3292601,0.00012108646180887365,0.00050016805977009,0.062148564664101805,0.10056207233626588,0.02203733,0.0544774
4833422C13Rik,-3.8638017,-0.8042929,0.00011163589500295663,0.0004622679147371621,0.1541876294761764,0.18711306614532422,0.064838,0.11062638
L3mbtl4,-3.865737,-1.4669842,0.00011075421655704682,0.0004588998918871007,0.0529742527374963,0.09225317693059629,0.024002042,0.064996004
Aspa,-3.8723536,-1.3868489,0.00010778948836554015,0.00044702941077049915,0.12903225806451613,0.16149397197784296,0.08274547,0.20342232
Optn,-3.8742354,-0.85402316,0.00010695998782932412,0.0004437947611139498,0.13731873335306305,0.17102476376669926,0.0580083,0.10251401
Cygb,-3.8773212,-1.033147,0.00010561290960304031,0.00043881535194583164,0.07783367860313702,0.11603942652329749,0.035249542,0.070853606
Plekhh1,-3.8818178,-1.5035548,0.00010367854557456798,0.00043104479647046906,0.10210121337673868,0.13762626262626262,0.05188214,0.14062235
Ccdc171,-3.886261,-0.59097034,0.00010180006538822907,0.00042362827272444096,0.28144421426457533,0.3009938090583252,0.14372794,0.2093062
Hgf,-3.8918056,-1.2477416,9.950097709809741e-05,0.0004143175661902801,0.08641609943770347,0.12369664385793418,0.037960928,0.087899506
Bach1,-3.8955956,-1.176644,9.795770706077345e-05,0.0004082077525935147,0.08937555489789879,0.1271586836102965,0.037250534,0.08231062
Ntn4,-3.897795,-2.0033193,9.707252902475028e-05,0.00040483297452972844,0.0328499556081681,0.07311013359400456,0.011996193,0.047250792
Cblb,-3.9044511,-0.31783628,9.443942935900708e-05,0.0003944640862547055,0.6247410476472329,0.5643939393939394,0.50056934,0.59320176
Rassf3,-3.911236,-1.4734259,9.182497665958087e-05,0.00038414091901649354,0.06007694584196508,0.09925871619420007,0.022836637,0.062169224
Igf1,-3.9113624,-1.5042624,9.177696354467276e-05,0.0003839998459117653,0.052086416099437705,0.09184587813620072,0.028212124,0.07804536
Cuedc1,-3.9182985,-0.6843053,8.917624527856959e-05,0.00037346722422617907,0.30008878366380587,0.31431247963506026,0.14994566,0.2310757
Sox10,-3.9220226,-1.6373924,8.780877737403659e-05,0.0003679697205303124,0.07724178751109796,0.11481753014011079,0.03971569,0.11870979
Kat2b,-3.9229646,-0.7822593,8.746598999911302e-05,0.0003666476055033021,0.283515833086712,0.2991609644835451,0.14796783,0.24237287
4930500G05Rik,-3.9306643,-0.7538642,8.471150007712523e-05,0.0003557115185298257,0.15122817401598107,0.18633919843597263,0.07498682,0.12337852
Il6st,-3.9390192,-0.88785386,8.181537258155215e-05,0.0003441419945626653,0.21308079313406333,0.23973607038123168,0.101098575,0.17970018
Dock2,-3.939025,-1.889343,8.181343281989537e-05,0.0003441419945626653,0.06510802012429713,0.10406484196806777,0.038643062,0.1362441
Rskr,-3.9643776,-1.1246498,7.358764948698707e-05,0.00031109190398290475,0.08227286179343,0.12096774193548387,0.030156232,0.06462299
Rassf2,-3.9744406,-1.7205588,7.054486931509794e-05,0.00029879266054487415,0.08612015389168393,0.12345226458129684,0.036403347,0.115275584
Grk5,-3.9788496,-0.6707605,6.924952158573265e-05,0.00029386207280616495,0.2743415211601065,0.29472140762463345,0.14289804,0.21876344
Grb10,-3.9852874,-0.43539417,6.739850314276398e-05,0.0002861427997228738,0.342408996744599,0.3580971000325839,0.21077956,0.27558368
Camk2n1,-3.9868166,-0.28759286,6.696574614700058e-05,0.0002843953846957335,0.6424977804084049,0.5915607689801238,0.5737633,0.66571844
Inpp5d,-3.9940462,-1.8861275,6.495517244999807e-05,0.0002763809158719633,0.07073098549866824,0.10960410557184751,0.044710834,0.15616621
Plcg2,-3.9979694,-1.8502319,6.388818513788454e-05,0.00027218575149119353,0.04912696063924238,0.08980938416422288,0.020637192,0.07249013
Cacng2,-4.00272,-0.43400747,6.26184296426229e-05,0.00026703018639855216,0.41698727434152116,0.4100276963180189,0.24994242,0.32469764
Plpp4,-4.0491953,-1.1730465,5.1394086584710325e-05,0.00022081213727712925,0.12666469369635988,0.16202346041055718,0.059767276,0.13004245
Atp6ap1l,-4.0654445,-1.6533867,4.794105266100958e-05,0.00020653777216631832,0.03995264871263687,0.08178559791463018,0.014332892,0.044410896
Ptger3,-4.0686235,-1.2186496,4.7291730598191054e-05,0.00020387113768223866,0.08878366380585972,0.127851091560769,0.035408285,0.080548614
Sox1ot,-4.0785303,-1.7962509,4.532130064288745e-05,0.00019575363257906862,0.047647232909144716,0.08891332681655262,0.020944579,0.07093473
Glra2,-4.0869207,-0.7333303,4.371367627315765e-05,0.00018908346449770543,0.20153891683930156,0.23146790485500163,0.1121355,0.18004891
Entpd1,-4.1032233,-1.5057504,4.074339034279914e-05,0.00017663357510664938,0.1059485054749926,0.14328771586836103,0.056824367,0.1536119
Gm45323,-4.1157904,-1.0455678,3.858549327806142e-05,0.00016768432870475664,0.1470849363717076,0.18177745193874226,0.08172436,0.16193067
Gfra1,-4.122054,-0.647442,3.75509111977448e-05,0.0001632938960808226,0.255696951760876,0.28046594982078854,0.16745806,0.25118348
Gm16168,-4.139995,-1.2148216,3.473132337756492e-05,0.00015157230130829455,0.17519976324356318,0.20698924731182797,0.11696012,0.25308484
Mapk3,-4.155771,-0.89338654,3.2419252471832465e-05,0.00014198945622137546,0.10239715892275822,0.1426360377973281,0.055602834,0.1009392
Xkr6,-4.158744,-0.2540185,3.200022351156826e-05,0.00014029140247280784,0.644273453684522,0.5774275008145976,0.6008688,0.68424934
B4galt1,-4.1774735,-1.1593956,2.9476482620471606e-05,0.00012971390239306782,0.14146197099733648,0.17680840664711633,0.058995865,0.12728453
Cers5,-4.1787047,-0.3925894,2.9317399390402868e-05,0.0001290561142890113,0.44687777448949395,0.4444037145650049,0.2708705,0.3424562
Necab3,-4.1823425,-1.1311563,2.8852108242850427e-05,0.000127091171882851,0.08434448061556674,0.1250814597588791,0.030809319,0.06628694
Ptch1,-4.1842628,-0.73765975,2.8609277106316775e-05,0.00012606285271346863,0.29712932820361054,0.3153307266210492,0.14988893,0.23873165
Sfxn5,-4.2018843,-0.5367106,2.6470237820712405e-05,0.00011711761736251315,0.42349807635395087,0.41931410883023784,0.25707793,0.35435078
Arl4c,-4.233988,-1.5692817,2.295833870927652e-05,0.00010219995548071935,0.05948505474992601,0.10215053763440861,0.024356721,0.070614785
Gm27008,-4.2364683,-1.3154755,2.270630045170838e-05,0.0001011134062209818,0.06422018348623854,0.10671228413163897,0.023055308,0.056425247
Klf5,-4.243489,-0.96370894,2.2007157563597e-05,9.809759849599393e-05,0.11571470849363717,0.15550667970022808,0.052397307,0.09976912
Mag,-4.2448654,-1.1422966,2.18724733873921e-05,9.752959839349913e-05,0.19384433264279372,0.22283317041381556,0.14195275,0.29017815
Rai14,-4.250452,-1.0583786,2.1333953773953534e-05,9.520733066037725e-05,0.1470849363717076,0.18214402085369827,0.0730036,0.14645557
Cdh19,-4.2678685,-1.5963823,1.9734953947130725e-05,8.840917181717282e-05,0.11275525303344185,0.1496415770609319,0.066370204,0.18855444
Kcnh5,-4.277713,-0.7552548,1.8882329067112694e-05,8.471667758111839e-05,0.28825096182302457,0.30685891169762136,0.17921741,0.28616205
Trf,-4.283607,-0.9993464,1.8388773479079553e-05,8.26264788265665e-05,0.2530334418467002,0.27598566308243727,0.18954006,0.34868264
Grem2,-4.2893972,-0.68649125,1.791587260373357e-05,8.056895344976085e-05,0.17135247114530927,0.20768165526230042,0.07896485,0.12419401
Tm6sf1,-4.2990537,-1.1498404,1.7152881082526506e-05,7.722820286318485e-05,0.12015389168393016,0.15949820788530467,0.048437785,0.104471676
Kcnc4,-4.303258,-0.739274,1.6830462018858864e-05,7.586554511772146e-05,0.17963894643385617,0.2147686542847833,0.0789997,0.12859169
Daam2,-4.303331,-1.5174179,1.682492870942717e-05,7.585332792320604e-05,0.12222551050606688,0.15884652981427175,0.058622498,0.15942845
9530026P05Rik,-4.311168,-0.8500879,1.623943443367163e-05,7.33490676135076e-05,0.2018348623853211,0.23293418051482567,0.1407636,0.2409595
Cracr2a,-4.3291264,-2.003613,1.4970205804426507e-05,6.785584176196698e-05,0.03492157443030482,0.0795861844248941,0.009994019,0.039487287
Ptn,-4.339065,-0.45336223,1.4309011198787426e-05,6.49903872399287e-05,0.6430896715004439,0.5957559465623982,0.64505905,0.8067671
Rnf152,-4.340632,-1.658982,1.4207355013618837e-05,6.456141201013668e-05,0.05770938147380882,0.10117302052785923,0.021277884,0.065707244
Arhgef10l,-4.3504124,-0.9238438,1.3588162383164093e-05,6.187322881471262e-05,0.17105652559928974,0.20682632779406973,0.07462974,0.13715155
Rab3b,-4.3666925,-0.86099744,1.2614214794340137e-05,5.7702409180102064e-05,0.13495116898490678,0.17412023460410558,0.06678626,0.118179224
Kif13a,-4.367704,-0.63147515,1.2555952066448336e-05,5.746524136015445e-05,0.465818289434744,0.4524275008145976,0.2986057,0.43117785
Tmem47,-4.3754344,-1.0195162,1.2119094773833997e-05,5.554154469945753e-05,0.15122817401598107,0.18919028999674162,0.075107746,0.14680254
Myo1e,-4.379203,-1.1768517,1.191142810530845e-05,5.4627081957610184e-05,0.14471737200355134,0.18214402085369827,0.0721025,0.15617608
Mertk,-4.3971906,-1.538597,1.0966110721277749e-05,5.051592578102745e-05,0.1698727434152116,0.19990224828934505,0.119001895,0.3127107
Man1c1,-4.3981476,-0.6642838,1.0917883624288821e-05,5.032827808966214e-05,0.31370227878070434,0.3296676441837732,0.16594632,0.25159007
Wls,-4.4004197,-0.67891365,1.0804175783924313e-05,4.982976369963032e-05,0.332938739271974,0.34437113066145325,0.21040365,0.31838134
Gtf2ird1,-4.4091625,-0.5021639,1.0377110645159764e-05,4.799190413690928e-05,0.37881029890500145,0.3829423264907136,0.20980653,0.2856512
mt-Co1,-4.4322615,-0.43618754,9.324987874749484e-06,4.330494714734162e-05,0.5244155075466114,0.5133186705767351,0.49236104,0.62098444
Tmem132c,-4.433917,-1.8722813,9.253630670097208e-06,4.2988426021008295e-05,0.050014797277300974,0.09490061909416748,0.023013923,0.08179523
Pgap1,-4.43608,-0.4554619,9.161186188527362e-06,4.25736895340246e-05,0.45546019532406035,0.4428559791463017,0.29333264,0.38351494
Zdhhc22,-4.4731965,-1.1992211,7.705887212686403e-06,3.6110427172110854e-05,0.045871559633027525,0.09225317693059629,0.021747943,0.049250677
Dsp,-4.4760227,-1.4314754,7.604632403272789e-06,3.566081547573121e-05,0.060964782480023676,0.10577549690452916,0.029923806,0.07874737
Prkcq,-4.4768796,-1.6976566,7.574190127167325e-06,3.553666644263768e-05,0.09203906481207458,0.1335125448028674,0.04441451,0.13742548
Osbpl3,-4.478119,-0.59374493,7.530370085524884e-06,3.533724138981028e-05,0.3435927789286771,0.35325024437927666,0.2157822,0.31002107
Pls1,-4.4909577,-0.8105314,7.090356792532871e-06,3.3348133557738186e-05,0.23231725362533293,0.26189312479635063,0.11392666,0.19197334
Sox2,-4.49446,-1.5424972,6.974668120777522e-06,3.284425734407501e-05,0.09144717372003551,0.1339605734767025,0.03986865,0.111973144
Rxfp1,-4.49635,-0.9759435,6.9129906117882485e-06,3.257664990156966e-05,0.15093222846996152,0.18923101987618116,0.096470796,0.18165916
Tgfbr2,-4.4993153,-1.8755873,6.817272790970466e-06,3.21763779893512e-05,0.07694584196507842,0.12043825350276963,0.035253726,0.12369556
Eeig2,-4.5030117,-1.0270426,6.699712470921697e-06,3.162706853367287e-05,0.20479431784551644,0.23778103616813295,0.095928594,0.18662162
Ano6,-4.510854,-0.3094236,6.456722796134359e-06,3.0496069877329977e-05,0.566439775081385,0.5267188009123493,0.41939577,0.49815455
Trhr,-4.5174007,-1.2511567,6.2603357544898535e-06,2.962578755250834e-05,0.08464042616158626,0.12862495927012055,0.038079124,0.08836654
Mpp7,-4.5300145,-1.1292452,5.897961860049671e-06,2.798979780634664e-05,0.10890796093518793,0.15155588139459109,0.046469092,0.09898268
Clic4,-4.533769,-1.5567837,5.794029378140027e-06,2.751114497095291e-05,0.08878366380585972,0.13204626914304335,0.04878456,0.13722083
Gabrd,-4.5383377,-0.9800923,5.669941068161884e-06,2.6950524765878264e-05,0.10091743119266056,0.14430596285434996,0.043892704,0.0848103
Ano2,-4.5433965,-1.0630047,5.53550095623911e-06,2.6330131119515822e-05,0.10328499556081681,0.14658683610296513,0.048517626,0.098818794
Ikzf2,-4.5699544,-0.5195018,4.878308317531929e-06,2.332386912670515e-05,0.32198875406925126,0.34750733137829914,0.21328977,0.29326308
