"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.84988619368781e-50,1.06048381743238,0.886,0.775,7.65764420243915e-46,"Mir99ahg","Up"
3.63792560468135e-45,-0.59365569849396,1,1,9.77510609977878e-41,"Malat1","Down"
5.76944134352376e-45,-1.07681659650872,0.787,0.949,1.55024888900483e-40,"Plp1","Down"
2.32960800116563e-41,-0.970498099644977,0.537,0.862,6.25965669913204e-37,"Hsp90aa1","Down"
1.04944677707487e-34,0.617817593522412,0.939,0.911,2.81986349000017e-30,"Dpp10","Up"
2.29655125723455e-34,0.80132009286558,0.855,0.748,6.17083322818924e-30,"Ralyl","Up"
7.69658994665784e-34,0.416869597188752,0.995,0.995,2.06807371866696e-29,"Cadm2","Up"
1.64089552181356e-33,0.553612950922121,0.967,0.949,4.40908626711304e-29,"Naaladl2","Up"
1.80186473607067e-32,6.17177741457658,0.17,0.008,4.84161054582188e-28,"Gm29260","Up"
2.92561630369911e-32,0.646383705685239,0.77,0.531,7.86113100803951e-28,"Brinp3","Up"
3.64449451871169e-29,0.441477827673395,0.986,0.983,9.79275677177832e-25,"Il1rapl1","Up"
1.48127779141431e-28,-0.887819843491099,0.423,0.687,3.98019342553024e-24,"Aspa","Down"
5.7116507140076e-28,0.445210324993888,0.967,0.965,1.53472054685384e-23,"Tenm2","Up"
2.12598181184409e-26,-1.11998582993824,0.17,0.426,5.71251312842507e-22,"Kcna1","Down"
3.68072034309489e-26,-0.916608171100304,0.341,0.62,9.89009556189597e-22,"Car2","Down"
3.37247403008549e-25,0.489732372149565,0.983,0.986,9.0618377188397e-21,"Nlgn1","Up"
6.25654445184209e-25,-1.03116375288768,0.257,0.538,1.68113349420997e-20,"Ptgds","Down"
2.63331118762838e-24,0.719396414073771,0.866,0.794,7.07570716115747e-20,"Adgrl3","Up"
2.80448503032005e-24,-0.913220662969003,0.294,0.581,7.53565127646998e-20,"Tmsb4x","Down"
2.52803300594381e-23,1.48159854576236,0.472,0.296,6.79282468697101e-19,"Meis2","Up"
8.92827706254608e-23,-0.848054144862343,0.389,0.66,2.39902804670613e-18,"Calm1","Down"
1.85618883303592e-22,-0.565984678362093,0.721,0.899,4.98757939436752e-18,"Atp8a1","Down"
2.48289951343726e-22,-0.995666252216295,0.222,0.482,6.67155099260591e-18,"Nrgn","Down"
2.5490313410699e-22,-0.736392821657011,0.523,0.76,6.84924721345483e-18,"Scd2","Down"
5.91130886436473e-22,-0.596622482906156,0.734,0.877,1.5883686918548e-17,"St6galnac3","Down"
2.22027657258514e-21,-0.761893334836209,0.611,0.789,5.96588315053627e-17,"Ctnna3","Down"
2.74218724984766e-21,0.420691483906433,0.974,0.974,7.36825714034067e-17,"Grik2","Up"
2.94887464306429e-21,-1.46350763253,0.086,0.271,7.92362616591374e-17,"Aldoa","Down"
5.3895372567813e-21,-1.42040854798053,0.094,0.286,1.44816866089714e-16,"Actg1","Down"
4.203279017973e-20,-1.49201419510311,0.072,0.242,1.12942107212935e-15,"Rasgrp3","Down"
5.59662297233472e-20,-1.18971466943139,0.089,0.271,1.50381259266634e-15,"Cplx2","Down"
7.29036359188423e-20,-1.58933099525391,0.064,0.228,1.95892069713929e-15,"Ndufa4","Down"
8.50050768936714e-20,-0.766692478541015,0.393,0.662,2.28408641613295e-15,"Atp1b1","Down"
1.43552202412537e-19,-0.890310935717888,0.198,0.423,3.85724767882488e-15,"Kcnk13","Down"
1.53595189220328e-19,0.344073747342697,0.968,0.983,4.12710273435021e-15,"Celf2","Up"
2.39855223572618e-19,-0.661627824743365,0.569,0.747,6.44490985739625e-15,"Grm3","Down"
7.08950937451401e-19,-0.742303543928409,0.266,0.518,1.90495116893191e-14,"Fth1","Down"
8.35233272563952e-19,-0.668282597022436,0.295,0.562,2.24427180337934e-14,"Itm2b","Down"
1.58066058174567e-18,-1.26298648508399,0.102,0.28,4.24723498315062e-14,"Cox7c","Down"
1.64004905175988e-18,0.62119291946733,0.783,0.669,4.4068118020788e-14,"Pcdh7","Up"
2.10845663712679e-18,-0.846848119005105,0.226,0.461,5.66542298395969e-14,"Olfm1","Down"
2.11280232903498e-18,-0.572094214415802,0.667,0.834,5.67709985811699e-14,"Erbin","Down"
2.69831383177564e-18,0.347604233492789,0.974,0.974,7.25036926598114e-14,"Nrg3","Up"
3.87688423738135e-18,-0.561208817971958,0.608,0.818,1.04171879458437e-13,"Elmo1","Down"
4.07775228819803e-18,-0.912131041003969,0.204,0.415,1.09569203983881e-13,"Trim59","Down"
4.19362616310892e-18,-0.761632249617022,0.317,0.57,1.12682735002737e-13,"Hspa8","Down"
4.66307385403118e-18,0.413683810045569,0.929,0.932,1.25296794457818e-13,"Adgrb3","Up"
5.32406577701585e-18,0.907845049863367,0.601,0.477,1.43057647428416e-13,"C130071C03Rik","Up"
5.38950752993302e-18,2.74800778756309,0.166,0.041,1.448160673293e-13,"Gm28175","Up"
5.53559179778351e-18,-0.760590560848049,0.244,0.479,1.48741351606443e-13,"Cipc","Down"
5.77232197051691e-18,-0.945944453352204,0.145,0.342,1.55102291347789e-13,"Olfml1","Down"
5.94315923339055e-18,-0.902113780031594,0.156,0.361,1.59692688601204e-13,"Cox4i1","Down"
7.54427483153645e-18,-0.865875440257885,0.226,0.455,2.02714664723384e-13,"Rplp1","Down"
1.01571032338287e-17,-1.07358470353095,0.134,0.325,2.72921363892978e-13,"Ubb","Down"
1.07551441553316e-17,0.564612772816812,0.995,0.995,2.88990723453761e-13,"Lsamp","Up"
1.11922259567573e-17,-0.648380001365551,0.525,0.771,3.00735111458069e-13,"Hsp90ab1","Down"
2.88482139070738e-17,-0.979957333769759,0.124,0.306,7.75151507683074e-13,"A330015K06Rik","Down"
4.01757640501097e-17,-0.476461185503437,0.784,0.889,1.07952278002645e-12,"Slc24a2","Down"
4.22192492533236e-17,0.549185064899592,0.87,0.884,1.1344312274368e-12,"Lingo2","Up"
5.31466440745536e-17,-0.414613243196671,0.84,0.94,1.42805032628325e-12,"Gphn","Down"
5.53445323752696e-17,-0.419407803020601,0.897,0.961,1.4871075849235e-12,"Edil3","Down"
5.92036440356015e-17,-1.05680575231121,0.105,0.28,1.59080191523661e-12,"Efnb3","Down"
6.44571963563278e-17,-1.02580886785737,0.099,0.271,1.73196486609453e-12,"Rpl17","Down"
1.03533814497521e-16,0.718290444052538,0.824,0.767,2.7819535955484e-12,"Pcdh15","Up"
1.68194614445536e-16,1.34522200117906,0.388,0.248,4.51938929015155e-12,"Gm28307","Up"
2.87447302553891e-16,0.435166414792052,0.969,0.954,7.72370901962305e-12,"Anks1b","Up"
4.92029053884603e-16,-0.595562410047743,0.463,0.695,1.32208206778793e-11,"Gatm","Down"
4.95306129534594e-16,-0.894117886300612,0.126,0.305,1.33088757005945e-11,"Rpl38","Down"
5.0609740762318e-16,0.654994814612467,0.713,0.577,1.35988373428349e-11,"Pcdh11x","Up"
5.42839652583508e-16,0.836961497884836,0.748,0.687,1.45861014649188e-11,"Sgcz","Up"
5.96406351313526e-16,-0.839333574907528,0.206,0.41,1.60254386597944e-11,"Ptma","Down"
6.04469349501863e-16,0.290819978610048,0.998,0.99,1.62420914211151e-11,"Erbb4","Up"
6.20186941717214e-16,-0.524824388962688,0.592,0.783,1.66644231239416e-11,"Pak1","Down"
6.79317035896973e-16,0.382276315410219,0.97,0.954,1.82532487545517e-11,"Csmd1","Up"
9.61357024189296e-16,-0.614408641661236,0.372,0.629,2.58316632399664e-11,"Calm2","Down"
9.82847423427218e-16,-0.79461547855091,0.243,0.467,2.64091102674893e-11,"Sparcl1","Down"
1.09005795926566e-15,0.544915380706035,0.82,0.778,2.92898573654682e-11,"Dmd","Up"
1.15142818762248e-15,-0.958779728167597,0.181,0.382,3.09388754014161e-11,"Chgb","Down"
1.16615319582767e-15,-0.934642809954654,0.119,0.291,3.13345363718895e-11,"Rps21","Down"
1.2513050257261e-15,-0.941401012671945,0.123,0.295,3.36225660412603e-11,"Jph4","Down"
2.45876696029429e-15,-0.79037875817918,0.159,0.347,6.60670682231077e-11,"Rps29","Down"
2.51692499850116e-15,0.523391763855143,0.917,0.917,6.76297747097261e-11,"Fgf14","Up"
2.58791275670679e-15,-0.501143149211118,0.493,0.715,6.95372157727116e-11,"D7Ertd443e","Down"
3.53447258758525e-15,-0.787979391575502,0.187,0.386,9.49712784284155e-11,"Eef1a1","Down"
4.09553517985339e-15,-0.919808485402075,0.116,0.282,1.10047030282661e-10,"Gm56971","Down"
7.3405928134248e-15,-1.27160588306606,0.083,0.226,1.97241728896724e-10,"Eif1","Down"
9.414587578381e-15,0.400751539511224,0.937,0.914,2.52969968231098e-10,"Grid2","Up"
1.30147068403994e-14,-0.714479895875431,0.172,0.362,3.49705172801532e-10,"Stmn1","Down"
1.39220827134537e-14,-1.08941152606528,0.115,0.274,3.740863625105e-10,"Syp","Down"
1.59415726036411e-14,-0.962133071240862,0.14,0.311,4.28350055859836e-10,"Ppia","Down"
1.65347975753828e-14,-0.986845193369934,0.103,0.258,4.44290010850537e-10,"Mt3","Down"
1.88684840543997e-14,-0.479606578739837,0.559,0.775,5.0699616654172e-10,"Cdc37l1","Down"
1.91685076931208e-14,0.453255417502437,0.975,0.969,5.15057801714155e-10,"Nrxn1","Up"
2.17864663505214e-14,1.07663060471908,0.558,0.429,5.85402350838511e-10,"Nxph1","Up"
2.53958018365139e-14,-0.44819107422137,0.451,0.7,6.82385195347127e-10,"Map1b","Down"
3.10640660489697e-14,-1.10077535359799,0.077,0.217,8.34691454735817e-10,"Rps23","Down"
4.19496742063698e-14,-0.730743814829647,0.14,0.313,1.12718774592516e-09,"Ncl","Down"
5.51095943031384e-14,-0.643442569246423,0.23,0.439,1.48079479892533e-09,"Prnp","Down"
5.6488389645803e-14,-0.874872021892916,0.125,0.29,1.51784302978273e-09,"Itm2c","Down"
6.80803854245989e-14,-0.85071438155378,0.133,0.297,1.82931995635897e-09,"Camk2n1","Down"
7.06204921598754e-14,-0.296873027257329,0.962,0.988,1.89757262433585e-09,"Ank2","Down"
8.84203605671178e-14,0.315698763374661,0.902,0.908,2.37585508843845e-09,"Cntnap2","Up"
1.0457937445934e-13,-1.73945395306844,0.05,0.164,2.81004779172246e-09,"Chst1","Down"
1.07141718992639e-13,-0.703670872890768,0.332,0.518,2.87889798933221e-09,"Spock3","Down"
1.13942151303011e-13,-0.860536142910543,0.124,0.283,3.0616256055119e-09,"Chchd2","Down"
1.36548624712038e-13,-0.757928932356571,0.093,0.241,3.66906154601247e-09,"Erbb3","Down"
1.38080231777498e-13,-1.08731551377323,0.072,0.205,3.71021582786136e-09,"Rps15a","Down"
1.38702256519904e-13,0.834101225463627,0.621,0.556,3.72692963268983e-09,"Asic2","Up"
1.62458747486744e-13,-0.434936714664514,0.586,0.77,4.36526654496882e-09,"Fgfr2","Down"
2.10269015612007e-13,-0.990440754493862,0.107,0.255,5.64992844949463e-09,"Grin1","Down"
2.17794717097107e-13,-0.968130381482638,0.093,0.234,5.85214404839926e-09,"Enc1","Down"
2.24739755766304e-13,-0.444465544165811,0.613,0.819,6.03875723744059e-09,"Cmss1","Down"
2.64687128481181e-13,-1.12191514978826,0.055,0.174,7.11214314228934e-09,"Rpl9","Down"
2.96529224667265e-13,0.549037533038375,0.771,0.727,7.96774026680941e-09,"Fgf12","Up"
3.25124996997565e-13,-0.460811248217821,0.323,0.543,8.73610866932458e-09,"Krit1","Down"
3.89235752792167e-13,0.529664404715257,0.89,0.873,1.04587646775255e-08,"Kcnd2","Up"
3.95151335043548e-13,-1.11754559669147,0.084,0.218,1.06177163726201e-08,"Cox6c","Down"
4.22879278702893e-13,-0.975939433826329,0.078,0.212,1.13627662187467e-08,"Pgrmc1","Down"
4.59061127639052e-13,0.848982550204844,0.636,0.533,1.23349724996613e-08,"Dscam","Up"
4.70022490255411e-13,-0.811092677905466,0.114,0.264,1.26295043131629e-08,"Rhou","Down"
5.33526126969044e-13,-0.625099089456357,0.265,0.47,1.43358470316582e-08,"Ywhaz","Down"
6.32631058993179e-13,-1.70228305346458,0.04,0.144,1.69987965551467e-08,"Atp5g3","Down"
6.35422679337125e-13,-0.939280440798375,0.144,0.304,1.70738073937885e-08,"C1ql3","Down"
7.60704100641024e-13,-0.902839241140851,0.151,0.308,2.04401191842243e-08,"Tmem117","Down"
8.15412598062519e-13,-0.504481289075242,0.29,0.509,2.19101365099399e-08,"Rsrp1","Down"
8.29389413197175e-13,-1.319749670566,0.053,0.167,2.22856935326081e-08,"Rnasek","Down"
1.01238038718108e-12,-1.10763082026287,0.053,0.167,2.72026610035555e-08,"Rps27","Down"
1.02783004818126e-12,-0.765996738044486,0.133,0.291,2.76177933946304e-08,"Rnf141","Down"
1.16144866796619e-12,0.796450619674123,0.565,0.488,3.12081257082516e-08,"Pcdh17","Up"
1.16333904979634e-12,-0.929449679199051,0.1,0.242,3.12589202680275e-08,"Ncdn","Down"
1.1670712444037e-12,0.546986643360166,0.732,0.652,3.13592043371274e-08,"Pde4d","Up"
1.29249259224314e-12,-0.634204834308056,0.219,0.411,3.47292759535732e-08,"Fbxo7","Down"
1.46994401607724e-12,-1.27930771073029,0.058,0.174,3.94973957119954e-08,"Pebp1","Down"
1.50322914408763e-12,0.282401473789619,0.965,0.961,4.03917671016347e-08,"Rbfox1","Up"
1.56448590844975e-12,-0.61572597418492,0.243,0.433,4.20377363600448e-08,"Dixdc1","Down"
1.6054144264607e-12,-0.86132227354814,0.152,0.312,4.31374856389989e-08,"Ywhah","Down"
1.65146671564069e-12,-0.361595425343218,0.742,0.877,4.43749106492654e-08,"Luc7l2","Down"
1.73028817184027e-12,-1.31334386852014,0.05,0.16,4.6492843177348e-08,"Rps20","Down"
1.77444592526146e-12,-0.917719287910004,0.108,0.252,4.76793620117755e-08,"Uchl1","Down"
2.06129649898836e-12,-0.550755796022215,0.134,0.296,5.53870369278172e-08,"Tmem151a","Down"
2.35302944781005e-12,-0.866406062313823,0.105,0.245,6.32259012626562e-08,"Rhob","Down"
2.49057821998136e-12,-0.806480676560766,0.17,0.334,6.69218367708992e-08,"Atp1a1","Down"
2.85866494920812e-12,-0.349084867627473,0.796,0.916,7.68123271852222e-08,"App","Down"
3.33154196159796e-12,-1.16872117157453,0.053,0.164,8.95185325081373e-08,"Tubb2a","Down"
3.35817166834085e-12,-2.10562545132958,0.031,0.123,9.02340727283186e-08,"9330111N05Rik","Down"
4.07514467037429e-12,-1.1418323651754,0.084,0.211,1.09499137292957e-07,"Fau","Down"
4.34329141141097e-12,-0.470931961885524,0.548,0.724,1.16704240224613e-07,"Nbas","Down"
4.86852389657086e-12,-0.688490269291834,0.146,0.305,1.30817237100859e-07,"Slc25a3","Down"
5.64568416260684e-12,-0.471419887475528,0.41,0.618,1.51699533449246e-07,"Pip4k2a","Down"
6.0189209294867e-12,-0.505690034048837,0.27,0.469,1.61728405375308e-07,"Daam2","Down"
6.17121977163506e-12,-0.339461643662781,0.803,0.893,1.65820675263834e-07,"Clasp2","Down"
6.34166425389947e-12,-0.569107277270725,0.361,0.551,1.70400518502279e-07,"Pakap","Down"
7.06659948265981e-12,-1.31509864839004,0.037,0.135,1.89879528099069e-07,"Gm12324","Down"
7.50073710047502e-12,-0.384379490886581,0.753,0.881,2.01544805889764e-07,"Mast4","Down"
7.6864851025569e-12,-0.43256901657556,0.382,0.585,2.06535854705704e-07,"Ccp110","Down"
7.70376230208694e-12,-0.557043025378113,0.364,0.548,2.07000093057076e-07,"Ninj2","Down"
8.5699350569463e-12,-0.427382534335897,0.493,0.689,2.30274154980147e-07,"Shtn1","Down"
9.0639314127057e-12,-1.33796497916292,0.043,0.144,2.43547837059402e-07,"Tubb5","Down"
9.81545243283062e-12,-0.619419443420424,0.214,0.388,2.63741206870159e-07,"Neat1","Down"
9.96687815100643e-12,-0.453616915018505,0.291,0.501,2.67810015917543e-07,"Megf10","Down"
1.00432429251041e-11,-0.521720263839104,0.232,0.416,2.69861937397547e-07,"Pls1","Down"
1.01479427295943e-11,-0.621738557461406,0.172,0.335,2.72675221144198e-07,"Glul","Down"
1.03200450079273e-11,-0.54112241573609,0.34,0.551,2.77299609363005e-07,"Pja2","Down"
1.05057755713403e-11,0.337871071204855,0.927,0.9,2.82290189601913e-07,"Dcc","Up"
1.0671402461097e-11,-0.662372529268309,0.181,0.347,2.86740584129675e-07,"Gm19500","Down"
1.09244231718429e-11,-0.625677309601002,0.123,0.271,2.93539250627418e-07,"Atxn7l3b","Down"
1.10235219886727e-11,-1.86016993265217,0.024,0.107,2.96202035835634e-07,"Gm9895","Down"
1.23931913937808e-11,-1.54538329285117,0.036,0.13,3.3300505275089e-07,"Tuba4a","Down"
1.28388434887075e-11,-0.352552761255496,0.732,0.868,3.4497972454157e-07,"Mbnl2","Down"
1.37592537028598e-11,-0.959622983157094,0.112,0.245,3.69711146995844e-07,"Adamts2","Down"
1.41244928246576e-11,-0.938450926726083,0.099,0.23,3.79525122198549e-07,"Tpt1","Down"
1.45393564819271e-11,-0.455403137761662,0.341,0.559,3.90672508669381e-07,"Pabpn1","Down"
1.67665750104992e-11,-0.542883396671643,0.26,0.46,4.50517870532114e-07,"Stmn4","Down"
1.69764903046004e-11,-0.37401161795011,0.67,0.806,4.56158294484613e-07,"Fnbp1","Down"
1.74286325586637e-11,-1.13127817497947,0.057,0.165,4.68307356851295e-07,"Rps28","Down"
1.92745466678502e-11,-1.36334439959171,0.05,0.152,5.17907068965135e-07,"Arf5","Down"
2.17574260265167e-11,-0.737936792558504,0.113,0.25,5.84622037332505e-07,"Rpl35a","Down"
2.26312258355303e-11,-0.731589778513322,0.112,0.251,6.081010382007e-07,"Oip5os1","Down"
2.28418192688256e-11,-1.29803104381056,0.032,0.122,6.13759683753343e-07,"Rpl22l1","Down"
2.31459178448599e-11,-0.408277684295882,0.69,0.847,6.21930812491386e-07,"Plxdc2","Down"
2.41262875221333e-11,-1.14020328298843,0.074,0.191,6.48273345719722e-07,"Atp5h","Down"
2.45496589411062e-11,-0.612209780510125,0.221,0.392,6.59649335747523e-07,"Arrdc3","Down"
2.56056344659915e-11,-0.740050386172981,0.128,0.27,6.88023398101192e-07,"Zfhx4","Down"
