"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.98832621575122e-133,0.787379972888169,0.987,0.985,8.02963254172353e-129,"Naaladl2","Up"
2.31375656343083e-80,-0.456320113311722,1,1,6.21706388593864e-76,"Malat1","Down"
2.47029312616384e-79,-1.32618804747065,0.403,0.731,6.63767763000223e-75,"mt-Co3","Down"
1.50195867836733e-78,-1.39787913772274,0.515,0.795,4.035762968773e-74,"Cplx2","Down"
6.62059475731799e-78,-1.42095342465733,0.43,0.743,1.77895381129134e-73,"Tmsb4x","Down"
1.20995064809318e-72,-0.945164129182394,0.692,0.916,3.25113739142637e-68,"Hsp90aa1","Down"
3.7138552895584e-68,0.610748116369639,0.999,0.999,9.97912916304343e-64,"Tenm2","Up"
1.92194463135006e-67,0.680753398463466,0.966,0.879,5.16426522443762e-63,"Tenm4","Up"
1.5491313258362e-66,-1.07744923273174,0.641,0.886,4.16251587252186e-62,"Plp1","Down"
5.95740131498409e-65,-1.45026205297217,0.239,0.539,1.60075373333623e-60,"mt-Nd4","Down"
2.68373473828811e-64,-1.23131864148283,0.31,0.614,7.21119524178015e-60,"mt-Co1","Down"
2.8269279022632e-62,-1.40768436777628,0.267,0.563,7.59595527338122e-58,"mt-Nd2","Down"
3.56334456751483e-61,-1.42823378183994,0.329,0.622,9.57470685291235e-57,"Ncdn","Down"
3.42986651657911e-60,-1.30718029197807,0.268,0.565,9.21605133004808e-56,"Prox1","Down"
6.45704544096638e-60,-1.03559429998563,0.474,0.77,1.73500810998767e-55,"Sparcl1","Down"
4.82067973331456e-59,-2.03488337238092,0.103,0.355,1.29531664434162e-54,"Ptgds","Down"
1.5884217330967e-57,-0.415293329282222,0.984,0.994,4.26808919683083e-53,"Mycbp2","Down"
1.63009407664757e-56,0.468319950952151,0.999,1,4.38006278395201e-52,"Meg3","Up"
5.28649920019334e-56,-0.838522133333094,0.778,0.917,1.42048233509195e-51,"Calm1","Down"
1.50347254088066e-54,0.635620834160477,0.956,0.916,4.03983071734633e-50,"Ext1","Up"
2.13076486208072e-54,-0.774299052369763,0.726,0.918,5.72536518441088e-50,"Hsp90ab1","Down"
2.52713747976254e-54,0.42574490338333,0.988,0.989,6.79041840812195e-50,"Hivep2","Up"
8.80886433685403e-54,-0.863197801376838,0.729,0.891,2.36694184731268e-49,"Plcl1","Down"
