"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.97477176283432e-22,4.08055966437499,0.329,0.024,7.99321172673583e-18,"A330076H08Rik","Up"
4.52265307432607e-20,1.71211718949692,1,0.948,1.21523688107141e-15,"Malat1","Up"
5.89612563898148e-16,2.6643860269273,0.486,0.118,1.58428895919432e-11,"Mir99ahg","Up"
6.38212691419981e-16,3.26771798526601,0.271,0.026,1.71487750184549e-11,"Hdac8","Up"
2.18025186243962e-15,2.73154600483361,0.386,0.07,5.85833675437525e-11,"Rora","Up"
2.22743617390283e-15,3.37972026855679,0.257,0.024,5.98512099927691e-11,"Cdh20","Up"
2.73906106415828e-15,2.06290169491026,0.8,0.414,7.3598570793933e-11,"Meg3","Up"
4.1976783010615e-15,3.23773385246572,0.229,0.017,1.12791615949523e-10,"Csgalnact1","Up"
4.56212978833289e-15,-1.4097030800003,0.686,0.913,1.22584427412505e-10,"Calm1","Down"
5.65305262730517e-15,4.41366549112882,0.186,0.009,1.5189752409569e-10,"Dock1","Up"
9.86469211092048e-15,4.85593509386843,0.171,0.007,2.65064277020433e-10,"Lama2","Up"
1.85608089793911e-14,4.89565976511328,0.143,0.002,4.98728937276239e-10,"Ghr","Up"
1.36779467406902e-13,-1.50135576558091,0.571,0.839,3.67526428922346e-09,"Fth1","Down"
1.81251169433528e-13,1.93584768263975,0.457,0.111,4.87021892267889e-09,"Fut9","Up"
3.12356140877387e-13,7.91055306725465,0.114,0,8.39300950537538e-09,"Gm16168","Up"
4.26729542715603e-13,4.09485954333851,0.186,0.013,1.14662228127682e-08,"Lrch1","Up"
4.71464140876976e-13,2.53830176445362,0.3,0.046,1.26682414653644e-08,"Tmem135","Up"
9.30321529386556e-13,2.64539402501158,0.243,0.028,2.49977394946167e-08,"Tet2","Up"
1.53853115972757e-12,-1.35994933192434,0.671,0.869,4.13403322618799e-08,"Hsp90ab1","Down"
