"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
1.0916740086955e-19,1.00478934358003,0.959,0.922,2.93332806136481e-15,"Naaladl2","Up"
8.9627361059857e-18,-0.568290305375764,1,1,2.40828719167836e-13,"Malat1","Down"
1.00114063116639e-12,0.577814488045039,0.992,0.988,2.69006487594408e-08,"Mir99ahg","Up"
1.0939321604079e-11,3.14124089545649,0.279,0.058,2.93939571501603e-07,"Gm29260","Up"
1.09847562252962e-11,-0.733504215634178,0.861,0.948,2.95160399773708e-07,"Prex2","Down"
1.41660483979425e-10,2.56546722426495,0.385,0.145,3.80641720452715e-06,"Gm28175","Up"
4.1936240770845e-10,-1.37101422282035,0.336,0.718,1.1268267895126e-05,"Plp1","Down"
7.25152015048688e-10,-0.630603242729454,0.844,0.968,1.94848346443582e-05,"Tspan7","Down"
3.29988763011116e-09,0.438180932583797,0.992,1,8.86679806210869e-05,"Celf2","Up"
3.90737700353706e-09,0.751734660624751,0.902,0.927,0.000104991220085041,"Tenm2","Up"
1.21503095587337e-08,0.605659323398515,0.934,0.936,0.000326478817843174,"Cntnap2","Up"
2.03280110336276e-08,-0.943947534487617,0.311,0.701,0.000546213656473573,"Calm2","Down"
2.31924386518183e-08,-0.969007031817633,0.189,0.561,0.000623180826574358,"Ywhaz","Down"
4.69495876632928e-08,0.429823524357792,0.992,0.991,0.00126153542051268,"Zbtb20","Up"
5.31067204404437e-08,0.509083551577395,0.992,0.994,0.00142697757823472,"Ptprd","Up"
6.53550950255519e-08,-0.77994734087462,0.541,0.837,0.00175609140333658,"Alcam","Down"
7.0304984153058e-08,-2.60099181364996,0.041,0.285,0.00188909492419267,"Tpt1","Down"
1.33148255605606e-07,0.649776793368734,0.91,0.936,0.00357769362812263,"Grik2","Up"
1.42923489559329e-07,-0.428507242478495,0.926,0.988,0.00384035416445916,"B3galt1","Down"
1.58501531504049e-07,-0.711234336160921,0.533,0.881,0.00425893615151379,"Lars2","Down"
2.30706421933142e-07,-0.611189961397907,0.811,0.933,0.00619908155734352,"Lama2","Down"
2.80121690702056e-07,0.700144661241823,0.762,0.718,0.00752686982916426,"Galntl6","Up"
3.89711922599069e-07,-1.92511257383163,0.066,0.305,0.010471559360237,"Dock10","Down"
4.19435224221184e-07,-0.983140514478698,0.098,0.375,0.0112702244748232,"Zranb2","Down"
4.57342109591085e-07,0.588083509407141,0.877,0.913,0.0122887824847125,"Dpp10","Up"
5.71144362577599e-07,-1.2119017969992,0.09,0.349,0.0153466490224601,"C1ql3","Down"
6.49486630293015e-07,-1.47296809480959,0.107,0.366,0.0174517057559733,"Chgb","Down"
7.21091333598846e-07,-1.83701022520122,0.066,0.297,0.019375724133801,"Zfhx4","Down"
7.57627728265737e-07,-0.706019121136882,0.246,0.578,0.0203574570585004,"Rab2a","Down"
