"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
4.12006477673265e-06,-1.32741068214022,0.308,0.705,0.110706140550806,"Tmsb4x","Down"
1.02616208417363e-05,-1.20409250964796,0.442,0.768,0.275729752017455,"Map1b","Down"
1.26757491904399e-05,0.920523110703687,0.923,0.884,0.34059738074712,"Naaladl2","Up"
1.3311033081206e-05,-2.46563699107096,0.077,0.411,0.357667458892005,"Ubb","Down"
1.39368978957286e-05,-3.06619349306194,0.077,0.395,0.374484446458227,"Prnp","Down"
1.60013939788192e-05,2.53233628128492,0.288,0.074,0.429957456210873,"Cspg4","Up"
5.81365834360783e-05,-1.5397306614535,0.231,0.547,1,"Ube3a","Down"
6.65150391708265e-05,-1.29214532360136,0.365,0.721,1,"Calm2","Down"
7.1896520005456e-05,-1.34645380092608,0.346,0.716,1,"Plp1","Down"
0.000111167157476949,0.980837209160296,0.923,0.805,1,"Prkg1","Up"
0.000126185371213426,-0.793466604000667,0.692,0.884,1,"Cmss1","Down"
0.000128173782350676,-0.989157615834523,0.481,0.826,1,"Gria2","Down"
0.000185350094024684,-1.96755629621797,0.038,0.305,1,"Hmgb1","Down"
0.000211192308855316,-0.896838500680887,0.5,0.816,1,"Hsp90aa1","Down"
0.000215143158817241,-0.94669370925548,0.635,0.816,1,"Atp2b1","Down"
0.000220348168665615,-1.17223207700427,0.327,0.605,1,"Sorbs1","Down"
0.00024362936155321,1.40215795585934,0.538,0.353,1,"Tbl1x","Up"
0.000261409677208473,2.68577265520027,0.25,0.079,1,"Ano1","Up"
0.000274390990034218,-1.2723028731417,0.288,0.595,1,"Hspa8","Down"
0.000360454151955632,-1.24496941137422,0.115,0.4,1,"Rpl38","Down"
0.000373295033107611,-1.27937248401524,0.25,0.542,1,"Ncam1","Down"
0.000447337385833686,-1.90584239321781,0.135,0.395,1,"Aplp1","Down"
0.000498413449732262,0.999451866766532,0.558,0.337,1,"Arhgap6","Up"
0.000504231415841491,-1.65339962682578,0.077,0.326,1,"Zfp652","Down"
0.00054321286038909,-2.08155978144037,0.096,0.347,1,"Pde1c","Down"
0.000565832615292301,-1.58762088457198,0.135,0.405,1,"Slc25a3","Down"
0.00056731802400703,-2.12167563500086,0.058,0.295,1,"Zmiz1","Down"
0.000585169390747905,-1.52653557018225,0.212,0.474,1,"Olfm1","Down"
0.000706749150821817,-1.87958787271955,0.077,0.316,1,"Map2k1","Down"
0.000742506279463853,2.62944614080811,0.192,0.053,1,"Lix1l","Up"
0.00076659159523012,-1.73966171924937,0.115,0.368,1,"Slc25a4","Down"
0.00078443523806938,2.60457505984355,0.173,0.042,1,"Dsel","Up"
0.000795952758594239,-2.78886102927228,0.019,0.226,1,"B2m","Down"
0.000871195513477397,2.2578625646563,0.154,0.032,1,"Cenpp","Up"
0.000959632383903816,-1.47171765954408,0.115,0.368,1,"Dhx15","Down"
0.000978479135437318,-2.69416342867878,0.019,0.221,1,"Dynll2","Down"
0.00102477159689206,-0.926058953278934,0.192,0.479,1,"Fth1","Down"
0.00108036458062806,-1.52716812890579,0.058,0.284,1,"Arf3","Down"
