"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
1.54767809096685e-41,0.846940520517149,0.979,0.895,4.15861103042792e-37,"Tenm2","Up"
1.54592572610082e-37,0.610099873445428,0.992,0.97,4.1539024260329e-33,"Ptprd","Up"
5.87183188028795e-34,0.937450476871645,0.942,0.794,1.57776122623337e-29,"Naaladl2","Up"
9.16258742779989e-26,0.583257025661434,0.984,0.954,2.46198724184983e-21,"Celf2","Up"
1.29723057855908e-22,-0.822316629380094,0.592,0.804,3.48565856458826e-18,"Atp1b1","Down"
3.30892723489416e-22,0.528553708243288,0.979,0.954,8.89108748016062e-18,"Dlg2","Up"
5.97166884840891e-22,0.661250379542269,0.976,0.966,1.60458741956747e-17,"Pcdh9","Up"
3.04618352392302e-21,1.7558644420831,0.105,0.009,8.18509512878114e-17,"Ttr","Up"
8.40184161462568e-20,-0.702608961667274,0.608,0.839,2.25757484184992e-15,"Calm1","Down"
9.48442310432476e-20,-0.98344870582978,0.434,0.676,2.54846448813206e-15,"Tmsb4x","Down"
2.34013657647448e-19,0.64709204503651,0.934,0.854,6.28794698098694e-15,"Dpp10","Up"
1.04922530629542e-18,0.898289133761568,0.597,0.377,2.8192683980158e-14,"Mir99ahg","Up"
1.31468071583848e-18,-0.855630982558475,0.516,0.743,3.53254708345799e-14,"Calm2","Down"
2.25841073042403e-18,-0.641642807455529,0.674,0.872,6.06834963264937e-14,"Hsp90aa1","Down"
2.1456369232676e-17,0.856678544695146,0.739,0.567,5.76532641282005e-13,"Erbb4","Up"
5.79654873212947e-17,-1.07298050038908,0.332,0.571,1.55753264432319e-12,"Chgb","Down"
3.25925182023646e-16,0.567858504179057,0.918,0.825,8.75760964097536e-12,"Opcml","Up"
6.82140707556723e-15,0.396287292350268,0.966,0.917,1.83291208120491e-10,"Nlgn1","Up"
6.92930215131542e-15,0.79011252595612,0.692,0.506,1.86190348805845e-10,"Kcnq5","Up"
9.15308208297636e-15,0.472384217665248,0.979,0.956,2.45943315569575e-10,"Nrg3","Up"
1.4875435721767e-14,-0.605375209416317,0.597,0.782,3.9970295784388e-10,"Map1b","Down"
2.98876996426597e-14,0.475076660964279,0.934,0.861,8.03082489398265e-10,"Adgrb3","Up"
3.92575094016792e-14,-0.974427711449106,0.284,0.507,1.05484927762312e-09,"Cck","Down"
1.14307203831348e-13,0.422671044367077,0.997,0.981,3.07143456694831e-09,"Kcnip4","Up"
1.69283943146704e-13,-1.25649433113204,0.213,0.415,4.54865955235195e-09,"Sec62","Down"
3.01273055201777e-13,-0.557554436241233,0.747,0.849,8.09520699327176e-09,"Rtn1","Down"
3.066501788854e-13,-1.20763072835692,0.182,0.384,8.2396903066507e-09,"C1ql3","Down"
4.1777793956124e-13,0.503093310051304,0.924,0.846,1.12256932360105e-08,"Fgf14","Up"
5.28342520035244e-13,0.351650435610679,0.992,0.981,1.4196563513347e-08,"Lsamp","Up"
6.30418696193555e-13,-1.05930779089996,0.137,0.333,1.69393503667208e-08,"Ptgds","Down"
1.3519608968331e-12,0.45083325220749,0.958,0.918,3.63271892979053e-08,"Rbfox1","Up"
1.50843600777919e-12,-0.786079628443885,0.424,0.623,4.05316755290268e-08,"Nrgn","Down"
1.56810007281312e-12,0.604221952592317,0.745,0.611,4.21348489564886e-08,"Dcc","Up"
2.18034444418948e-12,1.13087175547344,0.376,0.212,5.85858552153714e-08,"Gm28307","Up"
2.39989208851288e-12,-1.04736357109994,0.213,0.414,6.4485100418341e-08,"Prnp","Down"
5.14220240439633e-12,-0.701028776995139,0.345,0.561,1.38170978606129e-07,"Sparcl1","Down"
7.10308508438091e-12,-0.895541543580229,0.305,0.52,1.90859896217315e-07,"Ubb","Down"
8.16238721712651e-12,-0.588486508529521,0.671,0.805,2.19323344524189e-07,"Atp2b1","Down"
