"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
1.16992686569346e-12,0.545158911627375,1,1,3.14359348811833e-08,"Meg3","Up"
2.95205086243322e-09,0.832574473722206,0.988,0.896,7.93216066735807e-05,"A330076H08Rik","Up"
3.21494254178692e-09,-1.86668817278378,0.19,0.542,8.63855060978144e-05,"Gm20642","Down"
9.00250569612342e-09,-4.06510772918411,0.012,0.146,0.000241897328054836,"4933400F21Rik","Down"
9.60609835601516e-09,-3.45315955802582,0.012,0.146,0.000258115862826127,"8030451O07Rik","Down"
1.27977540377853e-08,-3.34655940049839,0.008,0.125,0.00034387565099529,"Gm5493","Down"
1.59030200517392e-08,0.732987662976788,0.99,0.958,0.000427314148790231,"Kcnq1ot1","Up"
2.94010893305046e-08,-2.30365947953003,0.037,0.229,0.00079000727031066,"Sephs2","Down"
3.87352668105825e-08,0.427549483649253,1,1,0.00104081661920035,"Snhg14","Up"
8.42677375289239e-08,-1.94131708471029,0.039,0.229,0.00226427410740218,"Gm16189","Down"
5.97608470797003e-07,-1.90533722351126,0.143,0.417,0.0160577396103155,"Gm35188","Down"
6.01125587601184e-07,0.800943372842569,0.953,0.729,0.0161522445388438,"Zfp638","Up"
8.73942740738818e-07,0.817514618288834,0.935,0.812,0.023482841443652,"Elavl3","Up"
9.16768429730279e-07,-1.41284378606512,0.26,0.583,0.0246335677068526,"Alg2","Down"
9.73560322073523e-07,-1.90690969308379,0.131,0.396,0.0261595658541156,"Psmb6","Down"
9.76058360799705e-07,-0.804188343178383,0.918,0.917,0.0262266881546881,"Calm1","Down"
1.83968427979942e-06,0.335482601145587,1,1,0.0494323165982103,"Snhg11","Up"
2.27340916672381e-06,-0.677707516292949,0.967,0.979,0.0610865043098686,"Atp1b1","Down"
2.77988472199186e-06,-0.527227292980188,1,1,0.0746955024799213,"Malat1","Down"
2.81954723994982e-06,-2.20497064457471,0.07,0.271,0.0757612343374516,"Smim30","Down"
3.78073871135711e-06,0.645265475127586,0.945,0.896,0.101588449174166,"B830012L14Rik","Up"
4.36438950494613e-06,-1.33841147246752,0.311,0.604,0.117271145997902,"5330438D12Rik","Down"
4.39831228768197e-06,-1.63227173032795,0.192,0.458,0.118182651170014,"Snhg8","Down"
5.06538337261243e-06,-1.26311623784189,0.374,0.646,0.136106851222096,"Ptma","Down"
6.58773053538672e-06,-2.75668023619175,0.022,0.146,0.177012319485841,"Gm16337","Down"
7.99522005839829e-06,-0.972085614765107,0.44,0.75,0.214831562969162,"Rps25","Down"
1.11840209899137e-05,-2.43098525506926,0.067,0.25,0.300514643998981,"Gm2516","Down"
1.23485071074524e-05,-0.88016388715058,0.751,0.896,0.331804385977245,"ENSMUSG00000095041","Down"
1.4160262162584e-05,0.421374112997567,0.994,1,0.380486244308633,"Rian","Up"
1.54451607886455e-05,-1.84187690446045,0.088,0.292,0.415011470390904,"Ppdpf","Down"
1.78007924910981e-05,-3.59470959231683,0.012,0.104,0.478307294235805,"E330020D12Rik","Down"
2.3193087669272e-05,-0.428074970681681,0.986,0.979,0.623198265673339,"Gpm6a","Down"
2.58627508907097e-05,-2.7595501727359,0.035,0.167,0.69493211643337,"Gm26911","Down"
2.70097558390335e-05,-0.810424697383079,0.583,0.875,0.725752139394831,"Ndufa4","Down"
3.01035483371745e-05,0.889160863977535,0.818,0.625,0.808882343819878,"Ksr2","Up"
3.05970343371179e-05,-1.42570785576599,0.209,0.479,0.822142312638357,"Gatad1","Down"
3.16080598036848e-05,-2.53988925642305,0.027,0.146,0.849308566925012,"Gm40375","Down"
3.95973820073332e-05,0.746895248257895,0.863,0.729,1,"Epb41l1","Up"
4.04904025308466e-05,-0.515271509691913,0.924,1,1,"Calm2","Down"
4.56052319551824e-05,-1.53344246419195,0.094,0.292,1,"Gm47027","Down"
4.59962047931296e-05,-2.47237846100744,0.055,0.208,1,"4933413L06Rik","Down"
4.60895361392305e-05,-1.2521546182616,0.129,0.354,1,"Gm37679","Down"
5.11278688797989e-05,-1.6752249640525,0.133,0.354,1,"Gm28376","Down"
5.64805974065142e-05,0.794180381739269,0.828,0.708,1,"Sptbn4","Up"
5.66511166746085e-05,-3.14648370639094,0.014,0.104,1,"Pltp","Down"
6.87527690959918e-05,1.26799112696377,0.613,0.333,1,"Dzip1","Up"
7.51240432800103e-05,0.600792970308689,0.937,0.854,1,"Trio","Up"
7.95100585876876e-05,-2.09813811136535,0.037,0.167,1,"Gm17036","Down"
7.95303656500758e-05,-1.00469234070296,0.513,0.729,1,"Arl6ip1","Down"
8.41563121731893e-05,-3.5227525312256,0.022,0.125,1,"Gm16267","Down"
8.59317476619117e-05,-1.94647191556683,0.029,0.146,1,"Ficd","Down"
