names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Meg3,7.2252407,0.28442565,5.002148917117489e-13,2.02787117099943e-09,1.0,1.0,4.1828046,4.3772187
Naaladl2,7.120384,0.55535483,1.0762666784896516e-12,2.849487325296388e-09,0.9911764705882353,0.9927536231884058,1.5150145,1.8271381
Tenm2,6.443383,0.48768377,1.1683920944531784e-10,2.3683307754565924e-07,1.0,1.0,3.6914566,4.022316
Hivep2,6.2373238,0.3905976,4.4512081278390215e-10,7.733656178682598e-07,1.0,0.9927536231884058,1.9628546,2.1997147
Gm11867,6.02688,1.135035,1.6715541034403982e-09,2.258826778449125e-06,0.6941176470588235,0.4057971014492754,0.16266122,0.32782003
Rasgef1b,5.6534877,0.78880984,1.5722425075164208e-08,1.365829526886765e-05,0.9088235294117647,0.7971014492753623,0.8593674,1.2097006
Tenm4,5.6271825,0.44503573,1.8317706877965434e-08,1.4433770056997577e-05,0.9882352941176471,1.0,1.9853125,2.256654
Adcy8,5.5365744,0.65942675,3.084445882471788e-08,2.2066488719189343e-05,0.95,0.8623188405797102,0.8493456,1.1357454
Gm40841,5.374357,0.6583109,7.685629191120353e-08,4.673631111120287e-05,0.9117647058823529,0.782608695652174,0.5389023,0.75473815
Shank1,5.3509746,0.52376705,8.748174639685171e-08,5.066442855611955e-05,0.9470588235294117,0.8840579710144928,0.6946118,0.89278424
Nxpe4,5.197526,0.60865223,2.0195826404011846e-07,0.00010679201770677918,0.9411764705882353,0.8260869565217391,0.5922697,0.8029881
A830082K12Rik,5.187296,0.6075266,2.1336931183249445e-07,0.00010812489877111656,0.9411764705882353,0.8913043478260869,0.75742984,1.0028223
Tshz2,5.115687,1.1473404,3.126015050806597e-07,0.00014080961128855494,0.7470588235294118,0.5217391304347826,0.52625394,0.92983854
Bsn,5.0754976,0.46908492,3.8648283567259023e-07,0.0001612596686859701,0.9352941176470588,0.8768115942028986,0.6936676,0.86948097
Ptprn2,4.997312,0.25297952,5.813495689834777e-07,0.0002242090501262805,1.0,0.9927536231884058,2.1276288,2.2836359
Bcl11a,4.989274,0.4746664,6.060655325982501e-07,0.0002242090501262805,0.9411764705882353,0.9130434782608695,1.189016,1.4287857
Arpp21,4.9885435,0.4155524,6.083620008359855e-07,0.0002242090501262805,0.9941176470588236,0.9927536231884058,2.1340737,2.3920467
Runx1t1,4.9454317,0.4957974,7.597527752849641e-07,0.00026400323580044955,0.9705882352941176,0.9492753623188406,1.2161034,1.4696236
Mtus2,4.921684,0.41923237,8.580278284430291e-07,0.00028987040137567,0.9794117647058823,0.9347826086956522,1.0601486,1.2593293
Cux2,4.884783,0.75806856,1.0354282145549763e-06,0.00034034805257885466,0.8117647058823529,0.6666666666666666,0.4189436,0.6312914
Mapt,4.832537,0.27650565,1.3480378698135481e-06,0.00042038042494031724,0.9941176470588236,0.9855072463768116,1.4494164,1.5992793
Srcap,4.7726192,0.4584939,1.8184530032598902e-06,0.000526572033943971,0.9323529411764706,0.8768115942028986,0.5971765,0.752651
Trrap,4.7375455,0.514465,2.1632246348103705e-06,0.0005979349547400847,0.9,0.8260869565217391,0.47609982,0.62650216
Pcdh15,4.728777,0.74651325,2.258764738238388e-06,0.000610468816587895,0.9941176470588236,0.9637681159420289,1.9090463,2.3647463
Efcab6,4.7225657,0.98821247,2.328876706143542e-06,0.0006157347500025599,0.611764705882353,0.41304347826086957,0.15332532,0.2842097
Mir99ahg,4.717451,0.39756814,2.3881804109629275e-06,0.0006179797905985345,1.0,1.0,2.2480006,2.4978068
Nwd2,4.7130666,0.66407925,2.4401636734806046e-06,0.0006182764707681482,0.8970588235294118,0.7971014492753623,0.7290549,0.99340713
Crtac1,4.6798196,0.67466253,2.87127710416752e-06,0.0006715475411708727,0.8470588235294118,0.6884057971014492,0.42530766,0.6130728
Vrk2,4.5877504,1.2612888,4.480482887399836e-06,0.0009643916168713316,0.538235294117647,0.3115942028985507,0.120262325,0.26722282
Sh3rf1,4.5859237,0.57809234,4.51984230896776e-06,0.0009643916168713316,0.9176470588235294,0.8115942028985508,0.6238126,0.8298054
Crocc,4.535505,1.0179604,5.746593068256535e-06,0.0011457387687891145,0.611764705882353,0.42028985507246375,0.12946849,0.24678937
Bicral,4.4744906,0.43255985,7.65937449698629e-06,0.0014786240100372581,0.9558823529411765,0.8985507246376812,0.7556241,0.9257053
Sptan1,4.431379,0.2917041,9.36324840161559e-06,0.0017316062779100024,0.9735294117647059,0.9710144927536232,1.2038337,1.3495349
Ccdc30,4.395209,0.47569975,1.1066640636076232e-05,0.0019506157016805671,0.9205882352941176,0.8478260869565217,0.5854749,0.74512
5031425E22Rik,4.3674417,0.40129247,1.2571031348630523e-05,0.0021841269037434917,0.95,0.8840579710144928,0.7168054,0.8687481
Sptbn4,4.3506355,0.35915136,1.357435675055764e-05,0.0022967589579627307,0.9588235294117647,0.9420289855072463,0.8866161,1.0403644
Sec61a1,4.3433285,0.73615086,1.403401205707038e-05,0.002306508846460675,0.7411764705882353,0.5507246376811594,0.21465997,0.3356447
Gm28307,4.325061,1.0900288,1.5248988378163085e-05,0.002448341069054504,0.5647058823529412,0.36231884057971014,0.1288293,0.25673226
Pkd1,4.3195806,0.4803089,1.5632617271992515e-05,0.002469141444960688,0.95,0.8478260869565217,0.65062207,0.82368416
Grm7,4.307889,0.3723712,1.6482002921095165e-05,0.0025056764940794922,0.9970588235294118,0.9927536231884058,2.8892224,3.1345968
Gm5820,4.304966,0.98387384,1.6701122813261095e-05,0.002507642662405944,0.6029411764705882,0.427536231884058,0.1570374,0.28990352
Ankrd33b,4.2951016,0.66277605,1.7461331186617462e-05,0.0025586109625498985,0.8,0.6304347826086957,0.35079476,0.50995934
Miat,4.259662,0.40359297,2.04735982640939e-05,0.0029294106127989413,0.95,0.8913043478260869,0.80367875,0.9677414
Dync1li1,4.25199,0.5071886,2.1187944108414567e-05,0.002947443199679586,0.8441176470588235,0.782608695652174,0.38373068,0.5097067
Kcnma1,4.2505283,0.34495756,2.1326673373771055e-05,0.002947443199679586,0.9970588235294118,1.0,2.4414773,2.661901
