names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Oligo NN (for_DEGs),mean_expr_Rest (for_DEGs)
Ank2,22.351778,0.41573003,1.1602894882633491e-110,2.449094937127745e-109,0.9529540481400438,0.932574799831437,2.9639914,2.6929119
A330049N07Rik,22.250402,4.813118,1.1178590416341422e-109,2.341143604731832e-108,0.34573304157549234,0.05056890012642225,0.61511654,0.029783612
Plxnb3,22.058964,4.5343366,7.835826477601237e-108,1.6146369436590892e-106,0.3440919037199125,0.050760448990537485,0.522719,0.029199896
Gm19500,22.010698,5.0075965,2.2745943015449987e-107,4.665522815459093e-106,0.3364332603938731,0.04191089146841359,0.5294791,0.021467343
Ssh2,21.967327,0.64537716,5.914892744294063e-107,1.207698845282534e-105,0.7833698030634574,0.8163046393134888,1.7025572,1.3530654
Folh1,21.902912,3.9725206,2.436995640464447e-106,4.94951419949204e-105,0.3599562363238512,0.07677278473738651,0.60173965,0.051237114
Cobll1,21.867344,2.4657738,5.316328649672867e-106,1.0772982716192303e-104,0.4551422319474836,0.220970769643336,0.77455515,0.1920464
Tmtc2,21.818817,1.5579108,1.5378563793364315e-105,3.1022673357935375e-104,0.6088621444201313,0.5127379994636632,1.201689,0.5821681
Ermn,21.781742,3.8313196,3.4567681808611332e-105,6.936770800577942e-104,0.3588621444201313,0.07458912768647281,0.58619845,0.054488886
Itch,21.456057,1.1558641,4.008981434530148e-102,7.862870886556574e-101,0.6367614879649891,0.6629889284756542,1.1615309,0.6856362
Dnaaf9,21.436369,0.62904805,6.120597375900089e-102,1.1986913373938438e-100,0.7844638949671773,0.8027812895069533,1.6363744,1.3014665
Tmod1,21.429935,2.6193593,7.0278148425943e-102,1.3733627986946096e-100,0.4671772428884026,0.2944489139179405,0.812264,0.18557803
Map4k5,21.392572,1.2691357,1.5667313233368396e-101,3.057230984608633e-100,0.611597374179431,0.6285101329349116,1.0943058,0.6012905
Neo1,21.293825,1.0746585,1.2951256272900805e-100,2.4982071504152524e-99,0.6526258205689278,0.6761674903267824,1.2435029,0.77548265
Myrf,21.247152,4.3210807,3.5027283715259103e-100,6.73717332447396e-99,0.3424507658643326,0.06596942880128721,0.51575553,0.033207465
Bcas3,21.235258,0.759075,4.512040975113228e-100,8.647542154157805e-99,0.7215536105032823,0.7657357391870666,1.4282097,1.0556327
Stxbp6,21.174244,1.4622002,1.6500651817104551e-99,3.133374659544871e-98,0.6148796498905909,0.4548136229552159,1.2029161,0.6127937
Gpr37,21.133934,3.0651596,3.87843214615662e-99,7.328654835951363e-98,0.4064551422319475,0.17078496724514425,0.65489614,0.10482138
Rps6ka5,21.093004,1.518714,9.221675191137468e-99,1.7364149431384986e-97,0.5858862144420132,0.5289813431406352,1.0494151,0.4993975
Pik3c2b,20.982943,2.77477,9.38976407672982e-98,1.7448337534006241e-96,0.44638949671772427,0.26131096042600466,0.745597,0.15002035
Grid2,20.920523,0.8808211,3.482790072512076e-97,6.422962885957411e-96,0.8665207877461707,0.809102402022756,2.2685604,1.7415013
Rere,20.876654,0.49073023,8.729559504404321e-97,1.6033032391206024e-95,0.8369803063457331,0.854614412136536,1.9282175,1.6453131
Eml1,20.867002,1.9121238,1.0682611983706637e-96,1.9579930695920693e-95,0.5426695842450766,0.4799065241543118,1.0161589,0.3841154
Fmnl2,20.765491,0.9436452,8.881240078901747e-96,1.6091633238037082e-94,0.686542669584245,0.7208366854384554,1.4036646,0.95404583
Dennd5a,20.651241,1.4244769,9.514209545435988e-95,1.7054490359297198e-93,0.587527352297593,0.574340114163123,1.0219073,0.50837135
Gnao1,20.511703,0.71221066,1.6925873507360113e-93,2.999988266113234e-92,0.7248358862144421,0.779067540129487,1.4563634,1.1013937
E130308A19Rik,20.429358,1.9915465,9.170035556881059e-93,1.6157301994320922e-91,0.5071115973741794,0.3887675746082826,0.8648286,0.29689175
Qdpr,20.408064,3.0409274,1.4179090041161128e-92,2.4950369967648956e-91,0.39442013129102843,0.16032639926445236,0.6585584,0.107276715
Gas7,20.405947,1.3539903,1.4806577018507408e-92,2.600344604492118e-91,0.600109409190372,0.6023062483239474,1.1607298,0.6193045
Acaca,20.398628,0.99185383,1.7197108415186137e-92,3.01819923655161e-91,0.6537199124726477,0.6858598628510133,1.2162819,0.78573996
Kcnk13,20.369595,3.1156843,3.1124169945867146e-92,5.45180212806682e-91,0.38676148796498905,0.14883346741753822,0.69059,0.10865612
Nfia,20.06457,0.8882409,1.5058675324851795e-89,2.5788821286091e-88,0.8057986870897156,0.7350879209286288,1.7693197,1.289076
Ptgds,19.94357,2.0320292,1.7045980404090386e-88,2.8879287103272932e-87,0.5180525164113785,0.3546718767957706,1.0925252,0.395125
Apbb2,19.895,0.9288857,4.4959880826887786e-88,7.574119108579779e-87,0.6553610503282276,0.6835229667088074,1.2156125,0.8092037
Sh3gl3,19.873884,2.2633483,6.849219036527632e-88,1.1509600719918542e-86,0.4797592997811816,0.35202850247098033,0.8368373,0.2411093
Stxbp3,19.80015,2.5568001,2.968121107507425e-87,4.944415012940143e-86,0.4299781181619256,0.2414281883308432,0.6875612,0.15534317
Ppp2r2a,19.79928,1.260939,3.0198343566483192e-87,5.027444186068175e-86,0.5962800875273523,0.6069417308355362,1.043056,0.56922495
Tjp2,19.789177,2.6628497,3.690236174343696e-87,6.132136425764695e-86,0.40809628008752735,0.19557139026165574,0.6485827,0.13465515
Pafah1b1,19.761965,0.46525973,6.329170275377796e-87,1.047842300057926e-85,0.8025164113785558,0.866835229667088,1.6743494,1.4207604
Wscd1,19.71166,2.5600977,1.712539461112789e-86,2.8230635165705917e-85,0.42560175054704596,0.23215722330766578,0.67712045,0.15201041
Mob3b,19.699211,3.1974149,2.1900568286856225e-86,3.6058104771312913e-85,0.3648796498905908,0.12757154350074704,0.624644,0.09036944
Abtb2,19.671791,2.8574638,3.762587479547516e-86,6.168439632424757e-85,0.37636761487964987,0.13573152511205608,0.6636165,0.122173585
Adamts4,19.661476,4.4606724,4.611165027516506e-86,7.536618265776673e-85,0.30908096280087527,0.04631651534306402,0.478792,0.027508855
Eps15,19.599607,1.5307639,1.5581912486010507e-85,2.5298247039220686e-84,0.5645514223194749,0.515036585833046,0.9803702,0.4551414
Neat1,19.530632,3.1453862,6.028853189873495e-85,9.73529358244596e-84,0.36050328227571116,0.11791748074933915,0.67263865,0.1029435
Serinc5,19.492107,1.9400538,1.2809507232009405e-84,2.0610267025394776e-83,0.5103938730853391,0.43385817722100906,0.8927388,0.31899467
Csrp1,19.337221,3.2861128,2.6117223154409237e-83,4.1402347266016293e-82,0.34190371991247265,0.09562119296632571,0.54850036,0.07222967
Olfml1,19.312122,4.310507,4.247580370324447e-83,6.72554416915839e-82,0.3057986870897155,0.04807876489292418,0.47676522,0.030321142
Tmeff1,19.009968,1.6456318,1.4104064712792684e-80,2.15572365661399e-79,0.5388402625820569,0.49994253534076544,0.9542569,0.41232815
Srgap1,19.008366,1.7055582,1.4541483745100139e-80,2.2200549331297768e-79,0.5268052516411379,0.45002490135233497,0.95990044,0.40150407
Cyth1,18.98016,1.5614457,2.488401014014953e-80,3.7904385060420515e-79,0.5470459518599562,0.5289813431406352,0.9470581,0.4283231
Gramd3,18.873634,2.9592404,1.8792015245531328e-79,2.82090195333758e-78,0.3462800875273523,0.10558173390031797,0.5576488,0.09166195
Pllp,18.862108,3.468789,2.3371014896917348e-79,3.502393587731005e-78,0.324945295404814,0.08110178906639083,0.50049174,0.057010226
Pde1c,18.732285,1.8770053,2.700699451462585e-78,3.98724144290108e-77,0.4852297592997812,0.3245220855840325,0.8530884,0.31238863
Dusp16,18.69547,2.7884595,5.389235532821431e-78,7.934726507775993e-77,0.38183807439824946,0.1759567865762556,0.61860067,0.11684527
Samd4,18.585032,2.0499256,4.247506010460069e-77,6.185934227699841e-76,0.47045951859956237,0.3407654292610045,0.8447805,0.27806935
Arrdc3,18.514818,2.842935,1.5682652466046924e-76,2.2643356892137605e-75,0.3916849015317287,0.2050339041489484,0.6424062,0.1183035
Arid4b,18.427366,0.79305977,7.92470998115247e-76,1.1302386262928178e-74,0.6416849015317286,0.7222541470329081,1.2015102,0.85095423
Mitf,18.251484,1.5926245,2.0136172933148885e-74,2.809236587298601e-73,0.5328227571115973,0.4804045512010114,0.9663239,0.4317049
Arsg,18.161993,3.161132,1.0320771545073267e-73,1.4250726177601164e-72,0.3572210065645514,0.15228134697161247,0.5739775,0.08312038
Hook3,18.067057,0.9135992,5.792263739867145e-73,7.920515353192375e-72,0.6181619256017505,0.682373673524116,1.1095887,0.73203003
Fbxo32,17.863804,3.3023024,2.2571717776183777e-71,3.024947913446674e-70,0.3304157549234136,0.11343523732904263,0.50860417,0.065042846
Atp8b1,17.854025,2.9771645,2.6893447939161733e-71,3.598739771540218e-70,0.350109409190372,0.14496418036241046,0.5577443,0.09059924
Zfp638,17.83493,0.5844455,3.785158412076427e-71,5.057543835529269e-70,0.7007658643326039,0.7843925985518906,1.3790053,1.0923787
Pip4k2a,17.81968,1.3552568,4.972087605371698e-71,6.640158745344807e-70,0.5661925601750547,0.5514308700149408,1.0359188,0.5367709
Pcdh11x,17.786684,1.4927258,8.962847250683552e-71,1.1928266747195e-69,0.5437636761487965,0.43336015017430946,1.0662197,0.5168299
Fam13c,17.683357,1.1989298,5.6340071831759504e-70,7.409974205185403e-69,0.5940919037199125,0.6370532122744512,1.2059793,0.70275635
Enpp6,17.669025,4.2405176,7.26407264072827e-70,9.539864704612347e-69,0.28774617067833697,0.053710301497912116,0.54773295,0.037857644
Aplp1,17.446314,1.284251,3.671727733674405e-68,4.68913137850909e-67,0.6066739606126915,0.613301153124162,1.1405476,0.62803173
Klf7,17.419785,1.0224733,5.839631864727538e-68,7.436535933897106e-67,0.5946389496717724,0.6362870168179903,1.054183,0.65251607
Pld1,17.419329,2.5341914,5.886364910987498e-68,7.49249763894998e-67,0.3479212253829322,0.129985059188599,0.54317427,0.11738374
Agpat4,17.365828,1.547076,1.4972361130973384e-67,1.8941023709475275e-66,0.5207877461706784,0.4996743669310041,0.8747919,0.39104757
Sbf1,17.233244,1.7154795,1.4952455312210786e-66,1.866972463936356e-65,0.5010940919037199,0.4501398306708041,0.84616697,0.34017938
Txndc16,17.214804,1.5436358,2.0564204920919973e-66,2.560519862025578e-65,0.5218818380743983,0.5057656208098686,0.8912436,0.40100002
Epn2,17.206148,0.9371372,2.387928933205048e-66,2.969164758686702e-65,0.6132385120350109,0.6491591004865341,1.0931985,0.71102667
Tns3,17.197723,2.2128758,2.7617111703522425e-66,3.4323394610251968e-65,0.42669584245076586,0.2649120790713711,0.794903,0.23262918
Tmod2,17.18764,0.9538976,3.286492575878148e-66,4.075129465336679e-65,0.6022975929978118,0.6676627207600659,1.0934069,0.705289
Galnt6,17.129099,4.742585,9.003920583594778e-66,1.1082700232761872e-64,0.2658643326039387,0.03467034440485768,0.40281042,0.018358985
Trim2,17.035542,0.55605704,4.475788108250479e-65,5.4715389658184885e-64,0.7571115973741794,0.797762709267134,1.5911506,1.2971897
Pik3r1,16.901766,1.4217901,4.366283552690483e-64,5.2375910294997e-63,0.5404814004376368,0.5041566103513007,0.95676875,0.46901584
Mtmr2,16.860367,2.118483,8.804022868224577e-64,1.0490647204842323e-62,0.4458424507658643,0.3500747040570049,0.7269402,0.22003384
Secisbp2l,16.831623,1.6176387,1.4312405485870094e-63,1.6964020088457408e-62,0.513129102844639,0.4883346741753821,0.8885006,0.38286197
Gal3st1,16.722916,3.5378833,8.924533089317092e-63,1.0453452663903673e-61,0.29704595185995625,0.08504769566716469,0.44030923,0.046528555
Plaat3,16.706728,3.846982,1.17085915458846e-62,1.3678689340779095e-61,0.2778993435448578,0.05715818105198636,0.43446794,0.037116706
Epb41l3,16.52831,0.91391546,2.2948709599677535e-61,2.61728279687324e-60,0.6055798687089715,0.6273225299773972,1.0826056,0.7110851
Itsn2,16.451298,0.8673745,8.20910411529633e-61,9.260227858018993e-60,0.6061269146608315,0.6762441098724284,1.0925796,0.73543876
Tsc22d3,16.407045,3.5653026,1.7029167799642083e-60,1.9121343032861795e-59,0.2833698030634573,0.06968547676512278,0.43237442,0.044681177
Prima1,16.39614,4.72714,2.0378535605177932e-60,2.2853558084771746e-59,0.2549234135667396,0.033482741447343214,0.36372623,0.016427254
Usp6nl,16.376,2.2910807,2.838091104063863e-60,3.172192511073045e-59,0.40426695842450766,0.2677470022602766,0.6758514,0.18008141
Tmem163,16.301588,2.2785022,9.615950018852396e-60,1.0628571658024018e-58,0.3862144420131291,0.22579780101903996,0.6925919,0.1872115
Myo1e,16.295786,2.6381745,1.0573597598945418e-59,1.167266094838387e-58,0.3479212253829322,0.16568976745967898,0.56983274,0.116324425
Cldn14,16.252823,4.8043857,2.1331051029184103e-59,2.33849588394197e-58,0.2510940919037199,0.030801057349729915,0.40596566,0.017762126
Nkx2-2os,16.252268,4.133643,2.152509872276753e-59,2.3580182282943318e-58,0.262035010940919,0.04420947783779642,0.4105664,0.028511904
Zdhhc20,16.235373,1.1107823,2.835173448614126e-59,3.0967931123683566e-58,0.5815098468271335,0.6525303604949623,1.1078401,0.6621545
Ank3,16.190641,0.533227,5.87140591408998e-59,6.387233883060638e-58,0.9458424507658644,0.8885185610849328,2.7680004,2.426081
Micall1,16.18426,2.977458,6.512825604794948e-59,7.08213775802672e-58,0.33315098468271337,0.15274106424548903,0.51534456,0.08213664
Trim36,16.150545,3.3838165,1.1256217283686639e-58,1.2161421729499799e-57,0.2948577680525164,0.09148373750143661,0.45792297,0.054147147
Tnfaip6,16.120274,4.1513414,1.8379289229158492e-58,1.9825431617321905e-57,0.262035010940919,0.04700609125387886,0.43000194,0.029786715
Dnajb2,16.088863,2.662096,3.0539074667014007e-58,3.2849677193861747e-57,0.350109409190372,0.17787227521740795,0.5452704,0.10845499
Lcorl,16.087278,0.9076416,3.1331295530865807e-58,3.3688351777285487e-57,0.6214442013129103,0.6683139868980577,1.2232182,0.8234413
Nrbp2,15.970809,2.0332713,2.041223698804639e-57,2.1602079868798994e-56,0.43982494529540483,0.35965214726276673,0.72652,0.23181188
Cyp2j12,15.842676,4.867466,1.5795330881434758e-56,1.6456787157198603e-55,0.24507658643326038,0.030379649848676398,0.3981183,0.016613498
Pals1,15.782543,1.769787,4.103196534101387e-56,4.240495802742472e-55,0.46061269146608314,0.3888825039267517,0.7583241,0.2872465
Tmem88b,15.664713,3.906079,2.6361824309056166e-55,2.6831144666073457e-54,0.263129102844639,0.056698463778109796,0.40628153,0.03288703
Ralgps1,15.65984,0.713614,2.846135233996433e-55,2.893516978338409e-54,0.6203501094091903,0.6975060337892196,1.1260016,0.8199466
Pls1,15.657072,2.4782884,2.9727297588640474e-55,3.0210759690119876e-54,0.38074398249452956,0.24974140903344444,0.6436201,0.1502414
Mboat1,15.62649,3.920958,4.805575827195574e-55,4.856179859975369e-54,0.2614879649890591,0.05547255104777229,0.40951508,0.032865692
Slc9a9,15.517864,0.7241435,2.626496276361181e-54,2.6186996269322797e-53,0.6487964989059081,0.6897291499061411,1.2475153,0.917215
Gm48508,15.470272,4.760764,5.507418118559672e-54,5.452628034108267e-53,0.24179431072210067,0.03290809485499751,0.3712222,0.01644471
Dach2,15.4583025,3.6122406,6.632361693961602e-54,6.554305212090777e-53,0.2789934354485777,0.08370685361835804,0.5156438,0.053704802
Hecw2,15.427282,0.60015106,1.0729422296674615e-53,1.0572041698263547e-52,0.712800875273523,0.7290349768225874,1.4811239,1.176048
Ccdc50,15.405513,1.21906,1.5029181806402343e-53,1.4776220824662676e-52,0.537199124726477,0.5609316936750565,0.9114875,0.494207
Srcin1,15.399464,1.0039481,1.6503223992104382e-53,1.6213587885478783e-52,0.5574398249452954,0.6080527142474045,0.95579153,0.58677554
Retreg1,15.3352585,1.6870251,4.444985257306315e-53,4.335272372552475e-52,0.4726477024070022,0.41968356127648165,0.8152081,0.33017004
Specc1,15.306097,0.77765787,6.961768708351571e-53,6.780091525676213e-52,0.6181619256017505,0.6877370417193426,1.1790375,0.83862334
Lgi3,15.295131,2.3097703,8.239572292187546e-53,8.012931867212428e-52,0.38183807439824946,0.2506225338083745,0.60934424,0.15637572
Gm33989,15.089647,2.029747,1.8945290376940338e-51,1.7943600720070035e-50,0.41575492341356673,0.3161705551086082,0.6699054,0.20997389
Cilk1,15.0522175,2.004302,3.3385190362079654e-51,3.1453718970164106e-50,0.42286652078774617,0.339539516530667,0.7003853,0.22544292
Mbnl1,15.017003,0.7487039,5.681933094013938e-51,5.328919449778516e-50,0.6312910284463895,0.7123319158717388,1.1980519,0.8658155
Sox8,15.006015,2.7930493,6.705753345015067e-51,6.280362230064652e-50,0.31564551422319476,0.1446960119526491,0.4850814,0.086247
Bmp2k,14.916247,1.8905414,2.5840175212513895e-50,2.39175166365914e-49,0.3955142231947484,0.2543385817722101,0.6327411,0.21356675
Ndrg1,14.865838,3.088771,5.492350375072227e-50,5.0523606497155336e-49,0.2910284463894967,0.1106386239129602,0.46297422,0.066917166
Npas3,14.856605,0.8914604,6.303990525123194e-50,5.787093454392218e-49,0.6695842450765864,0.5788989771290656,1.4391583,1.0058615
Eeig1,14.856311,2.4591804,6.331714935923144e-50,5.810559437440399e-49,0.3517505470459519,0.20775389801938474,0.52482814,0.11823369
Abca2,14.832806,2.2718108,8.989554975143937e-50,8.210378728148116e-49,0.3823851203501094,0.26226870474658087,0.60787725,0.15975183
Gm28320,14.730034,2.851051,4.134966896020637e-49,3.730912038148909e-48,0.3293216630196937,0.17959621499444509,0.510707,0.08834916
Stmn4,14.698822,1.8707805,6.559075923946257e-49,5.898339025315794e-48,0.4288840262582057,0.3417614833544037,0.70768887,0.24798109
Sox2,14.644395,2.7161033,1.4629894831562113e-48,1.3064316188902426e-47,0.2959518599562363,0.11711297552005516,0.43619278,0.0799341
Cpm,14.617245,3.5305898,2.1804632637276856e-48,1.9419638016693045e-47,0.262035010940919,0.07478067655058805,0.3913871,0.040616296
Hepacam,14.58095,2.5399578,3.71313481681745e-48,3.292803053725574e-47,0.2959518599562363,0.11355016664751177,0.45647144,0.09482903
Cep97,14.559258,2.1921282,5.100789152127821e-48,4.509977114763888e-47,0.39332603938730853,0.2939891966440639,0.6298164,0.1756077
Tasor,14.525115,0.81115574,8.400114421220283e-48,7.390670415788769e-47,0.588074398249453,0.670191165766387,1.0402563,0.7143856
Kat2b,14.433074,1.9776053,3.204755303982119e-47,2.786788835533966e-46,0.3971553610503282,0.2902731486802283,0.63398546,0.20272772
Dpy19l1,14.408271,1.4702884,4.590612208809633e-47,3.968782176663927e-46,0.4710065645514223,0.4218289085545723,0.7962732,0.3641727
Hsp90aa1,14.247499,0.6151813,4.6462377362195254e-46,3.914845028918741e-45,0.7171772428884027,0.8011722790483853,1.3966868,1.0938764
Rdx,14.221199,1.6449914,6.7683217810712234e-46,5.67972536718875e-45,0.4617067833698031,0.4201432785503582,0.78288484,0.3219299
5031439G07Rik,14.176067,1.7900869,1.2886901248355844e-45,1.0763787272095788e-44,0.43818380743982493,0.3956633337164311,0.7116468,0.2623289
Ankub1,14.166207,4.5894904,1.4829624429943624e-45,1.2378751426920945e-44,0.224835886214442,0.03382752940275064,0.35700414,0.017663794
Josd2,14.15781,2.4939594,1.6712123662602127e-45,1.3924178691910672e-44,0.3386214442013129,0.19936405777113742,0.5178923,0.11372471
Vldlr,14.039831,1.6048126,8.89237663397339e-45,7.309212607979963e-44,0.45295404814004375,0.416733708769107,0.72480255,0.3000498
Dixdc1,14.035223,1.8181138,9.489795095941578e-45,7.793117183005813e-44,0.43161925601750545,0.38110562004367315,0.70604753,0.2553828
Slc25a13,13.955947,3.2669916,2.8943111966901e-44,2.3595310028841925e-43,0.263129102844639,0.08776768953760104,0.42960176,0.054248963
Rassf2,13.78604,2.667148,3.092756767540445e-43,2.4740212665618267e-42,0.27954048140043763,0.10768877140558557,0.43622553,0.08258946
Prox1,13.762555,1.4258932,4.2812626896438645e-43,3.418648691552173e-42,0.425054704595186,0.3008466459793893,0.7196072,0.33084768
Cmtm5,13.64947,3.031836,2.0335185945406608e-42,1.6009564792061985e-41,0.24562363238512036,0.06520323334482626,0.36452463,0.0523825
Dpysl2,13.529664,0.75773793,1.0449998044627479e-41,8.10598866798904e-41,0.5847921225382933,0.681569168294832,1.0338982,0.72835094
Unc5b,13.487731,3.502678,1.8469780161407461e-41,1.4252814271597315e-40,0.24234135667396062,0.06826801517067003,0.3617704,0.03773336
Ddx17,13.4592495,0.57687205,2.7166194771273813e-41,2.087973837254369e-40,0.6110503282275711,0.7235566793088917,1.0811774,0.8355467
Sh3tc2,13.452321,4.6425934,2.9835805533528987e-41,2.290537413388354e-40,0.21061269146608316,0.02781289506953224,0.31299546,0.0146063045
Tnni1,13.371826,4.7213674,8.834541668614916e-41,6.707661334718361e-40,0.20787746170678337,0.025859096655556833,0.30160233,0.013256128
Tmbim1,13.327066,3.30154,1.6111021332843703e-40,1.218415826663412e-39,0.24781181619256018,0.07799869746772402,0.3561901,0.042481553
Ankrd44,13.282629,1.6025048,2.9196153911024425e-40,2.191342613377727e-39,0.42669584245076586,0.3475462590506838,0.74913496,0.3127876
Desi1,13.280064,1.6194594,3.021387768089543e-40,2.265197804926507e-39,0.4436542669584245,0.4188024365015515,0.7105622,0.2903473
Tom1l2,13.25376,0.55532116,4.2915094429901325e-40,3.203134964809579e-39,0.6230853391684902,0.7212964027123319,1.1166239,0.87468266
Nfe2l3,13.2108755,3.5870473,7.59358170180353e-40,5.625573210020977e-39,0.23796498905908095,0.06803815653373176,0.34901288,0.034165
Elf1,13.18104,2.1500552,1.128256088866966e-39,8.314931735560992e-39,0.3200218818380744,0.17446270543615677,0.50203097,0.13707547
Slc38a2,13.101989,1.5107971,3.20740997141271e-39,2.3355855266086588e-38,0.4660831509846827,0.45316630272382485,0.8072796,0.3617013
Fto,13.074883,0.45157447,4.5826793904413497e-39,3.3262181313116983e-38,0.637855579868709,0.7494923955100946,1.1464411,0.9438927
Ppp1r14a,13.043116,3.0133345,6.955528593879564e-39,5.036245036851089e-38,0.24179431072210067,0.07179251427039038,0.3817384,0.055972923
Inpp5f,12.962865,1.613075,1.9868526238079237e-38,1.420237563227425e-37,0.44638949671772427,0.4314829713059802,0.7571986,0.31491876
Prkcz,12.857105,1.0223151,7.846057564805011e-38,5.533426949246998e-37,0.5153172866520788,0.5802781289506953,0.8594687,0.51312405
Osbpl1a,12.818788,1.018692,1.2869739283897128e-37,9.040781557080152e-37,0.5224288840262582,0.5660268934605218,0.8918962,0.5368494
Atrn,12.807051,0.59997386,1.4971772376119103e-37,1.0492736665266571e-36,0.5902625820568927,0.697774202198981,1.0384918,0.79029495
Fbxo7,12.789872,2.2235684,1.8678059054686944e-37,1.3049387592289085e-36,0.3424507658643326,0.2317741255794353,0.5250492,0.13789284
Erbb3,12.701978,4.28035,5.765416187515424e-37,3.996819735772432e-36,0.20295404814004375,0.03072443780408382,0.29289475,0.01736102
Klhl4,12.669939,3.0683663,8.678207167726639e-37,5.9836650396924496e-36,0.26422319474835887,0.11477607937784928,0.4416556,0.06409863
Nipal4,12.657841,4.535112,1.0124630851960572e-36,6.972035648185047e-36,0.2013129102844639,0.029958242347622878,0.29042974,0.014430795
Kcnj10,12.611414,2.6900754,1.8268599467813662e-36,1.2496875450614896e-35,0.25,0.0883806459027698,0.368574,0.06677896
Ank,12.597449,0.6849853,2.180840927296401e-36,1.489557593199143e-35,0.5787746170678337,0.6764739685093667,1.0514612,0.7692179
Dusp10,12.575212,3.2997706,2.890248225944509e-36,1.969091527158442e-35,0.23687089715536105,0.07738574110255526,0.37522745,0.045199808
Phyhipl,12.522863,1.429929,5.597850459588649e-36,3.794506605679793e-35,0.47045951859956237,0.4722062598168793,0.84393644,0.40008935
Padi2,12.493588,3.413107,8.091995543248054e-36,5.457628520257911e-35,0.2215536105032823,0.05677508332375589,0.32268703,0.035126675
Vps8,12.357422,1.1668993,4.441761270571486e-35,2.945462125870085e-34,0.49015317286652077,0.5357621729303145,0.80984795,0.4418857
Mcam,12.224332,4.278244,2.3046823411083726e-34,1.503442935313959e-33,0.19693654266958424,0.031452323487721714,0.28534403,0.016875375
Rab40c,12.190904,1.1283894,3.4754444983468258e-34,2.2545918317377885e-33,0.4950765864332604,0.5489407347814428,0.82360137,0.4605244
Add1,12.173055,0.7889981,4.325832287786309e-34,2.795457276883553e-33,0.5563457330415755,0.6655173734819753,0.9855009,0.678947
Rictor,12.105918,0.8289406,9.826342515511178e-34,6.288016751411892e-33,0.5443107221006565,0.6548672566371682,0.9835261,0.66387016
Tppp,12.087419,1.7740439,1.2309431653476706e-33,7.860133757816518e-33,0.3916849015317287,0.33218404014864195,0.6137852,0.22136012
Mtus1,11.999523,2.1759436,3.573476314124955e-33,2.2587463787470606e-32,0.2855579868708972,0.14546220740911006,0.43857527,0.114955336
St3gal4,11.990887,2.2053077,3.9663811654339255e-33,2.505328206751518e-32,0.3025164113785558,0.1760334061219017,0.47475645,0.12377044
Pla2g4a,11.828702,2.5701535,2.773994819705285e-32,1.7182397603845322e-31,0.23796498905908095,0.08470290771175727,0.36623454,0.07183328
Bcl2l1,11.826496,1.6180226,2.84783001795217e-32,1.7635674713614843e-31,0.4195842450765864,0.3934413668926943,0.6740902,0.272682
Son,11.747376,0.33785093,7.284529815856267e-32,4.463747232658105e-31,0.6679431072210066,0.7932038463011915,1.2307088,1.0707767
Sirt2,11.74544,1.9173167,7.453374283471232e-32,4.566168878177656e-31,0.38785557986870894,0.3327203769681646,0.67803717,0.22857346
9330117O12Rik,11.706708,4.669541,1.177634571817884e-31,7.170414897971118e-31,0.18599562363238512,0.02712331915871739,0.28298566,0.012770675
Prag1,11.67212,2.1055582,1.7695684842683737e-31,1.073809963240542e-30,0.32603938730853393,0.2264873769298548,0.5096461,0.14362492
Nipbl,11.591661,0.27995992,4.542363490288513e-31,2.730499037674549e-30,0.6843544857768052,0.8053480442860974,1.2884692,1.1517842
Arap2,11.549531,0.8829941,7.422399806105825e-31,4.435940453515648e-30,0.5350109409190372,0.5823085469103169,1.0027539,0.66051453
Tfeb,11.535022,2.995003,8.786461919879137e-31,5.2371834912855466e-30,0.2210065645514223,0.07202237290732866,0.3067089,0.044039708
Wls,11.524365,1.4985818,9.944206916922095e-31,5.9193805905559746e-30,0.39879649890590807,0.3390797992567904,0.6508844,0.28111827
Gm5535,11.380564,4.231313,5.226074662399044e-30,3.056696259875105e-29,0.18927789934354486,0.03670076236447918,0.27158237,0.016476845
Mast3,11.260963,1.3572373,2.045105602322199e-29,1.182017370066627e-28,0.4414660831509847,0.4502547599892733,0.7344417,0.35293555
Zfand6,11.12134,1.3928257,9.877703589093983e-29,5.616036721095119e-28,0.4365426695842451,0.43018043902999653,0.70011055,0.32652307
Marchf8,11.020902,1.6809187,3.030093323160916e-28,1.7043878499755875e-27,0.3966083150984683,0.37187296479331877,0.6382474,0.2457361
Zfp608,10.777673,0.5995951,4.3885041174469695e-27,2.3977044659577076e-26,0.5787746170678337,0.6656323028004444,1.0701114,0.81724465
Cd81,10.762931,1.3070625,5.150578779804868e-27,2.808931435221368e-26,0.4431072210065646,0.4008351530475424,0.7792207,0.3898757
Nckap5,10.695504,0.9939298,1.0683698969350249e-26,5.785388780863385e-26,0.5306345733041575,0.5769834884879133,1.0757966,0.67815673
Snx29,10.640274,0.82661474,1.9355952875518247e-26,1.0408133955676912e-25,0.524070021881838,0.6115772133471249,0.89200366,0.5944049
Acap2,10.639562,0.32722148,1.950455999224809e-26,1.0485944917801244e-25,0.6559080962800875,0.7628241964525151,1.2246569,1.0699894
Rftn1,10.587304,1.8569796,3.412777189608633e-26,1.82417591177211e-25,0.34846827133479213,0.28893230663142166,0.5774143,0.19533242
