names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Oligo NN (for_DEGs),mean_expr_Rest (for_DEGs)
Scube2,-2.2840247,-1.848491,0.022370078329073402,0.049990353019145235,0.0038293216630196935,0.03585794736237214,0.0044675358,0.01599601
mt-Nd3,-2.2844644,-0.7181149,0.022344258165308523,0.04994095964912993,0.018052516411378557,0.050530590353599206,0.024776028,0.04043774
Lcp2,-2.2845633,-0.61509085,0.02233844559632376,0.049932121551719444,0.024070021881838075,0.0566218442324637,0.032778073,0.04977689
Arhgap45,-2.284901,-0.74954927,0.02231863989976979,0.04989200117361183,0.03446389496717724,0.06688886334904035,0.047471967,0.0785689
Psmb10,-2.2853525,-0.56088156,0.022292168155814987,0.049836971324298915,0.01477024070021882,0.0471976401179941,0.023706565,0.034777235
M5C1000I18Rik,-2.2855325,-2.1687078,0.02228162225088568,0.04981753951417027,0.002735229759299781,0.03474696395050377,0.0032131255,0.01436642
Tulp2,-2.2873583,-0.79128486,0.022174914064499496,0.049585433509488144,0.007658643326039387,0.03988047350879209,0.010563486,0.018211396
C330002G04Rik,-2.2876976,-0.448015,0.022155147088982963,0.04954713294057197,0.013676148796498906,0.04612496647894878,0.018711021,0.025438828
Gm9885,-2.288209,-1.2822518,0.022125350703497818,0.049484615731894985,0.004923413566739606,0.0370455503198866,0.008399624,0.020307878
Gm9017,-2.288752,-3.0842834,0.022093757496296402,0.049418069085614275,0.0010940919037199124,0.03309964371911275,0.0016040357,0.013523365
Rhpn1,-2.2896044,-2.7473557,0.0220442649218339,0.049315577258319615,0.0016411378555798686,0.03367429031145845,0.0022280111,0.014866411
Gng5c,-2.290248,-1.4191431,0.022006948042822886,0.04923619433061206,0.004923413566739606,0.03708386009270965,0.0058698375,0.015621025
Gm56755,-2.2914586,-3.3214486,0.021936899457790936,0.049087648936612466,0.0010940919037199124,0.033137953491935795,0.0014689172,0.014588169
Nusap1,-2.2917888,-2.0127537,0.02191783687230218,0.04904907776786538,0.0032822757111597373,0.035398230088495575,0.0043358705,0.017383493
Gm53058,-2.2960017,-3.4380078,0.0216757920285322,0.04852358008886613,0.0016411378555798686,0.03375090985710455,0.0014408943,0.01550662
Nit2,-2.2968507,-0.5962483,0.02162728652520613,0.0484230638223722,0.010393873085339168,0.04286863578898977,0.013775918,0.02075341
Fam89b,-2.2969751,-0.4419841,0.021620181477021945,0.04841118969063164,0.01477024070021882,0.047427498754932386,0.018733045,0.025363756
ENSMUSG00000121487,-2.2983105,-0.92544186,0.02154412243203078,0.04824490122082399,0.007658643326039387,0.04003371260008428,0.010630982,0.020095501
Cyp2r1,-2.2989662,-1.8082625,0.02150686193274026,0.04816547592371485,0.00437636761487965,0.03662414281883308,0.0048834058,0.0169992
Aldob,-2.3002744,-2.7048428,0.021432679110963755,0.048007343090329786,0.0016411378555798686,0.03382752940275064,0.0021006751,0.013617389
Slc7a3,-2.3006735,-0.9002015,0.02141009434190092,0.047964751956551414,0.007111597374179431,0.039497375780561624,0.010623293,0.019736184
Ovca2,-2.30395,-1.8331611,0.021225443808551705,0.04755901226949502,0.0038293216630196935,0.03612611577213347,0.0045121224,0.01598534
Gm50469,-2.3064737,-23.758415,0.021084182886886446,0.047246434339974885,0.0,0.032218518944182664,0.0,0.014090697
Harbi1,-2.3069432,-0.32919267,0.02105798651391306,0.04719166785895279,0.01477024070021882,0.047580737846224574,0.018333182,0.022978554
Gm6598,-2.3069837,-0.7571063,0.021055728092131167,0.04719054248357364,0.0087527352297593,0.04129793510324484,0.01136039,0.019125579
Rfc3,-2.307725,-0.28051162,0.021014444576058992,0.04710194575898441,0.013676148796498906,0.046469754434356206,0.019065268,0.023110209
Cmpk2,-2.30831,-1.3835583,0.020981902165365315,0.04703292827090732,0.005470459518599562,0.03788836532199364,0.00795668,0.02062843
