names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IC Tfap2d Maf Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Dgkg,-4.0947323,-3.5367663,4.226560848416359e-05,0.037855896665649195,0.11764705882352941,0.6587733753671993,0.13459128,0.9828403
Ptk2b,-4.1220984,-5.3476176,3.754370530736038e-05,0.03478618488306114,0.058823529411764705,0.6041771154259511,0.027216991,0.75304526
Sema6d,-4.136481,-3.2867167,3.526730954790917e-05,0.033844021698297116,0.17647058823529413,0.7062764204341907,0.20605142,1.1734067
Wac,-4.1472826,-3.09519,3.3644483070088046e-05,0.033482491114565395,0.11764705882352941,0.6958515440280862,0.13502884,0.8044398
Nfasc,-4.170797,-3.2046154,3.035363609153316e-05,0.03136931545305754,0.11764705882352941,0.7235437414917246,0.16537687,0.9775514
Ogdh,-4.1754456,-29.449541,2.9740336380690216e-05,0.03136931545305754,0.0,0.5848678082682525,0.0,0.5499443
Asxl2,-4.178334,-4.102175,2.9365209325561033e-05,0.03136931545305754,0.058823529411764705,0.6406104463709966,0.05390828,0.6684676
Taf15,-4.187737,-3.576045,2.817499624871747e-05,0.03136931545305754,0.11764705882352941,0.6589166726373863,0.08049045,0.69295835
Fto,-4.2029767,-3.082505,2.6342763038603242e-05,0.03136931545305754,0.11764705882352941,0.7425664541090492,0.17356032,0.9576258
Pde8b,-4.206076,-4.2239075,2.598429841681224e-05,0.03136931545305754,0.058823529411764705,0.6390341763989396,0.05982629,0.76641876
Fut8,-4.258626,-2.96561,2.0568735375070977e-05,0.027634095976407855,0.17647058823529413,0.7384108332736261,0.19955431,1.0025624
Herc4,-4.273144,-29.61178,1.9273612978842645e-05,0.027256946354815886,0.0,0.5985526975711113,0.0,0.59906447
Wdr26,-4.2821403,-4.6566186,1.851042332377181e-05,0.027256946354815886,0.058823529411764705,0.6341978935301282,0.034737505,0.6373971
Dmxl1,-4.2856154,-2.9176235,1.8223392515047637e-05,0.027256946354815886,0.17647058823529413,0.7666403955004657,0.24105176,1.1183064
Zfp407,-4.292942,-4.183038,1.763209775541676e-05,0.027256946354815886,0.058823529411764705,0.6547252274844164,0.05982629,0.75135666
Gls,-4.295319,-3.0405617,1.7444220621633146e-05,0.027256946354815886,0.17647058823529413,0.8043275775596475,0.36807448,1.5392491
Erc1,-4.3224893,-3.1447659,1.542785844369611e-05,0.027256946354815886,0.17647058823529413,0.7004728809916171,0.15609172,0.9139349
Ncoa7,-4.404782,-4.2188654,1.0589031031781096e-05,0.021886712601842925,0.11764705882352941,0.6633230636956366,0.0619545,0.783971
Mical2,-4.4225793,-3.8540778,9.752944686285716e-06,0.021838468643374766,0.11764705882352941,0.6919466934154904,0.11542051,1.0185624
Slc17a7,-4.4566097,-3.6219308,8.326593576074194e-06,0.020339597217192144,0.11764705882352941,0.715017553915598,0.12615187,0.97657007
Enah,-4.4595737,-3.1325252,8.212286592245897e-06,0.020339597217192144,0.17647058823529413,0.744178548398653,0.19920523,1.0760653
Malat1,-4.481358,-1.7575405,7.41696226647092e-06,0.020339597217192144,0.9411764705882353,0.9937665687468654,3.7851217,4.9872394
Fam13c,-4.5306883,-30.018848,5.87918088495401e-06,0.01974669879733928,0.0,0.6346277853406893,0.0,0.73613906
Osbpl8,-4.5585957,-5.403201,5.149680344656368e-06,0.01974669879733928,0.058823529411764705,0.6609944830550978,0.027216991,0.7736157
Tnpo1,-4.6185627,-5.325452,3.864075030991891e-06,0.017304616013792018,0.058823529411764705,0.6689833058680232,0.027216991,0.7449466
Fnip1,-4.6263556,-5.3198357,3.7215623503259337e-06,0.017304616013792018,0.058823529411764705,0.6706670487927205,0.027216991,0.7429039
Slit3,-4.681794,-4.18523,2.843751038952378e-06,0.017304616013792018,0.11764705882352941,0.7271261732463996,0.20800368,1.6498699
A330023F24Rik,-4.7216916,-3.8580928,2.338909982154525e-06,0.017304616013792018,0.11764705882352941,0.718026796589525,0.11625678,1.0252389
St6galnac3,-4.867547,-5.798312,1.129920019406666e-06,0.01518047546072856,0.058823529411764705,0.7039478397936519,0.034737505,1.087592
Phlpp1,-4.979086,-4.500977,6.388527815767991e-07,0.01518047546072856,0.11764705882352941,0.7487998853621839,0.088645786,1.1310257
