names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR D1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Kcnj3,-3.4871795,-1.0288237,0.0004881434223946242,0.04923505429161685,0.9473684210526315,0.7848953854972771,1.127259,1.6598586
Slc1a2,-3.4945512,-2.2115443,0.0004748593531287249,0.0487158508169537,0.42105263157894735,0.7309400974491258,0.40984285,1.2078644
Pbx1,-3.514546,-1.5192679,0.0004405064771821659,0.04605606631083579,0.6842105263157895,0.8135927199770708,0.89479214,1.6384618
Satb1,-3.5177765,-29.231821,0.00043517890285902017,0.04603644535362942,0.0,0.46610776726855835,0.0,0.48885915
Itga8,-3.5203807,-3.4750917,0.00043092784331644055,0.04576692154115714,0.10526315789473684,0.5442462023502436,0.08859234,0.7080898
Zbtb20,-3.5256605,-1.9181615,0.0004224282849058266,0.0450422540294427,0.7894736842105263,0.8685869876755518,1.2258825,2.3123066
Nfix,-3.536106,-2.8396225,0.0004060717284555743,0.04347070654821228,0.21052631578947367,0.593615649183147,0.11029955,0.60690737
Cdh12,-3.5369883,-2.297907,0.000404717559987799,0.04347070654821228,0.3684210526315789,0.6857265692175408,0.41799617,1.2674366
Sobp,-3.58304,-1.7005525,0.0003396185235898865,0.038844826993539236,0.5263157894736842,0.7402550874175982,0.52183783,1.1714954
Ube2e2,-3.6019673,-0.7558042,0.0003158180314751009,0.03721943204270158,0.9473684210526315,0.8380983089710519,1.3919938,1.8089957
Dock4,-3.6295044,-1.2789924,0.00028396582394536605,0.03391182973071994,0.7894736842105263,0.8604184580108913,1.2961296,2.0072992
Slc17a7,-3.6422982,-1.9668965,0.0002702148055089119,0.03285371866074418,0.47368421052631576,0.7148179994267698,0.3530307,0.97647643
Nalf1,-3.668455,-0.55401963,0.00024402074721276333,0.0300772361358117,1.0,0.9001146460303812,2.4948866,2.8522346
Adcy1,-3.676652,-2.9049642,0.0002363150956726428,0.029356471529020104,0.21052631578947367,0.6101318429349384,0.134422,0.73122776
Cdh11,-3.6990376,-2.0618408,0.00021641868335362395,0.027691285817675597,0.47368421052631576,0.7283247348810548,0.44343632,1.2029631
Dgkg,-3.7244115,-2.6344543,0.00019577143675205276,0.025535817987998338,0.2631578947368421,0.6587130983089711,0.23844142,0.9828304
Shisa6,-3.759619,-3.209165,0.0001701722727612849,0.0225863517590158,0.15789473684210525,0.6181570650616223,0.18258734,1.0482205
Zmat4,-3.8143659,-3.3726044,0.00013653301447419364,0.01900850828456779,0.15789473684210525,0.6014617368873603,0.12519266,0.8676666
Mir99ahg,-3.8189342,-1.6362534,0.00013402953926577705,0.018757154792038693,0.7894736842105263,0.8752149613069647,1.2074418,2.1149735
Nav2,-3.830006,-1.5052707,0.00012814018480580787,0.01813954445339045,0.7894736842105263,0.8204714817999427,0.9162428,1.6597131
Tanc1,-3.8913133,-5.029473,9.970308360985358e-05,0.01505068458762228,0.05263157894736842,0.5458942390369733,0.028877107,0.6713549
Dlgap1,-3.8924804,-0.63101566,9.922457187551245e-05,0.01505068458762228,1.0,0.9190312410432788,2.5290117,2.9377508
Car10,-3.9802005,-3.919781,6.885715611148667e-05,0.011078992722848185,0.2631578947368421,0.6390441387216967,0.14339037,1.2040093
Pde4d,-4.2138033,-2.216019,2.5110584587701992e-05,0.004528331596453373,0.6842105263157895,0.8253081112066495,0.79035145,1.886264
Il1rap,-4.234709,-3.8142939,2.2884799693153738e-05,0.004216280047028346,0.15789473684210525,0.6413370593293207,0.10151935,0.91754174
Pde1a,-4.23663,-2.593379,2.2689951548946356e-05,0.004216280047028346,0.47368421052631576,0.7633992548008025,0.5194011,1.6312042
Slc8a1,-4.2373843,-1.6098143,2.261388805751689e-05,0.004216280047028346,0.8947368421052632,0.8770063055316709,1.3359021,2.2572114
Lsamp,-4.2851295,-1.3560318,1.8263275785643035e-05,0.00358200160846882,1.0,0.9729148753224419,3.1595724,4.073305
Gabrb1,-4.2972827,-1.5300837,1.7290450866811532e-05,0.003441440109564636,0.8421052631578947,0.845335339638865,1.2291039,2.0774071
Sox5,-4.3233685,-4.956054,1.536648259406893e-05,0.0031518884526918482,0.10526315789473684,0.6208082545141874,0.05882151,1.0579917
Tmem108,-4.399533,-4.33298,1.084840640772613e-05,0.002331973441404809,0.10526315789473684,0.6368228718830611,0.078957796,0.9767478
Fmnl2,-4.4385405,-2.874386,9.057099594215577e-06,0.0019906396881393664,0.2631578947368421,0.7189022642591,0.20574607,0.9840014
Gm4258,-4.524923,-3.2689655,6.041751968091571e-06,0.0014025154759130232,0.21052631578947367,0.7243121238177128,0.18649387,1.0906714
Ptprk,-4.531597,-4.2567997,5.853936453569699e-06,0.0013797830921703316,0.21052631578947367,0.6794926913155632,0.10650119,1.146888
Nrcam,-4.69719,-1.7963929,2.6376514928073537e-06,0.0006814778424205153,0.7894736842105263,0.8245199197477787,0.8907565,1.7903115
Cdk14,-4.7224927,-2.1705217,2.329713749075319e-06,0.0006197961231450874,0.6842105263157895,0.8082545141874462,0.6215379,1.5850703
Nrg3,-4.913118,-1.614741,8.963935657767693e-07,0.0003048872799040733,0.9473684210526315,0.9478002292920608,2.547386,3.6124787
Ppm1e,-5.0006957,-2.8741262,5.712377782686578e-07,0.0002047914654715932,0.5263157894736842,0.8106190885640585,0.46349666,1.6720126
Nfib,-5.016407,-2.9278615,5.264676749577749e-07,0.00019647481147382515,0.47368421052631576,0.8186443106907423,0.46660283,1.7092032
Zeb2,-5.073018,-2.9026008,3.915552919673973e-07,0.0001618629337717533,0.5789473684210527,0.8606692462023502,0.65633106,2.0715504
Marchf1,-5.14433,-3.1714184,2.68477342063596e-07,0.00011694696903926834,0.47368421052631576,0.8372384637431929,0.56075776,2.050908
Oxr1,-5.1542773,-2.5023267,2.546107467975853e-07,0.00011595577570256132,0.8421052631578947,0.8559759243336199,0.78473073,2.048058
Nfia,-5.1668434,-4.89566,2.3808048526158538e-07,0.00011223197612243507,0.15789473684210525,0.7401117798796216,0.08831439,1.3213445
Tcf4,-5.7256117,-2.8756373,1.0306157608202484e-08,7.484498781956777e-06,0.8421052631578947,0.9340068787618229,1.1204647,2.782844
