names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OEC (for_DEGs),mean_expr_Rest (for_DEGs)
Kcnt1,-2.9968424,-27.455156,0.002727918094080707,0.047198428324500066,0.0,0.2737733623985992,0.0,0.16890155
Sgsm2,-2.9992578,-1.2370805,0.0027063818059699755,0.046855978818565236,0.125,0.4386949219168781,0.14914052,0.3214495
Zfr2,-2.9999912,-1.5372837,0.0026998732627312345,0.04680360939973437,0.05,0.3400636100489583,0.07607408,0.20654185
Silc1,-3.00138,-1.7472638,0.002687589581388648,0.04662074373913039,0.05,0.33984919415359327,0.073501125,0.22797461
Mgat4c,-3.0042062,-1.1467198,0.002662747297954588,0.04621965109563294,0.575,0.7349819533288068,0.9640244,1.5242636
Slc41a2,-3.0048225,-2.1112857,0.0026573597907669014,0.04615595189263519,0.05,0.33791945109530785,0.053530835,0.21317151
Snap23,-3.006935,-2.3908195,0.0026389638871360914,0.0458660799788789,0.05,0.3324518457634993,0.043567393,0.20988923
Reep1,-3.0111692,-1.1233432,0.0026024370307287017,0.0452898206060105,0.25,0.5961476610799414,0.32804915,0.6129279
Entpd6,-3.0115898,-2.0392113,0.0025988349997678848,0.04525644617223789,0.025,0.3073651860057892,0.05062722,0.1934644
Timp2,-3.0118148,-1.6108993,0.0025969102037431426,0.045252254977028686,0.1,0.39313154415180646,0.11886674,0.32608148
Mapk1ip1,-3.0120103,-2.4937873,0.0025952375276556794,0.045252254977028686,0.025,0.30718650609298503,0.0352209,0.18391864
Ptprf,-3.0120983,-27.475283,0.0025944851448423687,0.045252254977028686,0.0,0.27516706571847194,0.0,0.1710822
Dcaf13,-3.012685,-1.218348,0.0025894743539398076,0.04521064060452413,0.05,0.34170746524675694,0.096575804,0.21181723
Adamts3,-3.0139859,-1.1043146,0.0025783986323286534,0.04504653527351815,0.125,0.44226852017296214,0.2075829,0.4027925
Dtna,-3.0146313,-1.1215315,0.002572918506770685,0.04498003921725979,0.425,0.7525997927313012,0.69575167,1.1591184
Map2k4,-3.0151105,-1.0192809,0.0025688568200692165,0.04493827002295563,0.375,0.71768573776936,0.5737715,0.94419605
Fut8,-3.0154724,-1.0908415,0.0025657937184314092,0.04491392652394265,0.4,0.7368044884394096,0.59201145,1.0007148
Zdhhc23,-3.017966,-1.599299,0.0025447738226782933,0.044575014742741684,0.025,0.30836579351749277,0.06980049,0.19807059
Rars2,-3.018416,-1.1509628,0.002540998808745393,0.044537924325498184,0.175,0.5016259872065183,0.2029223,0.4051904
Rnps1,-3.019218,-1.4643337,0.0025342821365681506,0.04444919125952102,0.075,0.3754422327841904,0.09767208,0.24929008
Bicral,-3.0193548,-1.1362847,0.0025331370119195283,0.04444919125952102,0.3,0.6354572418968659,0.35906363,0.66761005
Mosmo,-3.0201566,-1.139985,0.002526439351957051,0.04436955907652677,0.125,0.4455562305685595,0.16524735,0.3336011
Dctn2,-3.0208023,-2.9898896,0.002521060322241919,0.04430404895921541,0.025,0.3068291462673766,0.026765417,0.19515501
Zfp60,-3.0214868,-27.405931,0.002515366739766987,0.04423292166069302,0.0,0.2760247292999321,0.0,0.1636744
Hmgn3,-3.0223963,-1.233213,0.0025078206028653024,0.04412910255336652,0.075,0.3762284244005289,0.11823626,0.25855792
Pdzrn4,-3.0229635,-1.3313285,0.0025031249011067827,0.04407533819969807,0.25,0.5405782081978344,0.36748007,0.7502291
Castor2,-3.0242836,-1.3459202,0.002492226383340131,0.04391221175104874,0.075,0.37662152020869816,0.1087778,0.25627226
Celf3,-3.0246847,-1.5432593,0.002488925067767341,0.04388281927224964,0.075,0.3752635528713862,0.09067826,0.2442287
Icam5,-3.0247335,-1.4626321,0.002488522742132504,0.04388281927224964,0.1,0.4042454347282278,0.124697134,0.31190485
Memo1,-3.0258582,-0.9183874,0.0024792856588345966,0.04377030594801946,0.25,0.6309187721116392,0.39919668,0.65611327
Tmod1,-3.0261517,-3.438607,0.0024768811496732293,0.043756605188507346,0.025,0.3052567630346996,0.023162654,0.22639361
Cmip,-3.0264156,-1.1001704,0.0024747189159183927,0.04374716925705738,0.35,0.6938855733838402,0.47578216,0.8355831
Bms1,-3.026572,-27.385723,0.0024734384073153734,0.04374716925705738,0.0,0.276489297073223,0.0,0.16157201
Plekha1,-3.027335,-1.0740858,0.0024672046051830484,0.04367179693100692,0.25,0.6140513883429225,0.35219756,0.6359789
Scfd2,-3.0303667,-0.819335,0.0024425710827747204,0.04326426169687326,0.2,0.5727763284851517,0.3386085,0.53714854
Acsl4,-3.031403,-1.1098176,0.0024341997838607113,0.0431444249289824,0.175,0.5071650645034486,0.23047462,0.44429937
Ipo9,-3.0329776,-1.437905,0.0024215351049621126,0.042948282686687766,0.1,0.40185112389665156,0.110839285,0.27578735
Wdr20,-3.0331342,-1.0578275,0.002420279803508305,0.042948282686687766,0.15,0.47886216631526285,0.20039943,0.3797573
Kndc1,-3.0334666,-1.9111052,0.002417614265275955,0.04293542320420681,0.075,0.36443555015545154,0.08484074,0.28743985
Pdhb,-3.0343957,-27.510906,0.00241018067407678,0.04283171607965812,0.0,0.27720401672443984,0.0,0.17500569
Foxp1,-3.0351782,-0.951665,0.0024039370411898103,0.04274903262526155,0.575,0.7941964764321195,0.9726887,1.4307095
Eya3,-3.0371144,-1.1434038,0.002388547665254769,0.04253166054698187,0.175,0.5098452631955116,0.2092917,0.4149315
Synj2,-3.0415347,-1.8353096,0.0023537537340569997,0.04196772583550868,0.05,0.3414215773862702,0.0794958,0.25871155
Prkaa2,-3.0417793,-1.064239,0.0023518429030355,0.04196149987022834,0.15,0.4771825751349033,0.20636456,0.3915517
Zfp799,-3.0423367,-1.1177398,0.0023474915184070653,0.04191169242498195,0.1,0.4143587177929457,0.14203505,0.2860724
Rasgef1b,-3.0423954,-1.287683,0.002347033907029031,0.04191169242498195,0.225,0.5443662223492834,0.37302428,0.74374014
Galnt16,-3.044899,-1.10059,0.0023275850811578748,0.04161158425197079,0.15,0.48107779723403493,0.21248218,0.4105726
Sec16a,-3.044899,-2.4278018,0.0023275850811578748,0.04161158425197079,0.025,0.31029553657577813,0.038086582,0.18969922
Cyfip2,-3.0450847,-1.0464112,0.0023261475136796047,0.04161158425197079,0.325,0.6987099310295537,0.5094657,0.8638376
Eipr1,-3.0451238,-1.2228726,0.0023258449715246143,0.04161158425197079,0.1,0.41400135796733734,0.13221201,0.28512385
Plppr5,-3.0477643,-0.90431225,0.002305506492140593,0.041354445556620656,0.25,0.6068684558481936,0.3883489,0.6356166
Tln2,-3.0479305,-1.1553229,0.0023042313886273056,0.041354445556620656,0.25,0.5976843083300576,0.32066232,0.6108645
Cnot10,-3.0482533,-1.1115698,0.0023017580314410773,0.041342405283971755,0.15,0.4860808347925526,0.19159141,0.37590566
Fam118b,-3.0514512,-1.2328283,0.002277380414685515,0.04093191420909685,0.1,0.41439445377550654,0.13741425,0.29728854
Ptpn1,-3.0515587,-1.0694697,0.002276564499649418,0.04093191420909685,0.125,0.452167387342315,0.17864701,0.34394184
Dgkh,-3.0567908,-1.178897,0.002237203109085965,0.04026366211730736,0.4,0.6727298717078226,0.5732287,1.0124493
Tcte2,-3.0577688,-1.7285559,0.002229915382612309,0.04015940102600049,0.05,0.34538827145052353,0.07259458,0.22276145
Ap3s1,-3.058121,-1.1105331,0.0022272971310502575,0.04013915084595601,0.175,0.5197083943823035,0.23211673,0.44733784
Hs3st4,-3.0595682,-1.4980049,0.002216562778880342,0.03997251132115087,0.375,0.6046170889468606,0.55513394,1.1302028
Znrf2,-3.0599399,-1.5110626,0.0022138143213329847,0.03994975877381954,0.075,0.3784083193367402,0.10336987,0.27032563
Pkd1,-3.0604093,-1.1520048,0.0022103470498606873,0.03991399545010529,0.225,0.5950398456205553,0.3005312,0.5760834
Mafg,-3.0612404,-2.1325881,0.0022042192975550465,0.03983010929744728,0.05,0.34256512882821716,0.054684617,0.22031683
Mras,-3.063255,-1.1497586,0.0021894330464629574,0.03958954640542373,0.125,0.4390522817424865,0.16683972,0.33850548
Rab40c,-3.0636268,-1.1299114,0.002186715438413924,0.03956703288227754,0.2,0.544473430296966,0.25015745,0.48367107
Ndufaf7,-3.064556,-2.4053142,0.0021799349400983877,0.03947092442078415,0.05,0.3377050351999428,0.044008426,0.2137729
Txnl1,-3.0649078,-1.0269476,0.002177370527498455,0.03945107624671847,0.1,0.41289354250795124,0.1577164,0.2987032
Eml6,-3.0672061,-0.86435604,0.002160698442087027,0.03917541642299489,0.575,0.7729335668084194,0.99310863,1.4095646
C1qtnf4,-3.0676756,-1.0291394,0.0021573075069614028,0.039140346193148476,0.125,0.44723582174891896,0.20540127,0.38208732
Fam76a,-3.0707169,-2.1163912,0.0021354550231540443,0.038770051670371064,0.05,0.34356573633992066,0.05591938,0.22264655
Rpl32,-3.0713623,-3.3461702,0.0021308437050773462,0.03871248840799749,0.025,0.3097952328199264,0.03331033,0.29598665
Slc38a1,-3.0737095,-1.1059864,0.0021141521404023133,0.03843522869594733,0.125,0.4469856698709931,0.17903589,0.35207686
Chchd3,-3.0764086,-1.0656937,0.0020951051236123017,0.038166423506076304,0.3,0.6806275238537683,0.46165824,0.8011359
Slitrk4,-3.0771127,-2.0444586,0.0020901622875879817,0.0381059625789472,0.075,0.3686881320801915,0.07142618,0.26652828
Kif26b,-3.0772986,-1.6214021,0.0020888597129514273,0.0381059625789472,0.1,0.4067469535074867,0.1333079,0.3637737
Pcnx2,-3.0788243,-1.1942317,0.0020781930093981466,0.03796128223149436,0.175,0.5119179501840403,0.2382567,0.4797151
Cntn6,-3.078971,-2.0621183,0.002077170002347383,0.03796128223149436,0.125,0.4086052246006504,0.15347794,0.5263385
Cacng8,-3.0798314,-1.0126792,0.002071177659605387,0.03788464514199914,0.175,0.520709001894007,0.2642092,0.4763219
Kcnab2,-3.0811713,-1.315841,0.0020618802263128013,0.037740273624676406,0.1,0.41378694207197225,0.13423392,0.30574673
Rrnad1,-3.0834303,-3.1455362,0.002046290197250812,0.03748044826184684,0.025,0.31229675159918524,0.02299916,0.18721066
Ctdspl,-3.0848484,-1.1047834,0.0020365595752571256,0.037327664247720986,0.2,0.5339313154415181,0.24668577,0.47106847
Zbtb44,-3.0857677,-1.6296779,0.0020302741502118593,0.037237861034943795,0.075,0.37872994317978775,0.09198813,0.26094377
Srcin1,-3.0876844,-1.017162,0.0020172255837792915,0.03702380562578522,0.25,0.6037594253654004,0.3473865,0.6101294
Nop56,-3.087831,-1.9488076,0.0020162301460560387,0.03702380562578522,0.05,0.3405996497873709,0.06330487,0.22497718
Hycc2,-3.0884864,-1.0774977,0.0020117893586857716,0.03697454177010033,0.3,0.6486795554443769,0.4113041,0.72934735
Strn4,-3.0903542,-1.5272534,0.0019991790213749736,0.03679310979749695,0.075,0.38148161383697243,0.097397074,0.2584026
Igsf21,-3.0911171,-2.669436,0.0019940501443352276,0.0367238707184973,0.025,0.314369438587714,0.039661977,0.22904007
Tspan7,-3.0913029,-1.1516937,0.001992802633018873,0.0367238707184973,0.4,0.7473823392774185,0.6277069,1.0785006
Apoo,-3.0924275,-1.7986284,0.001985267183089913,0.03661230556597526,0.05,0.3481756780902691,0.069425404,0.22322786
Stxbp1,-3.0940313,-1.1217983,0.001974566213919605,0.03643996852199161,0.25,0.6214130007504556,0.34955478,0.64741296
Synpo,-3.0946083,-2.6208882,0.00197072944332822,0.03639415817335345,0.025,0.3148340063610049,0.034772173,0.19692731
Zdhhc8,-3.0946376,-27.416216,0.001970534536256768,0.03639415817335345,0.0,0.28270735803880925,0.0,0.16475429
Arpc2,-3.0949214,-1.1525258,0.001968651346641677,0.03639415817335345,0.25,0.5965050209055498,0.31543863,0.6012686
Nptxr,-3.1020994,-1.8351923,0.001921533807045471,0.03555896239346543,0.1,0.40624664975163494,0.110685386,0.3489886
Ywhah,-3.1023636,-1.1240349,0.0019198205129608177,0.0355552656484406,0.225,0.5774934781831826,0.31719694,0.5952975
Mtpn,-3.1045053,-1.2777073,0.001905975542475805,0.03536848261486525,0.1,0.4138226780545331,0.14094482,0.31260452
Nav2,-3.1053658,-0.7854013,0.0019004381381926597,0.03529009866844282,0.7,0.8188900403816602,1.241676,1.6567774
Dhx32,-3.1143923,-2.5195217,0.0018432420335888118,0.034251669047393754,0.025,0.3167994854018511,0.036328606,0.19238421
Smap2,-3.117639,-1.0817695,0.0018230585866069013,0.0339000582852093,0.175,0.5226744809348534,0.24467799,0.4616896
Thoc7,-3.1194484,-2.2405035,0.001811900098038887,0.033739262393835685,0.05,0.34785405424722154,0.055221986,0.23767623
Stmn4,-3.119732,-2.1831,0.00181015663125836,0.03373017245624975,0.05,0.34717507057856556,0.068286516,0.27834484
Rnf182,-3.1221573,-1.9943707,0.0017953098325675372,0.03354006784525235,0.05,0.350212629096237,0.07775748,0.27928367
AI593442,-3.123145,-2.9315524,0.001789295491417996,0.033457459884760996,0.025,0.3165493335239252,0.032746315,0.22631232
Lmtk3,-3.1232624,-1.3718007,0.0017885821484575546,0.033457459884760996,0.1,0.4117857270485652,0.12025648,0.28570652
Map3k13,-3.1243968,-1.6188846,0.0017816999643261362,0.03336186623097093,0.1,0.4122502948218561,0.105785355,0.29469302
Pdk3,-3.1247587,-27.49939,0.0017795099106861327,0.03334409435155954,0.0,0.285459028695994,0.0,0.17372832
Spns2,-3.1296778,-3.9450243,0.001749981489192118,0.032813679424000146,0.025,0.3114033520351642,0.014173078,0.19872367
Skap2,-3.1302938,-2.8530433,0.0017463150155713082,0.03276779641648118,0.05,0.34013508201408,0.043567393,0.2789508
Ndufaf5,-3.1310177,-2.126063,0.0017420173853630778,0.032709998004686165,0.05,0.3487831897938034,0.05556173,0.22266808
Nbas,-3.1314673,-1.088847,0.0017393507892706033,0.032682766229161615,0.25,0.6265947182217775,0.3632341,0.65833914
Tbc1d9,-3.132328,-1.4438369,0.0017342599306362566,0.032609912061718836,0.075,0.38551977986634745,0.11289374,0.28150904
Kcnip2,-3.1351054,-2.0214105,0.0017179236582620609,0.032325356230743396,0.05,0.3514276525033056,0.0676962,0.25025237
Sptan1,-3.135702,-1.157072,0.0017144333259660658,0.03228228694373384,0.375,0.7567809026909195,0.64767694,1.1091521
Nt5c2,-3.1368363,-1.0939698,0.001707813960049621,0.03218019712940626,0.3,0.6647607475967552,0.42291936,0.75314844
Adcy3,-3.1398876,-2.1794152,0.0016901266100249142,0.03189164467090551,0.025,0.319515420076475,0.04645138,0.19505231
Mblac2,-3.140934,-1.0610309,0.0016840996647368197,0.03180025157517803,0.125,0.46124432691276845,0.18767497,0.35818082
Prkar2b,-3.1421957,-1.4979885,0.001676859822647676,0.031685811135402996,0.075,0.3882357145409713,0.11197376,0.28867263
Slc4a3,-3.143555,-2.8593295,0.0016690908085480187,0.03156120339597837,0.025,0.31894364435550154,0.031005684,0.20581499
Gucy1a2,-3.1451685,-1.1501572,0.0016599115894591313,0.03140973549913159,0.35,0.6983525712039452,0.60555065,1.0463008
Cnr1,-3.1458433,-1.594367,0.0016560867981085443,0.03135944486622733,0.125,0.4409462888182111,0.1602954,0.42198434
Zfyve1,-3.1491783,-1.7010869,0.0016373033566152852,0.031069449994528753,0.1,0.4073902011935818,0.09788214,0.28844884
Gopc,-3.1504397,-1.3514869,0.0016302488554455668,0.03095744646347871,0.1,0.419897795089876,0.13120274,0.30583113
Smim13,-3.1508505,-1.6241021,0.0016279580843187858,0.03093580885830677,0.1,0.41046349569381413,0.110763624,0.30826133
Adck1,-3.1552904,-2.2899246,0.0016033843275237547,0.030533619334205023,0.05,0.35049851695672374,0.04990954,0.22335665
Armh4,-3.1568356,-27.772726,0.0015949126351757282,0.030393831565370084,0.0,0.2883893792659829,0.0,0.20645371
Actl6b,-3.1568453,-2.8579714,0.0015948591483384827,0.030393831565370084,0.025,0.32033734767537436,0.029835349,0.19849299
Fbxo34,-3.1574907,-0.994388,0.0015913326657903562,0.03036868517740545,0.2,0.5712039452524748,0.31977433,0.5600201
Mpv17l,-3.1575787,-1.4627677,0.0015908523383752328,0.03036868517740545,0.05,0.3552871386198764,0.08932836,0.22916895
Rcor3,-3.1577744,-1.2836881,0.001589785421935644,0.03036868517740545,0.125,0.4591716399242397,0.15706931,0.346472
Zfp827,-3.1580775,-1.3121979,0.0015881330031919361,0.03036868517740545,0.175,0.5075581603116178,0.20036018,0.43882272
Ncoa7,-3.1587427,-1.1666437,0.0015845138794992521,0.030324706511499218,0.3,0.6618661330093271,0.42431498,0.78231376
Ggt7,-3.1596715,-1.7700943,0.0015794704636844957,0.030249730120600428,0.075,0.3852696279884215,0.081776574,0.25514024
Ccdc112,-3.1602387,-3.0176625,0.001576398596078727,0.030212432436972463,0.025,0.320194403745131,0.026765417,0.19859488
Rapgef1,-3.16197,-1.1770176,0.0015670580782802125,0.030054854078079448,0.175,0.5300003573598256,0.22876552,0.45818952
Scap,-3.1653829,-2.926519,0.0015487900325079132,0.02978954056799401,0.025,0.3206589715184219,0.029394314,0.20440531
Nsun2,-3.1654415,-1.4977043,0.001548477690544796,0.02978954056799401,0.1,0.41271486259514706,0.11785974,0.30249786
Tnfrsf21,-3.1668694,-1.5718611,0.0015408952258164136,0.02968018259332404,0.1,0.4185755637351249,0.11768651,0.31574944
Slc9a7,-3.1669867,-1.0336965,0.0015402735327950856,0.02968018259332404,0.175,0.5384340492441839,0.2618198,0.47792888
Slc7a8,-3.1675832,-1.3514675,0.0015371168302279602,0.029649913300951392,0.125,0.45824250437765784,0.16120562,0.36905232
Fam81a,-3.1678865,-1.5080171,0.0015355148887778334,0.029640290992428438,0.1,0.42143444233999217,0.12540954,0.3220982
Nfx1,-3.1710258,-0.9450353,0.0015190172030076694,0.02934291318822148,0.175,0.5436872386806275,0.26641053,0.462298
Zfp652,-3.1721895,-1.147998,0.001512942835400312,0.02924659999079596,0.2,0.5497623557159704,0.25258037,0.49272463
Atrn,-3.1733825,-1.1571783,0.001506738568667741,0.029168634971255186,0.3,0.6898116713719044,0.44188818,0.80611885
Senp5,-3.1745658,-1.1034158,0.0015006083153368435,0.029070905142826956,0.2,0.5613408140656827,0.26775575,0.5066311
Sorcs2,-3.1752994,-1.1000506,0.0014968201154684083,0.029018439035091003,0.125,0.45892148804631383,0.21022813,0.4064792
Ywhag,-3.1756024,-0.8683909,0.001495256901234007,0.029009063491810663,0.2,0.5763499267412358,0.33688852,0.54888195
Slain1,-3.1768053,-1.1087489,0.0014890692826297124,0.028909892792095646,0.15,0.494728942572276,0.22547638,0.43530947
Sox11,-3.1821156,-2.4637892,0.0014620341689232678,0.028446674959426654,0.025,0.3232676982453633,0.04510395,0.22675228
Stum,-3.1822429,-1.5329409,0.0014613924993967108,0.028446674959426654,0.075,0.3910588571632777,0.11514095,0.3024199
3110082I17Rik,-3.1826534,-27.510317,0.001459321186591124,0.028435069096231693,0.0,0.2907479541149984,0.0,0.1749399
Elfn2,-3.1885114,-2.8265235,0.0014300732855351565,0.027885391278903958,0.025,0.3232676982453633,0.03158499,0.20508398
Mbtps2,-3.190575,-1.7942041,0.0014198999730213005,0.027707125835208676,0.075,0.38855733838401885,0.08742559,0.2752517
Rexo4,-3.1908684,-27.450346,0.0014184589602748811,0.027699122283856147,0.0,0.29149840974877606,0.0,0.16838355
Pcbp3,-3.191377,-1.2862561,0.0014159643983572667,0.027670518824625276,0.15,0.47968409391416217,0.17695269,0.3867016
Ireb2,-3.1925406,-1.1471187,0.0014102709009673514,0.027599402118712844,0.175,0.5213165135975414,0.21870823,0.432709
Arhgap10,-3.1926873,-2.9422634,0.0014095547331564214,0.027599402118712844,0.025,0.32351785012328915,0.0352209,0.24336722
Thsd7a,-3.1938903,-1.2625562,0.0014036947931385115,0.027510779789665794,0.25,0.5787799735553729,0.44448882,0.8513547
Chrm1,-3.1996112,-1.3367866,0.0013761305924008223,0.027009955454937982,0.1,0.4280455991137476,0.13912226,0.31992623
Rpl6,-3.2008631,-1.2829959,0.0013701664035905912,0.026912552093917536,0.15,0.479505414001358,0.20910779,0.44850144
Zc3h7a,-3.2035427,-1.117619,0.001357479370389807,0.02668286077715736,0.175,0.5367544580638245,0.23761198,0.45868832
Sdk2,-3.2040806,-1.5559182,0.0013549457985581681,0.02665255754557685,0.075,0.390093985634135,0.12707224,0.3353258
Nfs1,-3.2056258,-2.517221,0.0013476917816105148,0.026548737662664613,0.025,0.32541185719901367,0.03841972,0.20230773
Gm14636,-3.2095668,-1.2825314,0.0013293513719264045,0.026225896742777158,0.075,0.39055855340742596,0.12899967,0.28889474
Man2a1,-3.209733,-1.3616257,0.0013285827929652532,0.026225896742777158,0.15,0.47285852124504163,0.19779828,0.4459976
Kcnk2,-3.209782,-2.0313385,0.0013283568183706455,0.026225896742777158,0.075,0.38476932423256976,0.09130075,0.32987177
Ptpra,-3.2107208,-1.050429,0.0013240249774522444,0.026184714158233854,0.325,0.7136475717399849,0.497341,0.84781015
Tub,-3.2107403,-1.069774,0.0013239348695313195,0.026184714158233854,0.15,0.49379980702569415,0.21102762,0.4009066
Mir124-2hg,-3.2136352,-1.8966261,0.0013106611150428,0.025971581239823037,0.075,0.3874495229246328,0.088751994,0.29681706
Unc5a,-3.2151215,-27.530176,0.0013038926905646305,0.025856528852746585,0.0,0.29371404066754814,0.0,0.17716177
Gm55122,-3.2151215,-27.736633,0.0013038926905646305,0.025856528852746585,0.0,0.29371404066754814,0.0,0.20183392
Phc2,-3.2155714,-1.2384543,0.0013018507188126175,0.025854197202139714,0.25,0.5918593431726406,0.28321338,0.57236844
Ube2o,-3.2169993,-1.6224122,0.001295389210967809,0.025744902439870584,0.1,0.4175034842582997,0.10569503,0.29508746
Gm10754,-3.2188084,-3.854674,0.0012872442009157234,0.025601962752483706,0.025,0.320408819640496,0.026765417,0.33105722
Anks3,-3.2199037,-1.2159175,0.0012823361670767095,0.025523239118037916,0.1,0.4329414287245828,0.14464363,0.30859128
Pcnx,-3.2218304,-1.2263405,0.0012737451780318186,0.025408710418496634,0.275,0.645749204874388,0.36114353,0.70196587
Asxl3,-3.2232974,-1.2039325,0.00126723948022118,0.025335360739243383,0.175,0.532823499982132,0.24338326,0.49151638
Kpna3,-3.2234733,-1.2715329,0.0012664608613446862,0.025335360739243383,0.225,0.5817103241253618,0.26277477,0.545542
Vps33a,-3.2238646,-2.7422001,0.0012647321782006324,0.025322916265462736,0.05,0.3509273487474538,0.03717224,0.22585644
Adarb1,-3.225175,-1.2176355,0.0012589569500356492,0.025226079975732955,0.175,0.5246399599756996,0.22434351,0.46052408
Plaa,-3.2261822,-1.2748855,0.001254534343705681,0.02515622225027735,0.1,0.4317264053175142,0.13997357,0.31009793
Lrpap1,-3.22672,-3.1059299,0.0012521786371703723,0.025127737102888653,0.025,0.3256620090769396,0.031005684,0.23990226
Sh3rf1,-3.228412,-1.2901078,0.001244795472017689,0.0249982468857364,0.225,0.5555158489082658,0.30689275,0.6304191
2900026A02Rik,-3.2301822,-2.0849192,0.0012371139352455455,0.02486256652210008,0.05,0.36057606403888076,0.066906355,0.2574
Gm28905,-3.2311602,-28.149895,0.0012328887891143797,0.024796198924777982,0.0,0.2951792159525426,0.0,0.26069015
Dennd5b,-3.2318838,-1.1407263,0.0012297707650042173,0.024752015322594245,0.3,0.6674052103062573,0.41943464,0.7649961
Gm44643,-3.2323337,-27.559902,0.001227836206107732,0.024731603341915112,0.0,0.29528642390022514,0.0,0.1805366
Ephx4,-3.2349155,-3.9715528,0.001216787767435328,0.024527447345076715,0.025,0.3212307472393953,0.014173078,0.2020626
Raver2,-3.2357173,-1.7361443,0.0012133747914959256,0.02447701249811976,0.1,0.42136297037487047,0.14095803,0.4083292
Vezt,-3.2358346,-1.2001889,0.001212876073961475,0.02447701249811976,0.275,0.6343494264374799,0.34673852,0.66899604
Serpini1,-3.2363431,-1.2787161,0.0012107171518193358,0.02446012772134252,0.175,0.5279634063538577,0.2757556,0.5712016
Dpm1,-3.2391696,-1.3506333,0.0011987830759054377,0.024255497928899934,0.15,0.49204874388021297,0.1692389,0.38544747
Apex2,-3.2428467,-1.0826923,0.001183419046967419,0.023962675050500787,0.175,0.5261766072258157,0.23721965,0.44917953
Ndrg3,-3.2429054,-1.121981,0.001183175357766251,0.023962675050500787,0.25,0.6303112604081049,0.35517263,0.6565368
Hycc1,-3.2462401,-2.492386,0.0011694016436699971,0.023714582766349298,0.05,0.3570739377479184,0.054168336,0.27247915
Smarca4,-3.2475798,-1.1069069,0.0011639097647355961,0.023621038805472408,0.2,0.5868920415966837,0.290205,0.5453446
Osbpl3,-3.2487242,-2.540036,0.0011592385001641255,0.0235440200297884,0.05,0.35157059643354893,0.05804355,0.2983052
Nup205,-3.2493403,-2.2691286,0.0011567303864390792,0.023518127685021355,0.025,0.32977164707143625,0.046652295,0.2071827
Spink10,-3.2506702,-1.6992449,0.0011513331357664576,0.023436607089427818,0.1,0.4221134260086481,0.11274928,0.32755405
Brdt,-3.2521176,-1.5064466,0.0011454861108030458,0.023335262924395632,0.1,0.4302969660150806,0.12110039,0.31170887
Dip2c,-3.2530859,-0.6092262,0.0011415902587233549,0.023273543438464755,0.775,0.8379015831040274,1.4509782,1.7891006
Synrg,-3.2531445,-1.0527308,0.0011413545405663094,0.023273543438464755,0.125,0.45874280813350965,0.18636987,0.35416353
Bhlhb9,-3.2532618,-2.9148974,0.0011408832392171312,0.023273543438464755,0.025,0.3292356073330236,0.031102031,0.2136982
