"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.50382287166092e-14,-1.3413631651089,0.885,1,6.72777205615289e-10,"Nrgn","Down"
1.12494448382434e-13,-0.785523161933424,0.972,1,3.022725828036e-09,"Atp1b1","Down"
5.51745889492435e-13,1.22745676534834,0.908,0.63,1.48254120506617e-08,"Grik4","Up"
6.30328649478024e-13,-1.09290263808903,0.945,1,1.69369308114745e-08,"Calm2","Down"
2.04149735780758e-12,-0.87003606765405,0.931,0.975,5.48550340042898e-08,"C1ql3","Down"
7.97035823909551e-12,-0.591931907387937,1,1,2.14163525884496e-07,"Kcnj3","Down"
1.74153636017452e-11,0.459892802281555,1,1,4.67950819978894e-07,"Nkain2","Up"
2.68185333215247e-11,-1.0291148178972,0.817,0.938,7.20613990349369e-07,"Hsp90ab1","Down"
3.04409877552113e-11,-1.32292905668011,0.592,0.827,8.17949340982528e-07,"Aldoa","Down"
3.44613270733957e-11,0.62571333820078,1,0.938,9.25975858462142e-07,"Prkg1","Up"
1.49789083781658e-10,-5.22229107471882,0.005,0.198,4.02483268121314e-06,"Ttr","Down"
3.31521127046189e-10,-1.38936355544725,0.546,0.79,8.9079726837311e-06,"Rpl6","Down"
3.54175497283445e-10,-0.998657205744124,0.931,0.975,9.51669561200617e-06,"Calm1","Down"
4.22913589008633e-10,0.610959558190626,0.995,0.975,1.1363688136662e-05,"Cntn5","Up"
5.89491074077858e-10,0.774636145147562,0.972,0.864,1.5839625160472e-05,"Eml6","Up"
1.08535959936813e-09,0.388224189114809,1,0.988,2.91636124350216e-05,"Ryr2","Up"
1.62306619075311e-09,-0.960528023547909,0.881,0.951,4.3611788545536e-05,"Epha5","Down"
2.57207100593247e-09,2.25153960914531,0.528,0.16,6.91115479294055e-05,"Lhx9","Up"
4.56547154876001e-09,0.518199879624772,1,1,0.000122674220515181,"Meg3","Up"
9.70442445982026e-09,-1.24608160952703,0.39,0.716,0.00026075788523537,"Rps7","Down"
1.03557738122363e-08,1.7379155545861,0.679,0.333,0.00027825964233479,"Tenm4","Up"
1.68111257193924e-08,-1.15145770004452,0.725,0.877,0.000451714948080075,"Mt3","Down"
2.0924950212867e-08,0.625628573423322,0.991,0.963,0.000562253412219737,"Kcnq1ot1","Up"
2.45977455761629e-08,-1.03193002322232,0.784,0.877,0.000660941423631498,"Fth1","Down"
3.19478293007089e-08,0.445057179848155,1,0.988,0.000858438173310047,"Cacna1c","Up"
3.63270562316316e-08,-0.442922470421321,1,1,0.00097610800094394,"Cadm2","Down"
7.14508869502129e-08,-0.923661447762162,0.743,0.827,0.00191988533235222,"Eef1a1","Down"
7.70584988707283e-08,-0.611717765909329,0.995,1,0.00207056186465647,"Epha7","Down"
1.05035418903931e-07,0.768132471645169,0.913,0.741,0.00282230170594863,"Galnt18","Up"
1.51179775152534e-07,0.744594966173502,0.945,0.802,0.0040622005583486,"Sfpq","Up"
