"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
7.337375053085e-12,0.541259885804662,1,1,1.97155267676394e-07,"Meg3","Up"
3.95236024380925e-10,0.710436453846103,0.99,0.983,1.06199919751154e-05,"Kcnq1ot1","Up"
1.53284746295714e-09,-1.51505014724199,0.486,0.8,4.11876113296583e-05,"4930419G24Rik","Down"
1.54403151130995e-09,-2.11021930495101,0.238,0.6,4.14881267088984e-05,"6330403K07Rik","Down"
5.81507996782076e-09,-2.09153012872186,0.159,0.483,0.000156251198735344,"Gm20642","Down"
1.11741637865251e-08,-1.78500620450444,0.141,0.467,0.00030024978094393,"Far1os","Down"
1.46443643181404e-08,-0.927543306557557,0.931,0.983,0.000393494069228432,"Calm1","Down"
1.72294272563679e-08,-0.793596003048224,0.983,1,0.000462954710378604,"Calm2","Down"
1.80246471121819e-08,-1.23186553778216,0.445,0.833,0.000484322267904328,"Dalrd3","Down"
3.06781135020377e-08,-1.01467720989688,0.893,0.983,0.000824320909799753,"Nrgn","Down"
3.08003805171504e-08,-2.94714396178323,0.034,0.233,0.00082760622449583,"4930590L20Rik","Down"
3.16760589917538e-08,0.716328413459718,0.986,0.983,0.000851135705108423,"Runx1t1","Up"
5.31468482018732e-08,-1.25429886645785,0.79,0.883,0.00142805581118433,"ENSMUSG00000095041","Down"
5.7988098267951e-08,-3.91444118652673,0.01,0.15,0.00155814020045984,"Gm15577","Down"
6.15774822742639e-08,0.335770223065869,1,1,0.00165458694870947,"Anks1b","Up"
8.15360690099141e-08,0.325090397571229,1,1,0.00219087417429639,"Gria1","Up"
9.70186793040776e-08,-1.46692325129674,0.307,0.65,0.00260689191290057,"5330438D12Rik","Down"
1.08111328188473e-07,0.582208588136704,1,0.967,0.00290495138842428,"Eml6","Up"
1.266369566721e-07,-1.14570231939065,0.676,0.917,0.00340273502577932,"Fth1","Down"
1.45050094246082e-07,0.831668564875811,0.966,0.933,0.00389749603239223,"Etl4","Up"
1.85099174084235e-07,0.508034591721156,1,1,0.00497361480764339,"Ryr3","Up"
4.41693553771257e-07,-0.872148131406843,0.721,0.883,0.0118683057898337,"Mlip","Down"
4.43954110229624e-07,-1.9041237440159,0.107,0.367,0.01192904694187,"Gm48747","Down"
4.76104666363354e-07,0.607246511321214,0.993,0.95,0.0127929323851833,"Khdrbs3","Up"
5.97515982624907e-07,-0.775775592478904,0.828,0.967,0.0160552544531312,"Kcnt2","Down"
6.79154424040326e-07,-1.5704750173792,0.152,0.433,0.0182488793739636,"Gskip","Down"
7.46778746996151e-07,-0.404123540798754,1,1,0.0200659449317866,"Malat1","Down"
8.29451263787175e-07,-1.39894478620119,0.29,0.6,0.0222873554579614,"Glp2r","Down"
9.40858045588948e-07,0.685365131132159,0.966,0.85,0.025280855684975,"Gucy1a2","Up"
1.06787370774581e-06,0.403776307512811,1,1,0.0286937665271299,"Slit3","Up"
