"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
1.00205134451636e-11,0.868227568119163,1,1,2.69251196271545e-07,"Naaladl2","Up"
9.46746384383528e-09,0.266460089513993,1,1,0.000254390753483854,"Celf2","Up"
5.60374764687843e-07,-3.17824394409813,0.01,0.275,0.0150572699271624,"Pfn1","Down"
9.90324826771622e-07,0.592462244208249,1,1,0.0266100280953535,"Kctd16","Up"
1.14419235962023e-06,0.531209020784191,1,1,0.0307444487029955,"Slit3","Up"
1.67589229764152e-06,-2.57032413127313,0.031,0.314,0.0450312260376276,"Uqcr11","Down"
3.41427141339981e-06,-1.01548567488,0.667,0.941,0.0917414728780528,"Plp1","Down"
5.77489620039667e-06,-2.31709146805827,0.083,0.392,0.155171460904659,"Banf2","Down"
6.71951024295822e-06,-1.7822679717792,0.135,0.49,0.180553240228287,"Ubb","Down"
8.91933399788904e-06,-0.579887921347404,1,1,0.239662504523278,"Malat1","Down"
1.84540545935764e-05,1.53155111679024,0.708,0.471,0.495860446929399,"Gm11867","Up"
2.13224084356229e-05,0.473975963990779,1,0.98,0.572933114665188,"Slc8a1","Up"
2.17132126795073e-05,0.545586941329854,0.99,1,0.583434024698361,"Mir99ahg","Up"
2.32586563490968e-05,-1.87446575284877,0.104,0.412,0.62496009610023,"Chrd","Down"
3.37094504785655e-05,-0.631956047684389,0.969,0.98,0.905772934359054,"Ube3a","Down"
3.40159793867537e-05,0.631284548562193,1,0.98,0.914009366122073,"Hdac9","Up"
4.5726558732557e-05,-1.12364914942962,0.438,0.804,1,"Sparcl1","Down"
5.03642371350491e-05,1.10951381830186,0.833,0.706,1,"A830082K12Rik","Up"
6.38083788825238e-05,0.466146502259236,1,0.98,1,"Gabrb1","Up"
6.58684577002803e-05,-1.20785980747286,0.281,0.667,1,"Rpl37a","Down"
6.92329688768506e-05,-1.24742683837848,0.25,0.608,1,"Dvl1","Down"
7.19136496159339e-05,-2.83318361216699,0,0.157,1,"4930586N03Rik","Down"
7.39980890855608e-05,-1.4746145518012,0.146,0.471,1,"Nudt5","Down"
8.73117705641763e-05,-1.22699406851618,0.323,0.706,1,"Ckb","Down"
9.43550849423522e-05,0.418129884368249,1,1,1,"Gm26871","Up"
0.000107896575378917,0.313190021753919,1,1,1,"Phactr1","Up"
0.000113964669538032,-1.12483682975201,0.573,0.843,1,"Ywhah","Down"
0.000116234177495836,-1.31087859866377,0.229,0.549,1,"Gm56878","Down"
0.000126526198144118,-1.29682702661709,0.177,0.51,1,"Camkk1","Down"
0.000149210515373337,-2.5469698206863,0.042,0.255,1,"Asb1","Down"
0.00015314721298279,-0.990955295382696,0.385,0.725,1,"Caskin1","Down"
0.000162414261367786,-2.98829245940984,0.01,0.176,1,"Taf9b","Down"
0.000164343569207282,-1.42028572278564,0.094,0.373,1,"Mief1","Down"
0.000173967816523934,-0.474344556018734,1,1,1,"Clstn2","Down"
0.000210926895066978,-0.719460607710401,0.938,0.961,1,"Kcnc2","Down"
0.000211192752900968,-0.866494993704474,0.49,0.784,1,"Fhl2","Down"
0.000211779456139168,-0.781086876295195,0.281,0.647,1,"Eid1","Down"
0.000214432098628634,-1.09972335225277,0.219,0.549,1,"Per3","Down"
0.000215637648191481,-3.20856411609041,0,0.137,1,"Timm10","Down"
0.000215637648191481,-3.82144533414928,0,0.137,1,"Cxcl14","Down"
0.000217693419822697,-1.67728027174753,0.115,0.392,1,"Sod1","Down"
0.000223606253254983,-1.39071035361076,0.125,0.412,1,"P3h3","Down"
0.000229829005911862,-1.54991842589461,0.188,0.49,1,"Tmem59l","Down"
0.000231899872039952,-1.71798795411399,0.073,0.314,1,"Selenok","Down"
0.000235512055294566,-1.42504403226327,0.156,0.451,1,"Prss35","Down"
0.000248815272096356,-0.877316800231451,0.49,0.863,1,"Tmem181a","Down"
0.000251134257017641,-0.736823562139776,0.698,0.941,1,"Ppp3r1","Down"
0.000257475397342159,-0.645532887713496,0.875,0.922,1,"Far1","Down"
0.000274635514444337,-1.6538150924081,0.115,0.373,1,"Bri3","Down"
0.000274779663177604,-0.793220263633925,0.333,0.725,1,"Lrrc20","Down"
0.000277613546451313,0.737292681413363,0.917,0.804,1,"Gm45159","Up"
0.000280301966457452,-1.45622551827873,0.125,0.392,1,"Cabp7","Down"
0.000287099555943037,-1.02547358239499,0.135,0.392,1,"Ptgds","Down"
0.000294826655633319,0.774904549009799,1,0.98,1,"Pde1a","Up"
0.000299367613225713,-1.56119540679109,0.219,0.529,1,"Hbp1","Down"
0.000319370757781297,-0.908124527403079,0.344,0.627,1,"Wscd1","Down"
0.000333578351829764,-1.41976202658269,0.156,0.431,1,"Rpl21","Down"
0.000342049301572004,-0.3661554058348,0.969,0.98,1,"Tnr","Down"
0.000355405381168003,-0.443361290068305,0.938,0.98,1,"Rb1cc1","Down"
0.000373980505284704,-1.27365603404509,0.333,0.608,1,"Garnl3","Down"
0.000381002003056319,-0.552769607143014,0.875,0.922,1,"Slc35f3","Down"
0.000384321287906703,0.315330949316864,1,1,1,"Arpp21","Up"
0.000384454984100322,-0.996481311924876,0.24,0.569,1,"Zfp74","Down"
0.000396358105235765,-0.559447994010449,0.979,0.98,1,"Grm1","Down"
0.000399227443444538,-1.89323417889591,0.062,0.275,1,"Rabl3","Down"
0.00040705414568725,-2.83152783422382,0.01,0.157,1,"Mroh8","Down"
0.000412933342936426,-1.02207008477976,0.406,0.725,1,"Mbtps2","Down"
0.000418402760559359,-1.01783395349974,0.521,0.745,1,"Smoc2","Down"
0.000435375490258495,-0.698533252018463,0.698,0.922,1,"Dpf3","Down"
0.000443968232778198,-1.15634973749379,0.125,0.412,1,"Rps18","Down"
0.000458150802441826,-0.477443161544484,0.927,0.98,1,"Chka","Down"
0.000458993971823574,-0.625900430952637,0.688,0.961,1,"Hsp90aa1","Down"
0.000471769567828291,-2.50399027319989,0.01,0.157,1,"Ranbp3l","Down"
0.000473042438453852,-1.34112489203116,0.281,0.588,1,"Idh3b","Down"
0.000483755926860732,-0.339851083179044,0.969,1,1,"Kcnq1ot1","Down"
0.000489355983598787,1.01629106759562,0.917,0.745,1,"Kcnh7","Up"
0.000494777339823212,-1.87909437687247,0.125,0.373,1,"Gapdh","Down"
0.000503950997329008,-1.47706741486207,0.073,0.294,1,"Pop5","Down"
0.00050782979480443,-1.1998241581395,0.156,0.451,1,"Tuba4a","Down"
0.00051669366850993,-0.677588660499961,0.594,0.863,1,"Chgb","Down"
0.000531269032523142,2.08121903828562,0.417,0.157,1,"Cdh23","Up"
0.000534344439044483,-1.25489256666455,0.146,0.412,1,"Zfp72","Down"
0.000554481674346641,0.323817366015475,1,1,1,"Hivep2","Up"
0.000565283324443164,-2.83333204710644,0.021,0.176,1,"Meis1","Down"
0.000571070977198531,-1.63327799374163,0.062,0.275,1,"Ctsa","Down"
0.000585668581678101,-1.03239048961227,0.062,0.275,1,"Zswim7","Down"
0.000600612956673686,-1.48680337463883,0.062,0.275,1,"Spcs1","Down"
0.000642891817012404,-2.82889097263095,0,0.118,1,"2500004C02Rik","Down"
0.000642891817012404,-2.33951974930984,0,0.118,1,"Gng11","Down"
0.000642891817012404,-2.5020334040721,0,0.118,1,"Tnfsf13b","Down"
0.000642891817012404,-3.01909241189443,0,0.118,1,"Gm57397","Down"
0.000644050198599956,-1.09427382509222,0.188,0.471,1,"Gm14443","Down"
0.00064472678893787,-2.5376295255037,0.021,0.176,1,"Elovl1","Down"
0.000655020817556601,-1.26055772115034,0.167,0.451,1,"Gm57315","Down"
0.000708985905946431,-1.3962446362618,0.083,0.314,1,"Bbs2","Down"
0.000736456136971665,0.438515503473748,1,1,1,"ENSMUSG00000121513","Up"
0.000750896532357924,-1.09026283061712,0.302,0.588,1,"Brd7","Down"
0.000758541808286318,-0.300723434835302,1,1,1,"Pclo","Down"
0.000767089564219457,-0.748861739580949,0.375,0.686,1,"Hnrnpk","Down"
0.000778921975612994,-0.717914846559868,0.812,0.941,1,"Uvrag","Down"
0.000789792151677018,-2.02808823259469,0.052,0.235,1,"Arhgef33","Down"
0.000804569729710195,0.295823135799664,1,1,1,"Frmd4a","Up"
