"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
4.63414547955494e-44,0.855740606536468,0.98,0.897,1.24519489035641e-39,"Tenm2","Up"
1.18210271815657e-38,0.602140050113833,0.993,0.971,3.17631000368671e-34,"Ptprd","Up"
6.51475056321075e-34,0.930921812212974,0.945,0.802,1.75051347633473e-29,"Naaladl2","Up"
8.17840393919684e-25,0.667063769922708,0.978,0.968,2.19753713846219e-20,"Pcdh9","Up"
3.1501953068338e-24,0.552424726125869,0.985,0.957,8.46457478946243e-20,"Celf2","Up"
6.67424990554175e-23,-0.82088508292092,0.602,0.812,1.79337094961907e-18,"Atp1b1","Down"
7.50233376073648e-22,0.508474720534541,0.98,0.956,2.01587708150989e-17,"Dlg2","Up"
9.72870745913984e-21,1.76135073750364,0.102,0.01,2.61410369427088e-16,"Ttr","Up"
2.87075854418821e-20,-0.98250538905641,0.425,0.673,7.71372820823372e-16,"Tmsb4x","Down"
7.105898902845e-20,-0.70016618300669,0.602,0.836,1.90935503519445e-15,"Calm1","Down"
1.03039386022564e-19,0.887100182395077,0.609,0.39,2.76866830242628e-15,"Mir99ahg","Up"
3.1331017509571e-19,0.616639442828473,0.938,0.862,8.41864440482172e-15,"Dpp10","Up"
3.51786122157036e-19,-0.852782798496808,0.52,0.751,9.45249310235957e-15,"Calm2","Down"
1.18688319408202e-18,-0.643684668035888,0.664,0.873,3.18915514249839e-14,"Hsp90aa1","Down"
8.52948225984251e-18,0.854526457617978,0.749,0.586,2.29187188321968e-13,"Erbb4","Up"
1.01279734775894e-16,0.54281863469711,0.92,0.836,2.72138647342828e-12,"Opcml","Up"
2.43821456393582e-16,-1.05712460560695,0.331,0.556,6.55148253329554e-12,"Chgb","Down"
9.89113195667158e-16,0.771327775841786,0.704,0.523,2.65774715675765e-11,"Kcnq5","Up"
1.39369944059099e-15,0.481554313608483,0.98,0.957,3.74487039686799e-11,"Nrg3","Up"
3.3790157646565e-15,-0.977896454616987,0.276,0.505,9.07941535963202e-11,"Cck","Down"
5.12210520585733e-15,0.415710937355425,0.995,0.983,1.37630966881386e-10,"Kcnip4","Up"
8.33105568574094e-15,0.372224884210108,0.993,0.983,2.23855466275859e-10,"Lsamp","Up"
1.20747569725021e-14,-1.25229463223875,0.216,0.425,3.2444871985113e-10,"Sec62","Down"
4.00012519817324e-14,0.354649269122896,0.968,0.922,1.07483364074915e-09,"Nlgn1","Up"
4.56581150726119e-14,-0.587038187706959,0.612,0.788,1.22683355200108e-09,"Map1b","Down"
6.83265341359881e-14,0.432645289772763,0.938,0.869,1.835933972234e-09,"Adgrb3","Up"
1.12051023592603e-13,0.71841073703193,0.726,0.592,3.01081100393324e-09,"Ralyl","Up"
1.26028213564222e-13,-0.79081451664438,0.403,0.62,3.38637809847065e-09,"Nrgn","Down"
1.57523643668826e-13,0.489137281684757,0.928,0.854,4.23266030538135e-09,"Fgf14","Up"
1.92797134740361e-13,-1.05525521177047,0.137,0.331,5.1804590104735e-09,"Ptgds","Down"
2.25714234648226e-13,-1.20482800661965,0.182,0.377,6.06494148499783e-09,"C1ql3","Down"
5.33484893436169e-13,0.443816709641013,0.96,0.922,1.43347390866299e-08,"Rbfox1","Up"
9.03932662644858e-13,-0.708467047469713,0.346,0.562,2.42886706452673e-08,"Sparcl1","Down"
1.16556289013667e-12,0.559357242277295,0.759,0.623,3.13186748579724e-08,"Dcc","Up"
1.66762844907639e-12,-0.601670959382961,0.687,0.812,4.48091764266827e-08,"Atp2b1","Down"
2.35559924859808e-12,-1.03131600154161,0.221,0.415,6.32949518098303e-08,"Prnp","Down"
2.843500717822e-12,-0.543419810087611,0.754,0.849,7.64048642878773e-08,"Rtn1","Down"
2.89088221364625e-12,-0.894833536210371,0.299,0.511,7.76780050806747e-08,"Ubb","Down"
3.05550243165953e-12,0.52293590618253,0.918,0.876,8.21013503386914e-08,"Cntnap2","Up"
9.77953894314225e-12,-0.739366972368119,0.425,0.611,2.62776211402232e-07,"Atp6v0c","Down"
1.08846042892051e-11,1.12199250432733,0.373,0.22,2.92469317250941e-07,"Gm28307","Up"
1.60269313822776e-11,-0.593962143377786,0.502,0.708,4.306436462418e-07,"Hspa8","Down"
1.98938714885519e-11,0.463333084120025,0.871,0.809,5.3454832689739e-07,"Lingo2","Up"
2.88747659563688e-11,0.416164698442517,0.97,0.929,7.75864961247629e-07,"Csmd1","Up"
2.89411805151284e-11,-1.20248857933471,0.147,0.317,7.776495204415e-07,"Ndufa4","Down"
3.87713796223248e-11,-1.38237248704034,0.177,0.338,1.04178697045187e-06,"Itm2c","Down"
4.05776367356553e-11,-0.771583502807264,0.246,0.442,1.09032109908706e-06,"Ppia","Down"
1.01071053857671e-10,0.595155348238532,0.709,0.606,2.71577921715561e-06,"Xkr4","Up"
2.68537813567431e-10,0.624368263373993,0.682,0.533,7.21561105055687e-06,"Kcnh7","Up"
4.7230685106298e-10,-1.13197381560092,0.169,0.327,1.26908850880623e-05,"Rpl38","Down"
9.70025416250426e-10,0.511894437011163,0.821,0.757,2.60645829346489e-05,"Grm7","Up"
9.81384836479246e-10,-1.07451903690011,0.149,0.304,2.63698105561973e-05,"Cox7c","Down"
1.15370495550677e-09,1.03966815576349,0.331,0.199,3.1000052154467e-05,"Slit2","Up"
1.15988900289352e-09,-1.17391956744403,0.142,0.292,3.11662175077488e-05,"Cox6c","Down"
1.38282566539053e-09,0.54937419234195,0.659,0.531,3.71565256290436e-05,"Schip1","Up"
1.6371372868247e-09,-0.826750999600836,0.229,0.4,4.39898788969796e-05,"Slc25a4","Down"
2.04171511261928e-09,-0.376809743977778,0.721,0.863,5.48608850760802e-05,"Hsp90ab1","Down"
2.25344867618275e-09,0.641473365443352,0.587,0.442,6.05501659290305e-05,"Asic2","Up"
2.44296131065134e-09,-1.67733898741176,0.077,0.204,6.56423704172015e-05,"Nrn1","Down"
2.58021871045512e-09,-0.75959720544006,0.378,0.529,6.93304767499291e-05,"Scn2a","Down"
4.33872879087465e-09,-0.942873556495394,0.177,0.331,0.000116581642610802,"Atp5b","Down"
5.31894267148657e-09,-0.966204679234621,0.129,0.279,0.000142919989582844,"Rpl17","Down"
6.88066851658887e-09,-0.998704805577331,0.179,0.325,0.000184883563040743,"Mdh1","Down"
7.14406264837892e-09,0.821899982854604,0.363,0.228,0.000191960963361941,"Gm11867","Up"
