"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
9.26051568416398e-16,0.592299863285215,1,1,2.48830056433486e-11,"Meg3","Up"
6.34593675784742e-10,0.5755883992317,1,0.971,1.7051532068336e-05,"Kcnq1ot1","Up"
9.24196167528134e-10,-2.45524244125526,0.029,0.191,2.4833151021481e-05,"Klhl14","Down"
1.01898081238484e-09,-1.28865348502667,0.447,0.779,2.73800144287807e-05,"Dalrd3","Down"
1.79369351563497e-09,-2.31118765368314,0.063,0.279,4.81965447651116e-05,"Gm47167","Down"
2.09856069174577e-09,0.660862085379223,0.98,0.941,5.63883257872088e-05,"Grin1","Up"
9.48237128768519e-09,-1.62289680796963,0.376,0.662,0.000254791316500101,"Nrg3os","Down"
9.65992635986567e-09,0.569133769834125,0.991,0.941,0.000259562221289591,"Cacna1a","Up"
1.68195763898977e-08,-0.666540941157731,0.909,1,0.000451942017596551,"Tenm1","Down"
2.22340145110874e-08,0.746464336638119,0.951,0.853,0.000597427969912918,"Cox16","Up"
2.72437519585675e-08,0.678730521069483,0.981,0.868,0.00073203961512671,"Rbfox3","Up"
3.63749564278026e-08,-0.407011726227533,1,1,0.000977395079215055,"Malat1","Down"
4.45470501151321e-08,-0.316004727247805,1,1,0.0011969792365936,"Nrg3","Down"
5.73564172256814e-08,-1.24389211543964,0.352,0.632,0.00154116693085406,"Sorbs2os","Down"
6.76374914855286e-08,-1.92797014702659,0.1,0.324,0.00181741939621615,"Gm15594","Down"
8.51914252455709e-08,-0.575630591485257,0.995,1,0.00228909359634849,"Negr1","Down"
1.19950806145518e-07,-1.26873312042057,0.354,0.647,0.00322307816113007,"5330438D12Rik","Down"
2.40635195962688e-07,-1.38912049303854,0.267,0.544,0.00646586771551743,"Gm48678","Down"
3.25991116927143e-07,0.705082466991676,0.949,0.794,0.00875938131183233,"Camta1","Up"
5.69091487192028e-07,-2.24693497088107,0.065,0.235,0.0152914882608498,"Gm56990","Down"
6.50954990038118e-07,-1.40710744619256,0.227,0.471,0.0174911605823242,"Gm20642","Down"
6.53845615556555e-07,-1.79277214472769,0.151,0.382,0.0175688316900046,"Gm48091","Down"
7.08046603685297e-07,-2.99626089583526,0.022,0.132,0.0190252122410239,"Gm13963","Down"
7.30974571681945e-07,-0.847347064390907,0.669,0.853,0.0196412867410939,"Mt3","Down"
9.33005324404579e-07,-1.56479714035439,0.236,0.485,0.025069853066751,"Prdx2","Down"
9.47082441004989e-07,0.781181798990215,0.887,0.676,0.0254481051898041,"Sez6l","Up"
1.0015781647019e-06,0.350103436595459,1,1,0.02691240528554,"Snhg14","Up"
1.21526651036387e-06,-1.30344347273684,0.275,0.529,0.0326542111334773,"Ptpro","Down"
1.21928959160986e-06,0.420616656816828,0.978,0.956,0.0327623113265569,"Dnaaf9","Up"
1.26389958720967e-06,0.34978383997233,0.992,0.985,0.0339609819083239,"Macf1","Up"
1.79444577615364e-06,0.395416352473769,1,0.971,0.0482167580052483,"Rian","Up"
2.04251204644634e-06,1.19641636714112,0.618,0.397,0.0548822986880131,"Shank3","Up"
2.04625238217028e-06,0.536472427995792,0.951,0.912,0.0549828015089154,"Huwe1","Up"
2.41096241255914e-06,-1.61348603145631,0.116,0.324,0.064782560025464,"Gm1992","Down"
2.47365463147581e-06,-1.37676964271102,0.332,0.559,0.0664670999477549,"Gm36975","Down"
2.72465172042537e-06,-0.470407398065318,0.961,0.971,0.0732113917278297,"Ube3a","Down"
3.00290956150422e-06,0.565557044982996,0.96,0.882,0.0806881799176183,"Stau2","Up"
3.05210018596859e-06,-2.67156556246152,0.029,0.147,0.0820099319969759,"Tes","Down"
3.97545923697747e-06,-0.309829886958404,1,1,0.106820589697585,"Magi2","Down"
4.17100261560342e-06,0.81097941823619,0.807,0.647,0.112074840281264,"Chd8","Up"
