"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.89983345039562e-06,-6.10098538048349,0,0.125,0.0779185248121302,"Slc22a14","Down"
2.89983345039562e-06,-6.97319106855359,0,0.125,0.0779185248121302,"Crip1","Down"
3.73416965698198e-06,-2.24994846038161,0.075,0.375,0.100337138683106,"Zfhx4","Down"
4.82636233410107e-06,0.692871838277964,0.994,0.938,0.129684355917296,"Mir99ahg","Up"
3.10748386581315e-05,-4.49607247735681,0.012,0.156,0.834980914743992,"Naa10","Down"
3.40077594064862e-05,-4.47030611743336,0.012,0.156,0.913788495252284,"Cygb","Down"
3.97104683854703e-05,-2.00316699330029,0.197,0.5,1,"Rpl35","Down"
6.33422366629649e-05,-4.22444983817289,0.006,0.125,1,"9630001P10Rik","Down"
6.33422366629649e-05,-4.06784728813625,0.006,0.125,1,"Primpol","Down"
6.51496123288381e-05,-3.55703711902998,0.023,0.188,1,"Ankrd44","Down"
6.70734350124067e-05,-1.04991341117109,0.832,0.969,1,"Calm1","Down"
8.10769357262844e-05,-3.0186494946389,0.023,0.188,1,"Oxa1l","Down"
0.000125637819433934,-1.19292720751047,0.462,0.719,1,"Nrxn2","Down"
0.000128218981245238,1.28043806946713,0.769,0.406,1,"Psd3","Up"
0.000134771185100216,-1.35191912747431,0.434,0.75,1,"Rps15","Down"
0.000135291832511219,-1.30357718802692,0.491,0.781,1,"Rpl17","Down"
0.000139218104015354,-1.73974760806389,0.075,0.312,1,"Tnfrsf21","Down"
0.000162630817064343,-2.08301610393522,0.064,0.281,1,"Pgrmc2","Down"
0.000179306578757287,-3.93490809095602,0.017,0.156,1,"Spata6","Down"
0.000182677949053961,0.536195658039835,0.971,0.938,1,"Macf1","Up"
0.000210247497737048,-1.76741652948036,0.179,0.469,1,"Tmem63b","Down"
0.000217154963771421,-2.98430501519823,0.017,0.156,1,"Ciao1","Down"
0.000220030316163273,1.10105290308773,0.896,0.781,1,"Luzp2","Up"
0.000230159044080694,0.541047398429526,0.988,0.969,1,"Ptprz1","Up"
0.000244107244276008,-2.43997772377906,0.04,0.219,1,"Tmem184b","Down"
0.000244997255546366,-3.26591803869498,0.029,0.188,1,"Grb14","Down"
0.000257424320381959,-1.22374776373241,0.416,0.719,1,"Eef1a1","Down"
0.000280557934318477,-2.01144578829501,0.121,0.375,1,"Ptk2b","Down"
0.000284001009850464,3.61828151096692,0.364,0.031,1,"Mctp1","Up"
0.000337168346171873,-2.57681950359583,0.058,0.25,1,"Hnrnpa1","Down"
0.000430727805697159,-2.88231333567824,0.046,0.219,1,"Dpm3","Down"
0.000476120239084566,-3.91574424762772,0.012,0.125,1,"Bloc1s1","Down"
0.000490938572492645,1.96015666153979,0.52,0.188,1,"Ttc28","Up"
0.000539141621376473,-2.65859765231675,0.012,0.125,1,"Tmtc4","Down"
0.000561820076389007,-2.87272196660903,0.012,0.125,1,"2510039O18Rik","Down"
0.000587269070660265,-2.23108225740909,0.127,0.344,1,"Dalrd3","Down"
0.000590869250629338,1.33757444920121,0.584,0.219,1,"Nr2f1","Up"
0.000631684824666563,-3.422243781464,0.023,0.156,1,"Xylt2","Down"
0.000635786283404768,-2.15930610407001,0.081,0.281,1,"Hopx","Down"
0.000649048204675743,0.696683753043063,0.942,0.781,1,"Grm3","Up"
0.000758156111759468,0.637529713859447,0.948,0.844,1,"Adgrl3","Up"
0.00077840517650893,1.27439938526587,0.601,0.281,1,"Naaladl2","Up"
0.000797487043870563,-2.66635392009502,0.023,0.156,1,"Cdk4","Down"
0.000846738592368104,-2.5579712986444,0.052,0.219,1,"Hadh","Down"
