"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.6769524428942e-33,0.742760384216841,0.994,0.986,7.19297121405673e-29,"Naaladl2","Up"
2.27208720060456e-19,-1.41242810782137,0.185,0.504,6.10509830802445e-15,"Gm56878","Down"
1.81281858242376e-18,-0.698504137200082,0.729,0.932,4.87104353097264e-14,"Pabpn1","Down"
1.85244517727799e-18,-0.421315504895333,1,1,4.97752019134596e-14,"Malat1","Down"
3.86383800354886e-18,-1.18842825557908,0.213,0.554,1.03821327155358e-13,"Gm56999","Down"
5.45417004508279e-18,-1.10540251970121,0.337,0.691,1.46553549111375e-13,"mt-Co3","Down"
1.03183451974587e-16,-0.810554805476255,0.604,0.91,2.77253935455715e-12,"Plp1","Down"
1.59108213030006e-16,-1.39531703860373,0.1,0.356,4.27523768411627e-12,"Ptgds","Down"
1.51376072232774e-15,-1.01707786874923,0.339,0.68,4.06747506089464e-11,"Tmsb4x","Down"
4.57435919960889e-15,-1.13886997963645,0.255,0.558,1.22913031693491e-10,"mt-Co1","Down"
4.59604209597732e-15,-0.683168178752638,0.807,0.939,1.23495651118911e-10,"Dscaml1","Down"
1.26621186122593e-14,1.61807112787486,0.532,0.306,3.40231127111408e-10,"Gm28307","Up"
1.3625499368932e-14,-1.3891865895561,0.108,0.345,3.66117168043204e-10,"Gm34237","Down"
3.85738431135508e-14,-0.343440055227656,0.986,0.993,1.03647916446111e-09,"Mycbp2","Down"
7.75064352351284e-14,0.68103521000011,0.867,0.813,2.0825979147679e-09,"Mtus2","Up"
1.70192702913706e-13,-1.74581690886218,0.149,0.388,4.57307792729127e-09,"Slc1a3","Down"
2.10922218574139e-13,-1.06941910980604,0.261,0.554,5.66748001308712e-09,"Fth1","Down"
3.74224133115661e-13,-0.986652580601828,0.201,0.486,1.00554024568178e-08,"Cox7c","Down"
3.88407746126697e-13,-1.73374447950666,0.175,0.424,1.04365161384243e-08,"Atp1a2","Down"
4.46829462858315e-13,0.266140691520572,1,1,1.20063076670029e-08,"Syt1","Up"
1.26326645653255e-12,-1.11173243382213,0.219,0.478,3.39439696870296e-08,"mt-Nd2","Down"
2.11185999474833e-12,-1.09271128732584,0.205,0.475,5.67456780588877e-08,"Ncdn","Down"
5.3085516122748e-12,-1.11508387288649,0.143,0.374,1.42640781821824e-07,"mt-Atp6","Down"
5.88093816075025e-12,-1.64948866069829,0.068,0.248,1.58020808379359e-07,"Tmsb10","Down"
1.18241139517822e-11,-0.627590883504875,0.683,0.885,3.17713941884388e-07,"Kazn","Down"
1.2175466239913e-11,-1.67088153136979,0.058,0.227,3.27154777866463e-07,"Kctd12","Down"
1.72618244294082e-11,-0.776951310756803,0.4,0.676,4.63825222418199e-07,"Norad","Down"
1.89317004902539e-11,-0.871320983919375,0.247,0.518,5.08694792173121e-07,"Rps29","Down"
2.92520978570415e-11,-1.13401256474113,0.135,0.349,7.86003869418705e-07,"Ubb","Down"
3.28775909476205e-11,-1.54347012882506,0.068,0.241,8.83420868762563e-07,"Rps6","Down"
4.22132912710593e-11,-1.31914195632916,0.114,0.317,1.13427113645336e-06,"Rps23","Down"
4.32359172946898e-11,-0.694075746869843,0.402,0.676,1.16174909770832e-06,"Cplx2","Down"
5.92652891296162e-11,-0.611385053578278,0.789,0.906,1.59245831891279e-06,"Kcnd3","Down"
6.83169917268782e-11,-0.316040509808002,0.99,0.996,1.83567756770122e-06,"Kcnq1ot1","Down"
7.93731227448204e-11,-0.843168199966503,0.171,0.406,2.13275580815333e-06,"Mt3","Down"
8.16739229331297e-11,-0.966281938572174,0.205,0.446,2.1945783092132e-06,"Rpl17","Down"
8.21377684848284e-11,-1.13932692695328,0.149,0.371,2.20704183918734e-06,"Ndufa4","Down"
1.1566064833808e-10,0.572821212898833,0.962,0.978,3.10780162084421e-06,"Khdrbs2","Up"
1.21501237035714e-10,-0.650471456913962,0.283,0.543,3.26473823914964e-06,"Ptpro","Down"
1.23522510244425e-10,-1.63889394145551,0.052,0.205,3.3190498502677e-06,"mt-Nd4l","Down"
1.27019019271072e-10,-1.15067730359893,0.096,0.284,3.41300104781372e-06,"Rpl23","Down"
1.39298679240936e-10,-0.558858037913134,0.657,0.871,3.74295551120396e-06,"Lyst","Down"
1.49970889803444e-10,-0.862994752089741,0.243,0.489,4.02971780901853e-06,"Nop56","Down"
1.57714457180629e-10,-0.306569451074163,0.998,1,4.23778746444349e-06,"Myt1l","Down"
1.73840853763676e-10,-0.78466472464987,0.301,0.572,4.67110374062997e-06,"Eef1a1","Down"
1.90126767213176e-10,-0.921644554646433,0.191,0.439,5.10870623501804e-06,"Rpl35a","Down"
1.98794644179297e-10,-0.74327129460201,0.402,0.691,5.3416120890977e-06,"Sparcl1","Down"
2.36416343243155e-10,-0.959144948271572,0.129,0.338,6.35250714294358e-06,"Apoe","Down"
3.00494439268063e-10,-0.76008315314917,0.181,0.428,8.07428558313285e-06,"Gigyf1","Down"
3.31559754810343e-10,-0.934638776660009,0.235,0.468,8.90901061175392e-06,"mt-Nd4","Down"
4.10520649113782e-10,-0.687363614907694,0.299,0.579,1.10306898416873e-05,"Taf1d","Down"
4.49838349214421e-10,-0.901128418246696,0.211,0.439,1.20871564433915e-05,"Rpl37a","Down"
4.94801410310421e-10,-0.795957905635913,0.235,0.493,1.3295313895041e-05,"Rpl38","Down"
5.39109905725047e-10,-0.923509758200798,0.219,0.45,1.4485883166832e-05,"Ptma","Down"
5.69531018192694e-10,-1.53940651384081,0.04,0.176,1.53032984588377e-05,"Snhg8","Down"
6.27054616251044e-10,-0.621587277468045,0.677,0.892,1.68489575386656e-05,"Hsp90aa1","Down"
6.65330146170857e-10,-2.37377673980184,0.018,0.126,1.78774210276109e-05,"Pla2g7","Down"
6.71900453383482e-10,-0.870420105950916,0.341,0.612,1.80539651824142e-05,"Ckb","Down"
7.69020118082844e-10,-2.20177552530334,0.026,0.144,2.0663570572886e-05,"Tomm7","Down"
8.58106032092664e-10,-1.30709926918896,0.058,0.209,2.30573090823299e-05,"Mrps26","Down"
1.1236237581102e-09,0.368677671302722,0.99,0.989,3.01917703804212e-05,"Hecw2","Up"
1.22447407027166e-09,-0.80365250011153,0.167,0.392,3.29016182681996e-05,"Cox6a1","Down"
1.27117630224958e-09,-0.888988730582809,0.472,0.719,3.41565072414461e-05,"Ptprz1","Down"
1.32922577521177e-09,-1.01067320589176,0.084,0.255,3.57162965799403e-05,"Btf3","Down"
1.3585789999226e-09,-0.713157979470045,0.205,0.439,3.65050177279202e-05,"Ndufaf4","Down"
1.53754228091975e-09,-0.82263245047828,0.171,0.388,4.13137610883137e-05,"Eif1","Down"
1.61982925419042e-09,-0.630260394495776,0.392,0.658,4.35248120600966e-05,"Hnrnpa3","Down"
1.68097617484314e-09,0.638695828816522,0.839,0.752,4.51678298180352e-05,"Satb2","Up"
1.95856671065939e-09,-1.2269790772985,0.068,0.223,5.26266875154179e-05,"Efnb3","Down"
1.9742376771764e-09,-0.728514379072199,0.221,0.46,5.30477663857298e-05,"Maged1","Down"
2.51316361620707e-09,-0.882481484949585,0.171,0.385,6.75287063674839e-05,"Rps21","Down"
2.70248730589415e-09,-0.305840116133328,0.974,0.971,7.26158339093757e-05,"Ccdc88a","Down"
2.71249962976567e-09,-0.386849439214354,0.845,0.95,7.28848650518035e-05,"Ube3a","Down"
3.5284647846426e-09,-0.314086992197747,0.996,0.996,9.48098487633466e-05,"Csmd3","Down"
3.79401389242439e-09,-0.775761678743918,0.247,0.482,0.000101945153289443,"Ppia","Down"
4.27375204170772e-09,-0.68155733273974,0.267,0.518,0.000114835717360686,"Prelid3a","Down"
4.73058389599145e-09,-0.749447406215376,0.225,0.457,0.00012711078928529,"Skp1","Down"
4.78554389679129e-09,-1.24688569331915,0.11,0.284,0.000128587564506782,"Scn9a","Down"
5.1858941478278e-09,-1.09597542952706,0.088,0.252,0.000139344975752133,"Ube2q1","Down"
6.66852556807491e-09,-0.500503253277817,0.472,0.712,0.000179183282014173,"Kcnn3","Down"
7.09555434145105e-09,-0.539579285089442,0.536,0.777,0.00019065754515479,"Cpeb1","Down"
7.15361864805906e-09,-0.861219003025299,0.446,0.68,0.000192217733073347,"Synpr","Down"
7.63137582274084e-09,-0.626437219314906,0.757,0.871,0.000205055068357046,"Limch1","Down"
8.71950300011909e-09,-1.01016075951697,0.106,0.273,0.0002342930456132,"Htatsf1","Down"
8.78797487149735e-09,-0.625605024842576,0.687,0.892,0.000236132884797134,"Hsp90ab1","Down"
8.79084984225939e-09,-1.22288778335802,0.098,0.27,0.00023621013526151,"Rpl9","Down"
9.21598163116516e-09,-0.654287726285405,0.361,0.629,0.000247633426429408,"Col4a2","Down"
1.07263227847276e-08,-0.885204970444463,0.165,0.363,0.000288216293225631,"Rps13","Down"
1.08935769965732e-08,-1.58753241146467,0.076,0.223,0.000292710413897923,"Vwc2","Down"
