"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
2.0519052399842e-32,-0.611619251100638,1,1,5.51346937983755e-28,"Malat1","Down"
3.5900314171709e-29,0.952929107389064,0.966,0.975,9.6464144179382e-25,"Naaladl2","Up"
1.90183766262936e-27,0.701842158883209,1,1,5.1102377994851e-23,"Tenm2","Up"
4.24157174131114e-24,-1.21092634226375,0.578,0.899,1.1397103268903e-19,"Pdzd2","Down"
8.63406591785642e-22,0.850514899712767,0.971,0.934,2.31997351212802e-17,"Dpp10","Up"
1.76186609975089e-21,0.34462479063861,1,1,4.73413421003063e-17,"Dab1","Up"
8.35521181885677e-21,0.757893016741804,0.985,0.97,2.24504541572682e-16,"Mir99ahg","Up"
1.92759142811157e-20,-1.3496994861364,0.379,0.803,5.17943816733578e-16,"Tmsb4x","Down"
2.37304128570725e-20,-0.382315864673159,1,1,6.37636193469539e-16,"Ppp3ca","Down"
2.581696076797e-19,0.589830572818548,1,0.995,6.93701735835355e-15,"Frmpd4","Up"
5.68191679923399e-19,0.493251827346325,1,0.997,1.52673104395417e-14,"Kctd16","Up"
9.50000863912328e-18,0.967788821876597,0.903,0.762,2.55265232133242e-13,"Car10","Up"
2.50419007435001e-17,-0.941850297654484,0.612,0.912,6.72875872977848e-13,"Cplx2","Down"
6.77717007535609e-17,0.731920589187494,0.995,0.989,1.82102559924818e-12,"Dcc","Up"
2.81833636053613e-16,1.20017015243524,0.806,0.685,7.57286980076058e-12,"Tenm4","Up"
6.05401525017761e-16,-0.638380422068217,0.883,0.992,1.62671389772272e-11,"Atp1b1","Down"
7.48225600465659e-15,0.586844965877154,0.981,0.956,2.01048218845122e-10,"St6galnac3","Up"
9.59910098159678e-15,0.336726792961965,1,1,2.57927843375505e-10,"Negr1","Up"
1.37071992321281e-14,-0.853635175655702,0.728,0.934,3.68312443367282e-10,"Nrgn","Down"
1.42890950060801e-14,-1.23067883708607,0.296,0.674,3.83947982813371e-10,"Neurod2","Down"
2.83388590524893e-14,0.666929237508987,0.932,0.885,7.61465142740387e-10,"Grik4","Up"
3.16426286015921e-14,-1.29382129946611,0.228,0.611,8.5023743052478e-10,"mt-Nd4","Down"
2.10263500049302e-13,-0.846445525096225,0.631,0.921,5.64978024632475e-09,"Hsp90aa1","Down"
3.05500004899437e-13,-1.04516238696478,0.413,0.74,8.20878513164786e-09,"Ncdn","Down"
3.05696704955365e-13,1.19850732867146,0.762,0.625,8.21407046215065e-09,"Cdh10","Up"
7.32699123335653e-13,0.280382168779216,1,1,1.9687625444029e-08,"Nlgn1","Up"
1.18257253883679e-12,-1.20618794515912,0.291,0.622,3.17757241185446e-08,"Fam163b","Down"
1.50560647508322e-12,-0.582149567713678,0.879,0.953,4.04556459854862e-08,"Lyst","Down"
2.03941391091328e-12,-1.04855759683073,0.544,0.819,5.47990517862399e-08,"Plp1","Down"
2.22876320712623e-12,-2.55164196655992,0.053,0.31,5.98868673754817e-08,"Ptgds","Down"
2.63423566931539e-12,0.461469739697052,0.99,1,7.07819124345047e-08,"Trpm3","Up"
2.65881479631559e-12,-0.989217178004397,0.34,0.707,7.1442353577e-08,"Eef1a1","Down"
2.82303947535475e-12,1.6777572818236,0.51,0.29,7.58550707027821e-08,"Gm28307","Up"
3.41418577454034e-12,-0.274222064850076,1,1,9.1739171761899e-08,"Gria2","Down"
3.61834808584406e-12,-1.48454641772474,0.16,0.474,9.72250130666298e-08,"Rpl17","Down"
3.77850855463856e-12,-1.1240393103501,0.184,0.521,1.01528524863138e-07,"Atxn7l3b","Down"
5.00997090433650e-12,-0.909614537869203,0.5,0.8,1.34617918199522e-07,"Camk2n1","Down"
6.69938263172193e-12,-0.926663580147132,0.369,0.701,1.80012411314368e-07,"Klf9","Down"
8.35713632913187e-12,-0.887474429385995,0.587,0.855,2.24556253163773e-07,"Ppp3r1","Down"
8.65645379898767e-12,0.798581911174829,0.864,0.773,2.32598913578799e-07,"Gria4","Up"
9.13450820921824e-12,0.77232105617525,0.898,0.86,2.45444235581694e-07,"Galntl6","Up"
9.77827771689676e-12,-0.803021122133253,0.451,0.792,2.62742322253016e-07,"mt-Co3","Down"
1.18112642138566e-11,-1.12291280827451,0.228,0.573,3.17368669426327e-07,"Ptma","Down"
1.38005455545806e-11,-1.42861044178437,0.141,0.444,3.70820659051582e-07,"Mrfap1","Down"
1.4962629840517e-11,-0.867134785430603,0.432,0.753,4.02045863814692e-07,"Ubash3b","Down"
1.53678944820878e-11,-1.63248512269978,0.121,0.403,4.12935324733698e-07,"Rpl27a","Down"
1.65973474954374e-11,-0.487130516624054,0.961,0.997,4.45970727202404e-07,"Epha7","Down"
2.51430427078816e-11,-0.730163542191657,0.762,0.948,6.75593557560778e-07,"Calm1","Down"
4.21325463706507e-11,0.387590737612032,0.985,1,1.13210152097939e-06,"Arpp21","Up"
4.3195192802107e-11,0.523485493142994,1,0.986,1.16065483059261e-06,"Cntnap2","Up"
4.46596595110993e-11,0.711182223646228,0.874,0.827,1.20000505106324e-06,"Pam","Up"
5.1675169465655e-11,0.478827757166135,0.971,0.986,1.38851180354215e-06,"Msra","Up"
5.71771916977505e-11,-0.48722132088213,0.864,0.97,1.53635114091855e-06,"Ccdc88a","Down"
6.18085232908812e-11,-0.603449074683977,0.762,0.934,1.66079502082598e-06,"Ddx5","Down"
6.65046946454998e-11,-1.298384041816,0.126,0.414,1.78698114512458e-06,"Eif1","Down"
6.92065876395352e-11,1.18370589796308,0.68,0.515,1.85958100987431e-06,"Adcy8","Up"
1.10856492092159e-10,-0.818701626964755,0.33,0.671,2.97871394251632e-06,"B4galt6","Down"
1.11749229072021e-10,-1.7681093286445,0.078,0.326,3.00270178516521e-06,"Rps27","Down"
1.13107415124519e-10,1.01923114421617,0.782,0.638,3.03919624439583e-06,"Prr16","Up"
1.2369551667172e-10,-0.830472443708122,0.413,0.745,3.3236985329691e-06,"Ywhah","Down"
2.09994049047268e-10,1.05478404895212,0.723,0.575,5.64254009790008e-06,"Pdzrn4","Up"
2.20603450759866e-10,0.331066846781916,0.995,1,5.9276147219176e-06,"Meg3","Up"
2.78949283083711e-10,-0.933209049523861,0.252,0.573,7.49536723645932e-06,"Ckb","Down"
3.09442577992148e-10,0.394121482754601,1,1,8.31472207064901e-06,"Ncam2","Up"
