"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
3.21478721706893e-52,3.89146448414938,0.574,0.03,8.6381332522642e-48,"A330076H08Rik","Up"
5.5441135030017e-48,3.16378049445925,0.662,0.076,1.48970329825656e-43,"Rora","Up"
1.33926348355714e-43,3.91785615079907,0.566,0.058,3.59860098031805e-39,"Gabrg3","Up"
2.54255333892594e-43,1.67052892589289,1,0.948,6.831840821694e-39,"Malat1","Up"
8.87436441500488e-43,2.63814796785887,0.897,0.418,2.38454171831181e-38,"Meg3","Up"
1.60268972430305e-42,3.01990081256696,0.5,0.03,4.3064272892023e-38,"B830012L14Rik","Up"
1.94861270270972e-42,2.58260695506686,0.529,0.039,5.23592233218101e-38,"Zeb1","Up"
4.06346893482873e-42,2.25225387172736,0.618,0.069,1.09185410278848e-37,"Prkn","Up"
9.99359207108771e-41,2.68157236084347,0.647,0.089,2.68527818950127e-36,"Kcnq1ot1","Up"
1.02897249490944e-40,2.88184675007551,0.478,0.028,2.76484909382166e-36,"Hdac8","Up"
2.08184703147466e-39,2.3482148653744,0.603,0.071,5.59392297357241e-35,"Otud7a","Up"
1.07037286091888e-38,2.57151911089615,0.559,0.061,2.87609187728903e-34,"Klf12","Up"
2.44094661815252e-38,2.62262037093072,0.471,0.032,6.55882356297583e-34,"Atad2b","Up"
6.99522679275388e-38,2.63592953829422,0.713,0.171,1.87961743921297e-33,"Ctnna2","Up"
9.27259143107562e-38,2.16369101698588,0.588,0.071,2.49154531753002e-33,"Mir100hg","Up"
1.77301977154773e-37,2.17571701956954,0.566,0.063,4.76410412614876e-33,"Cplane1","Up"
2.31325202954455e-37,2.24117250490022,0.824,0.303,6.21570820338621e-33,"Snhg11","Up"
7.65572831111764e-37,3.59175773561534,0.456,0.035,2.05709419719731e-32,"Rbms3","Up"
9.74209231029797e-37,1.94234145385139,0.625,0.089,2.61770020377706e-32,"Ttc14","Up"
5.03150853788341e-36,2.54051361885351,0.588,0.084,1.35196634412927e-31,"Samd12","Up"
5.3670004628388e-36,4.04294581919765,0.397,0.019,1.44211302436479e-31,"Lrch1","Up"
7.57582848625515e-36,2.70259154557933,0.441,0.03,2.03562511425676e-31,"Wwox","Up"
9.07082035077975e-36,2.97782280400887,0.382,0.015,2.43732942825452e-31,"Snx29","Up"
1.1562353578076e-35,2.15875726899378,0.544,0.063,3.10680440642901e-31,"Hecw2","Up"
1.54310578907855e-35,2.51846791681863,0.647,0.108,4.14632525525406e-31,"A230057D06Rik","Up"
2.06856805672386e-35,1.71363853577628,0.596,0.08,5.55824236841702e-31,"Pnisr","Up"
2.83528127236463e-35,2.70310590757271,0.434,0.03,7.61840077884377e-31,"5031425E22Rik","Up"
3.7816817693386e-35,3.30133350238475,0.456,0.039,1.01613789142128e-30,"Inpp4b","Up"
4.22776961276838e-35,2.3363370666665,0.596,0.087,1.13600169495086e-30,"Plekha5","Up"
5.49690069384944e-35,2.36474242179697,0.485,0.045,1.47701721643734e-30,"Ralgapa2","Up"
